n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,5.0,8.45993031358885,7.919860627177701,4.871080139372823,8.45993031358885,8.0,10.0,8.0,8.0,9.452961672473867,11.0,5.418118466898955,4.710801393728223,7.710801393728223,8.0,3.0,5.0,3.0,6.344947735191638,4.0,7.0,11.0,10.0,9.344947735191637,6.0,5.0,4.0,5.0,5,9,9,6,9,8,10,8,8,10,11,6,5,8,8,3,5,3,9,4,7,11,10,12,6,5,4,5,193.23,200,3288,60.66
125,7.0,10.97212543554007,9.0,6.0,9.285714285714286,10.285714285714286,11.0,9.581881533101045,9.0,9.0,11.0,8.686411149825783,7.331010452961673,8.710801393728223,8.0,5.0,6.0,5.0,6.923344947735192,6.0,8.867595818815332,12.0,10.0,10.344947735191637,10.578397212543553,7.0,6.620209059233449,7.0,7,12,9,6,10,11,11,10,9,9,11,9,8,9,8,5,6,5,11,6,10,12,10,13,12,7,7,7,234.57,242,4140,82.1
150,10.94425087108014,10.738675958188153,11.902439024390244,7.0,10.285714285714286,10.285714285714286,15.21602787456446,11.54006968641115,10.933797909407666,11.278745644599303,12.0,11.578397212543553,10.519163763066203,9.101045296167248,10.0,9.104529616724738,6.0,5.0,7.344947735191638,6.0,11.282229965156795,16.45296167247387,15.094076655052264,14.202090592334494,11.850174216027874,8.0,8.303135888501743,14.08362369337979,14,12,13,7,11,11,17,12,12,14,12,14,12,10,10,13,6,5,10,6,13,17,18,20,13,8,10,18,279.39,294,5097,97.9
175,12.874564459930314,12.292682926829269,13.320557491289199,8.0,12.735191637630662,13.742160278745645,16.38327526132404,12.599303135888501,11.452961672473867,12.013937282229966,15.0,11.686411149825783,10.815331010452962,11.101045296167248,14.37979094076655,7.557491289198606,8.0,6.0,8.344947735191637,9.0,10.885017421602788,18.142857142857142,13.0,13.344947735191637,12.449477351916377,12.383275261324043,7.881533101045296,12.411149825783973,14,16,16,8,14,15,19,13,12,14,15,12,13,12,17,9,8,6,11,9,12,20,13,16,13,13,9,13,322.25,342,5805,114.59
200,12.874564459930314,16.581881533101047,14.75609756097561,9.0,15.285714285714286,13.745644599303136,17.463414634146343,13.707317073170731,12.0,14.470383275261325,15.0,12.470383275261325,10.905923344947736,14.010452961672474,15.80836236933798,10.480836236933797,9.658536585365853,8.0,12.344947735191637,9.0,14.289198606271777,23.72822299651568,16.4006968641115,14.003484320557492,12.0,12.843205574912892,9.303135888501743,14.86411149825784,14,20,18,9,16,15,21,16,12,17,15,13,13,15,19,13,11,8,15,9,16,26,19,17,12,14,11,16,366.48,392,7068,140.16
225,15.240418118466899,18.905923344947734,15.034843205574912,9.470383275261325,16.986062717770036,17.937282229965156,18.770034843205575,14.37979094076655,13.362369337979095,18.449477351916375,19.146341463414632,16.686411149825783,15.337979094076655,16.822299651567945,15.703832752613241,9.752613240418118,9.452961672473867,10.0,13.344947735191637,12.860627177700348,17.362369337979093,24.54355400696864,15.45993031358885,17.114982578397214,13.0,15.80836236933798,10.449477351916377,14.533101045296167,17,24,19,10,19,21,23,16,14,25,23,17,20,22,18,12,10,10,16,15,20,29,16,22,13,19,11,15,404.59,436,7617,163.17
250,15.097560975609756,19.470383275261323,16.585365853658537,12.759581881533101,17.29268292682927,17.480836236933797,21.313588850174217,14.588850174216027,13.362369337979095,17.195121951219512,20.954703832752614,16.686411149825783,16.027874564459932,19.170731707317074,19.501742160278745,12.278745644599303,12.581881533101045,10.0,15.344947735191637,15.076655052264808,24.045296167247386,23.191637630662022,16.581881533101047,22.498257839721255,15.449477351916377,16.937282229965156,10.881533101045296,19.031358885017422,16,26,22,16,20,20,28,15,14,23,25,17,22,25,22,15,13,10,18,16,28,25,17,28,16,21,12,24,446.24,482,8508,174.37
275,19.303135888501743,20.745644599303137,18.33101045296167,13.693379790940767,16.843205574912893,20.94773519163763,21.554006968641115,17.101045296167246,15.369337979094077,17.972125435540068,20.505226480836235,19.121951219512194,18.961672473867594,19.951219512195124,21.4390243902439,13.303135888501743,13.543554006968641,12.0,17.738675958188153,16.076655052264808,23.78745644599303,24.526132404181183,20.463414634146343,23.986062717770036,15.0,16.32404181184669,10.881533101045296,19.35191637630662,21,27,23,16,19,24,27,18,16,24,24,20,26,25,26,16,14,12,22,17,26,28,22,29,15,19,12,22,487.16,530,9564,201.59
300,20.808362369337978,20.721254355400696,20.428571428571427,13.975609756097562,17.29268292682927,23.60278745644599,20.878048780487806,19.020905923344948,16.37979094076655,18.45644599303136,23.613240418118465,19.463414634146343,20.23693379790941,21.341463414634145,21.13240418118467,15.466898954703833,15.536585365853659,13.83623693379791,17.81184668989547,15.0,28.613240418118465,28.898954703832754,19.536585365853657,23.989547038327526,17.449477351916375,16.529616724738677,12.881533101045296,20.574912891986063,23,28,26,17,20,27,25,20,17,22,28,20,28,27,24,16,16,16,21,15,32,35,20,29,18,18,14,22,523.77,568,10134,214.02
325,19.822299651567945,24.254355400696863,23.73170731707317,15.153310104529616,17.29268292682927,25.871080139372822,24.578397212543553,21.445993031358885,19.39721254355401,18.843205574912893,24.581881533101047,21.121951219512194,21.10452961672474,23.56445993031359,22.13240418118467,16.045296167247386,17.54355400696864,13.83623693379791,18.81184668989547,15.439024390243903,31.118466898954704,30.428571428571427,23.933797909407666,24.968641114982578,19.006968641114984,19.337979094076655,17.4390243902439,21.494773519163765,21,31,31,18,20,31,32,24,22,23,31,22,29,28,25,17,18,16,22,16,35,36,28,30,21,22,19,24,568.22,624,11148,243.26
