average_node_connectivity,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,density,edge_connectivity,flow_hierarchy,global_reaching_centrality,is_aperiodic,is_attracting_component,is_semiconnected,is_strongly_connected,node_connectivity,number_attracting_components,number_of_edges,number_strongly_connected_components,overall_reciprocity,reciprocity,s_metric,avg_transceivers,max_transceivers,sum_slots,avg_max_slot,set_id,n_requests
2.609230769230769,-0.2581087324135723,-0.2581087324135729,0.1446153846153846,1,0.0,0.0,True,True,True,True,1,1,94,1,0.1914893617021276,0.1914893617021276,5836.0,192.52,200.0,3294.0,58.07,0,100
2.3276923076923075,-0.1217579154951118,-0.1217579154951114,0.1461538461538461,0,0.0421052631578947,0.04,True,False,True,False,0,1,95,2,0.1052631578947368,0.1052631578947368,6573.0,190.0,190.0,3261.0,52.25,1,100
2.6553846153846155,0.1138577433758815,0.1138577433758814,0.1415384615384615,1,0.0,0.0,True,True,True,True,1,1,92,1,0.1956521739130435,0.1956521739130435,5331.0,191.21,200.0,3555.0,63.82,2,100
2.330769230769231,-0.012739539664233,-0.0127395396642328,0.1384615384615384,0,0.0444444444444444,0.04,True,False,True,False,1,1,90,2,0.2444444444444444,0.2444444444444444,5684.0,190.24,192.0,3066.0,47.86,3,100
2.690769230769231,0.0718090862138736,0.0718090862138725,0.1446153846153846,0,0.0425531914893616,0.04,False,False,True,False,0,1,94,2,0.1063829787234042,0.1063829787234042,5760.0,195.46,210.0,3504.0,55.39,4,100
2.193846153846154,-0.0421940363834547,-0.0421940363834537,0.1446153846153846,0,0.1489361702127659,0.152,False,False,False,False,0,2,94,5,0.1063829787234042,0.1063829787234042,6994.0,190.95,196.0,3198.0,52.46,5,100
2.66,0.0987343100222885,0.0987343100222893,0.1461538461538461,0,0.0421052631578947,0.04,True,False,True,False,2,1,95,2,0.1263157894736842,0.1263157894736842,6163.0,193.61,198.0,3366.0,56.68,6,100
2.6107692307692307,-0.1211077812874347,-0.1211077812874346,0.1415384615384615,1,0.0,0.0,True,True,True,True,1,1,92,1,0.1956521739130435,0.1956521739130435,5687.0,195.92,206.0,3795.0,64.57,7,100
2.903076923076923,-0.0299629971447557,-0.0299629971447555,0.1461538461538461,1,0.0,0.0,True,True,True,True,2,1,95,1,0.231578947368421,0.231578947368421,5809.0,194.6,200.0,3552.0,66.57,8,100
2.4492307692307693,0.017729711186472,0.0177297111864708,0.1446153846153846,0,0.0212765957446808,0.04,True,False,True,False,0,1,94,2,0.1276595744680851,0.1276595744680851,6408.0,194.82,202.0,3405.0,56.11,9,100
2.903076923076923,-0.0299629971447557,-0.0299629971447555,0.1461538461538461,1,0.0,0.0,True,True,True,True,2,1,95,1,0.231578947368421,0.231578947368421,5809.0,194.6,200.0,3561.0,64.71,10,100
2.4492307692307693,0.017729711186472,0.0177297111864708,0.1446153846153846,0,0.0212765957446808,0.04,True,False,True,False,0,1,94,2,0.1276595744680851,0.1276595744680851,6408.0,193.21,200.0,3387.0,56.64,11,100
2.6369230769230767,-0.1085246867781998,-0.1085246867782013,0.1446153846153846,0,0.0425531914893616,0.04,False,False,True,False,0,1,94,2,0.0638297872340425,0.0638297872340425,5911.0,192.25,196.0,3252.0,52.39,12,100
2.626153846153846,-0.0298679431246797,-0.0298679431246799,0.1415384615384615,1,0.0,0.0,True,True,True,True,1,1,92,1,0.2608695652173913,0.2608695652173913,5978.0,191.32,202.0,3420.0,56.0,13,100
2.3846153846153846,-0.1858148401221179,-0.1858148401221186,0.1446153846153846,0,0.0212765957446808,0.04,True,False,True,False,0,1,94,2,0.2553191489361702,0.2553191489361702,6875.0,191.84,198.0,3348.0,53.71,14,100
2.5492307692307694,-0.0663978209057977,-0.0663978209057979,0.1353846153846153,1,0.0,0.0,True,True,True,True,1,1,88,1,0.2045454545454545,0.2045454545454545,4706.0,185.29,198.0,3195.0,55.32,15,100
2.306153846153846,-0.105489803294224,-0.1054898032942237,0.143076923076923,0,0.032258064516129,0.04,True,False,True,False,1,1,93,2,0.2580645161290322,0.2580645161290322,6783.0,192.54,200.0,3372.0,60.11,16,100
2.4015384615384616,-0.055245543551632,-0.0552455435516328,0.14,0,0.0769230769230768,0.0768,False,False,True,False,0,1,91,2,0.1758241758241758,0.1758241758241758,5259.0,189.22,198.0,3285.0,58.25,17,100
2.6723076923076925,-0.1719686043106915,-0.1719686043106905,0.1476923076923077,1,0.0,0.0,True,True,True,True,1,1,96,1,0.125,0.125,6268.0,196.41,202.0,3708.0,64.39,18,100
