average_node_connectivity,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,density,edge_connectivity,flow_hierarchy,global_reaching_centrality,is_aperiodic,is_attracting_component,is_semiconnected,is_strongly_connected,node_connectivity,number_attracting_components,number_of_edges,number_strongly_connected_components,overall_reciprocity,reciprocity,s_metric,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
9.29076923076923,-0.05727199129641899,-0.05727199129642,0.5769230769230769,7,0.0,0.0,True,True,True,True,7,1,375,1,0.3253333333333333,0.3253333333333333,332763.0,647.32,702.0,11781.0,205.39
9.596923076923076,0.04490633774883264,0.04490633774883263,0.5769230769230769,3,0.0,0.0,True,True,True,True,8,1,375,1,0.30933333333333335,0.30933333333333335,327058.0,663.44,704.0,12015.0,204.07
9.226153846153846,0.05205967461737928,0.052059674617375803,0.5769230769230769,5,0.0,0.0,True,True,True,True,5,1,375,1,0.3466666666666667,0.3466666666666667,330186.0,637.71,724.0,13476.0,238.82
9.232307692307693,0.009737625644923335,0.009737625644921854,0.5769230769230769,6,0.0,0.0,True,True,True,True,7,1,375,1,0.37333333333333335,0.37333333333333335,332547.0,682.15,710.0,12492.0,217.82
9.801538461538462,0.004005166462732205,0.004005166462731732,0.5769230769230769,7,0.0,0.0,True,True,True,True,7,1,375,1,0.4,0.4,337771.0,664.29,794.0,13647.0,246.04
9.404615384615385,0.008746164906234854,0.008746164906233958,0.5769230769230769,4,0.0,0.0,True,True,True,True,4,1,375,1,0.3626666666666667,0.3626666666666667,332121.0,618.94,712.0,11625.0,201.54
9.604615384615384,-0.014803282951631629,-0.014803282951631597,0.5769230769230769,5,0.0,0.0,True,True,True,True,5,1,375,1,0.384,0.384,335809.0,633.59,716.0,12426.0,232.0
9.573846153846153,-0.011583762851177716,-0.011583762851176743,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.37333333333333335,0.37333333333333335,344067.0,673.27,750.0,13290.0,236.07
9.247692307692308,0.014594724036990407,0.014594724036992574,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.336,0.336,334318.0,640.56,722.0,13179.0,226.5
9.521538461538462,0.07998294686329299,0.07998294686329387,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.3466666666666667,0.3466666666666667,338807.0,659.16,748.0,12042.0,209.39
9.247692307692308,0.014594724036990407,0.014594724036992574,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.336,0.336,334318.0,636.41,716.0,13017.0,220.39
9.521538461538462,0.07998294686329299,0.07998294686329387,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.3466666666666667,0.3466666666666667,338807.0,657.99,748.0,12255.0,214.68
9.27076923076923,0.01614778336278365,0.016147783362786834,0.5769230769230769,3,0.0,0.0,True,True,True,True,6,1,375,1,0.26666666666666666,0.26666666666666666,319342.0,623.05,700.0,11805.0,199.29
9.906153846153845,0.029364556496588295,0.02936455649658841,0.5769230769230769,8,0.0,0.0,True,True,True,True,8,1,375,1,0.384,0.384,327637.0,652.26,720.0,12801.0,234.96
9.324615384615385,0.05933150584133513,0.05933150584133604,0.5769230769230769,4,0.0,0.0,True,True,True,True,6,1,375,1,0.3626666666666667,0.3626666666666667,340464.0,643.48,720.0,12588.0,222.11
9.653846153846153,0.05070993786781336,0.05070993786781303,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.3466666666666667,0.3466666666666667,325735.0,643.91,706.0,11763.0,201.64
9.70923076923077,0.07661738429589357,0.07661738429589367,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.4,0.4,335354.0,642.2,708.0,12477.0,236.61
9.583076923076923,-0.01788538711354259,-0.017885387113543677,0.5769230769230769,4,0.0,0.0,True,True,True,True,5,1,375,1,0.368,0.368,333959.0,637.76,704.0,12417.0,225.21
9.256923076923076,0.0015874715536760876,0.0015874715536768273,0.5769230769230769,5,0.0,0.0,True,True,True,True,5,1,375,1,0.352,0.352,327379.0,632.25,718.0,12615.0,225.75
9.186153846153847,-0.010542147197573477,-0.010542147197572987,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.33066666666666666,0.33066666666666666,334803.0,632.86,708.0,11649.0,209.25
9.293846153846154,-0.04208984224846296,-0.042089842248460706,0.5769230769230769,5,0.0,0.0,True,True,True,True,5,1,375,1,0.3626666666666667,0.3626666666666667,341993.0,652.22,730.0,13692.0,243.32
9.847692307692308,0.03968743944544161,0.03968743944544357,0.5769230769230769,7,0.0,0.0,True,True,True,True,7,1,375,1,0.3413333333333333,0.3413333333333333,329552.0,663.39,752.0,12567.0,217.71
9.464615384615385,0.09090676149656642,0.09090676149656984,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.336,0.336,327915.0,631.17,710.0,12171.0,215.89
9.94,0.00037236043704303855,0.0003723604370465492,0.5769230769230769,7,0.0,0.0,True,True,True,True,7,1,375,1,0.37866666666666665,0.37866666666666665,321450.0,658.01,732.0,12840.0,227.71
9.490769230769232,0.04476547280935458,0.04476547280935703,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.3626666666666667,0.3626666666666667,338744.0,651.07,720.0,13113.0,252.11
9.784615384615385,-0.006173341130766766,-0.006173341130765326,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.3626666666666667,0.3626666666666667,334675.0,649.79,718.0,12072.0,211.43
9.826153846153845,0.04482694739907448,0.04482694739907418,0.5769230769230769,7,0.0,0.0,True,True,True,True,7,1,375,1,0.3893333333333333,0.3893333333333333,328220.0,631.67,694.0,12183.0,223.25
9.504615384615384,-0.04847759300862858,-0.0484775930086299,0.5769230769230769,5,0.0,0.0,True,True,True,True,5,1,375,1,0.3626666666666667,0.3626666666666667,334958.0,650.08,722.0,12456.0,222.43
9.42153846153846,-0.042115326404979295,-0.042115326404979246,0.5769230769230769,6,0.0,0.0,True,True,True,True,7,1,375,1,0.336,0.336,331520.0,636.77,720.0,12621.0,226.96
9.398461538461538,-0.0387403978669364,-0.038740397866934846,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.3413333333333333,0.3413333333333333,331915.0,640.38,712.0,12099.0,210.86
9.250769230769231,-0.03890590273831191,-0.03890590273831318,0.5769230769230769,5,0.0,0.0,True,True,True,True,5,1,375,1,0.3626666666666667,0.3626666666666667,340891.0,660.84,738.0,13818.0,252.07
9.936923076923076,0.1642366154224862,0.1642366154224846,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.35733333333333334,0.35733333333333334,326111.0,652.33,738.0,12990.0,236.04
9.45076923076923,0.06496708990021259,0.06496708990021251,0.5769230769230769,5,0.0,0.0,True,True,True,True,5,1,375,1,0.4,0.4,333639.0,639.6,718.0,12081.0,217.39
9.796923076923077,-0.025290954141393433,-0.0252909541413934,0.5769230769230769,6,0.0,0.0,True,True,True,True,7,1,375,1,0.368,0.368,332297.0,646.77,710.0,12351.0,211.54
9.664615384615384,0.03295473523504904,0.03295473523505118,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.4053333333333333,0.4053333333333333,336322.0,649.4,726.0,13200.0,225.0
9.510769230769231,0.022428363637452823,0.022428363637453725,0.5769230769230769,5,0.0,0.0,True,True,True,True,5,1,375,1,0.4,0.4,347632.0,643.25,714.0,11988.0,220.93
9.993846153846153,0.031554202746799785,0.03155420274679976,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.4,0.4,328635.0,641.05,704.0,12141.0,219.75
9.513846153846155,-0.03625133561188136,-0.03625133561188222,0.5769230769230769,5,0.0,0.0,True,True,True,True,6,1,375,1,0.33066666666666666,0.33066666666666666,329702.0,645.25,708.0,12036.0,222.43
9.396923076923077,0.07215720213793589,0.07215720213793603,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.37333333333333335,0.37333333333333335,334258.0,637.41,724.0,12480.0,225.18
9.378461538461538,0.00937882678852613,0.009378826788525753,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.33066666666666666,0.33066666666666666,332106.0,638.61,716.0,12315.0,225.96
9.607692307692307,-0.003279606209584486,-0.0032796062095809576,0.5769230769230769,5,0.0,0.0,True,True,True,True,5,1,375,1,0.33066666666666666,0.33066666666666666,331396.0,668.65,742.0,13572.0,243.86
9.972307692307693,0.07746530046128182,0.07746530046127958,0.5769230769230769,5,0.0,0.0,True,True,True,True,7,1,375,1,0.39466666666666667,0.39466666666666667,331205.0,647.78,730.0,13230.0,234.93
9.032307692307691,-0.08252986322832372,-0.08252986322832336,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.3466666666666667,0.3466666666666667,338498.0,633.41,724.0,12336.0,219.36
9.981538461538461,-0.06156306763030326,-0.061563067630304925,0.5769230769230769,5,0.0,0.0,True,True,True,True,5,1,375,1,0.416,0.416,338225.0,670.07,738.0,12774.0,225.75
9.393846153846154,0.007544325654374422,0.00754432565437478,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.3626666666666667,0.3626666666666667,334550.0,646.48,722.0,13230.0,245.29
9.204615384615385,-0.08174335102720649,-0.08174335102720733,0.5769230769230769,6,0.0,0.0,True,True,True,True,6,1,375,1,0.3413333333333333,0.3413333333333333,338712.0,636.69,716.0,12753.0,228.21
9.94923076923077,0.02425799884582386,0.024257998845824878,0.5769230769230769,6,0.0,0.0,True,True,True,True,8,1,375,1,0.39466666666666667,0.39466666666666667,324396.0,640.22,698.0,11745.0,213.5
9.358461538461539,0.08573118388898594,0.08573118388898598,0.5769230769230769,5,0.0,0.0,True,True,True,True,7,1,375,1,0.3466666666666667,0.3466666666666667,328818.0,635.36,706.0,12063.0,209.36
9.798461538461538,-0.00023825920098271834,-0.000238259200984035,0.5769230769230769,7,0.0,0.0,True,True,True,True,7,1,375,1,0.37866666666666665,0.37866666666666665,330723.0,647.16,722.0,12918.0,231.86
