average_node_connectivity,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,density,edge_connectivity,flow_hierarchy,global_reaching_centrality,has_eulerian_path,is_aperiodic,is_arborescence,is_attracting_component,is_bipartite,is_branching,is_directed_acyclic_graph,is_eulerian,is_forest,is_graphical,is_multigraphical,is_planar,is_pseudographical,is_regular,is_semiconnected,is_semieulerian,is_strongly_connected,is_tree,is_triad,is_valid_degree_sequence_erdos_gallai,is_valid_degree_sequence_havel_hakimi,is_weakly_connected,is_weighted,min_cost_flow_cost,node_connectivity,number_attracting_components,number_of_edges,number_of_isolates,number_of_nodes,number_of_selfloops,number_strongly_connected_components,number_weakly_connected_components,overall_reciprocity,reciprocity,s_metric,wiener_index,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
12.758461538461539,0.023725883243371923,0.02372588324337239,0.8076923076923077,8,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,8,1,525,0,26,0,1,1,0.4038095238095238,0.4038095238095238,889702.0,941,883.86,974.0,16509.0,290.46
11.895384615384616,0.029974198832506228,0.02997419883250751,0.8076923076923077,7,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,8,1,525,0,26,0,1,1,0.3923809523809524,0.3923809523809524,897580.0,952,870.6,938.0,16053.0,276.57
11.94,0.08640223395464873,0.08640223395465131,0.8076923076923077,7,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,9,1,525,0,26,0,1,1,0.4076190476190476,0.4076190476190476,892179.0,954,848.52,980.0,17397.0,295.07
12.218461538461538,0.04172706340471202,0.041727063404712245,0.8076923076923077,8,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,9,1,525,0,26,0,1,1,0.4342857142857143,0.4342857142857143,890989.0,944,909.94,942.0,16353.0,280.5
12.836923076923076,0.051485134158021244,0.05148513415802277,0.8076923076923077,10,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,10,1,525,0,26,0,1,1,0.48,0.48,888706.0,933,866.86,1016.0,16866.0,296.46
12.249230769230769,0.01789761642118895,0.01789761642119087,0.8076923076923077,8,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,8,1,525,0,26,0,1,1,0.4076190476190476,0.4076190476190476,879689.0,948,838.85,1004.0,16581.0,287.39
12.58,0.023548231673089413,0.023548231673087762,0.8076923076923077,9,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,9,1,525,0,26,0,1,1,0.44571428571428573,0.44571428571428573,896866.0,938,838.37,962.0,16521.0,284.68
12.335384615384616,0.02421503074263539,0.024215030742635583,0.8076923076923077,7,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,9,1,525,0,26,0,1,1,0.4419047619047619,0.4419047619047619,924056.0,938,870.03,978.0,16857.0,290.89
11.981538461538461,-0.01398417501765659,-0.013984175017656624,0.8076923076923077,7,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,7,1,525,0,26,0,1,1,0.4076190476190476,0.4076190476190476,904428.0,947,847.94,954.0,17295.0,295.93
12.466153846153846,0.06506442735640665,0.065064427356408,0.8076923076923077,8,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,10,1,525,0,26,0,1,1,0.4228571428571429,0.4228571428571429,904639.0,940,869.61,996.0,16968.0,290.79
