n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,7.0,9.0,7.0,10.0,7.0,9.0,10.0,8.0,8.0,6.0,5.825783972125436,3.0,9.0,6.825783972125436,7.0,7.0,4.0,6.0,8.825783972125436,4.0,6.2682926829268295,6.442508710801394,3.0,7.0,6.0,8.0,6.0,9.0,7,9,7,10,7,9,10,8,8,6,8,3,9,9,7,7,4,6,11,4,9,7,3,7,6,8,6,9,191.99,196,3726,72.0
125,7.0,9.0,9.0,11.0,8.0,13.567944250871081,12.564459930313589,14.017421602787456,8.574912891986063,7.2404181184668985,6.825783972125436,3.0,10.0,12.390243902439025,11.0,8.0,4.0,9.0,8.825783972125436,5.0,8.717770034843205,10.45993031358885,4.0,8.0,8.0,10.0,8.240418118466899,10.442508710801393,7,9,9,11,8,15,14,15,9,8,9,3,10,16,11,8,4,9,11,5,12,13,4,8,8,10,9,11,240.45,250,4842,90.44
150,10.0,10.0,9.0,12.574912891986063,10.494773519163763,13.567944250871081,13.282229965156795,17.526132404181183,11.588850174216027,8.0,9.282229965156795,4.0,14.0,15.390243902439025,11.0,8.0,4.0,10.0,12.888501742160278,7.0,9.717770034843205,12.45993031358885,6.487804878048781,11.0,11.0,10.0,9.825783972125436,10.442508710801393,10,10,9,13,11,15,14,19,12,8,12,4,14,21,11,8,4,10,16,7,13,15,7,11,11,10,12,11,286.01,298,5703,108.91
175,11.81184668989547,12.0,11.0,13.574912891986063,10.494773519163763,14.567944250871081,16.0,19.67595818815331,11.0,9.229965156794425,9.282229965156795,8.0,14.0,16.10801393728223,12.0,11.0,5.0,12.80836236933798,13.888501742160278,8.0,11.278745644599303,13.477351916376307,9.487804878048781,13.362369337979095,12.445993031358885,12.0,12.05574912891986,11.731707317073171,13,12,11,14,11,16,16,23,11,10,12,8,14,21,12,11,5,14,17,8,16,16,10,14,13,12,15,13,328.8,348,6543,121.94
200,12.0,13.449477351916377,13.658536585365853,17.076655052264808,11.94425087108014,17.226480836236934,17.0,22.090592334494772,12.578397212543553,12.229965156794425,10.282229965156795,8.0,16.442508710801395,16.10801393728223,13.0,11.0,8.442508710801393,14.86411149825784,17.88850174216028,10.0,11.567944250871081,15.310104529616725,10.487804878048781,13.362369337979095,13.27177700348432,14.0,16.05574912891986,14.745644599303136,12,14,14,18,13,19,17,25,13,13,13,8,18,21,13,11,10,16,21,10,15,18,11,14,14,14,19,16,376.77,400,7395,139.28
225,14.0,15.909407665505226,14.365853658536585,18.076655052264808,11.494773519163763,18.70731707317073,19.076655052264808,23.89198606271777,15.362369337979095,15.181184668989546,12.282229965156795,9.0,16.442508710801395,16.10801393728223,14.0,14.533101045296167,9.442508710801393,21.857142857142858,18.88850174216028,12.0,12.567944250871081,16.310104529616726,11.020905923344948,14.547038327526133,17.27177700348432,15.0,21.355400696864113,15.745644599303136,14,19,16,19,12,22,21,26,16,18,15,9,18,21,14,15,11,27,22,12,16,19,12,17,21,15,26,17,417.13,446,8394,170.16
250,15.0,15.909407665505226,17.477351916376307,19.0801393728223,14.0,20.526132404181183,20.076655052264808,25.860627177700348,17.75609756097561,16.526132404181183,13.282229965156795,11.0,19.442508710801395,20.10801393728223,17.83275261324042,15.372822299651569,10.442508710801393,23.306620209059233,21.88850174216028,13.0,12.567944250871081,17.310104529616726,13.763066202090592,15.9198606271777,17.81184668989547,18.0,22.89547038327526,17.738675958188153,15,19,19,22,14,25,22,29,20,19,16,11,21,25,20,16,12,29,25,13,16,20,15,19,22,18,29,19,462.17,490,8859,169.9
275,15.0,16.177700348432055,18.94773519163763,21.076655052264808,17.494773519163765,19.794425087108014,20.749128919860627,26.662020905923345,17.533101045296167,17.81533101045296,14.282229965156795,14.686411149825783,19.442508710801395,22.10801393728223,17.27526132404181,16.372822299651567,11.975609756097562,24.585365853658537,23.88850174216028,15.0,15.567944250871081,19.310104529616726,13.763066202090592,18.735191637630663,19.34843205574913,20.28919860627178,22.89547038327526,19.738675958188153,15,18,20,22,18,22,22,31,18,21,17,16,21,27,18,17,14,28,27,15,19,22,15,20,22,21,29,21,507.39,540,9714,190.06
300,16.0,16.177700348432055,22.24390243902439,21.574912891986063,22.073170731707318,19.67247386759582,24.954703832752614,29.35191637630662,17.745644599303137,17.81533101045296,14.790940766550523,16.686411149825783,20.442508710801395,25.679442508710803,20.27526132404181,16.372822299651567,15.742160278745645,24.083623693379792,24.88850174216028,16.571428571428573,20.926829268292682,20.66898954703833,13.763066202090592,18.735191637630663,21.536585365853657,24.641114982578397,23.89547038327526,22.278745644599304,16,18,27,22,29,23,29,35,19,21,18,18,22,31,21,17,19,27,28,17,24,23,15,20,26,30,30,25,549.17,590,10692,196.9
325,17.0,16.923344947735192,24.442508710801395,24.975609756097562,22.60278745644599,22.076655052264808,24.951219512195124,28.229965156794425,21.850174216027874,20.81533101045296,17.05923344947735,16.88850174216028,20.442508710801395,27.34843205574913,21.463414634146343,16.372822299651567,17.742160278745644,23.700348432055748,26.67247386759582,18.75609756097561,20.926829268292682,24.24390243902439,14.763066202090592,19.181184668989548,24.696864111498257,24.449477351916375,26.797909407665504,22.634146341463413,17,19,29,28,28,25,27,33,26,24,23,18,22,33,23,17,21,26,31,21,24,27,16,21,31,29,34,25,586.67,638,11133,216.99
