average_node_connectivity,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,density,edge_connectivity,flow_hierarchy,global_reaching_centrality,is_aperiodic,is_attracting_component,is_semiconnected,is_strongly_connected,node_connectivity,number_attracting_components,number_of_edges,number_strongly_connected_components,overall_reciprocity,reciprocity,s_metric,avg_transceivers,max_transceivers,sum_slots,avg_max_slot,set_id,n_requests
2.412698412698413,0.0845111902181081,0.0845111902181077,0.1256613756613756,1,0.0,0.0,True,True,True,True,1,1,95,1,0.0210526315789473,0.0210526315789473,5297.0,195.39,202.0,3648.0,65.56,58,100
2.2711640211640214,0.0284243829750956,0.0284243829750958,0.1256613756613756,0,0.1157894736842105,0.0727023319615912,False,False,True,False,1,1,95,3,0.0842105263157894,0.0842105263157894,4951.0,194.8,198.0,3582.0,66.4,59,100
1.89021164021164,0.0667868445191086,0.06678684451911,0.1243386243386243,0,0.276595744680851,0.2002743484224965,False,False,False,False,0,2,94,8,0.1489361702127659,0.1489361702127659,5293.0,193.62,200.0,3606.0,60.15,60,100
2.369047619047619,0.1478319506211496,0.1478319506211497,0.1256613756613756,0,0.0842105263157895,0.0727023319615913,False,False,True,False,0,1,95,3,0.0631578947368421,0.0631578947368421,5198.0,197.07,206.0,3879.0,64.76,61,100
1.7605820105820107,-0.064427274935831,-0.0644272749358304,0.1084656084656084,0,0.0853658536585365,0.0727023319615912,True,False,True,False,1,1,82,3,0.1219512195121951,0.1219512195121951,3521.0,180.42,196.0,3570.0,66.59,62,100
2.4060846560846563,-0.0241099179569473,-0.0241099179569475,0.1283068783068783,0,0.0721649484536082,0.074074074074074,True,False,False,False,0,2,97,3,0.1649484536082474,0.1649484536082474,5645.0,198.91,210.0,3597.0,69.4,63,100
2.235449735449736,-0.1534690734063672,-0.1534690734063667,0.1269841269841269,0,0.0208333333333333,0.037037037037037,False,False,True,False,0,1,96,2,0.125,0.125,6362.0,196.48,202.0,3774.0,68.34,64,100
2.441798941798942,0.0495705142326186,0.0495705142326188,0.1216931216931216,0,0.0326086956521739,0.037037037037037,True,False,True,False,1,1,92,2,0.1521739130434782,0.1521739130434782,4795.0,191.55,200.0,3414.0,63.84,65,100
2.115079365079365,-0.0675081055290666,-0.0675081055290658,0.1256613756613756,0,0.0526315789473684,0.0727023319615913,False,False,True,False,1,1,95,3,0.1473684210526315,0.1473684210526315,5562.0,196.15,202.0,3657.0,62.89,66,100
2.1455026455026456,-0.1846080412060583,-0.1846080412060584,0.1203703703703703,0,0.0439560439560439,0.0727023319615913,False,False,True,False,1,1,91,3,0.0659340659340659,0.0659340659340659,4703.0,188.06,198.0,3954.0,76.46,67,100
2.382275132275132,0.0024012613266488,0.0024012613266499,0.123015873015873,1,0.0,0.0,True,True,True,True,1,1,93,1,0.086021505376344,0.086021505376344,5250.0,192.73,200.0,3630.0,63.44,68,100
2.3253968253968256,-0.0832395340630812,-0.0832395340630803,0.1243386243386243,0,0.0319148936170212,0.037037037037037,False,False,True,False,0,1,94,2,0.1276595744680851,0.1276595744680851,5324.0,194.25,202.0,3294.0,60.66,69,100
2.4933862433862437,0.0633725065480276,0.0633725065480262,0.1243386243386243,0,0.0319148936170212,0.037037037037037,False,False,True,False,1,1,94,2,0.1914893617021276,0.1914893617021276,4903.0,192.22,198.0,3708.0,70.57,70,100
2.3386243386243386,0.0960046236333542,0.0960046236333554,0.1243386243386243,0,0.0851063829787234,0.037037037037037,False,False,True,False,0,1,94,2,0.1276595744680851,0.1276595744680851,5099.0,191.07,198.0,3588.0,63.91,71,100
2.3095238095238093,0.047931887847513,0.0479318878475128,0.123015873015873,1,0.0,0.0,True,True,True,True,1,1,93,1,0.043010752688172,0.043010752688172,5204.0,187.67,190.0,3525.0,62.38,72,100
2.242063492063492,-0.1058430129334814,-0.1058430129334816,0.1283068783068783,0,0.0721649484536082,0.1083676268861455,False,False,False,False,1,2,97,4,0.1649484536082474,0.1649484536082474,6139.0,197.51,204.0,3780.0,69.48,73,100
2.240740740740741,0.1073375142302773,0.1073375142302785,0.1243386243386243,0,0.074468085106383,0.074074074074074,True,False,False,False,0,2,94,3,0.1489361702127659,0.1489361702127659,5576.0,192.2,198.0,3384.0,62.2,74,100
2.10978835978836,0.0413104329506603,0.0413104329506615,0.1243386243386243,0,0.0851063829787234,0.0699588477366254,False,False,False,False,0,1,94,4,0.1489361702127659,0.1489361702127659,5508.0,193.6,198.0,3417.0,60.4,75,100
2.3174603174603177,-0.1534861909080638,-0.1534861909080627,0.123015873015873,0,0.021505376344086,0.037037037037037,False,False,True,False,1,1,93,2,0.1505376344086021,0.1505376344086021,5379.0,192.03,198.0,3627.0,64.72,76,100
2.371693121693122,0.0171408099730877,0.0171408099730872,0.1283068783068783,0,0.0927835051546391,0.1056241426611798,False,False,True,False,0,1,97,3,0.1443298969072164,0.1443298969072164,5616.0,196.31,200.0,3690.0,67.54,77,100
2.3505291005291005,-0.1067272951598402,-0.1067272951598405,0.1283068783068783,0,0.0412371134020618,0.037037037037037,False,False,True,False,0,1,97,2,0.1237113402061855,0.1237113402061855,5741.0,196.56,200.0,3447.0,64.5,78,100
2.153439153439153,-0.2665034340454063,-0.2665034340454066,0.123015873015873,0,0.1290322580645161,0.1083676268861455,False,False,False,False,0,2,93,4,0.1720430107526881,0.1720430107526881,5432.0,193.77,204.0,3735.0,67.39,79,100
2.484126984126984,-0.1688964207159894,-0.1688964207159897,0.1256613756613756,1,0.0,0.0,True,True,True,True,1,1,95,1,0.0842105263157894,0.0842105263157894,5315.0,196.49,204.0,4128.0,77.82,80,100
2.3584656084656084,0.0890306097027066,0.0890306097027081,0.1256613756613756,0,0.063157894736842,0.1069958847736626,False,False,True,False,1,1,95,4,0.1684210526315789,0.1684210526315789,5818.0,195.51,204.0,3591.0,68.27,81,100
2.374338624338624,-0.1217172923816527,-0.1217172923816525,0.1216931216931216,0,0.0326086956521739,0.037037037037037,True,False,True,False,1,1,92,2,0.0869565217391304,0.0869565217391304,5010.0,191.31,198.0,3675.0,66.51,82,100
2.191798941798942,0.0913526962094332,0.0913526962094327,0.123015873015873,0,0.1290322580645161,0.0727023319615913,False,False,True,False,0,1,93,3,0.1505376344086021,0.1505376344086021,4897.0,192.95,204.0,3708.0,68.71,83,100
2.1904761904761907,0.0293400214644666,0.0293400214644678,0.1177248677248677,0,0.0786516853932584,0.037037037037037,False,False,True,False,0,1,89,2,0.0674157303370786,0.0674157303370786,4283.0,188.39,202.0,3717.0,67.72,84,100
1.968253968253968,-0.1594037412080828,-0.1594037412080826,0.1137566137566137,0,0.0116279069767442,0.037037037037037,False,False,True,False,1,1,86,2,0.1395348837209302,0.1395348837209302,4520.0,180.45,192.0,3531.0,67.46,85,100
1.89021164021164,-0.0471111696176917,-0.0471111696176918,0.123015873015873,0,0.2473118279569892,0.1742112482853223,False,False,False,False,0,2,93,6,0.1935483870967742,0.1935483870967742,5359.0,190.77,198.0,3573.0,66.66,86,100
2.1521164021164023,-0.1113715689832464,-0.1113715689832438,0.1269841269841269,0,0.125,0.0699588477366254,False,False,False,False,0,1,96,4,0.1041666666666666,0.1041666666666666,5679.0,194.41,198.0,3615.0,68.16,87,100
2.412698412698413,0.0845111902181081,0.0845111902181077,0.1256613756613756,1,0.0,0.0,True,True,True,True,1,1,95,1,0.0210526315789473,0.0210526315789473,5297.0,195.77,202.0,3642.0,67.43,88,100
2.2711640211640214,0.0284243829750956,0.0284243829750958,0.1256613756613756,0,0.1157894736842105,0.0727023319615912,False,False,True,False,1,1,95,3,0.0842105263157894,0.0842105263157894,4951.0,194.8,198.0,3579.0,66.73,89,100
1.89021164021164,0.0667868445191086,0.06678684451911,0.1243386243386243,0,0.276595744680851,0.2002743484224965,False,False,False,False,0,2,94,8,0.1489361702127659,0.1489361702127659,5293.0,193.63,200.0,3606.0,60.15,90,100
2.369047619047619,0.1478319506211496,0.1478319506211497,0.1256613756613756,0,0.0842105263157895,0.0727023319615913,False,False,True,False,0,1,95,3,0.0631578947368421,0.0631578947368421,5198.0,197.0,206.0,3879.0,64.76,91,100
1.7605820105820107,-0.064427274935831,-0.0644272749358304,0.1084656084656084,0,0.0853658536585365,0.0727023319615912,True,False,True,False,1,1,82,3,0.1219512195121951,0.1219512195121951,3521.0,179.99,196.0,3588.0,65.16,92,100
2.4060846560846563,-0.0241099179569473,-0.0241099179569475,0.1283068783068783,0,0.0721649484536082,0.074074074074074,True,False,False,False,0,2,97,3,0.1649484536082474,0.1649484536082474,5645.0,198.68,208.0,3567.0,68.16,93,100
2.235449735449736,-0.1534690734063672,-0.1534690734063667,0.1269841269841269,0,0.0208333333333333,0.037037037037037,False,False,True,False,0,1,96,2,0.125,0.125,6362.0,196.65,204.0,3852.0,66.22,94,100
2.441798941798942,0.0495705142326186,0.0495705142326188,0.1216931216931216,0,0.0326086956521739,0.037037037037037,True,False,True,False,1,1,92,2,0.1521739130434782,0.1521739130434782,4795.0,190.76,198.0,3351.0,61.79,95,100
2.115079365079365,-0.0675081055290666,-0.0675081055290658,0.1256613756613756,0,0.0526315789473684,0.0727023319615913,False,False,True,False,1,1,95,3,0.1473684210526315,0.1473684210526315,5562.0,196.15,202.0,3657.0,62.89,96,100
2.1455026455026456,-0.1846080412060583,-0.1846080412060584,0.1203703703703703,0,0.0439560439560439,0.0727023319615913,False,False,True,False,1,1,91,3,0.0659340659340659,0.0659340659340659,4703.0,188.79,196.0,3780.0,67.1,97,100
2.382275132275132,0.0024012613266488,0.0024012613266499,0.123015873015873,1,0.0,0.0,True,True,True,True,1,1,93,1,0.086021505376344,0.086021505376344,5250.0,192.82,200.0,3657.0,63.11,98,100
2.3253968253968256,-0.0832395340630812,-0.0832395340630803,0.1243386243386243,0,0.0319148936170212,0.037037037037037,False,False,True,False,0,1,94,2,0.1276595744680851,0.1276595744680851,5324.0,193.23,200.0,3288.0,60.66,99,100
2.921957671957672,-0.2129688722856602,-0.21296887228566,0.1468253968253968,1,0.0,0.0,True,True,True,True,1,1,111,1,0.09009009009009,0.09009009009009,8186.0,232.47,242.0,4398.0,81.29,0,125
3.10978835978836,-0.03506527482375,-0.0350652748237501,0.1547619047619047,1,0.0,0.0,True,True,True,True,1,1,117,1,0.1025641025641025,0.1025641025641025,10041.0,238.08,242.0,4152.0,76.02,1,125
2.9074074074074074,0.0100283995876386,0.0100283995876407,0.1521164021164021,1,0.0,0.0,True,True,True,True,1,1,115,1,0.1217391304347826,0.1217391304347826,9079.0,239.87,252.0,4563.0,87.04,2,125
3.130952380952381,-0.1794931031333878,-0.1794931031333879,0.1547619047619047,1,0.0,0.0,True,True,True,True,1,1,117,1,0.2222222222222222,0.2222222222222222,9484.0,247.2,254.0,4497.0,86.45,3,125
3.1005291005291005,0.1172428056753878,0.1172428056753878,0.156084656084656,1,0.0,0.0,True,True,True,True,1,1,118,1,0.1525423728813559,0.1525423728813559,10197.0,244.29,262.0,5127.0,92.93,4,125
3.119047619047619,-0.0314800475435508,-0.0314800475435512,0.1547619047619047,0,0.0170940170940171,0.037037037037037,False,False,True,False,1,1,117,2,0.2051282051282051,0.2051282051282051,9917.0,240.95,254.0,4983.0,101.56,5,125
3.0978835978835977,-0.0991387578565828,-0.0991387578565825,0.156084656084656,1,0.0,0.0,True,True,True,True,1,1,118,1,0.1016949152542373,0.1016949152542373,9403.0,241.82,248.0,4596.0,80.67,6,125
2.9113756613756614,0.1120855618411512,0.1120855618411511,0.1521164021164021,0,0.0347826086956521,0.037037037037037,True,False,True,False,1,1,115,2,0.1217391304347826,0.1217391304347826,9440.0,249.69,266.0,4806.0,90.88,7,125
3.0912698412698414,0.0474436350409933,0.0474436350409931,0.1534391534391534,0,0.0258620689655172,0.037037037037037,False,False,True,False,1,1,116,2,0.2413793103448276,0.2413793103448276,9302.0,240.45,250.0,4842.0,90.44,8,125
2.8478835978835977,0.0074293706404067,0.0074293706404073,0.1481481481481481,1,0.0,0.0,True,True,True,True,1,1,112,1,0.125,0.125,8620.0,233.91,242.0,4476.0,83.96,9,125
3.0912698412698414,0.0474436350409933,0.0474436350409931,0.1534391534391534,0,0.0258620689655172,0.037037037037037,False,False,True,False,1,1,116,2,0.2413793103448276,0.2413793103448276,9302.0,240.72,252.0,4911.0,93.07,10,125
2.8478835978835977,0.0074293706404067,0.0074293706404073,0.1481481481481481,1,0.0,0.0,True,True,True,True,1,1,112,1,0.125,0.125,8620.0,237.5,248.0,4401.0,78.0,11,125
3.064814814814815,0.072184566018314,0.0721845660183137,0.1521164021164021,1,0.0,0.0,True,True,True,True,1,1,115,1,0.1565217391304348,0.1565217391304348,9784.0,232.98,238.0,4218.0,71.78,12,125
3.054232804232804,-0.0518901058839547,-0.0518901058839544,0.16005291005291,0,0.0661157024793388,0.0727023319615913,False,False,True,False,0,1,121,3,0.1983471074380165,0.1983471074380165,11144.0,246.93,256.0,4911.0,94.61,13,125
2.9722222222222223,0.1499262267152874,0.1499262267152875,0.1521164021164021,0,0.026086956521739,0.037037037037037,True,False,True,False,1,1,115,2,0.1913043478260869,0.1913043478260869,9936.0,235.18,242.0,4137.0,81.18,14,125
2.7195767195767195,-0.0363647026074254,-0.0363647026074257,0.1507936507936507,0,0.087719298245614,0.0699588477366254,False,False,False,False,0,1,114,4,0.1578947368421052,0.1578947368421052,9318.0,236.77,244.0,4275.0,74.52,15,125
3.1375661375661377,-0.1300897037915563,-0.1300897037915568,0.1507936507936507,1,0.0,0.0,True,True,True,True,1,1,114,1,0.1578947368421052,0.1578947368421052,8759.0,239.39,250.0,4413.0,78.04,16,125
3.162698412698413,-0.0920421636290819,-0.0920421636290815,0.1547619047619047,1,0.0,0.0,True,True,True,True,1,1,117,1,0.188034188034188,0.188034188034188,9925.0,239.07,244.0,4443.0,80.34,17,125
3.005291005291005,-0.041580751015397,-0.0415807510153972,0.1534391534391534,1,0.0,0.0,True,True,True,True,1,1,116,1,0.1034482758620689,0.1034482758620689,9368.0,239.64,248.0,4548.0,93.55,18,125
3.0105820105820107,-0.1050373773411344,-0.1050373773411344,0.1521164021164021,0,0.0521739130434782,0.037037037037037,True,False,True,False,1,1,115,2,0.1913043478260869,0.1913043478260869,9597.0,237.51,248.0,4521.0,81.0,19,125
