average_node_connectivity,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,density,edge_connectivity,flow_hierarchy,global_reaching_centrality,has_eulerian_path,is_aperiodic,is_arborescence,is_attracting_component,is_bipartite,is_branching,is_directed_acyclic_graph,is_eulerian,is_forest,is_graphical,is_multigraphical,is_planar,is_pseudographical,is_regular,is_semiconnected,is_semieulerian,is_strongly_connected,is_tree,is_triad,is_valid_degree_sequence_erdos_gallai,is_valid_degree_sequence_havel_hakimi,is_weakly_connected,is_weighted,min_cost_flow_cost,node_connectivity,number_attracting_components,number_of_edges,number_of_isolates,number_of_nodes,number_of_selfloops,number_strongly_connected_components,number_weakly_connected_components,overall_reciprocity,reciprocity,s_metric,wiener_index,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
7.648148148148148,-0.0041437444528245075,-0.004143744452824718,0.4298941798941799,4,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,5,1,325,0,28,0,1,1,0.27692307692307694,0.27692307692307694,189396.0,1268,570.09,608.0,10719.0,197.23
8.014550264550264,0.04737761320587901,0.04737761320587889,0.4298941798941799,3,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,6,1,325,0,28,0,1,1,0.25846153846153846,0.25846153846153846,183509.0,1269,574.65,606.0,10617.0,204.37
7.96957671957672,0.055702540826420906,0.05570254082642103,0.4298941798941799,3,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,3,1,325,0,28,0,1,1,0.25846153846153846,0.25846153846153846,189237.0,1270,563.58,616.0,11187.0,214.65
7.791005291005291,0.032929513418646826,0.032929513418646146,0.4298941798941799,4,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,4,1,325,0,28,0,1,1,0.3384615384615385,0.3384615384615385,189078.0,1272,603.51,624.0,11409.0,221.56
8.554232804232804,-0.02318565064758641,-0.023185650647585706,0.4298941798941799,4,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,4,1,325,0,28,0,1,1,0.3384615384615385,0.3384615384615385,189426.0,1236,603.8,680.0,12534.0,261.26
8.214285714285714,0.02841749478887847,0.02841749478887895,0.4298941798941799,3,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,6,1,325,0,28,0,1,1,0.38769230769230767,0.38769230769230767,193121.0,1258,579.68,640.0,12045.0,259.43
7.801587301587301,0.0734587592177495,0.0734587592177493,0.4298941798941799,4,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,4,1,325,0,28,0,1,1,0.2276923076923077,0.2276923076923077,189335.0,1277,563.38,620.0,11589.0,230.16
7.764550264550264,0.04786244012669065,0.04786244012668891,0.4298941798941799,4,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,4,1,325,0,28,0,1,1,0.28923076923076924,0.28923076923076924,193074.0,1283,596.69,660.0,11709.0,230.49
8.316137566137566,0.014559658616001397,0.014559658616001813,0.4298941798941799,5,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,5,1,325,0,28,0,1,1,0.27692307692307694,0.27692307692307694,184338.0,1253,586.67,638.0,11133.0,216.99
7.927248677248677,0.041966072331285104,0.041966072331284646,0.4298941798941799,5,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,5,1,325,0,28,0,1,1,0.28923076923076924,0.28923076923076924,190309.0,1266,577.57,630.0,11901.0,228.84
