average_node_connectivity,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,density,edge_connectivity,flow_hierarchy,global_reaching_centrality,is_aperiodic,is_attracting_component,is_semiconnected,is_strongly_connected,node_connectivity,number_attracting_components,number_of_edges,number_strongly_connected_components,overall_reciprocity,reciprocity,s_metric,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
13.415343915343914,-0.003168892088662575,-0.003168892088658722,0.548941798941799,8,0.0,0.0,True,True,True,True,9,1,415,1,0.5686746987951807,0.5686746987951807,378300.0,919.82,984.0,16782.0,291.7
13.876984126984127,-0.0551571255658882,-0.05515712556589131,0.5687830687830688,8,0.0,0.0,True,True,True,True,8,1,430,1,0.5581395348837209,0.5581395348837209,414891.0,962.63,1016.0,17241.0,301.21
13.739417989417989,-0.09177073639366333,-0.09177073639365205,0.5648148148148148,9,0.0,0.0,True,True,True,True,9,1,427,1,0.5667447306791569,0.5667447306791569,408414.0,952.45,1040.0,17907.0,300.95
13.537037037037036,-0.015212669623258245,-0.01521266962326023,0.5555555555555556,9,0.0,0.0,True,True,True,True,9,1,420,1,0.5761904761904761,0.5761904761904761,388943.0,963.07,1002.0,16947.0,297.07
14.197089947089948,-0.08448952213668376,-0.08448952213668107,0.5806878306878307,10,0.0,0.0,True,True,True,True,11,1,439,1,0.5876993166287016,0.5876993166287016,446891.0,923.32,1052.0,17202.0,299.41
13.642857142857142,-0.04894179646149767,-0.04894179646148849,0.5515873015873016,11,0.0,0.0,True,True,True,True,11,1,417,1,0.5947242206235012,0.5947242206235012,381142.0,879.3,962.0,16476.0,296.71
13.232804232804233,-0.04164127669492082,-0.04164127669492052,0.5502645502645502,9,0.0,0.0,True,True,True,True,9,1,416,1,0.5721153846153846,0.5721153846153846,382766.0,892.72,986.0,16812.0,292.76
13.522486772486772,-0.047043592001024266,-0.047043592001024044,0.5582010582010583,7,0.0,0.0,True,True,True,True,9,1,422,1,0.5639810426540285,0.5639810426540285,397687.0,942.38,1040.0,17109.0,303.51
13.43915343915344,-0.014540805706432375,-0.014540805706436457,0.5462962962962963,8,0.0,0.0,True,True,True,True,8,1,413,1,0.5569007263922519,0.5569007263922519,368640.0,912.08,988.0,16812.0,291.95
13.531746031746032,-0.04538763703575203,-0.045387637035744326,0.5542328042328042,9,0.0,0.0,True,True,True,True,9,1,419,1,0.5536992840095465,0.5536992840095465,383216.0,908.35,982.0,16827.0,296.78
13.43915343915344,-0.014540805706432375,-0.014540805706436457,0.5462962962962963,8,0.0,0.0,True,True,True,True,8,1,413,1,0.5569007263922519,0.5569007263922519,368640.0,902.58,974.0,17070.0,292.17
13.531746031746032,-0.04538763703575203,-0.045387637035744326,0.5542328042328042,9,0.0,0.0,True,True,True,True,9,1,419,1,0.5536992840095465,0.5536992840095465,383216.0,899.46,974.0,16701.0,292.61
13.908730158730158,-0.0571829910675583,-0.05718299106756286,0.5648148148148148,9,0.0,0.0,True,True,True,True,9,1,427,1,0.5667447306791569,0.5667447306791569,407667.0,937.83,1010.0,17133.0,298.54
13.951058201058201,-0.040638487619946026,-0.04063848761994998,0.5714285714285714,10,0.0,0.0,True,True,True,True,10,1,432,1,0.5787037037037037,0.5787037037037037,424818.0,908.59,984.0,17013.0,294.37
13.617724867724867,-0.07807343050004414,-0.07807343050004376,0.5674603174603174,9,0.0,0.0,True,True,True,True,9,1,429,1,0.5827505827505828,0.5827505827505828,419246.0,909.54,984.0,16779.0,301.1
13.195767195767196,-0.04194389908336798,-0.041943899083363226,0.5436507936507936,9,0.0,0.0,True,True,True,True,9,1,411,1,0.5352798053527981,0.5352798053527981,367046.0,906.49,992.0,16590.0,292.9
13.805555555555555,-0.01767452891957474,-0.017674528919578533,0.5648148148148148,7,0.0,0.0,True,True,True,True,10,1,427,1,0.5714285714285714,0.5714285714285714,406015.0,896.7,972.0,16419.0,288.7
14.267195767195767,-0.0334972197721439,-0.03349721977214536,0.5793650793650794,8,0.0,0.0,True,True,True,True,8,1,438,1,0.547945205479452,0.547945205479452,438140.0,891.32,970.0,16590.0,297.29
13.44973544973545,-0.07138642606180368,-0.07138642606180307,0.5542328042328042,9,0.0,0.0,True,True,True,True,9,1,419,1,0.5584725536992841,0.5584725536992841,386208.0,920.52,1002.0,16998.0,290.85
