average_node_connectivity,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,density,edge_connectivity,flow_hierarchy,global_reaching_centrality,is_aperiodic,is_attracting_component,is_semiconnected,is_strongly_connected,node_connectivity,number_attracting_components,number_of_edges,number_strongly_connected_components,overall_reciprocity,reciprocity,s_metric,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
6.58994708994709,-0.05999007615228338,-0.0599900761522825,0.2962962962962963,3,0.0,0.0,True,True,True,True,3,1,224,1,0.29464285714285715,0.29464285714285715,63484.0,490.39,526.0,9384.0,175.79
7.064814814814815,0.021422840877570168,0.0214228408775721,0.3082010582010582,3,0.0,0.0,True,True,True,True,5,1,233,1,0.27467811158798283,0.27467811158798283,67681.0,498.93,522.0,9069.0,167.38
6.878306878306878,0.04059139261803332,0.04059139261803353,0.30158730158730157,3,0.0,0.0,True,True,True,True,4,1,228,1,0.30701754385964913,0.30701754385964913,63759.0,491.99,536.0,9414.0,190.98
6.829365079365079,-0.04020886596851198,-0.04020886596851022,0.30952380952380953,4,0.0,0.0,True,True,True,True,4,1,234,1,0.36752136752136755,0.36752136752136755,70098.0,517.73,534.0,9651.0,180.0
7.388888888888889,-0.05862675097454539,-0.05862675097454322,0.32142857142857145,4,0.0,0.0,True,True,True,True,6,1,243,1,0.345679012345679,0.345679012345679,79068.0,516.45,570.0,10395.0,211.5
7.046296296296297,-0.04921424771929307,-0.04921424771929506,0.3148148148148148,1,0.0,0.0,True,True,True,True,1,1,238,1,0.40336134453781514,0.40336134453781514,76975.0,504.19,546.0,10221.0,218.09
6.6494708994708995,-0.035515464294669105,-0.03551546429466994,0.29894179894179895,2,0.0,0.0,True,True,True,True,4,1,226,1,0.2743362831858407,0.2743362831858407,62109.0,485.71,524.0,9816.0,195.33
6.751322751322752,-0.024840232425642626,-0.024840232425643836,0.30158730158730157,2,0.0,0.0,True,True,True,True,2,1,228,1,0.32456140350877194,0.32456140350877194,67420.0,516.01,564.0,9933.0,186.37
7.25,0.0036987266224516317,0.003698726622452186,0.3148148148148148,3,0.0,0.0,True,True,True,True,5,1,238,1,0.3025210084033613,0.3025210084033613,73314.0,507.39,540.0,9714.0,190.06
6.46957671957672,0.023215235834886116,0.023215235834888156,0.291005291005291,3,0.0,0.0,True,True,True,True,4,1,220,1,0.3181818181818182,0.3181818181818182,59201.0,488.49,528.0,9951.0,194.49
7.25,0.0036987266224516317,0.003698726622452186,0.3148148148148148,3,0.0,0.0,True,True,True,True,5,1,238,1,0.3025210084033613,0.3025210084033613,73314.0,504.61,538.0,9861.0,203.74
6.46957671957672,0.023215235834886116,0.023215235834888156,0.291005291005291,3,0.0,0.0,True,True,True,True,4,1,220,1,0.3181818181818182,0.3181818181818182,59201.0,487.13,528.0,9900.0,191.2
6.674603174603175,-0.011461101805939362,-0.011461101805941905,0.2962962962962963,1,0.0,0.0,True,True,True,True,1,1,224,1,0.29464285714285715,0.29464285714285715,63396.0,486.11,526.0,9372.0,170.89
