average_node_connectivity,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,density,edge_connectivity,flow_hierarchy,global_reaching_centrality,has_eulerian_path,is_aperiodic,is_arborescence,is_attracting_component,is_bipartite,is_branching,is_directed_acyclic_graph,is_eulerian,is_forest,is_graphical,is_multigraphical,is_planar,is_pseudographical,is_regular,is_semiconnected,is_semieulerian,is_strongly_connected,is_tree,is_triad,is_valid_degree_sequence_erdos_gallai,is_valid_degree_sequence_havel_hakimi,is_weakly_connected,is_weighted,min_cost_flow_cost,node_connectivity,number_attracting_components,number_of_edges,number_of_isolates,number_of_nodes,number_of_selfloops,number_strongly_connected_components,number_weakly_connected_components,overall_reciprocity,reciprocity,s_metric,wiener_index,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
8.578042328042327,-0.015859276342013253,-0.015859276342013243,0.37566137566137564,5,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,284,0,28,0,1,1,0.4014084507042254,0.4014084507042254,124674.0,1232,644.45,692.0,12438.0,230.67
9.253968253968255,-0.07899989593053051,-0.07899989593053165,0.39285714285714285,5,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,5,1,297,0,28,0,1,1,0.36363636363636365,0.36363636363636365,137778.0,1221,656.54,692.0,12312.0,228.18
8.989417989417989,-0.021927086371999926,-0.021927086371997598,0.38492063492063494,3,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,5,1,291,0,28,0,1,1,0.39862542955326463,0.39862542955326463,132109.0,1233,648.6,722.0,13119.0,252.51
8.609788359788359,-0.009813985219544926,-0.009813985219545848,0.38227513227513227,5,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,5,1,289,0,28,0,1,1,0.3944636678200692,0.3944636678200692,129644.0,1235,685.54,706.0,12999.0,250.57
9.518518518518519,-0.10235936385886815,-0.10235936385886678,0.41005291005291006,5,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,310,0,28,0,1,1,0.44516129032258067,0.44516129032258067,163292.0,1204,684.57,778.0,14409.0,280.32
9.551587301587302,-0.04688738282696316,-0.04688738282696112,0.4021164021164021,6,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,7,1,304,0,28,0,1,1,0.48026315789473684,0.48026315789473684,151312.0,1209,660.95,734.0,13575.0,281.12
8.85846560846561,-0.06901596249114522,-0.06901596249114555,0.37962962962962965,5,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,5,1,287,0,28,0,1,1,0.34146341463414637,0.34146341463414637,124397.0,1233,641.36,726.0,13530.0,264.8
8.744708994708995,-0.0529086094806739,-0.052908609480670346,0.3783068783068783,4,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,4,1,286,0,28,0,1,1,0.3706293706293706,0.3706293706293706,126200.0,1241,672.82,750.0,13398.0,258.66
9.305555555555555,0.023032407391711626,0.023032407391711265,0.3941798941798942,6,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,298,0,28,0,1,1,0.37583892617449666,0.37583892617449666,140470.0,1218,664.86,726.0,13230.0,253.1
9.05952380952381,-0.009034739444100298,-0.00903473944410173,0.3835978835978836,6,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,290,0,28,0,1,1,0.3724137931034483,0.3724137931034483,129447.0,1225,654.36,718.0,13440.0,259.46
9.305555555555555,0.023032407391711626,0.023032407391711265,0.3941798941798942,6,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,298,0,28,0,1,1,0.37583892617449666,0.37583892617449666,140470.0,1218,666.38,736.0,13077.0,245.96
9.05952380952381,-0.009034739444100298,-0.00903473944410173,0.3835978835978836,6,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,290,0,28,0,1,1,0.3724137931034483,0.3724137931034483,129447.0,1225,651.1,718.0,13800.0,258.26
8.703703703703704,0.005567386526596928,0.0055673865265964476,0.37566137566137564,3,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,4,1,284,0,28,0,1,1,0.3591549295774648,0.3591549295774648,124644.0,1240,635.39,700.0,12606.0,230.71
9.494708994708995,-0.029590843384757558,-0.029590843384753117,0.4060846560846561,6,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,307,0,28,0,1,1,0.41042345276872966,0.41042345276872966,158070.0,1208,666.56,726.0,13545.0,271.68
9.082010582010582,-0.03265971541330469,-0.03265971541330413,0.39285714285714285,6,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,297,0,28,0,1,1,0.36363636363636365,0.36363636363636365,140726.0,1221,650.54,706.0,12657.0,247.79
9.018518518518519,0.0242769613987113,0.024276961398713385,0.39021164021164023,4,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,7,1,295,0,28,0,1,1,0.3864406779661017,0.3864406779661017,136965.0,1224,646.36,702.0,12120.0,240.33
9.371693121693122,-0.004038202154090975,-0.004038202154093756,0.3968253968253968,6,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,300,0,28,0,1,1,0.4266666666666667,0.4266666666666667,144561.0,1214,656.24,712.0,13125.0,258.62
9.236772486772487,-0.06020261166523813,-0.06020261166523883,0.3955026455026455,6,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,299,0,28,0,1,1,0.39464882943143814,0.39464882943143814,143879.0,1220,647.81,698.0,13344.0,264.55
9.097883597883598,-0.05255403586773033,-0.0525540358677261,0.3888888888888889,6,0.0,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.0,6,1,294,0,28,0,1,1,0.38095238095238093,0.38095238095238093,138477.0,1223,656.32,724.0,12954.0,248.6
