n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,6.463414634146342,7.578397212543554,6.599303135888502,4.0,8.0,6.0,6.578397212543554,8.334494773519165,6.0,6.0,7.0,7.386759581881533,6.0,5.0,5.0,11.0,8.0,6.463414634146342,14.599303135888501,4.0,8.0,9.0,11.334494773519165,11.386759581881533,4.0,7.0,7,8,8,4,8,6,7,11,6,6,7,8,6,5,5,11,8,7,16,4,8,9,14,12,4,7,188.15,194,3540,57.79
125,6.289198606271777,8.578397212543553,9.599303135888501,5.0,11.0,8.0,9.439024390243903,8.609756097560975,7.0,7.0,10.275261324041812,9.588850174216027,7.0,8.202090592334494,8.0,14.574912891986063,10.205574912891986,7.0,18.818815331010452,6.205574912891986,12.0,9.0,14.334494773519165,11.031358885017422,6.0,10.0,7,9,11,5,11,8,12,12,7,7,11,11,7,9,8,16,11,7,22,7,12,9,17,12,6,10,237.05,244,4290,73.29
150,7.289198606271777,9.86411149825784,12.599303135888501,6.0,11.0,10.857142857142858,10.578397212543553,9.334494773519165,7.0,10.362369337979095,14.442508710801393,10.390243902439025,9.0,9.731707317073171,10.0,17.128919860627178,10.0,8.0,21.229965156794425,8.0,14.0,12.435540069686411,15.829268292682928,11.745644599303136,9.0,10.67595818815331,8,11,14,6,11,12,11,12,7,11,15,12,9,11,10,20,10,8,25,8,14,15,19,13,9,13,279.36,290,5280,90.96
175,12.439024390243903,11.578397212543553,13.599303135888501,10.668989547038327,15.0,11.749128919860627,11.578397212543553,11.334494773519165,8.526132404181185,14.393728222996515,16.285714285714285,11.658536585365853,10.0,11.285714285714286,11.0,18.0,11.0,10.0,21.954703832752614,9.581881533101045,16.0,12.0,18.808362369337978,14.358885017421603,9.0,11.0,15,12,15,12,15,14,12,14,9,18,17,12,10,12,11,18,11,10,25,10,16,12,22,18,9,11,324.94,340,6072,105.0
200,15.630662020905923,13.578397212543553,17.05923344947735,12.634146341463415,15.0,15.35191637630662,13.578397212543553,18.909407665505228,9.627177700348431,18.794425087108014,17.829268292682926,13.658536585365853,10.470383275261325,12.463414634146341,11.0,19.745644599303137,11.0,12.0,23.49128919860627,9.581881533101045,21.421602787456447,14.0,22.278745644599304,14.64459930313589,10.167247386759582,14.0,20,14,22,15,15,19,14,28,12,22,19,14,11,13,11,21,11,12,27,10,25,14,26,19,12,14,369.94,396,7428,125.21
225,17.630662020905923,15.613240418118467,19.989547038327526,17.33101045296167,16.0,19.10801393728223,21.209059233449477,19.749128919860627,10.895470383275262,18.581881533101047,22.170731707317074,18.679442508710803,14.285714285714286,15.738675958188153,12.257839721254355,25.125435540069688,13.578397212543553,15.184668989547038,27.557491289198605,11.19163763066202,20.71080139372822,16.50871080139373,24.261324041811847,16.804878048780488,10.0,15.0,22,17,26,21,16,26,26,27,12,23,26,24,17,18,14,31,15,17,33,13,23,18,29,21,10,15,412.39,444,8184,140.68
250,19.017421602787458,15.578397212543553,26.50871080139373,17.630662020905923,18.45993031358885,19.10801393728223,23.48432055749129,19.749128919860627,11.895470383275262,19.581881533101047,23.156794425087107,19.222996515679444,12.048780487804878,16.89547038327526,15.257839721254355,28.11149825783972,15.797909407665506,17.142857142857142,28.28919860627178,11.19163763066202,22.71080139372822,17.50871080139373,24.090592334494772,21.34843205574913,10.282229965156795,17.28919860627178,23,16,33,21,19,26,28,27,13,24,27,24,13,19,17,34,20,18,35,13,25,19,28,27,11,18,453.67,490,8994,155.89
275,21.961672473867594,18.696864111498257,26.9198606271777,22.222996515679444,18.83623693379791,18.64808362369338,21.735191637630663,23.10452961672474,12.895470383275262,21.13240418118467,24.16724738675958,21.529616724738677,13.048780487804878,16.749128919860627,18.714285714285715,26.54703832752613,17.54355400696864,18.56445993031359,29.233449477351915,11.19163763066202,26.101045296167246,21.35191637630662,26.229965156794425,22.041811846689896,12.282229965156795,21.61672473867596,29,23,33,29,21,25,24,33,14,25,28,26,14,18,20,31,23,20,38,13,31,25,32,27,13,25,491.57,536,9618,173.96
300,24.982578397212542,20.477351916376307,29.571428571428573,23.045296167247386,22.174216027874564,17.49128919860627,21.195121951219512,24.11149825783972,14.18815331010453,26.310104529616726,26.45644599303136,20.693379790940767,14.048780487804878,17.038327526132406,19.578397212543553,27.090592334494772,17.696864111498257,18.28919860627178,32.059233449477354,14.501742160278745,26.24390243902439,25.313588850174217,28.67595818815331,25.463414634146343,16.365853658536587,23.027874564459932,35,25,38,28,25,23,22,34,16,33,33,24,15,19,21,31,21,19,41,16,31,31,35,32,19,27,537.55,594,10905,192.36
325,27.825783972125436,22.121951219512194,33.10104529616725,25.70383275261324,26.013937282229964,17.5993031358885,22.118466898954704,25.254355400696863,15.18815331010453,24.149825783972126,27.714285714285715,22.94773519163763,14.965156794425088,20.229965156794425,20.81184668989547,28.10801393728223,18.696864111498257,20.034843205574912,32.153310104529616,14.797909407665506,27.54703832752613,26.78048780487805,29.627177700348433,25.16376306620209,20.142857142857142,27.29268292682927,38,26,44,31,29,22,24,36,17,28,34,26,17,22,22,33,22,21,41,17,32,33,37,31,22,33,575.63,638,11745,212.0
350,29.54703832752613,24.912891986062718,32.041811846689896,25.644599303135887,27.571428571428573,20.477351916376307,21.958188153310104,25.254355400696863,20.94425087108014,27.142857142857142,27.202090592334496,24.94773519163763,15.501742160278745,21.89547038327526,21.421602787456447,28.449477351916375,21.686411149825783,22.32404181184669,34.79094076655052,15.797909407665506,29.45644599303136,28.33101045296167,28.557491289198605,25.5993031358885,20.142857142857142,31.37630662020906,41,31,42,30,32,26,24,36,24,33,33,28,17,24,23,34,26,24,43,18,34,34,35,31,22,41,611.67,678,12621,228.21
