n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,8.0,6.0,4.0,7.0,11.0,6.0,4.0,8.0,9.0,8.0,6.0,6.0,9.0,10.45993031358885,5.0,8.0,6.0,9.0,9.278745644599303,13.501742160278745,6.0,5.958188153310105,7.45993031358885,3.0,7.2787456445993035,12.456445993031359,8,6,4,7,11,6,4,8,9,8,6,6,9,11,5,8,6,9,10,15,6,8,8,3,8,13,193.61,198,3366,56.68
125,9.0,8.456445993031359,8.0,8.285714285714286,12.560975609756097,8.0,5.456445993031359,10.0,12.0,9.0,6.0,7.613240418118467,11.275261324041812,12.45993031358885,5.0,10.0,8.0,12.0,11.278745644599303,14.114982578397212,8.0,5.958188153310105,10.45993031358885,6.0,7.2787456445993035,14.456445993031359,9,9,8,9,14,8,6,10,12,9,6,8,12,13,5,10,8,12,12,16,8,8,11,6,8,15,238.87,248,4236,74.43
150,9.449477351916377,10.090592334494774,9.0,8.285714285714286,13.846689895470384,8.449477351916377,7.456445993031359,13.285714285714286,14.45993031358885,11.0,7.0,9.613240418118467,12.731707317073171,12.445993031358885,8.0,11.0,8.0,14.090592334494774,11.278745644599303,16.574912891986063,10.0,7.958188153310105,12.445993031358885,9.0,10.278745644599303,15.456445993031359,10,11,9,9,16,9,8,14,15,11,7,10,14,13,8,11,8,15,12,19,10,10,13,9,11,16,279.41,294,5082,86.32
175,10.449477351916377,10.090592334494774,11.0,9.16376306620209,15.843205574912892,9.449477351916377,9.456445993031359,15.285714285714286,18.45993031358885,11.275261324041812,8.0,9.613240418118467,15.91637630662021,15.445993031358885,11.466898954703833,15.0,11.0,16.090592334494772,13.278745644599303,20.05923344947735,13.0,11.285714285714286,13.91637630662021,10.0,11.278745644599303,18.18815331010453,11,11,11,11,18,10,10,16,19,12,8,10,17,16,12,15,11,17,14,25,13,14,15,10,12,20,327.51,342,5712,104.75
200,13.822299651567944,15.090592334494774,12.871080139372822,11.717770034843205,18.679442508710803,12.480836236933797,14.35191637630662,17.843205574912893,18.45993031358885,13.550522648083623,9.0,10.613240418118467,17.37630662020906,18.45993031358885,12.738675958188153,17.860627177700348,11.937282229965156,17.090592334494772,15.278745644599303,20.362369337979093,14.0,12.024390243902438,16.4006968641115,11.0,13.184668989547038,22.083623693379792,16,16,15,13,25,15,18,20,19,15,9,11,19,19,14,22,13,18,16,26,14,16,20,11,15,25,370.05,392,6591,115.11
225,15.822299651567944,15.090592334494774,14.749128919860627,11.724738675958188,19.142857142857142,12.731707317073171,13.64459930313589,20.317073170731707,19.45993031358885,13.749128919860627,11.0,12.613240418118467,22.313588850174217,19.742160278745644,15.0,19.153310104529616,12.70034843205575,21.466898954703833,18.013937282229964,23.54355400696864,15.0,12.285714285714286,16.874564459930312,12.0,13.80836236933798,23.362369337979093,18,16,16,13,24,14,16,23,20,15,11,13,25,21,15,24,15,24,20,29,15,15,21,12,16,27,411.18,442,7572,141.75
250,19.278745644599304,15.090592334494774,21.233449477351915,12.898954703832752,19.581881533101047,13.731707317073171,13.64459930313589,19.418118466898953,20.749128919860627,15.310104529616725,13.275261324041812,16.613240418118465,25.505226480836235,21.67595818815331,16.0,20.303135888501743,12.937282229965156,22.72822299651568,24.146341463414632,24.282229965156795,15.0,13.285714285714286,18.26829268292683,13.0,14.80836236933798,26.362369337979093,22,16,25,14,23,15,16,21,22,18,14,17,30,24,16,23,14,26,29,31,15,16,21,13,17,30,452.78,492,8517,157.32
275,19.278745644599304,17.090592334494772,24.233449477351915,13.898954703832752,20.43554006968641,15.731707317073171,13.64459930313589,20.54355400696864,23.749128919860627,15.310104529616725,15.0,17.613240418118465,25.951219512195124,22.67595818815331,18.0,21.81533101045296,13.9198606271777,24.369337979094077,27.43205574912892,24.282229965156795,17.0,14.285714285714286,20.26829268292683,14.285714285714286,14.80836236933798,28.090592334494772,22,18,28,15,23,17,16,22,25,18,15,18,31,25,18,24,15,28,33,31,17,17,23,15,17,31,487.37,526,9000,165.21
300,19.303135888501743,19.303135888501743,26.233449477351915,13.898954703832752,23.721254355400696,17.73170731707317,17.644599303135887,21.10801393728223,25.205574912891986,16.310104529616726,17.742160278745644,20.34494773519164,26.951219512195124,23.689895470383274,19.45993031358885,22.118466898954704,16.37630662020906,24.954703832752614,28.916376306620208,25.282229965156795,17.29268292682927,14.745644599303136,21.282229965156795,16.285714285714285,16.808362369337978,30.38327526132404,22,22,30,15,29,19,20,24,27,19,19,22,32,26,20,25,18,30,35,32,18,18,24,17,19,34,522.66,568,9960,176.93
325,25.912891986062718,20.303135888501743,27.233449477351915,16.48432055749129,26.034843205574912,22.27177700348432,18.118466898954704,22.10801393728223,25.65505226480836,16.310104529616726,18.738675958188153,21.65156794425087,27.10801393728223,23.689895470383274,19.86759581881533,24.299651567944252,16.825783972125436,26.027874564459932,30.320557491289197,25.554006968641115,18.738675958188153,17.923344947735192,23.21602787456446,18.285714285714285,16.195121951219512,30.979094076655052,31,23,31,19,32,26,21,25,28,19,20,24,32,26,22,28,19,32,37,32,20,21,27,19,18,36,558.75,616,10746,193.68
