n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,9.466898954703833,6.588850174216028,9.0,10.0,7.477351916376307,6.0,3.0,6.0,3.0,7.0,7.0,8.0,10.0,10.651567944250871,7.83623693379791,6.0,11.0,11.066202090592334,10.121951219512194,9.0,5.0,4.470383275261324,5.0,10.466898954703833,6.83623693379791,11.0,10,8,9,10,8,6,3,6,3,7,7,8,10,11,10,6,11,13,11,9,5,5,5,11,9,11,197.75,204,3780,65.46
125,10.930313588850174,9.588850174216027,12.0,12.0,10.181184668989546,7.668989547038327,4.0,6.0,4.0,7.0,7.0,11.0,11.463414634146341,10.651567944250871,7.83623693379791,8.0,12.0,13.066202090592334,12.121951219512194,9.0,6.0,6.470383275261324,9.668989547038327,13.170731707317072,9.83623693379791,12.0,12,11,12,12,11,8,4,6,4,7,7,11,12,11,10,8,12,15,13,9,6,7,10,14,12,12,239.42,248,4683,80.68
150,11.930313588850174,12.05574912891986,12.0,12.0,11.466898954703833,8.132404181184668,6.0,6.0,5.2787456445993035,8.0,8.0,13.296167247386759,16.299651567944252,11.470383275261325,9.83623693379791,8.0,12.0,15.142857142857142,12.888501742160278,11.278745644599303,8.839721254355402,8.372822299651569,10.205574912891986,15.247386759581882,12.240418118466899,15.404181184668989,13,14,12,12,13,9,6,6,6,8,8,14,18,12,12,8,12,19,16,12,10,10,11,18,15,16,276.72,298,5469,94.82
175,11.930313588850174,14.641114982578397,12.846689895470384,13.0,14.132404181184668,9.045296167247386,8.0,7.456445993031359,6.2787456445993035,9.585365853658537,11.0,17.794425087108014,18.21254355400697,14.958188153310104,10.83623693379791,10.0,15.059233449477352,16.142857142857142,16.198606271777003,12.735191637630662,10.839721254355402,9.425087108013937,11.64808362369338,17.749128919860627,14.268292682926829,18.641114982578397,13,17,15,13,16,10,8,8,7,10,11,21,20,18,13,10,16,20,22,14,12,12,13,21,18,20,321.72,350,6225,115.32
200,13.393728222996515,15.641114982578397,14.822299651567944,14.411149825783973,14.968641114982578,10.132404181184668,10.445993031358885,7.456445993031359,7.2787456445993035,11.585365853658537,13.982578397212544,19.665505226480835,19.299651567944252,13.850174216027874,11.83623693379791,13.0,16.0,17.142857142857142,15.898954703832752,13.735191637630662,11.839721254355402,11.285714285714286,15.686411149825783,19.749128919860627,19.0,19.480836236933797,15,18,16,15,17,11,11,8,8,12,16,24,21,16,14,13,16,21,21,15,13,13,18,23,24,21,361.94,392,7116,126.43
225,14.393728222996515,16.641114982578397,16.56794425087108,16.411149825783973,17.804878048780488,12.132404181184668,12.160278745644598,12.752613240418118,9.278745644599303,13.041811846689896,13.554006968641115,20.031358885017422,22.299651567944252,16.40418118466899,15.602787456445993,16.0,18.306620209059233,17.142857142857142,19.156794425087107,16.777003484320556,11.839721254355402,11.285714285714286,16.686411149825783,21.05574912891986,19.006968641114984,20.933797909407666,16,19,19,17,22,13,14,14,10,14,15,22,24,18,21,16,21,21,25,20,13,13,19,27,24,23,405.52,446,7875,147.36
250,15.773519163763066,16.641114982578397,20.898954703832754,17.411149825783973,18.968641114982578,14.526132404181185,14.35540069686411,14.452961672473867,10.278745644599303,14.041811846689896,13.554006968641115,23.24390243902439,22.679442508710803,20.470383275261323,15.599303135888501,16.466898954703833,21.05923344947735,18.50871080139373,19.609756097560975,18.066202090592334,14.313588850174217,14.574912891986063,17.501742160278745,22.05574912891986,19.536585365853657,22.76306620209059,18,19,25,18,23,17,17,16,11,15,15,27,25,24,21,17,25,23,26,22,16,17,21,28,25,25,440.29,490,8733,159.75
275,17.317073170731707,17.641114982578397,22.13240418118467,17.411149825783973,18.968641114982578,16.43205574912892,13.195121951219512,17.679442508710803,11.473867595818815,15.585365853658537,13.090592334494774,24.43554006968641,23.05574912891986,21.581881533101047,16.86759581881533,22.191637630662022,24.0,18.50871080139373,20.794425087108014,21.226480836236934,14.97212543554007,17.745644599303137,17.494773519163765,23.54006968641115,21.557491289198605,25.128919860627178,20,20,27,18,23,19,14,20,13,16,14,29,26,25,23,24,29,23,26,25,17,20,21,30,27,27,476.2,526,9174,168.32
300,18.937282229965156,19.682926829268293,23.59581881533101,18.156794425087107,20.721254355400696,16.592334494773517,15.317073170731707,20.38327526132404,16.306620209059233,15.585365853658537,16.585365853658537,25.149825783972126,24.087108013937282,24.477351916376307,17.50871080139373,25.693379790940767,24.477351916376307,21.54703832752613,21.226480836236934,25.149825783972126,17.986062717770036,17.745644599303137,18.494773519163765,26.27526132404181,22.912891986062718,27.076655052264808,21,23,29,20,26,18,17,22,18,16,20,28,28,30,24,29,30,27,27,32,20,20,22,34,29,30,518.59,580,9831,183.57
325,20.5993031358885,22.62020905923345,25.017421602787458,20.282229965156795,20.721254355400696,17.986062717770036,17.0,21.853658536585368,16.9198606271777,16.041811846689896,17.585365853658537,27.205574912891986,27.00348432055749,26.121951219512194,20.135888501742162,27.885017421602786,29.550522648083625,21.087108013937282,21.61672473867596,24.72822299651568,19.972125435540068,18.369337979094077,21.979094076655052,26.191637630662022,23.254355400696863,29.114982578397214,24,27,31,22,26,21,19,24,20,17,21,34,32,31,26,31,37,26,26,31,22,21,26,34,28,31,557.79,626,10530,196.89
350,23.5993031358885,23.627177700348433,23.4390243902439,21.536585365853657,20.425087108013937,18.986062717770036,23.18815331010453,23.069686411149824,17.418118466898953,15.585365853658537,19.526132404181183,28.257839721254356,28.198606271777003,28.94773519163763,19.679442508710803,29.89198606271777,34.386759581881535,21.087108013937282,23.418118466898953,26.254355400696863,21.829268292682926,19.369337979094077,25.45296167247387,28.428571428571427,24.954703832752614,31.156794425087107,27,28,27,22,25,22,28,26,21,16,23,34,34,34,25,35,45,26,27,32,25,22,30,39,30,35,594.08,666,11421,223.75
375,24.5993031358885,23.72473867595819,23.89198606271777,26.78048780487805,27.209059233449477,18.860627177700348,26.45644599303136,25.066202090592334,19.0801393728223,17.045296167247386,22.05574912891986,30.146341463414632,27.334494773519165,27.853658536585368,22.40418118466899,30.975609756097562,34.91289198606272,23.010452961672474,25.038327526132406,25.742160278745644,23.28919860627178,20.609756097560975,27.013937282229964,29.174216027874564,25.45993031358885,33.818815331010455,28,29,28,31,33,22,34,28,23,18,26,37,32,32,31,38,45,29,30,32,27,24,33,41,31,38,633.0,720,12480,240.96
400,25.5993031358885,25.2404181184669,23.968641114982578,26.829268292682926,29.76306620209059,19.299651567944252,27.958188153310104,25.066202090592334,20.414634146341463,20.501742160278745,23.174216027874564,32.32752613240418,27.721254355400696,27.48780487804878,26.087108013937282,33.069686411149824,36.292682926829265,22.644599303135887,26.29616724738676,27.264808362369337,24.853658536585368,23.222996515679444,29.017421602787458,31.480836236933797,30.930313588850176,35.724738675958186,29,32,28,29,37,21,37,28,26,22,28,41,33,33,36,41,47,28,33,31,31,27,35,42,38,41,671.21,770,13464,243.86
425,26.261324041811847,26.905923344947734,28.027874564459932,29.637630662020907,30.808362369337978,21.83275261324042,27.60278745644599,24.752613240418118,20.860627177700348,21.975609756097562,22.43554006968641,34.26480836236934,28.205574912891986,29.51219512195122,25.679442508710803,37.55749128919861,37.02787456445993,26.937282229965156,26.745644599303137,31.33101045296167,25.78745644599303,27.247386759581882,31.261324041811847,32.29965156794425,31.522648083623693,35.930313588850176,30,33,34,33,39,26,34,27,25,24,26,41,34,35,34,48,47,36,32,36,31,33,39,44,38,41,710.41,812,14613,264.54
450,29.609756097560975,27.81533101045296,30.909407665505228,28.86759581881533,29.43554006968641,22.592334494773517,30.864111498257838,26.735191637630663,24.54355400696864,24.975609756097562,23.43205574912892,34.23693379790941,30.034843205574912,32.64808362369338,26.48780487804878,37.63066202090592,37.038327526132406,25.721254355400696,29.282229965156795,32.33797909407666,27.83623693379791,29.965156794425088,31.874564459930312,32.65156794425087,34.89547038327526,37.9198606271777,34,36,42,33,36,27,41,30,29,27,27,41,37,39,35,47,47,33,36,38,33,39,39,46,42,44,747.64,862,15459,277.86
475,29.808362369337978,29.70731707317073,30.358885017421603,29.299651567944252,31.114982578397214,23.59581881533101,29.790940766550523,30.299651567944252,25.386759581881535,25.975609756097562,25.968641114982578,37.86759581881533,31.94773519163763,33.198606271777,27.714285714285715,37.616724738675956,38.041811846689896,28.066202090592334,30.67247386759582,30.878048780487806,31.45993031358885,30.226480836236934,32.397212543554005,33.29616724738676,34.55052264808362,37.5609756097561,34,38,37,32,38,29,36,36,32,28,29,46,38,38,37,47,48,34,39,34,38,36,39,46,41,42,782.09,908,15885,288.86
500,31.10452961672474,30.49128919860627,31.034843205574912,30.310104529616726,33.01393728222997,23.59581881533101,31.45296167247387,33.97909407665505,24.843205574912893,27.850174216027874,26.087108013937282,40.57839721254356,32.930313588850176,34.059233449477354,26.299651567944252,38.717770034843205,38.02090592334495,29.75609756097561,31.1602787456446,31.33101045296167,30.247386759581882,30.48432055749129,32.87108013937282,34.31707317073171,34.850174216027874,37.818815331010455,36,37,38,33,39,28,37,42,30,32,28,52,39,39,33,49,49,37,38,35,36,35,37,45,40,42,800.56,914,16236,289.21
525,31.11149825783972,32.815331010452965,30.557491289198605,32.275261324041814,31.630662020905923,24.885017421602786,32.37282229965157,35.86411149825784,25.257839721254356,34.57491289198606,29.362369337979093,39.97909407665505,33.41811846689895,37.35191637630662,27.658536585365855,40.33449477351916,40.67247386759582,31.912891986062718,32.954703832752614,33.08362369337979,29.864111498257838,31.979094076655052,39.285714285714285,36.01742160278746,37.13937282229965,38.57491289198606,36,40,37,36,36,30,38,46,29,42,33,49,39,44,35,49,51,40,40,38,34,37,48,47,45,43,839.13,958,16578,297.29
