n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,5.0,10.0,7.0,5.0,5.0,6.7560975609756095,8.383275261324043,13.484320557491289,9.0,3.0,9.365853658536585,3.0,7.0,4.2717770034843205,8.0,6.0,8.0,11.383275261324043,5.0,5.0,8.484320557491289,5.0,5.365853658536586,7.0,5.0,5.390243902439025,2.0,8.874564459930314,5,10,7,5,5,8,9,14,9,3,10,3,7,5,8,6,8,12,5,5,9,5,6,7,5,6,2,10,186.76,194,3447,61.79
125,7.0,12.0,8.0,8.275261324041812,7.285714285714286,9.75609756097561,8.383275261324043,14.484320557491289,13.285714285714286,6.0,10.658536585365853,4.275261324041812,7.0,6.2717770034843205,9.0,7.0,8.0,12.383275261324043,5.0,7.0,10.484320557491289,8.0,6.658536585365853,9.0,5.0,6.390243902439025,5.0,10.874564459930314,7,12,8,9,8,11,9,15,14,6,11,5,7,7,9,7,8,13,5,7,11,8,7,9,5,7,5,12,232.47,242,4398,81.29
150,10.0,13.0,9.282229965156795,11.0,6.285714285714286,11.75609756097561,10.383275261324043,14.484320557491289,15.285714285714286,9.658536585365853,14.365853658536585,6.0,8.0,11.27177700348432,9.0,7.0,10.0,13.665505226480835,6.0,8.0,10.484320557491289,12.0,7.365853658536586,11.0,5.0,8.390243902439025,6.658536585365853,11.874564459930314,10,13,10,11,7,13,11,15,16,10,15,6,8,12,9,7,10,15,6,8,11,12,8,11,5,9,7,13,277.21,288,5295,96.95
175,11.0,14.0,11.282229965156795,11.21602787456446,7.379790940766551,12.484320557491289,10.651567944250871,18.634146341463413,17.421602787456447,11.0,15.296167247386759,5.665505226480836,9.0,14.0,11.0,8.0,12.487804878048781,14.282229965156795,6.0,10.665505226480835,14.484320557491289,13.0,9.365853658536585,12.0,9.662020905923345,10.390243902439025,7.651567944250871,14.202090592334494,11,14,12,14,8,13,11,20,19,11,18,7,9,14,11,8,13,15,6,11,15,13,10,12,10,11,8,16,321.12,336,5961,107.96
200,11.0,17.0,14.0,11.0,8.37979094076655,14.484320557491289,13.383275261324043,20.9198606271777,18.693379790940767,12.658536585365853,18.634146341463413,7.0,11.0,14.0,11.285714285714286,9.0,12.487804878048781,17.752613240418118,9.0,11.665505226480835,16.48432055749129,14.658536585365853,9.658536585365853,13.369337979094077,12.313588850174217,10.390243902439025,10.658536585365853,14.202090592334494,11,17,14,11,9,15,14,23,20,13,20,7,11,14,12,9,13,19,9,12,17,15,10,14,13,11,11,16,365.08,380,6795,125.6
225,12.0,18.0,15.282229965156795,10.554006968641115,10.37979094076655,16.75609756097561,14.282229965156795,21.989547038327526,18.317073170731707,12.658536585365853,19.61672473867596,7.7630662020905925,12.0,19.4390243902439,14.585365853658537,9.275261324041812,14.860627177700348,18.65156794425087,11.0,12.665505226480835,18.846689895470384,16.414634146341463,12.658536585365853,14.369337979094077,13.313588850174217,13.752613240418118,13.940766550522648,17.498257839721255,12,18,16,12,11,18,15,24,20,13,22,9,12,23,16,10,17,20,11,13,20,18,13,15,14,15,15,20,406.82,434,7776,139.46
250,15.0,19.0,15.0,11.554006968641115,10.75609756097561,16.75609756097561,17.665505226480835,25.010452961672474,21.693379790940767,14.658536585365853,24.27177700348432,8.763066202090592,14.0,19.4390243902439,14.0,10.275261324041812,16.860627177700348,22.083623693379792,11.390243902439025,13.665505226480835,19.846689895470384,16.804878048780488,16.65505226480836,17.034843205574912,15.979094076655052,14.390243902439025,13.940766550522648,18.202090592334496,15,19,15,13,12,18,19,27,23,15,27,10,14,23,14,11,19,24,12,14,21,19,17,18,17,15,15,20,453.25,482,8562,159.95
275,16.0,20.358885017421603,17.38327526132404,11.933797909407666,12.128919860627178,16.75609756097561,18.665505226480835,29.29616724738676,23.041811846689896,17.658536585365855,23.51219512195122,9.905923344947736,15.0,22.202090592334496,16.285714285714285,12.275261324041812,17.860627177700348,22.700348432055748,13.390243902439025,15.94773519163763,20.846689895470384,17.804878048780488,16.365853658536587,17.317073170731707,16.81533101045296,16.76306620209059,14.940766550522648,20.202090592334496,16,21,18,14,14,18,20,32,24,18,27,13,15,27,17,13,20,24,14,17,22,20,17,19,18,18,16,22,490.39,526,9384,175.79
300,19.0,22.020905923344948,19.38327526132404,13.752613240418118,12.128919860627178,17.75609756097561,18.665505226480835,29.29616724738676,24.041811846689896,18.658536585365855,22.32752613240418,11.630662020905923,15.0,23.853658536585368,19.285714285714285,13.275261324041812,17.853658536585368,23.700348432055748,14.390243902439025,16.94773519163763,21.850174216027874,18.81533101045296,17.658536585365855,18.968641114982578,19.32752613240418,16.76306620209059,18.94076655052265,21.202090592334496,19,23,20,15,14,19,20,32,25,19,24,14,15,28,20,14,19,25,15,18,23,21,18,21,20,18,20,23,524.98,558,10050,188.45
325,20.923344947735192,22.662020905923345,20.038327526132406,16.372822299651567,15.034843205574912,18.75609756097561,19.38327526132404,32.505226480836235,25.94773519163763,21.114982578397214,24.45296167247387,11.487804878048781,17.0,24.090592334494772,21.425087108013937,13.275261324041812,19.853658536585368,25.480836236933797,16.606271777003485,17.317073170731707,23.850174216027874,19.466898954703833,19.658536585365855,21.965156794425088,20.986062717770036,20.76306620209059,20.390243902439025,21.860627177700348,23,23,22,17,17,20,20,37,27,23,26,12,17,27,23,14,21,29,19,19,25,22,20,24,22,22,21,24,570.09,608,10719,197.23
