n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,5.0,3.0,7.0,5.0,10.18815331010453,9.177700348432056,8.365853658536585,6.0,6.376306620209059,3.0,5.0,7.0,7.0,3.0,9.0,5.0,7.376306620209059,10.871080139372822,11.0,6.0,8.0,9.463414634146341,6.351916376306621,8.365853658536585,7.494773519163763,8.449477351916377,6.0,6.376306620209059,5,3,7,5,12,10,11,6,7,3,5,7,7,3,9,5,8,13,11,6,8,11,8,11,9,9,6,7,190.7,196,3543,63.7
125,6.452961672473868,4.0,8.0,7.581881533101045,12.585365853658537,12.003484320557492,10.365853658536585,6.526132404181185,8.376306620209059,5.0,5.0,10.0,7.452961672473868,4.0,9.0,6.0,9.376306620209059,11.867595818815332,14.29965156794425,8.0,9.0,12.170731707317072,6.456445993031359,10.365853658536585,9.069686411149826,12.466898954703833,6.578397212543554,9.376306620209059,7,4,8,8,14,15,13,7,9,5,5,10,8,4,9,6,10,14,15,8,9,14,7,13,11,14,7,10,237.0,248,4419,79.32
150,8.512195121951219,6.0,11.763066202090592,10.473867595818815,12.912891986062718,13.128919860627178,11.64459930313589,9.59233449477352,12.337979094076655,6.0,6.0,10.0,12.452961672473867,5.0,11.0,7.0,11.832752613240418,13.491289198606271,18.470383275261323,10.059233449477352,11.456445993031359,12.567944250871081,8.456445993031359,11.365853658536585,12.94773519163763,13.961672473867596,11.404181184668989,10.376306620209059,10,6,14,14,15,16,15,11,15,6,6,10,13,5,11,7,13,17,23,11,12,14,9,14,17,15,14,11,280.53,292,5487,106.13
175,7.452961672473868,7.0,12.393728222996515,11.264808362369338,12.445993031358885,16.972125435540068,16.860627177700348,12.222996515679442,12.745644599303136,7.0,8.0,11.278745644599303,12.452961672473867,9.128919860627178,13.0,8.0,17.369337979094077,18.700348432055748,18.581881533101047,10.731707317073171,11.456445993031359,16.020905923344948,8.456445993031359,12.365853658536585,15.989547038327526,14.961672473867596,13.951219512195122,11.376306620209059,8,7,15,15,14,21,23,15,14,7,8,12,13,13,13,8,21,24,22,12,12,18,9,15,21,16,18,12,326.13,346,6618,140.63
200,7.452961672473868,7.0,12.857142857142858,10.581881533101045,13.445993031358885,18.28919860627178,15.630662020905923,13.742160278745645,13.282229965156795,9.0,10.369337979094077,14.344947735191637,15.452961672473867,9.62020905923345,15.0,9.0,16.45644599303136,19.686411149825783,19.557491289198605,12.160278745644598,14.13588850174216,17.020905923344948,9.456445993031359,16.54355400696864,13.456445993031359,16.285714285714285,13.790940766550523,14.066202090592334,8,7,14,11,15,19,20,16,16,9,11,16,16,11,15,9,17,24,23,14,15,19,10,21,15,18,18,15,367.05,390,7263,148.35
225,10.390243902439025,7.0,12.857142857142858,12.0,16.445993031358885,20.29616724738676,15.630662020905923,17.181184668989548,13.282229965156795,14.588850174216027,10.369337979094077,15.278745644599303,16.45296167247387,12.62020905923345,16.0,11.588850174216027,18.94773519163763,23.554006968641115,19.557491289198605,14.160278745644598,16.64808362369338,18.020905923344948,12.818815331010454,19.121951219512194,15.303135888501743,18.70383275261324,13.790940766550523,13.578397212543553,11,7,14,12,18,23,20,21,16,16,11,16,19,14,16,13,20,29,23,16,20,20,14,24,19,22,18,14,409.46,438,8337,171.59
250,10.390243902439025,9.0,14.857142857142858,13.365853658536585,20.5609756097561,19.442508710801395,16.630662020905923,20.21254355400697,14.261324041811847,14.059233449477352,11.369337979094077,17.34494773519164,16.961672473867594,13.435540069686411,18.0,14.059233449477352,18.45644599303136,24.905923344947734,19.557491289198605,14.160278745644598,20.017421602787458,20.752613240418118,16.421602787456447,22.40418118466899,18.21951219512195,20.2404181184669,13.414634146341463,15.64459930313589,11,9,16,15,27,21,21,25,17,15,12,19,19,15,18,15,19,32,23,16,24,24,18,28,22,23,17,17,445.74,478,9006,176.71
275,12.721254355400697,9.0,16.170731707317074,14.78397212543554,22.250871080139373,20.989547038327526,19.644599303135887,20.32404181184669,14.986062717770034,16.32404181184669,12.749128919860627,17.933797909407666,16.390243902439025,14.581881533101045,19.94425087108014,16.16724738675958,21.954703832752614,27.372822299651567,20.0,16.72822299651568,23.54355400696864,23.428571428571427,18.463414634146343,23.696864111498257,19.386759581881535,20.794425087108014,16.56794425087108,15.240418118466899,14,9,18,17,28,22,24,26,17,21,15,20,17,15,21,18,23,34,22,21,26,26,21,28,25,23,21,16,487.92,528,10026,195.0
300,14.515679442508711,12.0,15.066202090592334,14.94773519163763,21.038327526132406,22.634146341463413,19.466898954703833,23.958188153310104,17.278745644599304,17.24390243902439,14.749128919860627,20.34843205574913,18.202090592334496,15.581881533101045,21.010452961672474,15.637630662020905,23.954703832752614,30.56445993031359,25.181184668989548,19.67247386759582,28.689895470383274,22.67595818815331,19.428571428571427,25.627177700348433,22.470383275261323,23.073170731707318,17.250871080139373,18.8397212543554,17,12,16,17,26,26,24,33,19,20,17,24,22,16,22,17,25,37,30,26,34,25,21,32,27,26,22,21,529.44,574,10989,212.6
325,17.386759581881535,15.581881533101045,19.0,14.94773519163763,22.024390243902438,22.121951219512194,22.67247386759582,25.48780487804878,21.191637630662022,18.846689895470384,15.369337979094077,23.933797909407666,18.65505226480836,16.581881533101047,20.989547038327526,16.9198606271777,24.979094076655052,32.55749128919861,26.013937282229964,22.18466898954704,29.181184668989548,24.18815331010453,19.881533101045296,24.696864111498257,23.466898954703833,23.073170731707318,19.250871080139373,22.885017421602786,19,16,21,17,26,23,28,35,24,22,16,29,21,17,22,19,28,41,31,28,35,27,22,29,28,26,24,26,578.87,636,11940,229.57
