n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,8.442508710801393,7.954703832752613,9.0,8.0,8.435540069686411,5.0,2.4773519163763065,6.0,6.0,5.0,6.0,9.0,12.452961672473867,6.571428571428571,3.0,2.0,8.473867595818815,9.658536585365853,9.0,6.0,5.466898954703833,4.0,5.0,13.623693379790941,7.0,10.0,7.487804878048781,6.0,10,9,9,8,10,5,3,6,6,5,6,9,13,7,3,2,10,12,9,6,6,4,5,16,7,10,8,6,193.8,202,3684,63.0
125,10.442508710801393,7.954703832752613,11.0,11.0,11.435540069686411,6.0,5.477351916376307,7.0,6.0,5.470383275261324,8.0,11.0,14.303135888501743,8.571428571428571,3.0,3.0,10.32404181184669,10.658536585365853,10.578397212543553,6.0,7.466898954703833,5.0,8.0,16.087108013937282,8.578397212543553,13.0,9.10801393728223,8.554006968641115,12,9,11,11,13,6,6,7,6,6,8,11,15,9,3,3,12,13,11,6,8,5,8,19,9,13,10,10,239.76,252,4542,80.45
150,11.91637630662021,8.954703832752614,14.449477351916377,13.0,12.435540069686411,7.0,10.829268292682928,7.0,7.0,7.470383275261324,11.752613240418118,12.473867595818815,15.452961672473867,8.571428571428571,4.0,7.0,11.668989547038327,11.658536585365853,10.860627177700348,6.0,8.466898954703833,7.0,11.550522648083623,19.087108013937282,11.031358885017422,13.282229965156795,11.10801393728223,8.554006968641115,15,10,16,13,14,7,13,7,7,8,13,13,16,9,4,7,14,14,12,6,9,7,12,22,12,14,12,10,283.75,302,5319,94.5
175,15.627177700348431,9.954703832752614,14.550522648083623,14.0,13.435540069686411,9.0,10.452961672473867,10.738675958188153,7.445993031358885,9.470383275261325,11.923344947735192,13.473867595818815,16.135888501742162,10.571428571428571,6.0,9.0,13.822299651567944,11.658536585365853,13.860627177700348,9.445993031358885,8.466898954703833,9.0,12.550522648083623,21.801393728222997,11.721254355400697,14.282229965156795,12.365853658536585,11.933797909407666,19,11,15,14,15,9,11,12,8,10,13,14,17,11,6,9,17,14,15,10,9,9,13,28,13,15,14,13,326.85,348,6408,108.59
200,19.317073170731707,11.954703832752614,14.550522648083623,16.480836236933797,14.414634146341463,11.480836236933797,12.452961672473867,10.738675958188153,10.445993031358885,9.470383275261325,13.076655052264808,15.627177700348431,19.70731707317073,11.017421602787456,7.83623693379791,12.0,13.822299651567944,12.658536585365853,14.986062717770034,9.445993031358885,9.466898954703833,10.0,15.585365853658537,23.75609756097561,15.961672473867596,15.282229965156795,15.735191637630662,13.933797909407666,23,13,15,17,17,12,13,12,11,10,14,16,22,12,10,12,17,15,17,10,10,10,18,31,19,16,19,15,370.96,398,7173,127.32
225,20.902439024390244,12.954703832752614,15.550522648083623,16.480836236933797,14.414634146341463,13.480836236933797,12.452961672473867,13.738675958188153,12.445993031358885,11.470383275261325,13.076655052264808,17.627177700348433,19.70731707317073,12.017421602787456,11.376306620209059,17.076655052264808,15.822299651567944,13.658536585365853,16.986062717770036,15.494773519163763,10.466898954703833,12.0,15.585365853658537,24.749128919860627,16.961672473867594,17.282229965156795,16.72822299651568,14.933797909407666,25,14,16,17,17,14,13,15,13,12,14,18,22,13,16,19,19,16,19,17,11,12,18,32,20,18,20,16,413.76,444,7911,144.66
250,21.5609756097561,14.954703832752614,16.588850174216027,16.0,16.418118466898953,13.0,13.846689895470384,15.369337979094077,14.445993031358885,11.470383275261325,13.094076655052264,20.627177700348433,20.986062717770036,14.303135888501743,11.376306620209059,20.822299651567945,16.825783972125436,15.658536585365853,17.752613240418118,15.968641114982578,13.466898954703833,13.0,17.229965156794425,25.585365853658537,17.45644599303136,17.801393728222997,18.097560975609756,17.965156794425088,25,16,19,16,19,13,16,16,15,12,14,21,24,17,16,24,20,18,21,18,14,13,20,32,21,19,21,20,448.56,484,8688,158.49
275,21.5609756097561,18.954703832752614,19.554006968641115,19.0,16.418118466898953,15.0,17.35191637630662,18.369337979094077,15.101045296167248,12.470383275261325,14.372822299651569,21.627177700348433,23.16724738675958,17.031358885017422,15.383275261324043,24.00348432055749,20.825783972125436,16.29268292682927,18.480836236933797,16.975609756097562,13.466898954703833,14.0,18.48432055749129,26.498257839721255,18.45644599303136,19.250871080139373,19.097560975609756,18.965156794425088,25,20,21,19,19,15,19,19,16,13,16,22,26,19,20,27,24,19,21,19,14,14,21,34,22,21,22,21,496.03,532,9666,178.1
300,23.64808362369338,19.954703832752614,20.982578397212542,20.282229965156795,17.278745644599304,16.0,21.048780487804876,19.0,16.428571428571427,12.470383275261325,14.372822299651569,21.909407665505228,26.299651567944252,22.306620209059233,15.383275261324043,27.205574912891986,24.006968641114984,16.29268292682927,18.752613240418118,19.965156794425088,17.4390243902439,15.0,20.48432055749129,28.89198606271777,20.70731707317073,20.637630662020907,20.097560975609756,21.62020905923345,26,21,22,21,21,16,22,19,18,13,16,23,34,26,20,32,28,19,22,24,21,15,23,39,25,23,23,24,537.48,584,10437,199.32
325,24.94076655052265,20.954703832752614,20.578397212543553,21.282229965156795,21.2404181184669,16.278745644599304,25.522648083623693,20.299651567944252,15.912891986062718,14.470383275261325,14.372822299651569,23.65505226480836,26.742160278745644,21.60278745644599,17.864111498257838,27.554006968641115,25.202090592334496,18.29268292682927,20.247386759581882,22.463414634146343,16.505226480836235,16.0,22.21254355400697,29.39721254355401,21.70731707317073,22.257839721254356,21.954703832752614,25.010452961672474,28,22,21,22,25,17,29,21,17,15,16,26,32,24,25,32,29,21,22,26,18,16,26,39,26,24,27,28,573.92,622,11250,223.87
