n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,9.578397212543553,7.578397212543554,10.0,5.425087108013937,4.0,8.0,8.578397212543553,8.0,11.578397212543553,13.372822299651569,8.0,5.56794425087108,8.334494773519165,7.0,13.0,8.0,11.0,4.0,11.707317073170731,9.146341463414634,7.0,5.0,3.0,8.578397212543553,10.425087108013937,3.0,11,9,10,6,4,8,10,8,13,14,8,7,11,7,13,8,11,4,15,12,7,5,3,10,11,3,200.02,208,3795,64.18
125,11.578397212543553,9.578397212543553,12.0,8.885017421602788,7.825783972125436,9.0,11.578397212543553,9.0,12.578397212543553,14.372822299651569,11.825783972125436,7.56794425087108,9.334494773519165,9.0,16.38327526132404,11.0,12.0,7.0,12.707317073170731,11.146341463414634,9.0,7.923344947735192,3.0,10.578397212543553,10.425087108013937,6.0,13,11,12,10,10,9,13,9,14,15,14,9,12,9,18,11,12,7,16,14,9,9,3,12,11,6,249.5,260,4743,84.64
150,12.578397212543553,11.578397212543553,13.0,10.885017421602788,10.825783972125436,13.0,12.491289198606271,12.0,16.578397212543553,15.372822299651569,11.825783972125436,9.567944250871081,11.334494773519165,13.0,20.38327526132404,11.0,15.0,8.0,12.707317073170731,12.146341463414634,11.0,9.83623693379791,7.0,13.578397212543553,12.425087108013937,6.0,14,13,13,12,13,13,15,12,18,16,14,11,14,13,22,11,15,8,16,15,11,12,7,15,13,6,299.5,310,5592,99.11
175,12.578397212543553,11.578397212543553,13.0,15.888501742160278,10.825783972125436,14.81184668989547,11.578397212543553,14.0,20.578397212543553,15.372822299651569,11.825783972125436,11.567944250871081,12.334494773519165,13.0,23.020905923344948,13.0,18.0,8.0,15.236933797909408,12.435540069686411,13.742160278745645,12.0,9.0,15.867595818815332,15.425087108013937,9.017421602787456,14,13,13,17,13,16,13,14,22,16,14,13,15,13,25,13,18,8,19,16,15,12,9,18,16,11,342.62,358,6348,110.79
200,14.16376306620209,12.578397212543553,16.4006968641115,16.334494773519165,12.825783972125436,18.135888501742162,11.578397212543553,17.083623693379792,21.89547038327526,17.264808362369337,13.18815331010453,13.059233449477352,15.75609756097561,14.574912891986063,24.592334494773517,14.0,20.45644599303136,11.344947735191637,17.202090592334496,13.435540069686411,14.742160278745645,12.0,13.0,15.867595818815332,17.801393728222997,9.637630662020905,16,14,18,18,15,23,13,18,25,19,16,15,20,15,27,14,23,15,22,17,16,12,13,18,20,12,380.13,406,7215,126.71
225,16.51567944250871,13.871080139372822,18.592334494773517,16.65505226480836,13.825783972125436,20.804878048780488,12.02787456445993,17.083623693379792,24.156794425087107,17.264808362369337,13.18815331010453,13.554006968641115,17.076655052264808,15.574912891986063,26.33101045296167,15.888501742160278,19.445993031358885,12.344947735191637,21.282229965156795,16.37979094076655,16.386759581881535,13.449477351916377,16.442508710801395,16.588850174216027,19.801393728222997,10.742160278745645,20,16,21,19,16,27,14,18,28,19,16,16,22,16,30,17,20,16,27,21,18,14,17,20,22,12,415.05,450,8085,142.61
250,19.51567944250871,13.878048780487806,18.67595818815331,19.825783972125436,18.10801393728223,23.209059233449477,14.02787456445993,16.637630662020907,24.156794425087107,17.818815331010452,13.825783972125436,15.341463414634147,18.777003484320556,15.70034843205575,26.519163763066203,19.34494773519164,20.445993031358885,15.770034843205575,22.282229965156795,19.386759581881535,16.898954703832754,15.449477351916377,17.442508710801395,16.73170731707317,21.519163763066203,13.742160278745645,23,16,19,23,21,29,16,17,28,19,16,18,24,16,29,21,21,19,28,24,18,16,18,20,24,15,457.02,494,8811,154.18
275,19.2404181184669,17.034843205574912,19.4006968641115,21.020905923344948,18.825783972125436,25.390243902439025,17.027874564459932,19.083623693379792,27.121951219512194,19.264808362369337,16.18815331010453,17.090592334494772,22.442508710801395,16.696864111498257,28.529616724738677,19.94773519163763,21.72822299651568,16.770034843205575,25.282229965156795,20.968641114982578,19.247386759581882,19.986062717770036,22.11149825783972,19.73170731707317,21.519163763066203,13.742160278745645,22,20,21,24,21,31,19,20,33,21,19,20,28,17,32,24,23,20,31,26,22,21,23,23,24,15,505.42,548,9753,172.61
300,20.526132404181183,16.86759581881533,19.334494773519165,23.020905923344948,21.571428571428573,27.386759581881535,17.923344947735192,23.226480836236934,26.501742160278745,19.264808362369337,18.86759581881533,21.627177700348433,23.442508710801395,17.27177700348432,30.923344947735192,20.993031358885016,21.45296167247387,19.34494773519164,26.282229965156795,24.94773519163763,22.885017421602786,23.679442508710803,22.11149825783972,22.752613240418118,25.097560975609756,13.742160278745645,24,19,20,26,25,33,22,26,32,21,23,25,29,18,35,25,22,23,32,31,25,26,23,29,29,15,547.16,598,10479,183.57
325,21.526132404181183,19.442508710801395,21.0,24.198606271777003,22.898954703832754,29.174216027874564,21.28919860627178,24.226480836236934,26.097560975609756,20.54355400696864,20.18815331010453,27.72473867595819,25.871080139372822,19.881533101045296,33.4390243902439,22.282229965156795,21.45296167247387,21.794425087108014,27.282229965156795,25.81533101045296,22.62369337979094,26.128919860627178,22.606271777003485,25.209059233449477,24.644599303135887,15.118466898954704,25,22,23,28,27,36,27,27,30,23,23,36,32,24,38,25,22,26,33,34,25,29,24,33,28,16,581.16,636,11247,193.75
350,21.9198606271777,21.442508710801395,21.23693379790941,25.198606271777003,23.860627177700348,28.041811846689896,22.28919860627178,26.226480836236934,28.7595818815331,21.54355400696864,21.825783972125436,27.78048780487805,26.101045296167246,21.094076655052266,33.35540069686411,27.020905923344948,21.735191637630663,23.369337979094077,27.006968641114984,26.411149825783973,24.149825783972126,29.954703832752614,23.606271777003485,25.209059233449477,27.177700348432055,18.75609756097561,26,24,23,29,28,34,28,29,35,24,24,35,31,25,38,33,23,28,33,34,27,35,25,33,32,22,620.04,686,11946,205.82
375,23.369337979094077,23.498257839721255,27.05226480836237,26.686411149825783,25.526132404181183,29.954703832752614,24.414634146341463,26.226480836236934,31.303135888501743,22.26829268292683,24.905923344947734,28.020905923344948,26.871080139372822,21.78048780487805,33.285714285714285,29.031358885017422,24.097560975609756,23.804878048780488,28.006968641114984,28.693379790940767,26.45296167247387,31.86759581881533,27.27177700348432,27.209059233449477,30.372822299651567,20.181184668989548,28,27,31,31,30,36,30,29,40,24,29,34,33,28,38,37,26,29,34,38,30,38,29,35,36,24,658.01,732,12840,227.71
400,24.5609756097561,23.846689895470384,28.529616724738677,27.686411149825783,28.850174216027874,31.073170731707318,24.428571428571427,27.66898954703833,31.445993031358885,22.72822299651568,28.181184668989548,28.195121951219512,26.5993031358885,22.222996515679444,33.801393728223,31.958188153310104,24.097560975609756,25.083623693379792,28.926829268292682,30.912891986062718,25.585365853658537,32.26480836236934,27.29268292682927,29.519163763066203,30.71080139372822,22.693379790940767,29,28,33,32,35,37,30,31,39,25,36,34,32,27,40,39,26,31,36,41,28,38,29,39,37,28,687.2,772,13431,241.29
425,25.585365853658537,24.5993031358885,27.644599303135887,31.749128919860627,31.804878048780488,32.073170731707314,27.11149825783972,28.66898954703833,31.881533101045296,23.23693379790941,35.508710801393725,30.393728222996515,28.365853658536587,22.65156794425087,34.961672473867594,35.37979094076655,24.64808362369338,25.804878048780488,32.99303135888502,35.146341463414636,29.630662020905923,31.989547038327526,28.337979094076655,31.306620209059233,31.749128919860627,21.27177700348432,30,27,31,38,41,38,33,32,38,26,46,39,35,26,41,42,26,31,40,44,34,37,31,42,39,25,733.71,828,14544,258.61
450,25.585365853658537,27.247386759581882,28.37979094076655,31.7595818815331,33.76655052264808,32.79442508710802,29.658536585365855,28.66898954703833,32.8815331010453,25.393728222996515,38.508710801393725,32.62020905923345,28.365853658536587,22.933797909407666,36.41463414634146,35.84320557491289,27.29616724738676,26.51567944250871,35.90243902439025,37.146341463414636,32.63066202090592,33.44250871080139,30.738675958188153,31.494773519163765,34.40418118466899,21.27177700348432,30,30,31,38,43,38,36,32,39,29,49,41,35,27,43,42,29,31,44,46,37,39,34,39,41,25,773.6,872,15294,275.86
475,30.86759581881533,30.247386759581882,28.37979094076655,34.52613240418118,34.940766550522646,33.99651567944251,30.679442508710803,28.66898954703833,32.8815331010453,26.393728222996515,40.97560975609756,34.62020905923345,31.665505226480835,24.282229965156795,38.069686411149824,37.383275261324044,28.29616724738676,27.972125435540068,37.90243902439025,38.815331010452965,34.19512195121951,36.10452961672474,33.73867595818815,35.066202090592334,36.26829268292683,21.27177700348432,36,33,31,42,45,39,37,32,39,30,53,43,40,30,45,44,30,33,46,50,39,42,37,43,46,25,815.0,918,15960,280.54
500,32.728222996515676,31.247386759581882,28.9198606271777,34.36933797909408,35.508710801393725,34.714285714285715,30.679442508710803,29.13240418118467,35.167247386759584,26.9198606271777,39.47386759581882,36.75609756097561,33.80487804878049,24.34843205574913,37.54703832752613,37.958188153310104,31.365853658536587,32.33101045296167,38.77351916376307,39.184668989547035,35.57142857142857,42.77351916376307,36.822299651567945,34.97212543554007,37.825783972125436,23.27177700348432,38,34,32,41,44,40,37,33,41,31,50,46,42,28,45,43,34,38,46,49,40,55,43,43,46,27,840.24,938,16500,291.21
525,35.181184668989545,33.073170731707314,29.86759581881533,34.717770034843205,36.98257839721254,33.846689895470384,31.125435540069688,29.13240418118467,36.31010452961672,30.142857142857142,42.58188153310105,38.00348432055749,38.23344947735192,25.128919860627178,38.58536585365854,38.98954703832753,31.968641114982578,34.66550522648084,43.257839721254356,42.491289198606275,35.167247386759584,42.03135888501742,36.13937282229965,39.34146341463415,38.146341463414636,22.89547038327526,41,36,36,40,47,38,38,33,42,33,56,47,46,29,46,43,35,42,53,53,39,52,41,52,46,26,870.49,970,17175,298.25
550,35.728222996515676,34.99303135888502,31.128919860627178,35.836236933797906,38.52961672473867,33.40766550522648,33.68292682926829,31.121951219512194,39.41811846689895,29.70731707317073,42.64808362369338,38.78397212543554,40.721254355400696,25.139372822299652,39.358885017421606,43.717770034843205,33.89895470383275,32.79790940766551,42.08362369337979,40.818815331010455,34.11498257839721,43.15679442508711,38.32404181184669,39.146341463414636,37.40418118466899,25.989547038327526,41,40,38,42,49,37,41,35,49,32,53,48,51,28,46,52,36,38,50,49,37,52,44,51,44,29,896.45,996,17646,289.93
