n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,4.0,4.0,12.578397212543553,7.0,9.0,6.0,7.365853658536586,5.0,6.0,6.0,10.86411149825784,7.0,6.0,5.0,6.0,6.0,12.0,8.0,4.0,9.526132404181185,5.0,6.0,9.731707317073171,8.0,9.282229965156795,10.0,5.0,4.0,4,4,14,7,9,6,8,5,6,6,12,7,6,5,6,6,12,8,4,12,5,6,11,8,10,10,5,4,195.73,198,3654,70.68
125,7.0,6.45993031358885,12.0,7.940766550522648,11.45993031358885,6.0,7.0,6.0,8.0,6.0,13.317073170731707,10.0,10.78048780487805,7.0,6.0,6.0,15.0,9.0,4.0,12.0,7.0,6.515679442508711,12.463414634146341,11.557491289198607,10.515679442508711,12.0,6.498257839721254,5.0,7,7,12,9,12,6,7,6,8,6,15,10,12,7,6,6,15,9,4,13,7,7,13,12,11,12,8,5,239.07,244,4443,80.34
150,7.0,7.0,13.574912891986063,8.940766550522648,12.445993031358885,8.480836236933797,8.0,7.365853658536586,8.0,6.0,15.317073170731707,12.0,12.78048780487805,9.682926829268293,8.247386759581882,8.0,16.0,10.445993031358885,5.0,15.83623693379791,8.0,9.090592334494774,15.132404181184668,14.013937282229966,13.801393728222996,13.0,6.498257839721254,7.83623693379791,7,7,14,10,13,9,8,8,8,6,17,12,14,11,11,8,16,11,5,19,8,10,17,15,15,13,8,10,280.91,292,5283,92.2
175,8.0,8.45993031358885,14.425087108013937,12.940766550522648,14.905923344947736,9.787456445993032,10.445993031358885,9.0,8.0,6.0,16.926829268292682,17.282229965156795,14.696864111498257,9.965156794425088,8.658536585365853,9.0,18.0,13.445993031358885,6.0,17.853658536585368,10.0,9.369337979094077,17.463414634146343,15.013937282229966,13.515679442508711,14.0,6.498257839721254,9.83623693379791,8,9,17,14,16,11,11,9,8,6,18,18,16,12,10,9,18,14,6,23,10,11,18,16,14,14,8,12,322.98,338,6246,118.35
200,12.0,12.104529616724738,14.853658536585366,14.679442508710801,15.81184668989547,12.40766550522648,13.491289198606271,10.0,8.0,6.0,18.317073170731707,17.0,16.78048780487805,13.337979094076655,8.456445993031359,11.0,18.0,15.445993031358885,6.0,18.32752613240418,12.421602787456447,15.306620209059233,18.38327526132404,17.013937282229964,15.466898954703833,17.585365853658537,8.498257839721255,10.83623693379791,12,14,16,17,17,14,14,10,8,6,20,17,18,16,9,11,18,16,6,22,15,17,20,18,16,18,10,13,368.58,384,7191,135.91
225,12.0,11.449477351916377,16.853658536585368,15.940766550522648,17.43554006968641,13.480836236933797,17.229965156794425,11.0,10.0,8.0,20.23693379790941,17.0,18.78048780487805,14.146341463414634,9.456445993031359,13.0,19.0,16.0,8.0,19.32752613240418,15.421602787456447,16.369337979094077,18.94773519163763,17.393728222996515,20.937282229965156,22.4006968641115,9.498257839721255,11.83623693379791,12,12,18,17,20,14,19,11,10,8,23,17,20,18,10,13,19,16,8,23,18,18,20,19,25,25,11,14,411.11,430,7833,145.54
250,13.0,13.735191637630662,17.853658536585368,18.041811846689896,18.43554006968641,14.477351916376307,17.229965156794425,14.0,11.296167247386759,10.0,22.013937282229964,17.0,20.968641114982578,18.70731707317073,12.926829268292684,13.285714285714286,19.0,16.0,8.0,20.770034843205575,17.714285714285715,17.686411149825783,19.78048780487805,21.205574912891986,20.78048780487805,24.13240418118467,11.473867595818815,11.83623693379791,13,15,19,21,21,15,19,14,12,10,25,17,24,24,14,14,19,16,8,25,21,20,21,26,24,28,13,14,448.5,476,8895,167.01
275,14.285714285714286,14.745644599303136,18.853658536585368,17.76306620209059,18.153310104529616,15.954703832752614,16.49128919860627,15.0,12.0,12.0,21.62369337979094,20.0,22.29268292682927,18.70731707317073,15.456445993031359,16.285714285714285,22.285714285714285,18.445993031358885,10.0,22.770034843205575,20.418118466898953,17.686411149825783,22.247386759581882,21.951219512195124,23.975609756097562,25.581881533101047,14.498257839721255,13.83623693379791,15,16,20,20,20,18,17,15,12,12,24,20,24,24,16,17,23,19,10,27,23,20,24,27,27,28,16,16,492.77,518,9720,185.93
300,15.867595818815332,15.738675958188153,19.853658536585368,17.21951219512195,18.70731707317073,17.445993031358885,17.49128919860627,16.0,12.689895470383275,15.372822299651569,23.05574912891986,22.0,24.313588850174217,18.477351916376307,17.99651567944251,18.010452961672474,24.735191637630663,18.0,11.581881533101045,25.54703832752613,21.905923344947734,18.261324041811847,23.912891986062718,24.62020905923345,25.358885017421603,25.581881533101047,16.89198606271777,18.554006968641115,17,17,21,19,20,18,18,16,14,16,28,22,26,23,19,20,26,18,12,31,26,21,26,29,29,28,20,22,533.94,570,10650,199.94
325,16.864111498257838,17.735191637630663,20.853658536585368,18.76306620209059,20.442508710801395,18.912891986062718,17.954703832752614,20.16376306620209,15.132404181184668,15.0,22.94773519163763,25.738675958188153,26.320557491289197,21.32404181184669,18.99651567944251,19.519163763066203,26.742160278745644,21.7595818815331,14.578397212543553,29.198606271777003,22.264808362369337,18.54006968641115,23.912891986062718,24.825783972125436,26.993031358885016,28.149825783972126,17.89198606271777,18.501742160278745,18,19,22,21,25,22,19,22,17,15,26,28,29,27,20,22,28,24,15,37,28,22,26,30,32,32,21,21,571.3,616,11478,224.52
