n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,5.0,7.0,9.456445993031359,11.066202090592334,11.0,4.456445993031359,7.0,5.0,7.0,8.470383275261325,9.0,7.0,10.470383275261325,4.0,4.456445993031359,5.125435540069686,7.0,8.564459930313589,10.0,5.564459930313589,9.45993031358885,6.0,1.0,6.0,9.0,10.066202090592334,4.0,6.121951219512195,5,7,10,12,11,5,7,5,7,9,9,7,11,4,5,6,7,9,10,6,10,6,1,6,9,11,4,7,196.15,202,3657,62.89
125,7.0,8.557491289198607,10.456445993031359,12.567944250871081,12.0,4.0,8.0,6.0,10.0,11.0,10.0,9.0,11.0,5.0,5.456445993031359,6.125435540069686,9.076655052264808,10.564459930313589,11.21951219512195,6.564459930313589,13.536585365853659,7.0,4.0,7.0,11.0,10.567944250871081,5.0,8.32752613240418,7,10,11,13,12,4,8,6,10,11,10,9,11,5,6,7,11,11,13,7,16,7,4,7,11,11,5,9,237.47,244,4569,82.1
150,9.0,9.0,13.923344947735192,12.567944250871081,12.0,5.0,9.0,10.0,12.0,13.0,12.0,10.0,13.0,8.0,7.456445993031359,7.125435540069686,9.076655052264808,12.031358885017422,12.662020905923345,7.564459930313589,13.536585365853659,7.0,4.0,9.0,13.0,11.567944250871081,7.0,10.32752613240418,9,9,15,13,12,5,9,10,12,13,12,10,13,8,8,8,11,13,13,8,16,7,4,9,13,12,7,11,278.4,286,5250,91.32
175,11.815331010452962,14.121951219512194,14.229965156794425,14.634146341463415,16.48432055749129,8.282229965156795,11.0,12.282229965156795,13.0,13.930313588850174,12.0,11.0,16.445993031358885,9.404181184668989,7.456445993031359,9.487804878048781,10.076655052264808,12.564459930313589,15.229965156794425,11.564459930313589,15.905923344947736,8.94773519163763,4.0,9.0,14.0,15.003484320557492,9.954703832752614,9.536585365853659,15,17,16,16,18,9,11,13,13,16,12,11,17,10,8,11,12,13,19,12,19,10,4,9,14,18,11,10,318.37,332,5940,108.07
200,12.0,15.121951219512194,15.860627177700348,13.567944250871081,20.0,9.282229965156795,12.0,15.745644599303136,13.0,16.285714285714285,13.463414634146341,12.0,18.285714285714285,11.404181184668989,8.912891986062718,12.132404181184668,10.35540069686411,13.29965156794425,15.376306620209059,11.564459930313589,17.993031358885016,11.0,5.0,11.278745644599303,14.0,14.303135888501743,11.0,10.581881533101045,12,18,17,14,20,10,12,17,13,17,14,12,19,12,10,13,13,15,19,12,21,11,5,12,14,16,11,11,361.15,378,6663,124.9
225,13.149825783972126,15.818815331010454,19.094076655052266,13.567944250871081,22.550522648083625,13.282229965156795,12.0,15.745644599303136,15.0,18.550522648083625,16.121951219512194,13.0,20.75609756097561,15.850174216027874,8.912891986062718,14.034843205574912,12.35540069686411,18.355400696864113,16.142857142857142,11.564459930313589,17.993031358885016,13.0,10.588850174216027,11.278745644599303,16.121951219512194,15.024390243902438,13.658536585365853,10.0,14,19,22,14,23,14,12,17,15,19,17,13,22,17,10,15,15,22,20,12,21,13,12,12,17,17,14,10,405.56,428,7626,138.18
250,14.149825783972126,17.818815331010452,19.10452961672474,15.72822299651568,24.00348432055749,13.282229965156795,20.00348432055749,18.94076655052265,15.0,18.27177700348432,17.121951219512194,14.564459930313589,21.61672473867596,19.850174216027874,11.184668989547038,14.320557491289199,13.35540069686411,20.745644599303137,17.721254355400696,12.02787456445993,20.993031358885016,14.0,12.588850174216027,14.564459930313589,19.076655052264808,16.024390243902438,13.658536585365853,15.341463414634147,15,21,21,17,25,14,26,24,15,19,18,16,23,21,13,16,16,26,22,13,24,14,14,16,22,18,14,19,442.86,470,8529,163.32
275,13.874564459930314,23.11149825783972,20.10452961672474,20.49128919860627,25.181184668989548,13.282229965156795,22.72473867595819,16.285714285714285,18.49128919860627,19.285714285714285,18.581881533101047,17.557491289198605,22.61672473867596,22.1602787456446,13.202090592334494,14.320557491289199,16.355400696864113,21.745644599303137,17.442508710801395,12.02787456445993,22.993031358885016,14.0,14.878048780487806,14.564459930313589,19.076655052264808,18.024390243902438,16.658536585365855,15.414634146341463,15,29,22,25,27,14,29,18,19,20,20,19,24,26,15,16,19,27,21,13,26,14,17,16,22,20,17,18,480.63,512,9192,173.93
300,14.452961672473867,25.578397212543553,23.303135888501743,21.024390243902438,26.386759581881535,15.564459930313589,20.721254355400696,18.752613240418118,18.773519163763066,19.846689895470384,20.118466898954704,19.0,26.766550522648085,26.75609756097561,15.613240418118467,16.320557491289197,16.355400696864113,24.28919860627178,21.682926829268293,11.564459930313589,26.29616724738676,14.452961672473867,14.588850174216027,14.564459930313589,21.11149825783972,19.024390243902438,19.658536585365855,20.024390243902438,15,31,27,24,28,17,23,22,20,21,21,19,30,32,18,18,19,30,27,12,32,15,16,16,24,21,20,26,526.64,560,10023,196.94
325,17.51567944250871,26.470383275261323,24.4390243902439,22.257839721254356,27.59581881533101,16.282229965156795,21.18815331010453,21.390243902439025,22.146341463414632,20.285714285714285,20.463414634146343,21.365853658536587,29.766550522648085,27.449477351916375,18.99651567944251,18.177700348432055,17.355400696864113,25.32404181184669,22.18466898954704,14.393728222996515,24.70383275261324,16.5609756097561,16.588850174216027,14.564459930313589,23.209059233449477,20.027874564459932,24.445993031358885,20.306620209059233,19,32,27,26,29,17,24,25,23,21,21,22,33,32,25,21,20,31,27,18,28,17,18,16,27,23,26,24,571.96,616,11199,217.1
350,20.83623693379791,29.017421602787458,27.689895470383274,20.60278745644599,27.794425087108014,17.282229965156795,20.0,21.48780487804878,22.337979094076655,21.27177700348432,21.285714285714285,21.846689895470384,30.247386759581882,28.797909407665504,20.99651567944251,19.261324041811847,18.696864111498257,27.027874564459932,23.369337979094077,14.930313588850174,24.70383275261324,19.630662020905923,19.874564459930312,19.320557491289197,23.473867595818817,19.773519163763066,28.118466898954704,22.61672473867596,27,37,32,23,31,18,21,26,25,24,24,23,33,35,27,22,21,32,28,18,28,22,22,21,27,21,32,28,603.79,656,11865,237.07
375,19.606271777003485,29.923344947735192,29.39721254355401,22.60278745644599,28.874564459930312,19.282229965156795,21.752613240418118,21.250871080139373,24.139372822299652,24.038327526132406,20.45993031358885,23.933797909407666,33.52961672473867,31.170731707317074,22.149825783972126,21.261324041811847,20.961672473867594,27.979094076655052,24.369337979094077,15.930313588850174,25.362369337979093,20.10452961672474,24.425087108013937,24.421602787456447,25.020905923344948,19.777003484320556,29.121951219512194,26.686411149825783,24,37,33,25,32,20,24,24,26,28,21,26,37,37,28,24,25,33,29,19,30,21,27,28,28,21,33,32,648.03,704,12624,250.13
