n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,11.289198606271777,6.0,11.0,10.0,8.334494773519165,5.0,7.334494773519164,10.452961672473867,8.0,7.0,7.0,7.418118466898955,9.0,5.56794425087108,6.45993031358885,5.0,8.45993031358885,4.0,3.0,8.0,5.0,6.0,6.0,10.445993031358885,16.59581881533101,7.0,14,6,11,10,11,5,10,11,8,7,7,10,9,7,7,5,9,4,3,8,5,6,6,11,19,7,195.71,204,3339,51.43
125,12.289198606271777,10.574912891986063,12.0,11.0,10.334494773519165,8.0,8.334494773519165,11.452961672473867,10.0,8.0,9.0,7.418118466898955,10.0,7.56794425087108,12.45993031358885,6.0,12.45993031358885,5.0,4.0,9.0,6.0,7.0,8.0,12.020905923344948,18.59581881533101,8.0,15,11,12,11,13,8,11,12,10,8,9,10,10,9,13,6,13,5,4,9,6,7,8,13,21,8,240.86,250,4146,66.86
150,15.125435540069686,12.574912891986063,13.449477351916377,12.0,10.334494773519165,13.0,12.334494773519165,12.073170731707316,12.0,10.0,11.456445993031359,7.418118466898955,11.0,9.017421602787456,13.278745644599303,8.0,13.278745644599303,6.0,5.0,9.0,8.0,8.0,9.0,14.020905923344948,18.59581881533101,10.0,20,13,14,12,13,13,15,13,12,10,14,10,11,11,14,8,14,6,5,9,8,8,9,15,21,10,279.19,292,4725,76.82
175,17.581881533101047,13.578397212543553,13.449477351916377,13.383275261324043,10.334494773519165,15.550522648083623,13.885017421602788,18.501742160278745,15.825783972125436,12.0,13.456445993031359,9.662020905923345,11.0,14.386759581881533,15.738675958188153,9.0,13.480836236933797,7.358885017421603,7.550522648083624,10.404181184668989,9.0,9.0,11.404181184668989,15.020905923344948,19.59581881533101,11.383275261324043,23,16,14,14,13,17,18,23,18,12,16,13,11,19,17,9,15,8,9,11,9,9,12,16,22,12,321.16,340,5580,95.43
200,18.581881533101047,13.240418118466899,13.449477351916377,14.0,14.78397212543554,17.94773519163763,15.885017421602788,21.581881533101047,17.0,12.0,17.045296167247386,9.662020905923345,12.0,14.662020905923345,18.303135888501743,11.0,15.0,7.714285714285714,11.222996515679442,12.432055749128919,10.0,9.0,12.432055749128919,16.020905923344948,24.18466898954704,16.0,24,15,14,14,18,20,20,26,19,12,21,13,12,20,19,11,15,9,14,13,10,9,13,17,28,16,363.54,386,6522,117.32
225,19.581881533101047,14.574912891986063,13.449477351916377,17.0,16.233449477351915,21.05574912891986,16.885017421602786,21.317073170731707,19.449477351916375,13.0,18.045296167247386,12.362369337979095,12.0,14.29965156794425,20.278745644599304,15.567944250871081,15.724738675958188,9.567944250871081,14.522648083623693,12.874564459930314,13.0,10.0,13.425087108013937,17.428571428571427,25.18466898954704,18.745644599303137,25,15,14,17,20,24,21,23,20,13,22,16,12,19,21,16,17,10,18,14,13,10,14,19,29,20,405.29,430,7347,128.14
250,24.034843205574912,17.60278745644599,15.721254355400697,18.0,16.505226480836235,24.501742160278745,19.257839721254356,22.317073170731707,19.89198606271777,15.0,18.045296167247386,13.362369337979095,13.637630662020905,17.81184668989547,21.857142857142858,17.0,15.477351916376307,9.0,18.247386759581882,12.874564459930314,14.383275261324043,11.0,17.45296167247387,17.449477351916375,27.99651567944251,19.034843205574912,30,19,17,18,21,28,24,24,21,15,22,17,15,24,23,17,17,9,21,14,16,11,21,19,34,21,444.56,478,8235,144.07
275,25.034843205574912,19.51567944250871,16.721254355400696,18.0,16.505226480836235,28.45296167247387,20.986062717770036,23.905923344947734,27.034843205574912,17.0,19.149825783972126,15.362369337979095,14.101045296167248,18.087108013937282,23.644599303135887,19.0,16.658536585365855,9.463414634146341,20.222996515679444,14.881533101045296,15.383275261324043,11.0,19.45644599303136,17.449477351916375,27.864111498257838,19.557491289198605,31,21,18,18,21,33,25,27,32,17,24,19,16,25,25,19,18,10,23,16,17,11,23,19,34,22,481.74,528,9027,159.86
300,27.306620209059233,21.749128919860627,17.89198606271777,18.693379790940767,18.233449477351915,30.222996515679444,21.43554006968641,27.51567944250871,27.67247386759582,20.0,18.70383275261324,16.362369337979093,15.905923344947736,19.181184668989548,25.770034843205575,20.853658536585368,18.320557491289197,10.463414634146341,20.881533101045296,18.006968641114984,15.867595818815332,13.564459930313589,20.686411149825783,20.337979094076655,30.048780487804876,21.808362369337978,35,25,19,19,22,36,26,33,33,20,23,20,17,25,28,22,21,11,24,23,18,15,25,24,37,27,515.44,568,9699,176.14
325,28.808362369337978,23.26829268292683,19.89198606271777,21.477351916376307,18.233449477351915,31.81533101045296,23.526132404181183,30.67247386759582,30.62369337979094,23.59581881533101,21.45993031358885,18.128919860627178,19.261324041811847,19.365853658536587,27.407665505226483,20.766550522648085,20.139372822299652,14.94425087108014,22.898954703832754,22.34494773519164,18.142857142857142,17.0,23.411149825783973,21.5609756097561,32.44947735191638,21.926829268292682,38,31,21,23,22,39,30,38,39,26,29,23,22,26,31,22,24,17,28,31,21,17,28,27,41,24,558.63,622,10719,194.79
350,31.571428571428573,24.372822299651567,22.89198606271777,21.477351916376307,20.721254355400696,35.4390243902439,23.526132404181183,29.37630662020906,29.135888501742162,24.05226480836237,22.5993031358885,17.930313588850176,19.83275261324042,19.630662020905923,28.56794425087108,22.334494773519165,24.794425087108014,15.512195121951219,23.71080139372822,24.198606271777003,23.418118466898953,21.829268292682926,22.526132404181183,21.355400696864113,33.815331010452965,23.101045296167246,42,29,24,23,25,43,30,33,35,27,31,22,23,24,32,24,29,18,26,34,28,23,27,25,42,25,597.69,662,11640,217.04
375,33.77700348432056,25.226480836236934,24.421602787456447,21.16376306620209,20.721254355400696,36.33797909407666,23.526132404181183,33.98606271777003,30.21951219512195,24.470383275261323,22.5993031358885,19.550522648083625,22.32752613240418,24.829268292682926,31.463414634146343,21.766550522648085,27.087108013937282,16.43205574912892,28.11149825783972,25.78397212543554,23.418118466898953,22.56445993031359,25.790940766550523,22.209059233449477,36.42857142857143,23.473867595818817,46,31,26,22,25,43,30,38,36,27,31,24,28,36,36,23,33,19,34,37,28,24,31,27,45,26,636.69,716,12753,228.21
400,34.44947735191638,25.606271777003485,25.627177700348433,24.717770034843205,21.721254355400696,38.70034843205575,23.526132404181183,35.79442508710802,31.18466898954704,26.470383275261323,24.61672473867596,19.550522648083625,25.341463414634145,24.386759581881535,31.463414634146343,23.045296167247386,29.087108013937282,16.73170731707317,29.303135888501743,28.128919860627178,26.24390243902439,26.613240418118465,25.519163763066203,25.522648083623693,37.146341463414636,24.60278745644599,47,30,28,26,26,46,30,41,38,29,33,24,32,35,36,25,35,19,34,36,33,32,30,31,46,28,675.34,762,13410,233.79
