n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,6.0,7.0,10.466898954703833,9.0,9.857142857142858,8.0,11.878048780487806,7.470383275261324,7.0,7.0,9.452961672473867,5.0,7.0,5.0,8.142857142857142,10.24390243902439,6.0,4.0,3.0,5.0,6.0,3.0,6.0,5.306620209059234,6.0,9.0,7.390243902439025,3.4529616724738674,6,7,11,9,11,8,13,8,7,7,10,5,7,5,11,13,6,4,3,5,6,3,6,6,6,9,8,4,191.55,200,3432,64.1
125,10.0,9.0,11.466898954703833,10.0,10.857142857142858,9.0,14.470383275261325,10.02787456445993,11.0,8.0,10.452961672473867,6.0,9.0,8.0,10.142857142857142,11.83623693379791,8.0,8.0,6.0,6.0,7.0,4.0,7.0,8.306620209059233,6.0,9.557491289198607,9.390243902439025,4.452961672473868,10,9,12,10,12,9,15,12,11,8,11,6,9,8,13,14,8,8,6,6,7,4,7,9,6,11,10,5,240.73,248,4305,82.72
150,13.0,9.0,12.466898954703833,12.0,12.857142857142858,9.0,16.878048780487806,12.02787456445993,13.0,8.0,10.452961672473867,7.0,10.0,10.0,11.142857142857142,13.24390243902439,11.0,11.0,13.578397212543553,11.578397212543553,7.0,5.0,11.578397212543553,10.306620209059233,7.0,10.557491289198607,13.968641114982578,5.452961672473868,13,9,13,12,14,9,18,14,13,8,11,7,10,10,14,16,11,11,15,13,7,5,13,11,7,12,16,6,291.65,302,5394,104.12
175,15.0,13.0,15.285714285714286,13.0,15.67595818815331,11.0,16.407665505226483,12.557491289198607,14.0,10.0,11.452961672473867,8.0,11.0,14.578397212543553,16.142857142857142,14.24390243902439,11.0,12.0,14.578397212543553,12.578397212543553,8.0,5.0,14.578397212543553,14.306620209059233,12.578397212543553,10.557491289198607,13.968641114982578,5.452961672473868,15,13,16,13,17,11,17,14,14,10,12,8,11,16,19,17,11,12,16,14,8,5,16,15,14,12,16,6,337.4,348,6114,117.51
200,17.56445993031359,14.0,17.114982578397214,14.463414634146341,17.850174216027874,14.473867595818815,17.4390243902439,14.466898954703833,16.0,13.0,11.296167247386759,8.0,13.445993031358885,15.578397212543553,16.142857142857142,15.24390243902439,12.0,15.0,17.05226480836237,13.156794425087108,8.0,6.0,17.156794425087107,17.362369337979093,13.616724738675957,12.0,15.623693379790941,8.296167247386759,19,14,18,15,19,16,20,15,16,13,12,8,14,17,19,18,12,15,20,15,8,6,19,20,17,12,18,9,380.66,396,7011,129.33
225,20.846689895470384,14.0,20.149825783972126,15.930313588850174,17.850174216027874,15.473867595818815,18.878048780487806,16.89198606271777,19.10801393728223,13.0,12.296167247386759,10.846689895470384,14.45993031358885,17.101045296167246,18.142857142857142,15.24390243902439,13.526132404181185,16.229965156794425,18.181184668989548,13.156794425087108,9.0,7.0,18.156794425087107,17.770034843205575,14.505226480836237,13.0,18.62020905923345,8.578397212543553,23,14,24,17,19,17,20,18,23,13,13,13,15,21,21,18,15,18,22,15,9,7,20,19,17,13,22,10,411.57,436,7923,155.52
250,21.466898954703833,15.411149825783973,20.466898954703833,17.857142857142858,19.139372822299652,18.0,18.878048780487806,16.89198606271777,19.10801393728223,14.0,14.452961672473867,12.0,14.45993031358885,18.480836236933797,23.205574912891986,17.101045296167246,13.526132404181185,16.909407665505228,18.16376306620209,16.202090592334496,10.0,9.445993031358885,21.613240418118465,20.18815331010453,16.505226480836235,16.0,20.62020905923345,11.487804878048781,22,16,24,19,21,18,20,18,23,14,15,12,15,23,31,21,15,18,21,21,10,10,24,22,19,16,24,14,452.17,482,8847,180.18
275,23.045296167247386,16.40418118466899,22.480836236933797,18.857142857142858,20.592334494773517,18.285714285714285,19.878048780487806,17.801393728222997,19.390243902439025,17.0,16.45296167247387,14.0,17.7595818815331,17.745644599303137,24.23693379790941,19.094076655052266,13.526132404181185,19.303135888501743,18.16376306620209,17.202090592334496,10.0,9.445993031358885,21.613240418118465,22.10801393728223,18.954703832752614,18.951219512195124,22.66898954703833,15.484320557491289,24,17,25,20,23,19,21,19,24,17,17,14,19,22,33,23,15,21,21,22,10,10,24,25,22,20,26,19,491.25,528,9588,195.91
300,22.912891986062718,17.982578397212542,25.066202090592334,18.857142857142858,21.139372822299652,20.5609756097561,22.16724738675958,18.916376306620208,20.313588850174217,18.445993031358885,18.45296167247387,16.0,21.89547038327526,20.11149825783972,26.205574912891986,19.05226480836237,18.101045296167246,20.60278745644599,19.16376306620209,17.202090592334496,12.0,10.777003484320558,22.613240418118465,23.686411149825783,20.954703832752614,18.951219512195124,22.66898954703833,17.48432055749129,24,19,28,20,23,21,24,23,26,19,19,16,24,24,34,23,20,22,22,22,12,12,25,27,24,20,26,21,534.92,580,10545,217.5
325,26.29616724738676,19.83275261324042,25.51219512195122,21.2404181184669,21.139372822299652,27.024390243902438,22.83623693379791,23.013937282229964,22.362369337979093,20.445993031358885,19.519163763066203,16.846689895470384,23.174216027874564,22.414634146341463,27.679442508710803,19.50871080139373,18.264808362369337,20.76306620209059,18.16376306620209,18.16376306620209,13.641114982578397,10.445993031358885,24.878048780487806,26.418118466898953,23.306620209059233,19.961672473867594,28.797909407665504,21.749128919860627,30,22,31,24,23,30,24,32,28,21,21,19,26,28,37,24,20,23,20,23,16,11,30,31,28,24,38,26,567.83,622,11613,233.82
350,26.993031358885016,24.18466898954704,25.442508710801395,20.81184668989547,21.121951219512194,27.923344947735192,23.29268292682927,21.88850174216028,23.18815331010453,20.745644599303137,19.519163763066203,16.0,25.21951219512195,24.10801393728223,27.142857142857142,18.738675958188153,18.264808362369337,21.801393728222997,19.16724738675958,18.4390243902439,15.94425087108014,10.445993031358885,26.087108013937282,30.522648083623693,25.153310104529616,20.70383275261324,29.94425087108014,21.846689895470384,30,28,30,23,22,29,25,28,29,22,21,16,30,29,32,22,20,24,22,23,19,11,32,38,30,24,41,26,598.22,658,11910,242.34
375,28.4006968641115,24.310104529616726,29.365853658536587,21.81184668989547,24.386759581881535,29.205574912891986,25.86759581881533,25.101045296167246,22.59581881533101,21.149825783972126,20.923344947735192,20.770034843205575,25.083623693379792,25.86759581881533,28.428571428571427,20.149825783972126,19.264808362369337,21.958188153310104,26.874564459930312,20.926829268292682,15.372822299651569,10.445993031358885,25.414634146341463,31.18815331010453,26.43554006968641,24.045296167247386,30.871080139372822,24.362369337979093,34,28,36,24,26,31,29,33,28,23,23,22,28,32,34,24,21,25,37,27,17,11,30,40,32,29,43,31,636.38,710,12693,257.09
400,30.56445993031359,25.766550522648085,28.54355400696864,26.428571428571427,25.37630662020906,30.81533101045296,24.773519163763066,26.337979094076655,23.45644599303136,20.445993031358885,20.519163763066203,23.717770034843205,25.170731707317074,26.912891986062718,29.700348432055748,24.337979094076655,20.264808362369337,25.498257839721255,24.38327526132404,21.062717770034844,17.32752613240418,10.445993031358885,25.05226480836237,31.087108013937282,27.153310104529616,25.407665505226483,32.822299651567945,24.72473867595819,39,29,34,29,27,35,26,33,28,21,22,29,28,33,36,30,22,32,29,26,19,11,29,40,32,28,45,32,668.66,742,13218,271.83
425,33.853658536585364,28.871080139372822,30.21602787456446,27.88850174216028,26.0801393728223,33.059233449477354,24.613240418118465,26.825783972125436,24.522648083623693,22.445993031358885,21.554006968641115,21.78745644599303,26.933797909407666,28.878048780487806,30.700348432055748,25.94425087108014,20.264808362369337,26.2404181184669,27.70383275261324,20.86759581881533,17.905923344947734,13.08362369337979,24.386759581881535,31.21602787456446,28.94425087108014,29.871080139372822,34.00348432055749,25.588850174216027,42,34,34,33,27,38,25,33,31,23,24,24,31,37,37,31,22,33,34,26,20,15,27,40,35,35,47,32,697.55,766,13785,282.73
450,33.930313588850176,29.21254355400697,31.449477351916375,28.45296167247387,25.745644599303137,34.822299651567945,27.83275261324042,28.554006968641115,26.749128919860627,22.38327526132404,23.198606271777003,22.28919860627178,28.78397212543554,27.250871080139373,32.78397212543554,26.209059233449477,20.264808362369337,26.825783972125436,27.72473867595819,21.686411149825783,17.902439024390244,14.445993031358885,26.386759581881535,30.191637630662022,30.56445993031359,30.0,33.47386759581882,24.585365853658537,40,36,37,30,27,38,30,35,32,23,26,24,32,31,39,30,22,33,31,26,22,15,29,37,37,32,45,29,723.09,786,13992,285.22
475,35.08710801393728,31.986062717770036,31.473867595818817,30.146341463414632,26.45296167247387,34.2404181184669,29.8397212543554,29.745644599303137,28.205574912891986,23.38327526132404,23.26829268292683,23.28919860627178,28.550522648083625,29.18815331010453,35.184668989547035,27.686411149825783,21.087108013937282,28.34843205574913,30.902439024390244,24.195121951219512,18.749128919860627,16.445993031358885,28.83275261324042,34.5191637630662,30.254355400696863,30.0,33.34494773519164,27.041811846689896,42,38,35,33,28,38,35,36,34,24,27,25,32,33,42,35,24,38,38,31,20,17,33,44,36,32,43,31,753.92,822,14436,288.07
500,34.801393728223,32.5191637630662,34.24738675958188,30.29268292682927,27.05574912891986,36.505226480836235,29.35191637630662,30.33101045296167,28.390243902439025,25.05574912891986,24.045296167247386,23.637630662020907,28.202090592334496,30.665505226480835,36.257839721254356,27.209059233449477,23.45993031358885,27.83275261324042,30.801393728222997,25.902439024390244,21.034843205574912,19.18466898954704,28.010452961672474,36.76655052264808,33.47038327526133,32.073170731707314,34.97909407665505,30.578397212543553,39,40,41,34,31,42,32,38,33,26,28,27,31,37,43,31,26,35,37,35,22,21,32,48,43,37,45,36,778.52,850,14769,282.22
525,35.57839721254356,32.23693379790941,35.45993031358885,30.449477351916375,27.181184668989548,37.257839721254356,29.581881533101047,32.846689895470384,28.958188153310104,28.662020905923345,25.65505226480836,24.355400696864113,28.38327526132404,30.637630662020907,37.508710801393725,27.794425087108014,25.94425087108014,31.13240418118467,31.418118466898953,25.588850174216027,22.118466898954704,23.64808362369338,27.536585365853657,33.23344947735192,35.11149825783972,33.79094076655052,34.42508710801394,34.4390243902439,40,38,43,33,30,42,32,41,35,34,31,27,31,37,46,33,31,40,38,31,24,28,29,41,44,42,44,45,798.28,866,15057,288.29
550,35.63414634146341,28.989547038327526,35.89198606271777,33.29965156794425,28.121951219512194,40.8815331010453,30.010452961672474,33.65156794425087,29.693379790940767,28.362369337979093,24.16724738675958,22.16724738675958,29.341463414634145,32.285714285714285,37.81184668989547,28.94425087108014,26.334494773519165,30.11149825783972,31.393728222996515,26.428571428571427,24.777003484320556,26.78397212543554,28.2404181184669,33.41811846689895,34.613240418118465,31.26829268292683,36.153310104529616,31.578397212543553,38,32,42,38,31,48,34,42,36,33,27,23,32,41,44,36,30,38,39,31,27,33,31,39,43,35,46,37,818.88,894,15465,289.13
575,37.818815331010455,31.23693379790941,36.22648083623693,33.15679442508711,30.61672473867596,43.400696864111495,30.386759581881535,35.48432055749129,30.574912891986063,31.362369337979093,24.777003484320556,24.72473867595819,32.80487804878049,33.64808362369338,39.146341463414636,28.94076655052265,30.48432055749129,28.411149825783973,33.31707317073171,30.414634146341463,24.118466898954704,26.414634146341463,27.606271777003485,32.0,35.177700348432055,32.177700348432055,37.26132404181185,35.33449477351916,45,37,40,37,36,49,35,45,39,36,28,29,40,42,51,36,40,33,42,41,26,32,30,40,43,40,48,48,831.55,906,15369,287.71
600,39.53658536585366,33.89895470383275,37.36933797909408,36.494773519163765,34.40418118466899,46.69686411149826,28.662020905923345,37.21951219512195,30.278745644599304,32.58536585365854,26.7595818815331,26.202090592334496,34.41463414634146,35.501742160278745,41.40418118466899,27.501742160278745,30.445993031358885,29.592334494773517,33.97212543554007,30.968641114982578,29.658536585365855,28.449477351916375,28.773519163763066,35.47386759581882,37.42508710801394,32.846689895470384,37.961672473867594,34.30313588850174,46,40,42,45,40,58,34,49,38,40,33,33,43,47,53,32,37,36,40,38,37,36,33,45,50,39,49,45,857.48,938,15945,292.76
625,38.52613240418118,35.01742160278746,38.56445993031359,35.53658536585366,33.038327526132406,46.45296167247387,31.874564459930312,35.56445993031359,31.67247386759582,32.36933797909408,28.7595818815331,26.993031358885016,33.749128919860624,34.937282229965156,40.491289198606275,32.51219512195122,31.498257839721255,29.00348432055749,34.933797909407666,30.881533101045296,30.72822299651568,28.522648083623693,32.78397212543554,33.19163763066202,38.99303135888502,33.67595818815331,36.18815331010453,33.08710801393728,44,40,47,42,38,56,39,46,39,37,36,31,39,47,52,40,41,34,42,36,40,34,39,39,52,39,45,40,870.23,942,15942,294.26
650,39.170731707317074,36.292682926829265,37.8780487804878,35.97909407665505,33.47735191637631,50.21951219512195,33.508710801393725,37.30313588850174,32.86062717770035,32.055749128919864,31.686411149825783,28.48432055749129,35.31358885017421,34.829268292682926,42.58188153310105,33.73170731707317,30.881533101045296,29.4006968641115,35.944250871080136,37.8397212543554,30.320557491289197,28.372822299651567,34.90940766550523,34.853658536585364,39.96864111498258,36.937282229965156,41.609756097560975,31.463414634146343,47,43,47,43,41,61,41,46,39,33,40,34,43,45,61,43,39,35,47,50,40,33,42,43,53,46,59,38,897.37,984,16479,295.79
