n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,9.581881533101045,6.0,4.0,5.634146341463414,2.0,9.825783972125436,8.0,4.0,5.0,8.909407665505226,11.0,9.445993031358885,12.094076655052264,5.383275261324042,8.581881533101045,6.0,8.278745644599303,5.0,6.825783972125436,7.2787456445993035,6.83623693379791,5.0,8.0,11.118466898954704,15.560975609756097,5.0,10,6,4,6,2,12,8,4,5,10,11,10,13,6,9,6,9,5,9,8,9,5,8,14,18,5,192.14,204,3519,55.54
125,10.578397212543553,8.0,7.0,6.578397212543554,2.0,10.825783972125436,10.0,6.0,9.0,11.282229965156795,12.0,9.484320557491289,12.825783972125436,5.0,13.062717770034844,9.0,10.278745644599303,8.954703832752614,10.825783972125436,8.278745644599303,10.303135888501743,6.0,9.0,12.303135888501743,16.73170731707317,7.0,11,8,7,7,2,13,10,6,9,12,12,10,15,5,14,9,11,11,13,9,13,6,9,15,18,7,237.97,250,4395,74.14
150,14.167247386759582,8.0,8.0,9.533101045296167,3.0,13.825783972125436,10.0,7.0,13.19163763066202,14.0,15.372822299651569,10.372822299651569,12.930313588850174,8.0,15.578397212543553,12.19163763066202,12.278745644599303,9.05574912891986,13.017421602787456,9.278745644599303,11.303135888501743,8.0,10.602787456445993,13.303135888501743,17.45296167247387,8.0,16,8,8,11,3,16,10,7,15,14,16,11,14,8,16,13,13,10,16,10,14,8,11,16,18,8,281.21,294,5079,84.43
175,17.16724738675958,10.0,13.0,10.961672473867596,4.0,15.024390243902438,11.0,10.0,14.19163763066202,16.365853658536587,17.372822299651567,10.372822299651569,14.557491289198607,10.428571428571429,18.881533101045296,13.581881533101045,14.278745644599303,10.05574912891986,14.773519163763066,9.278745644599303,13.303135888501743,9.0,10.602787456445993,16.303135888501743,21.18466898954704,8.0,19,10,13,13,4,18,11,10,16,17,18,11,17,11,20,14,15,11,18,10,16,9,11,19,23,8,326.65,344,5868,100.29
200,18.16724738675958,13.174216027874564,14.0,11.533101045296167,6.0,18.024390243902438,14.588850174216027,12.0,15.602787456445993,19.54006968641115,18.372822299651567,14.400696864111499,18.9198606271777,12.428571428571429,22.463414634146343,13.930313588850174,17.94773519163763,10.020905923344948,17.29268292682927,16.031358885017422,14.13588850174216,9.0,10.602787456445993,18.881533101045296,21.790940766550523,8.0,20,15,14,14,6,21,16,12,18,21,19,17,25,13,25,16,19,11,24,20,17,9,11,23,24,8,371.67,398,7041,121.71
225,20.66898954703833,14.64459930313589,16.0,13.930313588850174,9.296167247386759,19.024390243902438,18.72473867595819,14.006968641114982,16.693379790940767,20.857142857142858,21.83623693379791,16.51219512195122,19.463414634146343,14.428571428571429,24.421602787456447,15.386759581881533,18.94773519163763,11.470383275261325,18.885017421602786,18.031358885017422,15.595818815331011,11.752613240418118,10.602787456445993,19.81184668989547,21.790940766550523,11.0,23,17,16,16,12,22,22,15,19,22,24,19,25,15,28,16,20,12,26,22,19,14,11,24,24,11,417.16,450,8031,141.71
250,22.118466898954704,16.644599303135887,17.0,16.128919860627178,12.296167247386759,21.825783972125436,18.445993031358885,16.54355400696864,20.693379790940767,21.857142857142858,21.83623693379791,18.51219512195122,20.26829268292683,18.43205574912892,30.644599303135887,15.0,21.278745644599304,12.470383275261325,18.885017421602786,18.031358885017422,19.766550522648085,12.334494773519165,14.602787456445993,22.177700348432055,22.634146341463413,11.0,25,19,17,18,15,24,21,17,23,23,24,21,25,20,37,15,22,13,26,22,25,14,15,27,25,11,460.13,492,8997,158.89
275,22.634146341463413,16.644599303135887,17.0,21.825783972125436,12.578397212543553,23.64808362369338,18.445993031358885,19.006968641114984,23.449477351916375,22.135888501742162,21.83623693379791,20.51219512195122,21.822299651567945,17.43205574912892,30.372822299651567,17.0,23.209059233449477,12.470383275261325,23.56445993031359,18.689895470383274,21.041811846689896,15.940766550522648,16.60278745644599,23.550522648083625,25.069686411149824,13.445993031358885,26,19,17,26,16,27,21,20,27,24,24,23,28,18,34,17,25,13,33,23,26,18,17,28,28,14,496.82,536,9633,169.61
300,24.320557491289197,17.644599303135887,20.557491289198605,22.682926829268293,17.00348432055749,26.303135888501743,18.445993031358885,22.097560975609756,24.28919860627178,23.777003484320556,23.125435540069688,22.083623693379792,23.78745644599303,19.310104529616726,31.818815331010452,18.0,25.51567944250871,15.83623693379791,25.606271777003485,19.689895470383274,21.613240418118465,15.940766550522648,20.60278745644599,23.27177700348432,26.247386759581882,13.466898954703833,29,20,23,28,24,32,21,24,29,26,26,26,30,21,37,18,30,20,37,24,26,18,21,27,29,14,531.9,580,10707,187.93
325,26.885017421602786,18.94076655052265,21.923344947735192,23.662020905923345,17.076655052264808,28.94425087108014,19.317073170731707,22.10452961672474,26.94425087108014,25.21951219512195,22.83623693379791,22.83623693379791,24.557491289198605,20.024390243902438,35.26829268292683,19.89547038327526,24.37979094076655,16.822299651567945,27.773519163763066,22.174216027874564,25.027874564459932,16.797909407665504,25.51219512195122,27.181184668989548,29.11149825783972,15.466898954703833,33,22,24,30,23,36,24,24,32,30,25,28,31,21,44,21,26,21,38,27,33,19,29,38,33,16,571.16,636,11547,211.46
