n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,8.0,12.0,10.0,9.843205574912892,3.0,3.0,4.0,9.0,8.825783972125436,9.0,10.0,6.452961672473868,8.571428571428571,7.2787456445993035,8.365853658536585,10.651567944250871,6.0,7.571428571428571,12.449477351916377,8.0,8.254355400696864,5.0,3.0,3.0,3.0,6.40418118466899,8,12,10,11,3,3,4,9,11,9,10,7,9,10,9,15,6,8,13,8,10,5,3,3,3,7,186.71,194,3288,55.21
125,9.0,14.285714285714286,11.637630662020905,11.0,4.0,4.0,7.372822299651568,13.567944250871081,10.825783972125436,12.0,11.0,8.452961672473867,13.825783972125436,7.2787456445993035,11.83623693379791,11.651567944250871,7.0,10.282229965156795,16.843205574912893,8.0,8.912891986062718,9.0,5.0,3.6550522648083623,5.0,8.0,9,16,13,11,4,4,10,14,13,12,11,9,16,10,14,16,7,11,19,8,10,9,5,4,5,8,233.25,240,3984,67.32
150,12.0,14.989547038327526,16.386759581881535,11.0,7.379790940766551,4.0,12.292682926829269,15.567944250871081,11.825783972125436,12.0,12.37979094076655,8.452961672473867,18.557491289198605,12.278745644599303,14.83623693379791,11.651567944250871,8.0,11.282229965156795,17.578397212543553,9.0,9.0,12.0,6.0,7.655052264808362,7.0,8.0,12,16,19,11,8,4,15,16,14,12,13,9,23,15,17,16,8,12,19,9,9,12,6,8,7,8,280.38,290,4809,83.61
175,12.850174216027874,16.557491289198605,18.29616724738676,12.0,8.954703832752614,8.0,11.275261324041812,18.393728222996515,12.818815331010454,12.45993031358885,14.37979094076655,11.912891986062718,22.414634146341463,12.578397212543553,17.181184668989548,13.390243902439025,9.0,12.439024390243903,17.923344947735192,11.533101045296167,9.54006968641115,12.0,7.0,9.414634146341463,9.0,13.571428571428571,14,18,20,12,10,8,12,21,16,13,15,13,29,15,19,17,9,13,19,12,10,12,7,10,9,17,322.29,338,5571,99.86
200,15.020905923344948,17.933797909407666,20.70383275261324,12.0,13.153310104529616,10.463414634146341,12.829268292682928,19.445993031358885,12.358885017421603,14.0,16.37979094076655,13.9198606271777,20.5993031358885,15.386759581881533,17.017421602787458,15.376306620209059,9.0,12.439024390243903,17.0,13.533101045296167,9.463414634146341,14.397212543554007,9.397212543554007,11.414634146341463,9.0,13.571428571428571,16,19,22,12,17,11,14,24,15,14,17,15,23,20,18,19,9,13,17,14,10,15,10,12,9,17,359.92,382,6288,112.43
225,16.21602787456446,21.21602787456446,21.70383275261324,14.0,13.578397212543553,12.463414634146341,15.829268292682928,22.013937282229964,14.358885017421603,15.567944250871081,16.658536585365855,14.9198606271777,23.878048780487806,15.386759581881533,17.017421602787458,15.376306620209059,10.0,14.439024390243903,18.550522648083625,16.024390243902438,10.463414634146341,15.397212543554007,14.222996515679442,14.425087108013937,10.0,15.846689895470384,18,25,23,14,17,13,17,27,17,16,18,16,27,20,18,19,10,15,20,17,11,16,17,17,10,20,399.64,426,7164,131.04
250,17.21602787456446,21.7595818815331,21.70383275261324,17.81533101045296,14.578397212543553,15.912891986062718,17.37979094076655,23.013937282229964,15.08362369337979,17.56794425087108,16.850174216027874,15.9198606271777,23.878048780487806,17.83275261324042,18.017421602787458,15.101045296167248,13.898954703832752,15.439024390243903,20.0,16.024390243902438,11.463414634146341,20.658536585365855,16.222996515679444,13.885017421602788,15.0,16.571428571428573,19,25,23,20,18,19,20,28,17,18,18,17,27,23,19,18,15,16,20,17,12,24,19,15,15,20,437.83,466,7683,135.14
275,18.578397212543553,23.306620209059233,21.466898954703833,21.790940766550523,16.477351916376307,17.18815331010453,18.65505226480836,26.986062717770036,16.358885017421603,20.10452961672474,20.66898954703833,16.9198606271777,24.609756097560975,17.83275261324042,20.48780487804878,19.013937282229964,17.898954703832754,15.662020905923345,22.51567944250871,18.024390243902438,14.975609756097562,23.010452961672474,18.222996515679444,16.43554006968641,16.0,16.222996515679444,21,27,22,26,21,21,22,34,19,21,24,18,28,23,25,23,19,16,26,19,18,28,21,19,16,19,481.8,520,8454,152.21
300,20.66898954703833,25.466898954703833,23.76306620209059,22.961672473867594,18.114982578397214,18.013937282229964,21.912891986062718,29.4390243902439,17.358885017421603,21.773519163763066,21.205574912891986,19.365853658536587,25.752613240418118,18.264808362369337,21.49128919860627,20.013937282229964,17.0,16.195121951219512,23.83623693379791,20.51219512195122,15.853658536585366,24.54703832752613,23.986062717770036,15.885017421602788,17.0,18.299651567944252,23,31,25,27,22,20,25,37,20,23,25,21,29,23,24,24,17,17,26,22,17,30,28,17,17,22,522.2,560,9345,168.29
325,24.857142857142858,30.170731707317074,24.76306620209059,23.752613240418118,21.205574912891986,22.67595818815331,22.912891986062718,31.4390243902439,17.358885017421603,23.18815331010453,21.51567944250871,18.9198606271777,26.81184668989547,20.717770034843205,23.226480836236934,21.310104529616726,18.463414634146343,16.972125435540068,24.804878048780488,27.902439024390244,17.38327526132404,25.101045296167246,24.442508710801395,16.881533101045296,18.0,19.501742160278745,28,40,26,29,27,27,26,39,20,27,24,20,30,28,26,27,21,18,29,33,19,30,29,18,18,23,561.71,614,10377,178.5
