n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,10.0,5.672473867595818,4.689895470383275,14.554006968641115,5.0,9.0,10.365853658536585,7.0,6.672473867595818,7.7630662020905925,8.198606271777004,6.543554006968641,8.05574912891986,12.10801393728223,5.0,9.588850174216027,4.0,3.0,8.386759581881533,7.449477351916376,8.0,4.0,8.477351916376307,4.0,7.923344947735192,14.425087108013937,10,6,5,16,5,9,13,7,7,9,10,7,11,14,5,11,4,3,9,8,8,4,9,4,9,17,192.31,204,3420,61.54
125,13.05574912891986,7.965156794425087,5.662020905923345,22.993031358885016,8.78397212543554,12.0,14.432055749128919,12.937282229965156,9.05226480836237,10.912891986062718,10.198606271777004,6.543554006968641,7.954703832752613,12.937282229965156,8.94773519163763,9.588850174216027,6.0,4.428571428571429,8.839721254355402,9.278745644599303,9.153310104529616,7.0,10.627177700348431,4.0,7.923344947735192,16.254355400696863,17,9,6,31,11,12,19,16,10,14,12,7,11,16,10,11,6,5,10,12,11,7,13,4,9,21,238.03,262,4287,73.86
150,18.16724738675958,9.668989547038327,7.428571428571429,26.18466898954704,9.770034843205575,13.484320557491289,16.43205574912892,14.365853658536585,13.766550522648084,13.909407665505226,12.439024390243903,8.554006968641115,8.909407665505226,15.867595818815332,8.94773519163763,11.588850174216027,6.285714285714286,5.0,11.839721254355402,8.449477351916377,9.0,11.898954703832752,12.954703832752614,6.0,7.923344947735192,16.425087108013937,25,10,9,34,12,15,21,16,16,17,18,9,13,18,10,13,7,5,13,9,9,13,18,6,9,19,280.06,304,5151,85.54
175,16.749128919860627,11.825783972125436,10.32404181184669,25.118466898954704,11.494773519163763,14.484320557491289,21.18815331010453,14.94773519163763,12.867595818815332,16.909407665505228,9.909407665505226,9.543554006968641,13.24390243902439,16.790940766550523,12.16376306620209,11.588850174216027,8.285714285714286,7.0,14.839721254355402,10.449477351916377,9.0,12.0,13.627177700348431,7.0,9.951219512195122,18.425087108013937,20,13,13,29,13,16,26,16,14,20,11,10,18,18,13,13,9,7,16,11,9,12,16,7,11,21,326.93,354,5976,103.39
200,17.749128919860627,12.909407665505226,10.32404181184669,26.65156794425087,14.463414634146341,16.571428571428573,21.933797909407666,15.94773519163763,14.296167247386759,20.76306620209059,10.909407665505226,10.554006968641115,16.006968641114984,17.801393728222997,12.0,14.588850174216027,9.912891986062718,7.0,15.289198606271777,13.062717770034844,11.0,15.121951219512194,17.069686411149824,12.773519163763066,10.951219512195122,18.878048780487806,21,14,13,31,15,18,28,17,15,27,12,11,20,19,13,16,11,7,17,15,11,18,20,15,12,22,368.47,402,6867,123.43
225,18.94425087108014,15.048780487804878,13.668989547038327,30.209059233449477,15.463414634146341,17.264808362369337,24.923344947735192,15.285714285714286,20.020905923344948,21.28919860627178,12.905923344947736,11.554006968641115,16.05574912891986,19.139372822299652,12.0,16.99651567944251,11.32404181184669,11.0,17.11149825783972,15.449477351916377,13.195121951219512,17.181184668989548,17.522648083623693,12.432055749128919,10.951219512195122,19.23693379790941,23,17,16,36,16,19,33,16,23,28,14,12,19,20,12,19,14,11,19,16,14,21,21,14,12,23,411.72,452,7737,130.93
250,19.94425087108014,17.05226480836237,14.094076655052264,32.386759581881535,17.94773519163763,17.264808362369337,25.717770034843205,16.45993031358885,18.205574912891986,22.28919860627178,15.097560975609756,14.432055749128919,17.35191637630662,22.139372822299652,14.0,19.696864111498257,10.686411149825783,14.0,17.11149825783972,15.895470383275262,13.195121951219512,17.282229965156795,20.463414634146343,16.43205574912892,12.522648083623693,21.146341463414632,24,19,17,39,19,19,33,17,19,29,18,16,21,23,14,22,12,14,19,17,14,20,24,18,15,26,445.98,488,8151,142.18
275,20.233449477351915,22.358885017421603,14.094076655052264,32.67595818815331,18.94773519163763,18.818815331010452,27.505226480836235,17.45993031358885,21.05923344947735,23.700348432055748,14.543554006968641,15.432055749128919,22.644599303135887,23.139372822299652,15.578397212543553,19.696864111498257,10.686411149825783,17.386759581881535,20.425087108013937,17.898954703832754,14.195121951219512,17.968641114982578,21.034843205574912,17.43205574912892,13.623693379790941,21.1602787456446,25,27,17,40,20,20,36,18,25,31,16,17,27,24,17,22,12,19,25,19,15,22,26,19,14,25,481.15,530,8916,164.14
300,21.62369337979094,22.926829268292682,16.592334494773517,32.35540069686411,19.0,20.369337979094077,28.498257839721255,19.993031358885016,19.930313588850176,25.05923344947735,18.083623693379792,16.86759581881533,24.090592334494772,26.926829268292682,15.578397212543553,20.99651567944251,12.686411149825783,19.94425087108014,24.261324041811847,19.613240418118465,17.693379790940767,19.658536585365855,20.470383275261323,20.306620209059233,14.623693379790941,22.609756097560975,29,30,19,38,19,24,37,21,22,36,21,20,29,33,17,23,14,23,31,22,21,25,24,22,15,27,516.9,574,9945,176.25
325,22.61672473867596,23.550522648083625,15.902439024390244,38.58536585365854,22.613240418118465,22.738675958188153,28.024390243902438,20.749128919860627,20.70731707317073,25.745644599303137,17.99651567944251,16.37979094076655,27.59581881533101,27.70383275261324,18.153310104529616,21.4006968641115,14.923344947735192,20.45644599303136,26.70383275261324,21.50871080139373,17.195121951219512,19.853658536585368,22.250871080139373,21.749128919860627,16.135888501742162,23.191637630662022,30,28,18,50,26,25,36,24,23,34,20,17,33,34,21,24,16,23,33,27,18,26,25,23,19,29,553.75,622,10491,186.86
