n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,6.0,8.0,7.0,8.578397212543553,6.0,6.0,11.986062717770034,6.0,5.0,6.0,4.0,7.0,4.0,8.912891986062718,9.449477351916377,6.0,13.0,5.0,7.407665505226481,6.83623693379791,5.0,3.578397212543554,7.0,5.0,10.613240418118467,9.40766550522648,6.0,11.0,6,8,7,9,6,6,13,6,5,6,4,7,4,11,10,6,13,5,10,8,5,4,7,5,12,12,6,11,194.84,200,3576,64.43
125,8.0,9.289198606271777,8.0,10.233449477351916,8.0,8.0,16.317073170731707,6.0,6.0,9.0,5.0,10.0,4.0,9.912891986062718,10.209059233449477,11.0,14.0,5.289198606271777,7.857142857142857,10.83623693379791,6.0,7.578397212543554,10.655052264808363,6.536585365853658,10.613240418118467,12.285714285714286,6.0,12.536585365853659,8,10,8,11,8,8,20,6,6,9,5,10,4,12,12,11,14,6,12,12,6,8,11,7,12,15,6,13,241.99,250,4542,87.0
150,9.470383275261325,11.289198606271777,11.550522648083623,11.229965156794425,8.0,10.550522648083623,16.557491289198605,9.0,7.449477351916376,10.0,5.0,11.0,5.0,11.494773519163763,11.449477351916377,12.578397212543553,14.0,8.289198606271777,9.857142857142858,14.574912891986063,8.0,10.623693379790941,12.655052264808363,8.536585365853659,13.613240418118467,13.285714285714286,6.0,12.986062717770034,10,12,13,12,8,12,19,9,8,10,5,11,5,13,12,13,14,9,14,17,8,13,13,9,15,16,6,14,285.71,296,5361,104.93
175,11.923344947735192,12.010452961672474,11.550522648083623,11.229965156794425,9.0,10.550522648083623,17.961672473867594,10.731707317073171,10.358885017421603,11.0,7.285714285714286,12.0,10.0,13.846689895470384,15.139372822299652,13.585365853658537,16.557491289198605,10.452961672473867,11.519163763066203,16.094076655052266,11.0,13.623693379790941,13.655052264808363,9.536585365853659,17.742160278745644,16.285714285714285,6.0,12.989547038327526,13,14,13,12,9,12,22,12,11,11,8,12,10,16,20,14,18,11,16,20,11,16,14,10,20,19,6,14,329.29,344,6360,127.76
200,13.923344947735192,14.289198606271777,13.550522648083623,12.041811846689896,10.0,11.550522648083623,20.689895470383274,11.45993031358885,10.358885017421603,13.0,10.285714285714286,17.407665505226483,10.0,17.494773519163765,14.205574912891986,15.059233449477352,18.70383275261324,12.452961672473867,12.519163763066203,18.362369337979093,12.0,14.048780487804878,16.937282229965156,11.0,16.613240418118465,16.285714285714285,9.0,14.452961672473867,15,17,15,13,10,13,24,12,11,13,11,18,10,19,16,16,22,13,17,20,12,15,18,11,18,19,9,15,377.57,394,7248,146.71
225,13.923344947735192,14.993031358885018,14.094076655052264,13.940766550522648,13.0,11.550522648083623,21.4006968641115,15.839721254355402,11.358885017421603,15.37979094076655,13.763066202090592,20.609756097560975,11.0,20.912891986062718,15.101045296167248,15.585365853658537,18.86759581881533,12.452961672473867,14.456445993031359,18.78048780487805,12.0,15.550522648083623,18.65505226480836,14.968641114982578,18.156794425087107,17.407665505226483,9.0,16.909407665505228,15,16,16,16,13,13,26,17,12,16,15,22,11,23,18,16,20,13,19,21,12,17,19,17,20,20,9,18,417.32,438,8016,161.74
250,15.501742160278745,17.282229965156795,15.094076655052264,16.21254355400697,13.0,11.550522648083623,23.45993031358885,16.864111498257838,13.358885017421603,15.411149825783973,14.763066202090592,23.83623693379791,12.0,21.874564459930312,17.205574912891986,17.05226480836237,19.421602787456447,13.452961672473867,15.519163763066203,21.358885017421603,15.0,17.550522648083625,22.121951219512194,15.968641114982578,21.662020905923345,17.285714285714285,15.0,17.909407665505228,18,19,17,19,13,13,28,18,14,16,16,26,12,24,19,18,22,14,20,25,15,19,23,18,24,20,15,19,460.02,484,8847,169.13
275,20.923344947735192,17.752613240418118,15.003484320557492,17.958188153310104,14.282229965156795,12.038327526132404,23.902439024390244,17.310104529616726,15.059233449477352,15.37979094076655,15.21951219512195,24.174216027874564,15.0,23.874564459930312,18.480836236933797,17.634146341463413,20.428571428571427,14.452961672473867,18.519163763066203,21.78048780487805,18.278745644599304,19.585365853658537,24.121951219512194,15.449477351916377,22.853658536585368,18.285714285714285,16.581881533101047,21.48780487804878,22,20,17,20,15,15,29,19,16,16,17,27,15,26,21,19,23,15,23,24,19,21,25,16,26,21,17,24,501.9,532,9900,187.46
300,22.0801393728223,20.797909407665504,15.372822299651569,21.390243902439025,15.0,15.27177700348432,23.61672473867596,17.8397212543554,15.059233449477352,16.37979094076655,16.898954703832754,23.407665505226483,17.0,23.874564459930312,19.665505226480835,20.369337979094077,21.428571428571427,16.45296167247387,19.536585365853657,23.78048780487805,20.83623693379791,20.585365853658537,24.571428571428573,19.449477351916375,23.571428571428573,19.857142857142858,19.742160278745644,22.581881533101047,24,25,18,25,15,19,26,19,16,17,19,24,17,26,20,23,24,17,24,26,23,22,26,20,26,23,23,25,540.64,574,10695,209.63
325,20.923344947735192,21.1602787456446,17.75609756097561,21.9198606271777,16.0,16.644599303135887,25.83275261324042,19.45993031358885,19.0,16.442508710801395,20.27177700348432,23.94425087108014,18.0,23.81533101045296,21.480836236933797,22.519163763066203,24.0,17.45296167247387,27.087108013937282,23.222996515679444,21.909407665505228,22.585365853658537,27.933797909407666,20.2404181184669,23.693379790940767,19.857142857142858,20.742160278745644,25.825783972125436,22,26,21,26,16,20,31,20,22,17,23,25,18,25,24,26,27,18,35,25,25,24,30,22,25,23,24,30,584.77,632,11730,231.26
