n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,6.0,5.0,5.0,8.933797909407666,9.411149825783973,12.0,8.344947735191637,7.156794425087108,6.365853658536586,2.0,4.0,10.0,8.32404181184669,2.662020905923345,6.0,8.365853658536585,3.0,8.0,8.0,12.411149825783973,10.0,14.156794425087108,9.662020905923345,8.344947735191637,7.933797909407666,6.0,6,5,5,10,10,12,11,9,9,2,4,10,9,3,6,11,3,8,8,13,10,16,10,11,9,6,192.13,200,3351,55.18
125,7.0,7.0,6.0,10.411149825783973,10.881533101045296,13.0,11.344947735191637,8.156794425087108,6.365853658536586,3.4111498257839723,7.0,13.0,10.62020905923345,4.477351916376307,9.0,9.365853658536585,3.0,12.0,9.0,13.411149825783973,10.0,16.156794425087107,9.67247386759582,10.344947735191637,8.0,8.0,7,7,6,11,12,13,14,10,9,4,7,13,12,5,9,12,3,12,9,14,10,18,10,13,8,8,233.55,244,3807,63.5
150,9.466898954703833,9.0,6.463414634146342,12.32404181184669,11.881533101045296,14.912891986062718,12.344947735191637,10.156794425087108,8.365853658536585,4.411149825783972,9.0,15.463414634146341,11.94773519163763,7.32404181184669,10.547038327526133,15.37979094076655,3.0,13.0,10.0,15.257839721254355,11.0,20.156794425087107,11.0,10.344947735191637,10.0,11.0,10,9,7,14,13,16,15,12,11,5,9,16,13,10,11,19,3,13,10,18,11,22,11,13,10,11,277.73,292,4827,82.93
175,11.466898954703833,11.456445993031359,12.86411149825784,14.64459930313589,13.466898954703833,17.33101045296167,14.763066202090592,10.156794425087108,10.24390243902439,5.411149825783972,11.0,16.445993031358885,11.94425087108014,7.32404181184669,10.0,15.710801393728223,5.0,13.0,11.0,17.303135888501743,13.0,22.156794425087107,16.418118466898953,12.344947735191637,12.320557491289199,12.0,12,12,14,17,14,19,18,12,12,6,11,17,13,10,10,18,5,13,11,20,13,24,17,15,13,12,321.08,334,5679,94.75
200,12.37979094076655,11.456445993031359,15.777003484320558,14.731707317073171,17.031358885017422,18.174216027874564,15.763066202090592,13.156794425087108,11.365853658536585,6.857142857142857,14.70034843205575,17.83275261324042,13.763066202090592,8.32404181184669,13.229965156794425,24.369337979094077,6.574912891986063,14.0,11.0,19.766550522648085,13.445993031358885,23.665505226480835,16.804878048780488,15.344947735191637,12.320557491289199,15.871080139372822,14,12,18,16,19,20,19,15,14,8,18,19,16,11,18,33,8,14,11,23,14,27,18,18,13,20,362.95,392,6897,118.29
225,13.564459930313589,13.456445993031359,15.376306620209059,18.449477351916375,19.29268292682927,18.28919860627178,18.386759581881535,14.156794425087108,12.365853658536585,6.857142857142857,21.989547038327526,20.128919860627178,15.571428571428571,9.21602787456446,14.738675958188153,27.588850174216027,7.585365853658536,15.466898954703833,15.0,23.257839721254356,17.198606271777003,23.28919860627178,17.13240418118467,16.34494773519164,13.0,15.020905923344948,15,14,17,21,22,19,23,16,15,8,26,24,18,12,17,36,9,16,15,27,19,26,19,19,13,18,408.24,444,7575,126.54
250,13.564459930313589,17.45644599303136,17.37630662020906,19.031358885017422,21.29268292682927,19.386759581881535,20.090592334494772,15.156794425087108,13.365853658536585,8.411149825783973,26.32404181184669,22.062717770034844,15.86411149825784,9.508710801393729,15.759581881533101,28.24390243902439,10.0,16.0,18.662020905923345,25.257839721254356,19.0,24.28919860627178,19.13240418118467,18.34494773519164,17.0,15.020905923344948,15,18,19,22,24,20,24,17,16,9,32,26,18,12,18,37,10,16,19,29,19,27,21,21,17,18,451.82,484,8487,146.0
275,19.56445993031359,20.0,16.463414634146343,22.909407665505228,22.752613240418118,20.498257839721255,21.979094076655052,15.156794425087108,13.365853658536585,9.411149825783973,27.592334494773517,24.961672473867594,17.864111498257838,10.958188153310104,18.038327526132406,27.480836236933797,11.0,17.45993031358885,20.662020905923345,27.34843205574913,21.850174216027874,28.428571428571427,23.299651567944252,21.804878048780488,17.54703832752613,14.759581881533101,21,20,17,27,26,21,26,17,16,10,34,31,20,14,22,34,11,18,21,31,23,34,26,26,18,18,496.91,534,9228,158.04
300,22.05923344947735,21.0,18.16724738675958,22.909407665505228,25.222996515679444,21.498257839721255,21.979094076655052,16.912891986062718,15.745644599303136,10.226480836236934,30.087108013937282,26.529616724738677,19.72822299651568,12.958188153310104,17.285714285714285,28.247386759581882,13.0,23.048780487804876,21.662020905923345,28.05226480836237,22.898954703832754,29.34843205574913,28.170731707317074,23.177700348432055,19.54703832752613,15.895470383275262,24,21,19,27,30,22,26,20,19,12,40,33,22,16,20,35,13,25,22,32,24,35,31,28,20,18,535.69,582,10335,179.18
325,24.2404181184669,23.797909407665504,18.72473867595819,24.909407665505228,27.341463414634145,21.871080139372822,21.979094076655052,16.912891986062718,17.202090592334496,14.881533101045296,33.073170731707314,27.23693379790941,24.73170731707317,13.533101045296167,19.56445993031359,28.83275261324042,13.372822299651569,24.048780487804876,27.480836236933797,31.790940766550523,23.34843205574913,29.34843205574913,28.170731707317074,24.177700348432055,20.006968641114984,15.895470383275262,27,25,20,29,34,23,26,20,21,18,43,33,27,17,23,35,14,26,29,37,25,35,31,29,21,18,575.68,630,11031,193.32
350,25.738675958188153,25.142857142857142,20.72473867595819,25.909407665505228,30.37630662020906,22.871080139372822,25.37630662020906,19.066202090592334,21.020905923344948,14.306620209059233,35.167247386759584,29.26829268292683,27.05923344947735,15.212543554006968,22.135888501742162,35.609756097560975,17.097560975609756,25.498257839721255,27.480836236933797,31.790940766550523,25.229965156794425,32.54355400696864,31.808362369337978,27.700348432055748,20.923344947735192,18.606271777003485,29,28,22,30,36,24,30,22,28,16,46,37,32,19,27,44,19,30,29,37,29,38,35,34,23,20,620.13,680,12072,208.75
375,25.926829268292682,26.770034843205575,27.114982578397214,25.60278745644599,30.37630662020906,23.871080139372822,26.99651567944251,22.65505226480836,25.26829268292683,16.341463414634145,36.02090592334495,31.2404181184669,27.05923344947735,19.43205574912892,24.5993031358885,34.12543554006969,18.372822299651567,27.554006968641115,27.480836236933797,38.32404181184669,29.209059233449477,35.65505226480836,31.630662020905923,29.700348432055748,20.923344947735192,24.013937282229964,30,32,32,30,36,25,33,26,32,18,45,40,32,25,30,40,19,33,29,47,36,42,35,36,23,30,665.02,732,12768,232.0
400,25.860627177700348,27.78397212543554,28.571428571428573,30.43554006968641,32.08710801393728,23.871080139372822,30.034843205574912,25.39721254355401,27.020905923344948,17.829268292682926,35.53658536585366,32.498257839721255,28.533101045296167,19.850174216027874,25.421602787456447,35.53310104529617,18.372822299651567,30.21602787456446,30.21951219512195,39.937282229965156,28.871080139372822,35.68989547038328,32.62717770034843,28.18815331010453,21.930313588850176,26.024390243902438,29,33,34,35,38,25,36,30,34,20,43,42,34,25,31,42,19,37,33,49,36,43,36,34,24,32,698.94,774,13398,234.96
425,25.857142857142858,27.78397212543554,31.501742160278745,31.428571428571427,35.149825783972126,25.76306620209059,31.45644599303136,28.986062717770036,28.67247386759582,17.56794425087108,37.51219512195122,32.53310104529617,30.285714285714285,21.337979094076655,24.878048780487806,37.56794425087108,20.933797909407666,30.902439024390244,32.31707317073171,43.22648083623693,29.54703832752613,39.69686411149826,36.43554006968641,27.083623693379792,24.993031358885016,28.75609756097561,29,33,37,36,44,28,37,35,34,21,46,41,37,27,30,44,22,37,35,51,36,50,42,32,29,35,737.03,820,14262,245.04
450,28.825783972125436,30.536585365853657,32.30662020905923,33.35540069686411,39.289198606271775,29.209059233449477,32.57491289198606,30.986062717770036,32.33797909407666,20.10452961672474,35.51219512195122,34.15679442508711,30.020905923344948,22.99651567944251,26.48780487804878,42.498257839721255,23.027874564459932,31.609756097560975,34.70383275261324,43.386759581881535,29.29268292682927,39.613240418118465,38.278745644599304,27.083623693379792,26.34843205574913,31.59581881533101,33,37,39,39,49,34,40,37,41,24,41,43,37,29,31,53,26,38,40,51,34,49,45,32,30,38,773.65,862,15123,264.46
475,30.54703832752613,30.818815331010452,32.59233449477352,32.43554006968641,40.10104529616725,30.21951219512195,31.463414634146343,31.986062717770036,34.35191637630662,22.989547038327526,40.47386759581882,34.55400696864111,31.804878048780488,24.7595818815331,27.954703832752614,44.22648083623693,26.5609756097561,31.770034843205575,35.20209059233449,43.01045296167247,30.745644599303137,41.53310104529617,36.933797909407666,28.912891986062718,28.592334494773517,33.069686411149824,34,36,38,37,50,35,37,38,43,25,50,42,38,29,33,53,31,38,40,50,37,51,43,34,32,42,812.24,904,15720,273.68
500,30.54703832752613,31.818815331010452,36.52613240418118,33.717770034843205,41.77351916376307,33.32752613240418,32.254355400696866,34.75261324041812,34.57491289198606,24.45644599303136,40.73519163763066,35.10104529616725,36.707317073170735,27.606271777003485,29.5609756097561,43.7595818815331,26.031358885017422,34.07665505226481,36.257839721254356,45.47735191637631,31.912891986062718,41.43554006968641,36.44599303135889,30.149825783972126,29.16376306620209,32.91637630662021,34,37,44,39,53,37,39,41,43,27,51,43,46,33,36,52,29,40,41,55,38,51,44,36,33,40,845.57,946,16296,275.68
