n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,7.0,8.0,5.0,10.0,9.0,4.0,12.435540069686411,5.574912891986063,5.0,6.0,5.543554006968641,8.526132404181185,4.0,4.0,11.480836236933797,11.006968641114982,13.86411149825784,2.0,9.480836236933797,6.0,6.0,7.0,11.0,6.195121951219512,10.456445993031359,10.0,7,8,5,10,9,4,16,6,5,6,6,9,4,4,14,13,17,2,11,6,6,7,11,7,11,10,194.47,202,3516,59.54
125,9.390243902439025,10.0,8.825783972125436,12.132404181184668,9.536585365853659,6.825783972125436,13.717770034843205,6.574912891986063,6.0,8.0,5.543554006968641,11.749128919860627,5.0,6.0,11.480836236933797,13.909407665505226,14.313588850174217,3.0,9.480836236933797,10.0,7.0,10.45993031358885,13.372822299651569,6.195121951219512,11.456445993031359,12.738675958188153,11,10,11,15,10,9,18,7,6,8,6,14,5,6,14,15,16,3,11,10,7,12,15,7,12,14,236.35,252,4431,77.36
150,12.125435540069686,11.965156794425088,12.24390243902439,12.111498257839722,9.393728222996515,7.825783972125436,14.212543554006968,9.574912891986063,10.655052264808363,11.0,6.543554006968641,11.526132404181185,6.2787456445993035,8.0,12.289198606271777,15.45993031358885,15.142857142857142,5.0,11.365853658536585,11.0,9.393728222996515,13.452961672473867,14.655052264808363,8.195121951219512,15.456445993031359,14.226480836236934,13,14,17,13,10,10,18,10,11,11,7,12,7,8,15,18,19,5,13,11,10,17,15,9,16,17,280.72,298,5358,97.25
175,12.125435540069686,13.428571428571429,12.958188153310104,12.564459930313589,10.393728222996515,7.825783972125436,15.212543554006968,11.979094076655052,11.933797909407666,12.0,9.829268292682928,16.526132404181183,9.278745644599303,10.982578397212544,12.75609756097561,16.362369337979093,17.170731707317074,8.0,11.651567944250871,11.0,13.393728222996515,15.452961672473867,15.560975609756097,9.0,15.923344947735192,15.226480836236934,13,16,17,14,11,10,19,14,13,12,11,17,10,12,16,18,20,8,14,11,14,19,17,9,17,18,321.26,348,6111,107.04
200,14.588850174216027,14.170731707317072,13.627177700348431,14.0801393728223,13.449477351916377,9.233449477351916,18.501742160278745,14.536585365853659,11.655052264808363,14.37979094076655,12.829268292682928,18.526132404181183,10.278745644599303,15.714285714285714,12.75609756097561,17.519163763066203,18.114982578397214,9.0,12.651567944250871,14.78048780487805,13.0,16.320557491289197,18.031358885017422,11.477351916376307,16.923344947735192,15.94425087108014,16,16,18,17,14,12,22,17,12,15,14,19,11,18,16,21,22,9,15,16,13,20,20,13,18,18,362.84,394,7107,136.61
225,14.588850174216027,15.662020905923345,13.278745644599303,15.564459930313589,13.449477351916377,10.233449477351916,19.135888501742162,15.703832752613241,12.655052264808363,19.041811846689896,15.829268292682928,19.386759581881535,11.278745644599303,18.56794425087108,14.815331010452962,19.34843205574913,18.958188153310104,10.662020905923345,15.498257839721255,16.153310104529616,13.282229965156795,17.606271777003485,23.1602787456446,14.560975609756097,17.37630662020906,16.13240418118467,16,19,16,17,14,13,22,21,13,21,17,20,12,20,20,23,23,12,17,18,14,22,29,16,19,18,403.55,444,8076,146.29
250,20.634146341463413,16.37979094076655,13.278745644599303,17.49128919860627,15.024390243902438,11.233449477351916,21.860627177700348,17.70383275261324,14.655052264808363,18.67247386759582,18.825783972125436,22.020905923344948,14.278745644599303,19.56794425087108,16.878048780487806,19.790940766550523,21.54703832752613,12.292682926829269,19.968641114982578,18.066202090592334,17.393728222996515,19.972125435540068,25.1602787456446,17.278745644599304,18.658536585365855,16.73170731707317,25,19,16,20,17,14,26,23,15,20,22,24,15,21,21,22,27,13,24,20,20,25,31,18,21,19,448.11,494,9078,168.07
275,23.34843205574913,17.662020905923345,13.853658536585366,18.49128919860627,17.062717770034844,11.825783972125436,24.229965156794425,18.689895470383274,15.229965156794425,18.658536585365855,18.829268292682926,23.020905923344948,15.501742160278745,19.982578397212542,18.226480836236934,23.822299651567945,21.62020905923345,13.961672473867596,21.34494773519164,17.365853658536587,17.571428571428573,21.72473867595819,25.1602787456446,20.871080139372822,18.658536585365855,20.414634146341463,27,21,18,21,19,14,28,24,16,20,20,25,17,21,24,30,26,15,24,18,19,27,31,23,21,23,484.99,536,9663,171.57
300,23.34843205574913,19.71080139372822,19.0,18.10452961672474,21.470383275261323,15.233449477351916,26.041811846689896,21.689895470383274,16.682926829268293,18.658536585365855,19.21602787456446,24.94425087108014,15.501742160278745,20.714285714285715,16.94773519163763,26.32404181184669,23.78745644599303,14.961672473867596,26.571428571428573,17.773519163763066,18.662020905923345,24.43205574912892,27.86759581881533,22.020905923344948,19.665505226480835,21.860627177700348,27,24,24,20,25,18,30,27,18,20,21,27,17,23,20,32,30,16,31,19,21,31,35,24,22,26,525.14,584,10617,189.07
325,23.34843205574913,21.170731707317074,22.449477351916375,21.59581881533101,24.257839721254356,17.285714285714285,27.75609756097561,21.689895470383274,17.682926829268293,20.027874564459932,23.630662020905923,28.45993031358885,16.693379790940767,25.972125435540068,19.923344947735192,29.0801393728223,26.38327526132404,16.33101045296167,32.00348432055749,19.0,23.205574912891986,23.89547038327526,29.94425087108014,21.21602787456446,22.56445993031359,24.78048780487805,27,26,28,27,29,20,33,27,19,22,26,35,18,31,23,36,31,18,40,19,26,30,36,23,26,28,573.27,636,11556,206.04
