n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,8.83623693379791,8.0,6.0,6.0,4.0,11.439024390243903,6.0,9.0,13.0,5.0,9.0,3.0,9.83623693379791,9.0,4.0,4.550522648083624,8.376306620209059,7.0,5.0,2.0,3.0,5.0,6.376306620209059,9.0,10.376306620209059,9.0,5.613240418118467,7.0,11,8,6,6,4,14,6,9,13,5,9,3,12,9,4,5,11,7,5,2,3,5,7,9,11,9,6,7,192.19,198,3399,63.62
125,9.83623693379791,8.0,6.0,7.0,4.0,14.439024390243903,10.0,11.491289198606271,14.0,8.0,10.0,3.0,11.83623693379791,11.0,5.0,4.550522648083624,8.376306620209059,8.0,7.0,3.0,4.0,9.0,9.376306620209059,12.491289198606271,12.376306620209059,9.0,7.613240418118467,9.0,12,8,6,7,4,17,10,12,14,8,10,3,14,11,5,5,11,8,7,3,4,9,10,13,13,9,8,9,235.17,242,4188,82.17
150,10.83623693379791,8.40766550522648,7.0,9.285714285714286,7.0,15.296167247386759,12.114982578397212,11.940766550522648,17.665505226480835,10.0,12.261324041811847,4.2020905923344944,14.414634146341463,12.0,6.0,6.550522648083624,11.376306620209059,10.0,7.0,6.0,6.0,11.627177700348431,11.376306620209059,17.418118466898953,15.658536585365853,10.651567944250871,9.613240418118467,11.432055749128919,13,9,7,10,7,19,14,13,21,10,15,5,17,12,6,7,14,10,7,6,6,14,12,22,17,12,10,13,279.04,288,5058,98.01
175,10.83623693379791,10.40766550522648,7.0,12.285714285714286,9.0,15.296167247386759,15.484320557491289,13.940766550522648,19.801393728222997,13.0,13.641114982578397,6.0,16.21602787456446,13.0,8.0,8.829268292682928,13.376306620209059,12.0,12.0,8.369337979094077,7.45993031358885,11.989547038327526,11.376306620209059,15.777003484320558,19.745644599303137,10.449477351916377,11.613240418118467,10.40766550522648,13,11,7,13,9,19,18,15,23,13,15,6,21,13,8,10,16,12,12,9,8,15,12,17,21,11,12,11,328.45,346,6069,123.55
200,12.83623693379791,11.40766550522648,10.0,13.668989547038327,11.0,14.439024390243903,17.480836236933797,16.031358885017422,21.442508710801395,13.0,13.236933797909408,8.0,17.878048780487806,15.0,8.0,9.0,14.651567944250871,13.0,12.655052264808363,10.369337979094077,9.45993031358885,13.770034843205575,11.376306620209059,16.1602787456446,24.031358885017422,10.0,14.613240418118467,11.40766550522648,15,12,10,14,11,17,20,17,24,13,14,8,21,15,8,9,18,13,13,11,10,15,12,17,26,10,15,12,370.26,388,6873,135.48
225,14.83623693379791,13.40766550522648,10.0,15.031358885017422,13.0,17.020905923344948,19.480836236933797,17.031358885017422,23.853658536585368,16.282229965156795,17.048780487804876,10.0,20.48432055749129,15.0,11.0,10.0,15.651567944250871,16.0,14.655052264808363,12.369337979094077,11.45993031358885,16.72822299651568,11.376306620209059,17.54006968641115,26.031358885017422,11.0,15.613240418118467,12.878048780487806,17,14,10,17,13,21,22,18,28,19,20,10,25,15,11,10,19,16,15,13,12,19,12,20,28,11,16,15,412.32,434,7539,150.62
250,19.993031358885016,14.878048780487806,12.0,16.66898954703833,14.989547038327526,16.738675958188153,20.480836236933797,17.031358885017422,25.317073170731707,17.010452961672474,18.125435540069688,11.0,21.749128919860627,17.993031358885016,11.0,13.822299651567944,19.317073170731707,19.0,17.313588850174217,14.860627177700348,13.45993031358885,19.355400696864113,11.376306620209059,17.1602787456446,27.808362369337978,12.0,16.613240418118465,16.4006968641115,24,16,12,17,16,20,23,18,30,21,19,11,26,21,11,17,24,19,18,16,14,22,12,18,31,12,17,21,461.03,490,8841,176.96
275,20.993031358885016,17.937282229965156,14.0,18.031358885017422,15.989547038327526,17.81184668989547,22.121951219512194,17.961672473867594,26.693379790940767,19.45644599303136,22.60278745644599,11.0,23.470383275261323,17.993031358885016,14.0,15.940766550522648,21.843205574912893,22.45296167247387,18.313588850174217,17.860627177700348,16.45993031358885,20.32752613240418,12.376306620209059,20.264808362369337,27.529616724738677,16.641114982578397,17.613240418118465,19.4006968641115,25,21,14,20,17,21,24,20,32,24,26,11,27,21,14,20,27,23,19,19,17,24,13,24,30,19,18,24,504.08,534,9879,195.48
300,24.229965156794425,17.99651567944251,15.0,20.285714285714285,15.989547038327526,19.494773519163765,25.958188153310104,20.010452961672474,28.522648083623693,19.229965156794425,22.66898954703833,12.0,25.473867595818817,17.993031358885016,16.0,16.975609756097562,22.23693379790941,24.0,19.313588850174217,23.101045296167246,16.45993031358885,18.27526132404181,12.376306620209059,20.501742160278745,28.23693379790941,18.933797909407666,19.613240418118465,22.550522648083625,30,20,15,21,17,26,29,22,33,22,25,12,31,21,16,21,26,24,20,27,17,20,13,23,31,22,20,28,543.62,580,10593,207.59
325,24.689895470383274,21.902439024390244,16.0,21.909407665505228,18.282229965156795,20.76306620209059,26.958188153310104,21.26829268292683,29.306620209059233,19.70731707317073,26.477351916376307,14.0,24.613240418118465,18.993031358885016,16.505226480836235,18.222996515679444,25.951219512195124,24.505226480836235,20.693379790940767,26.101045296167246,18.9198606271777,18.27526132404181,14.376306620209059,20.177700348432055,29.51567944250871,22.45993031358885,19.613240418118465,24.843205574912893,31,25,16,23,20,26,30,24,34,23,32,14,29,22,17,22,29,25,23,30,20,20,15,22,33,26,20,31,582.93,622,11184,224.09
