n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,10.0,8.574912891986063,9.0,11.456445993031359,6.456445993031359,5.449477351916376,7.0,6.0,6.0,10.0,8.0,2.0,8.0,9.449477351916377,7.2334494773519165,8.54006968641115,11.0,8.0,8.233449477351916,6.0,4.574912891986063,7.54006968641115,9.0,2.0,6.0,9.0,10,9,9,12,7,6,7,6,6,10,8,2,8,10,8,9,11,8,9,6,5,8,9,2,6,9,194.51,200,3534,57.11
125,12.825783972125436,11.679442508710801,12.40766550522648,15.456445993031359,9.613240418118467,5.449477351916376,7.0,7.0,7.0,11.40766550522648,9.0,3.0,9.0,12.449477351916377,9.233449477351916,10.54006968641115,12.707317073170731,12.181184668989546,11.233449477351916,8.0,4.947735191637631,7.54006968641115,10.825783972125436,4.0,9.0,10.0,15,14,13,16,11,6,7,7,7,12,9,3,9,13,10,11,13,14,12,8,6,8,13,4,9,10,240.93,252,4821,83.36
150,15.111498257839722,14.679442508710801,13.693379790940767,17.087108013937282,11.606271777003485,6.449477351916376,7.0,7.0,10.0,13.40766550522648,13.0,5.0,13.0,15.449477351916377,9.0,11.825783972125436,15.70034843205575,14.181184668989546,12.0,12.630662020905923,5.947735191637631,10.54006968641115,11.825783972125436,5.0,11.0,13.285714285714286,18,17,15,19,13,7,7,7,10,14,13,5,13,16,9,13,17,16,12,13,7,11,14,5,11,14,288.17,300,5661,99.43
175,18.714285714285715,14.735191637630662,14.693379790940767,22.574912891986063,14.317073170731707,10.362369337979095,7.0,8.533101045296167,11.533101045296167,13.686411149825783,14.547038327526133,7.905923344947735,14.282229965156795,19.43205574912892,9.0,12.825783972125436,15.707317073170731,14.940766550522648,12.0,13.64808362369338,6.958188153310105,10.923344947735192,15.209059233449477,5.0,14.571428571428571,17.282229965156795,24,17,16,28,17,12,7,9,12,15,17,11,15,23,9,14,17,16,12,16,8,12,18,5,16,18,325.99,348,6489,116.21
200,19.9198606271777,16.72473867595819,16.13240418118467,22.574912891986063,16.317073170731707,11.362369337979095,9.668989547038327,9.425087108013937,14.62020905923345,14.40766550522648,16.024390243902438,9.905923344947736,16.282229965156795,18.5993031358885,10.0,12.571428571428571,16.35191637630662,15.585365853658537,12.285714285714286,17.372822299651567,11.742160278745645,13.0,16.825783972125436,7.0,16.034843205574912,18.477351916376307,26,19,18,28,19,13,12,11,16,15,18,13,17,21,10,14,18,17,13,21,14,13,19,7,18,20,364.58,394,7260,122.89
225,18.56445993031359,19.090592334494772,16.13240418118467,22.926829268292682,15.968641114982578,12.91637630662021,10.668989547038327,13.149825783972126,15.686411149825783,15.40766550522648,17.75609756097561,10.167247386759582,19.038327526132406,23.146341463414632,10.233449477351916,12.571428571428571,19.35191637630662,16.585365853658537,13.519163763066203,17.72473867595819,17.149825783972126,14.383275261324043,18.209059233449477,8.0,15.449477351916377,19.658536585365855,22,22,18,25,18,14,13,16,17,16,21,12,20,28,11,14,20,18,15,19,22,15,21,8,16,21,407.99,446,8034,133.18
250,25.198606271777003,19.149825783972126,18.574912891986063,22.9198606271777,15.968641114982578,15.066202090592334,11.484320557491289,15.498257839721255,16.578397212543553,16.407665505226483,20.700348432055748,15.167247386759582,21.59581881533101,24.034843205574912,12.233449477351916,15.073170731707316,19.35191637630662,20.693379790940767,14.80836236933798,20.418118466898953,16.411149825783973,16.16376306620209,19.209059233449477,9.19163763066202,17.449477351916375,21.18815331010453,31,22,21,25,18,18,13,20,19,17,26,17,24,29,13,19,20,24,17,25,20,18,22,10,18,24,448.97,498,9117,152.79
275,24.337979094076655,22.149825783972126,23.40418118466899,24.4390243902439,18.282229965156795,18.76306620209059,12.0,14.686411149825783,19.13240418118467,17.407665505226483,20.62369337979094,16.16724738675958,22.090592334494772,28.198606271777003,13.233449477351916,16.94425087108014,21.35191637630662,21.195121951219512,17.198606271777003,21.70731707317073,16.411149825783973,18.968641114982578,21.013937282229964,9.609756097560975,19.738675958188153,24.644599303135887,28,25,28,27,21,22,12,18,21,18,25,18,25,34,14,22,22,23,20,26,20,23,25,10,21,28,490.61,540,9912,170.86
300,25.337979094076655,23.149825783972126,24.881533101045296,23.951219512195124,19.682926829268293,20.76306620209059,15.512195121951219,16.386759581881535,19.686411149825783,20.407665505226483,21.766550522648085,17.43554006968641,22.18815331010453,30.341463414634145,13.233449477351916,18.65505226480836,23.365853658536587,23.878048780487806,20.665505226480835,21.905923344947734,16.83623693379791,21.247386759581882,21.013937282229964,10.0,22.738675958188153,27.26829268292683,29,26,30,26,23,24,19,19,21,21,26,18,25,36,14,23,24,28,24,26,19,28,25,10,24,30,528.03,578,10311,177.93
325,27.337979094076655,25.445993031358885,25.045296167247386,26.64808362369338,19.682926829268293,23.76306620209059,15.512195121951219,16.390243902439025,20.89198606271777,23.864111498257838,25.56445993031359,19.43554006968641,24.59581881533101,30.341463414634145,15.463414634146341,20.2404181184669,23.365853658536587,25.149825783972126,22.017421602787458,26.233449477351915,17.94773519163763,22.65505226480836,22.73170731707317,12.40766550522648,24.89198606271777,29.979094076655052,31,30,30,31,23,27,19,19,23,26,32,20,27,36,16,26,24,31,26,32,19,30,26,13,28,35,567.73,628,11250,202.46
