topology,n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot,average_node_connectivity,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,density,edge_connectivity,flow_hierarchy,global_reaching_centrality,is_aperiodic,is_attracting_component,is_multigraphical,is_pseudographical,is_semiconnected,is_strongly_connected,is_weakly_connected,node_connectivity,number_attracting_components,number_of_edges,number_of_isolates,number_of_nodes,number_strongly_connected_components,number_weakly_connected_components,overall_reciprocity,reciprocity,s_metric,wiener_index
euro28,275.0,23.679442508710803,14.0,15.731707317073171,15.717770034843204,19.644599303135887,16.45296167247387,15.930313588850174,16.958188153310104,15.59233449477352,19.45296167247387,21.627177700348437,16.571428571428573,20.93728222996516,18.613240418118465,19.81881533101045,15.67247386759582,20.36933797909408,19.958188153310104,22.585365853658537,17.89198606271777,19.738675958188157,9.822299651567944,14.550522648083623,23.70383275261324,20.0801393728223,22.519163763066203,16.909407665505228,20.634146341463413,28.0,14.0,17.0,17.0,21.0,17.0,19.0,18.0,19.0,20.0,24.0,18.0,23.0,20.0,23.0,16.0,24.0,23.0,24.0,23.0,21.0,13.0,15.0,27.0,23.0,26.0,19.0,22.0,495.68,522.0,9540.0,188.82,7.171957671957672,0.05525848812398327,0.05525848812398395,0.3637566137566138,4,0.0,0.0,True,True,True,True,True,True,True,4,1,275,0,28,1,1,0.31272727272727274,0.31272727272727274,113322.0,1303.0
euro28,300.0,24.86759581881533,17.0,17.334494773519165,18.02787456445993,18.574912891986063,17.45296167247387,20.198606271777003,19.67595818815331,17.714285714285715,20.45296167247387,22.202090592334496,16.965156794425088,24.062717770034844,21.16724738675958,22.233449477351915,15.67247386759582,20.81881533101045,21.44947735191637,25.578397212543557,19.898954703832757,20.494773519163765,11.731707317073171,16.209059233449477,25.10801393728223,22.466898954703836,23.43205574912892,17.65505226480836,22.501742160278745,28.0,17.0,19.0,19.0,19.0,18.0,26.0,22.0,22.0,21.0,23.0,19.0,28.0,26.0,28.0,16.0,25.0,25.0,27.0,25.0,21.0,16.0,19.0,29.0,26.0,28.0,21.0,25.0,539.32,578.0,10764.0,216.18,7.6878306878306875,0.04039338112440705,0.04039338112440538,0.3968253968253968,5,0.0,0.0,True,True,True,True,True,True,True,5,1,300,0,28,1,1,0.32,0.32,147341.0,1277.0
euro28,325.0,24.86759581881533,18.0,23.98954703832753,19.78397212543554,22.871080139372825,17.0,21.923344947735192,21.094076655052262,18.714285714285715,24.22648083623693,24.40418118466899,16.425087108013937,25.362369337979093,21.16724738675958,20.738675958188157,18.29965156794425,23.08710801393728,21.717770034843205,25.86759581881533,20.121951219512194,22.494773519163765,11.933797909407666,14.550522648083623,26.0,23.45993031358885,24.425087108013937,17.65505226480836,23.0801393728223,28.0,18.0,26.0,22.0,25.0,17.0,27.0,23.0,23.0,26.0,26.0,17.0,30.0,26.0,24.0,21.0,26.0,25.0,28.0,24.0,23.0,17.0,15.0,30.0,27.0,29.0,21.0,26.0,576.02,618.0,11505.0,238.83,8.18915343915344,0.032977506459700066,0.03297750645970139,0.4298941798941799,5,0.0,0.0,True,True,True,True,True,True,True,5,1,325,0,28,1,1,0.3446153846153846,0.3446153846153846,187627.0,1257.0
euro28,350.0,25.86759581881533,20.45296167247387,25.4006968641115,19.99651567944251,23.665505226480835,20.29965156794425,21.75609756097561,20.29965156794425,21.317073170731707,25.526132404181183,25.202090592334496,20.425087108013937,25.355400696864116,21.254355400696863,21.64808362369338,18.7595818815331,26.006968641114984,24.421602787456447,25.86759581881533,22.00348432055749,24.613240418118465,14.425087108013935,14.550522648083623,27.10801393728223,24.2404181184669,29.121951219512194,18.310104529616726,24.48780487804878,29.0,21.0,30.0,23.0,25.0,21.0,26.0,22.0,28.0,28.0,26.0,21.0,29.0,26.0,25.0,22.0,28.0,30.0,28.0,27.0,26.0,20.0,15.0,31.0,27.0,36.0,22.0,28.0,610.74,658.0,12129.0,246.11,8.711640211640212,0.013595437744154488,0.013595437744158329,0.46296296296296297,6,0.0,0.0,True,True,True,True,True,True,True,6,1,350,0,28,1,1,0.33714285714285713,0.33714285714285713,231878.0,1235.0
euro28,375.0,27.86759581881533,22.414634146341463,25.411149825783973,24.421602787456447,23.282229965156795,20.29965156794425,22.860627177700348,20.665505226480835,24.121951219512194,27.961672473867598,27.17770034843205,25.08710801393728,24.958188153310104,22.29965156794425,23.65156794425087,19.7595818815331,28.094076655052262,24.742160278745644,26.89547038327526,23.121951219512194,28.700348432055748,14.923344947735192,17.550522648083625,27.536585365853657,26.60975609756097,29.581881533101047,19.02787456445993,25.881533101045296,31.0,25.0,28.0,29.0,24.0,21.0,27.0,24.0,29.0,31.0,31.0,29.0,27.0,27.0,28.0,23.0,32.0,28.0,30.0,29.0,32.0,20.0,18.0,32.0,29.0,35.0,22.0,29.0,656.24,712.0,13125.0,258.62,9.371693121693122,0.0025364216071312455,0.0025364216071323015,0.49603174603174605,6,0.0,0.0,True,True,True,True,True,True,True,6,1,375,0,28,1,1,0.3626666666666667,0.3626666666666667,285010.0,1214.0
euro28,400.0,29.961672473867598,23.034843205574912,27.334494773519165,23.1602787456446,23.909407665505228,20.29965156794425,23.153310104529616,23.933797909407662,26.121951219512194,30.02787456445993,28.37630662020906,24.951219512195124,26.871080139372825,25.13588850174216,24.83275261324042,21.43205574912892,28.310104529616726,26.205574912891983,28.128919860627175,24.4808362369338,29.09059233449477,14.923344947735192,18.48432055749129,29.264808362369337,28.59233449477352,30.202090592334496,21.51567944250871,29.49825783972125,34.0,24.0,29.0,26.0,25.0,21.0,28.0,28.0,31.0,35.0,31.0,28.0,29.0,30.0,29.0,25.0,34.0,30.0,31.0,30.0,33.0,20.0,20.0,35.0,31.0,36.0,26.0,35.0,687.5,748.0,13410.0,270.84,9.890211640211641,0.03267551603734139,0.03267551603734322,0.5291005291005291,6,0.0,0.0,True,True,True,True,True,True,True,6,1,400,0,28,1,1,0.36,0.36,346563.0,1200.0
euro28,425.0,29.466898954703836,27.613240418118465,28.156794425087107,24.45296167247387,28.94773519163763,23.45296167247387,23.874564459930312,27.18815331010453,27.66898954703833,28.536585365853657,28.36933797909408,24.97909407665505,32.53658536585366,26.407665505226483,24.59581881533101,23.156794425087107,29.017421602787454,28.05574912891986,29.972125435540068,28.75261324041812,29.38327526132404,15.466898954703831,18.48432055749129,28.7595818815331,29.50871080139373,31.522648083623693,23.51567944250871,31.0,33.0,33.0,31.0,28.0,33.0,24.0,27.0,33.0,34.0,31.0,31.0,27.0,39.0,31.0,29.0,26.0,34.0,32.0,36.0,35.0,34.0,20.0,20.0,33.0,32.0,38.0,28.0,38.0,719.69,780.0,14118.0,277.87,10.551587301587302,0.057882962876220946,0.05788296287621982,0.5621693121693122,6,0.0,0.0,True,True,True,True,True,True,True,6,1,425,0,28,1,1,0.37176470588235294,0.37176470588235294,413441.0,1183.0
euro28,450.0,30.202090592334496,28.70731707317073,32.940766550522646,25.05574912891986,32.97212543554007,24.951219512195124,26.285714285714285,28.693379790940767,27.313588850174217,30.56794425087108,29.38675958188153,26.59581881533101,35.498257839721255,28.857142857142858,24.505226480836235,26.121951219512194,30.07317073170732,28.05574912891986,29.804878048780488,28.78048780487805,32.02090592334495,18.407665505226483,19.04878048780488,32.30662020905923,29.33101045296167,31.885017421602782,24.86759581881533,30.372822299651567,34.0,34.0,40.0,30.0,41.0,26.0,31.0,33.0,33.0,35.0,32.0,31.0,42.0,34.0,28.0,30.0,37.0,32.0,37.0,36.0,39.0,23.0,20.0,38.0,32.0,37.0,29.0,36.0,752.26,818.0,14499.0,282.33,11.091269841269842,0.07075665830145794,0.07075665830145789,0.5952380952380952,7,0.0,0.0,True,True,True,True,True,True,True,7,1,450,0,28,1,1,0.37333333333333335,0.37333333333333335,488097.0,1169.0
euro28,475.0,30.21602787456446,28.846689895470384,31.128919860627175,23.682926829268293,30.45644599303136,28.153310104529616,23.97909407665505,28.303135888501743,27.742160278745644,31.902439024390244,32.397212543554005,26.50871080139373,34.56445993031359,31.341463414634145,22.73170731707317,27.78397212543554,29.770034843205572,31.306620209059236,32.26480836236934,28.794425087108014,30.72473867595819,18.29616724738676,22.968641114982574,31.679442508710803,31.797909407665504,31.43554006968641,26.05574912891986,29.264808362369337,35.0,35.0,35.0,27.0,33.0,29.0,27.0,33.0,33.0,35.0,38.0,29.0,41.0,34.0,24.0,32.0,34.0,37.0,41.0,35.0,35.0,19.0,26.0,38.0,37.0,36.0,30.0,34.0,770.41,830.0,14487.0,284.49,11.484126984126984,0.0568471451606682,0.05684714516067078,0.6283068783068783,7,0.0,0.0,True,True,True,True,True,True,True,8,1,475,0,28,1,1,0.3873684210526316,0.3873684210526316,569782.0,1157.0
euro28,500.0,30.749128919860627,29.682926829268293,31.81881533101045,24.51219512195122,32.358885017421606,29.581881533101047,27.313588850174217,32.10801393728223,28.20905923344948,33.059233449477354,32.77700348432056,27.94076655052265,34.58536585365854,35.12891986062718,24.70383275261324,27.33101045296167,29.48432055749129,31.334494773519165,30.9198606271777,27.78048780487805,32.66202090592334,20.16376306620209,26.013937282229964,33.65505226480836,30.128919860627175,30.18815331010453,24.871080139372825,30.930313588850176,34.0,36.0,36.0,27.0,37.0,33.0,35.0,39.0,33.0,39.0,35.0,30.0,40.0,38.0,26.0,32.0,33.0,36.0,38.0,32.0,38.0,22.0,30.0,38.0,33.0,33.0,27.0,36.0,796.13,858.0,14781.0,278.6,11.818783068783068,0.05931273084310528,0.05931273084310602,0.6613756613756614,7,0.0,0.0,True,True,True,True,True,True,True,8,1,500,0,28,1,1,0.396,0.396,665754.0,1146.0
euro28,525.0,30.02787456445993,33.78397212543554,32.818815331010455,26.51219512195122,34.26132404181185,30.13240418118467,27.445993031358885,30.390243902439025,31.128919860627175,34.68989547038328,34.59233449477352,29.48432055749129,34.508710801393725,36.0,26.07317073170732,27.05574912891986,30.48432055749129,32.91637630662021,31.98954703832753,28.18466898954704,34.80836236933798,19.29616724738676,25.36933797909408,32.73170731707317,29.83275261324042,33.44599303135889,27.02787456445993,33.14634146341464,34.0,41.0,36.0,29.0,40.0,36.0,33.0,37.0,36.0,43.0,39.0,31.0,41.0,39.0,31.0,32.0,34.0,40.0,40.0,34.0,41.0,20.0,27.0,38.0,32.0,38.0,30.0,40.0,822.31,886.0,15225.0,284.71,12.203703703703704,0.05221149164304654,0.05221149164304738,0.6944444444444444,7,0.0,0.0,True,True,True,True,True,True,True,8,1,525,0,28,1,1,0.4,0.4,764980.0,1133.0
euro28,550.0,29.303135888501743,35.73519163763066,37.80487804878049,27.968641114982574,34.78048780487805,29.634146341463413,29.857142857142858,30.07317073170732,30.78397212543554,34.01393728222997,36.88850174216028,31.27526132404181,35.35540069686411,40.47038327526133,29.128919860627175,29.390243902439025,30.48432055749129,34.41114982578397,32.30662020905923,29.445993031358885,35.79094076655052,19.29616724738676,27.08710801393728,33.174216027874564,31.78745644599303,33.18815331010453,30.05574912891986,35.059233449477354,32.0,44.0,46.0,33.0,39.0,32.0,38.0,36.0,36.0,41.0,43.0,36.0,43.0,47.0,36.0,35.0,34.0,41.0,39.0,35.0,44.0,20.0,31.0,39.0,35.0,36.0,34.0,41.0,842.82,906.0,15498.0,285.15,12.708994708994709,0.04650193027038336,0.046501930270383435,0.7275132275132276,7,0.0,0.0,True,True,True,True,True,True,True,8,1,550,0,28,1,1,0.41454545454545455,0.41454545454545455,882366.0,1119.0
euro28,575.0,29.81881533101045,33.01045296167247,32.11149825783972,27.94425087108014,36.2822299651568,31.505226480836235,32.11498257839721,33.2404181184669,32.19163763066202,36.397212543554005,36.20557491289198,35.32752613240418,35.02439024390244,41.09756097560975,33.69337979094077,29.501742160278745,29.71080139372822,36.707317073170735,33.21602787456446,31.94425087108014,36.069686411149824,23.37979094076655,26.92682926829268,32.79442508710802,32.254355400696866,34.52264808362369,38.05226480836237,37.12891986062718,34.0,40.0,35.0,33.0,42.0,40.0,39.0,42.0,39.0,46.0,40.0,42.0,43.0,51.0,47.0,35.0,35.0,47.0,40.0,42.0,43.0,28.0,32.0,40.0,37.0,38.0,47.0,45.0,856.05,934.0,15909.0,285.11,12.998677248677248,0.042821440465040654,0.042821440465043555,0.7605820105820106,7,0.0,0.0,True,True,True,True,True,True,True,8,1,575,0,28,1,1,0.41739130434782606,0.41739130434782606,1000676.0,1109.0
euro28,600.0,31.54006968641115,38.163763066202094,37.78048780487805,28.013937282229964,35.86062717770035,31.78048780487805,32.78048780487805,33.40766550522648,31.0801393728223,38.0,36.170731707317074,30.5993031358885,36.11149825783972,42.36933797909408,33.275261324041814,32.853658536585364,30.393728222996515,34.94773519163763,38.61672473867596,33.55749128919861,35.742160278745644,26.874564459930312,27.32404181184669,34.57142857142857,33.55400696864111,35.15679442508711,41.602787456446,37.09756097560975,37.0,51.0,45.0,33.0,41.0,35.0,43.0,44.0,36.0,46.0,40.0,34.0,44.0,55.0,42.0,42.0,37.0,44.0,51.0,45.0,44.0,34.0,32.0,41.0,39.0,39.0,50.0,44.0,881.3,966.0,16224.0,285.62,13.41931216931217,0.035390578688627244,0.035390578688625,0.7936507936507936,7,0.0,0.0,True,True,True,True,True,True,True,10,1,600,0,28,1,1,0.43333333333333335,0.43333333333333335,1135382.0,1099.0
euro28,625.0,30.846689895470384,34.386759581881535,36.10801393728223,28.6411149825784,36.149825783972126,32.393728222996515,32.53310104529617,32.31010452961672,33.282229965156795,37.29616724738676,36.03135888501742,32.57839721254356,42.20905923344948,46.54703832752613,34.23693379790941,32.15679442508711,30.222996515679444,37.88501742160279,36.95470383275261,32.4808362369338,37.97560975609756,28.972125435540068,33.501742160278745,38.038327526132406,33.45296167247387,35.29965156794425,41.68292682926829,43.25435540069687,39.0,43.0,41.0,35.0,42.0,36.0,39.0,39.0,42.0,48.0,42.0,36.0,55.0,66.0,44.0,37.0,36.0,48.0,50.0,40.0,47.0,38.0,43.0,48.0,38.0,38.0,50.0,52.0,896.7,972.0,16419.0,288.7,13.805555555555555,0.02046700490509645,0.020467004905097202,0.8267195767195767,7,0.0,0.0,True,True,True,True,True,True,True,10,1,625,0,28,1,1,0.4416,0.4416,1279694.0,1085.0
euro28,650.0,32.75609756097561,34.56794425087108,39.52961672473867,28.390243902439025,40.22299651567944,34.09407665505226,34.32752613240418,34.362369337979096,32.10452961672474,36.45993031358885,38.6794425087108,34.03135888501742,42.48780487804878,43.498257839721255,37.00696864111498,35.13588850174216,30.536585365853657,36.25435540069687,37.97560975609756,37.70034843205575,38.3205574912892,28.686411149825783,32.99651567944251,38.67247386759582,35.54006968641115,34.0801393728223,42.39372822299652,42.930313588850176,40.0,44.0,47.0,36.0,51.0,45.0,42.0,47.0,38.0,45.0,53.0,42.0,56.0,56.0,50.0,46.0,35.0,44.0,49.0,47.0,50.0,34.0,43.0,51.0,43.0,37.0,50.0,57.0,915.96,1014.0,16650.0,295.79,14.19047619047619,0.02316124036424239,0.023161240364240603,0.8597883597883598,7,0.0,0.0,True,True,True,True,True,True,True,10,1,650,0,28,1,1,0.4523076923076923,0.4523076923076923,1439787.0,1074.0
euro28,100.0,4.0,4.0,12.578397212543551,7.0,9.0,6.0,7.365853658536586,5.0,6.0,6.0,10.86411149825784,7.0,6.0,5.0,6.0,6.0,12.0,8.0,4.0,9.526132404181183,5.0,6.0,9.731707317073171,8.0,9.282229965156796,10.0,5.0,4.0,4.0,4.0,14.0,7.0,9.0,6.0,8.0,5.0,6.0,6.0,12.0,7.0,6.0,5.0,6.0,6.0,12.0,8.0,4.0,12.0,5.0,6.0,11.0,8.0,10.0,10.0,5.0,4.0,195.73,198.0,3654.0,70.68,2.371693121693122,0.025485979996644776,0.02548597999664519,0.13227513227513227,0,0.08999999999999997,0.10562414266117984,False,False,True,True,True,False,True,0,1,100,0,28,3,1,0.14,0.14,6367.0,inf
euro28,125.0,7.0,6.45993031358885,12.0,7.940766550522648,11.45993031358885,6.0,7.0,6.0,8.0,6.0,13.317073170731708,10.0,10.78048780487805,7.0,6.0,6.0,15.0,9.0,4.0,12.0,7.0,6.515679442508711,12.46341463414634,11.557491289198609,10.515679442508713,12.0,6.498257839721254,5.0,7.0,7.0,12.0,9.0,12.0,6.0,7.0,6.0,8.0,6.0,15.0,10.0,12.0,7.0,6.0,6.0,15.0,9.0,4.0,13.0,7.0,7.0,13.0,12.0,11.0,12.0,8.0,5.0,239.07,244.0,4443.0,80.34,3.1626984126984126,-0.03284075713246527,-0.03284075713246493,0.16534391534391535,1,0.0,0.0,True,True,True,True,True,True,True,1,1,125,0,28,1,1,0.176,0.176,12390.0,1761.0
euro28,150.0,7.0,7.0,13.574912891986065,8.940766550522648,12.445993031358883,8.480836236933797,8.0,7.365853658536586,8.0,6.0,15.317073170731708,12.0,12.78048780487805,9.682926829268292,8.247386759581882,8.0,16.0,10.445993031358883,5.0,15.83623693379791,8.0,9.090592334494774,15.132404181184668,14.013937282229966,13.801393728222996,13.0,6.498257839721254,7.83623693379791,7.0,7.0,14.0,10.0,13.0,9.0,8.0,8.0,8.0,6.0,17.0,12.0,14.0,11.0,11.0,8.0,16.0,11.0,5.0,19.0,8.0,10.0,17.0,15.0,15.0,13.0,8.0,10.0,280.91,292.0,5283.0,92.2,3.7394179894179893,-0.007862748177258757,-0.007862748177258887,0.1984126984126984,1,0.0,0.0,True,True,True,True,True,True,True,1,1,150,0,28,1,1,0.18666666666666668,0.18666666666666668,21190.0,1640.0
euro28,175.0,8.0,8.45993031358885,14.425087108013935,12.940766550522648,14.905923344947736,9.787456445993032,10.445993031358883,9.0,8.0,6.0,16.926829268292682,17.282229965156795,14.696864111498256,9.965156794425088,8.658536585365853,9.0,18.0,13.445993031358883,6.0,17.853658536585368,10.0,9.369337979094077,17.463414634146343,15.013937282229966,13.515679442508713,14.0,6.498257839721254,9.83623693379791,8.0,9.0,17.0,14.0,16.0,11.0,11.0,9.0,8.0,6.0,18.0,18.0,16.0,12.0,10.0,9.0,18.0,14.0,6.0,23.0,10.0,11.0,18.0,16.0,14.0,14.0,8.0,12.0,322.98,338.0,6246.0,118.35,4.337301587301587,-0.04014313937318563,-0.04014313937318463,0.23148148148148148,2,0.0,0.0,True,True,True,True,True,True,True,2,1,175,0,28,1,1,0.21714285714285714,0.21714285714285714,33321.0,1550.0
euro28,200.0,12.0,12.104529616724738,14.853658536585366,14.6794425087108,15.81184668989547,12.40766550522648,13.491289198606273,10.0,8.0,6.0,18.317073170731707,17.0,16.78048780487805,13.337979094076656,8.456445993031359,11.0,18.0,15.445993031358883,6.0,18.32752613240418,12.421602787456449,15.306620209059233,18.38327526132404,17.013937282229964,15.466898954703831,17.585365853658537,8.498257839721255,10.83623693379791,12.0,14.0,16.0,17.0,17.0,14.0,14.0,10.0,8.0,6.0,20.0,17.0,18.0,16.0,9.0,11.0,18.0,16.0,6.0,22.0,15.0,17.0,20.0,18.0,16.0,18.0,10.0,13.0,368.58,384.0,7191.0,135.91,4.977513227513228,-0.06708501282754442,-0.06708501282754313,0.26455026455026454,2,0.0,0.0,True,True,True,True,True,True,True,2,1,200,0,28,1,1,0.19,0.19,48180.0,1479.0
euro28,225.0,12.0,11.449477351916377,16.853658536585368,15.940766550522648,17.43554006968641,13.480836236933795,17.229965156794425,11.0,10.0,8.0,20.23693379790941,17.0,18.78048780487805,14.146341463414634,9.45644599303136,13.0,19.0,16.0,8.0,19.32752613240418,15.421602787456449,16.369337979094077,18.94773519163763,17.393728222996515,20.93728222996516,22.4006968641115,9.498257839721257,11.83623693379791,12.0,12.0,18.0,17.0,20.0,14.0,19.0,11.0,10.0,8.0,23.0,17.0,20.0,18.0,10.0,13.0,19.0,16.0,8.0,23.0,18.0,18.0,20.0,19.0,25.0,25.0,11.0,14.0,411.11,430.0,7833.0,145.54,5.689153439153439,-0.047431607958835775,-0.047431607958835484,0.2976190476190476,3,0.0,0.0,True,True,True,True,True,True,True,3,1,225,0,28,1,1,0.20444444444444446,0.20444444444444446,67845.0,1405.0
euro28,250.0,13.0,13.735191637630662,17.853658536585368,18.041811846689896,18.43554006968641,14.477351916376309,17.229965156794425,14.0,11.29616724738676,10.0,22.013937282229964,17.0,20.968641114982574,18.70731707317073,12.926829268292684,13.285714285714286,19.0,16.0,8.0,20.770034843205572,17.714285714285715,17.686411149825783,19.78048780487805,21.205574912891983,20.78048780487805,24.13240418118467,11.473867595818817,11.83623693379791,13.0,15.0,19.0,21.0,21.0,15.0,19.0,14.0,12.0,10.0,25.0,17.0,24.0,24.0,14.0,14.0,19.0,16.0,8.0,25.0,21.0,20.0,21.0,26.0,24.0,28.0,13.0,14.0,448.5,476.0,8895.0,167.01,6.351851851851852,0.00412388359845683,0.004123883598457906,0.3306878306878307,4,0.0,0.0,True,True,True,True,True,True,True,4,1,250,0,28,1,1,0.232,0.232,91757.0,1357.0
euro28,275.0,14.285714285714286,14.745644599303136,18.853658536585368,17.76306620209059,18.153310104529616,15.954703832752614,16.49128919860627,15.0,12.0,12.0,21.62369337979094,20.0,22.29268292682927,18.70731707317073,15.45644599303136,16.285714285714285,22.285714285714285,18.445993031358885,10.0,22.770034843205572,20.418118466898957,17.686411149825783,22.24738675958188,21.951219512195124,23.97560975609756,25.581881533101047,14.498257839721257,13.83623693379791,15.0,16.0,20.0,20.0,20.0,18.0,17.0,15.0,12.0,12.0,24.0,20.0,24.0,24.0,16.0,17.0,23.0,19.0,10.0,27.0,23.0,20.0,24.0,27.0,27.0,28.0,16.0,16.0,492.77,518.0,9720.0,185.93,6.997354497354498,-0.020469468409515586,-0.02046946840951512,0.3637566137566138,4,0.0,0.0,True,True,True,True,True,True,True,4,1,275,0,28,1,1,0.27636363636363637,0.27636363636363637,118478.0,1311.0
euro28,300.0,15.867595818815332,15.738675958188152,19.853658536585368,17.21951219512195,18.70731707317073,17.445993031358885,17.49128919860627,16.0,12.689895470383275,15.372822299651569,23.05574912891986,22.0,24.313588850174217,18.477351916376307,17.99651567944251,18.010452961672474,24.735191637630663,18.0,11.581881533101043,25.54703832752613,21.90592334494773,18.261324041811847,23.91289198606272,24.62020905923345,25.358885017421603,25.581881533101047,16.89198606271777,18.554006968641115,17.0,17.0,21.0,19.0,20.0,18.0,18.0,16.0,14.0,16.0,28.0,22.0,26.0,23.0,19.0,20.0,26.0,18.0,12.0,31.0,26.0,21.0,26.0,29.0,29.0,28.0,20.0,22.0,533.94,570.0,10650.0,199.94,7.511904761904762,-0.04957981657019409,-0.04957981657019536,0.3968253968253968,4,0.0,0.0,True,True,True,True,True,True,True,4,1,300,0,28,1,1,0.31333333333333335,0.31333333333333335,150814.0,1283.0
euro28,325.0,16.864111498257838,17.735191637630663,20.853658536585368,18.76306620209059,20.442508710801395,18.91289198606272,17.954703832752614,20.16376306620209,15.132404181184668,15.0,22.94773519163763,25.738675958188157,26.3205574912892,21.32404181184669,18.99651567944251,19.519163763066203,26.742160278745644,21.7595818815331,14.578397212543551,29.198606271777003,22.264808362369337,18.54006968641115,23.91289198606272,24.82578397212544,26.993031358885016,28.14982578397213,17.89198606271777,18.501742160278745,18.0,19.0,22.0,21.0,25.0,22.0,19.0,22.0,17.0,15.0,26.0,28.0,29.0,27.0,20.0,22.0,28.0,24.0,15.0,37.0,28.0,22.0,26.0,30.0,32.0,32.0,21.0,21.0,571.3,616.0,11478.0,224.52,8.051587301587302,-0.05831090922173753,-0.0583109092217382,0.4298941798941799,6,0.0,0.0,True,True,True,True,True,True,True,6,1,325,0,28,1,1,0.3076923076923077,0.3076923076923077,191172.0,1264.0
euro28,350.0,18.48780487804878,18.735191637630663,23.4808362369338,18.21951219512195,22.442508710801395,23.526132404181183,18.358885017421603,20.16376306620209,16.13240418118467,15.0,24.37630662020906,26.738675958188157,30.78745644599303,22.526132404181183,18.99651567944251,21.519163763066203,26.7595818815331,23.7595818815331,17.662020905923345,29.519163763066203,23.26829268292683,19.261324041811847,23.445993031358885,28.92682926829268,26.526132404181183,30.98954703832753,18.70383275261324,18.501742160278745,20.0,20.0,25.0,20.0,27.0,27.0,20.0,22.0,18.0,15.0,28.0,29.0,35.0,29.0,20.0,24.0,28.0,26.0,18.0,38.0,29.0,22.0,25.0,36.0,31.0,36.0,23.0,21.0,606.61,656.0,12444.0,241.68,8.556878306878307,-0.05001441349682993,-0.05001441349682841,0.46296296296296297,6,0.0,0.0,True,True,True,True,True,True,True,6,1,350,0,28,1,1,0.30857142857142855,0.30857142857142855,239560.0,1240.0
euro28,375.0,20.4390243902439,18.72473867595819,26.533101045296167,21.4006968641115,25.170731707317078,27.522648083623693,19.32404181184669,22.16376306620209,17.505226480836235,16.0,25.37630662020906,29.738675958188157,31.24738675958188,24.526132404181183,20.99651567944251,24.536585365853657,27.29268292682927,25.7595818815331,21.689895470383277,32.02787456445993,23.26829268292683,18.90592334494773,25.588850174216027,28.92682926829268,26.254355400696863,31.857142857142858,20.70383275261324,19.501742160278745,23.0,20.0,31.0,23.0,31.0,32.0,22.0,24.0,20.0,16.0,29.0,32.0,36.0,31.0,22.0,28.0,29.0,28.0,23.0,40.0,29.0,21.0,27.0,36.0,30.0,36.0,25.0,22.0,647.81,698.0,13344.0,264.55,9.236772486772487,-0.053904716231743845,-0.05390471623174364,0.49603174603174605,6,0.0,0.0,True,True,True,True,True,True,True,6,1,375,0,28,1,1,0.33066666666666666,0.33066666666666666,292657.0,1220.0
euro28,400.0,22.48780487804878,20.735191637630663,26.738675958188157,23.4006968641115,25.170731707317078,30.38327526132404,20.51567944250871,25.463414634146343,17.871080139372822,17.689895470383274,25.54006968641115,30.738675958188157,31.550522648083625,25.23693379790941,21.83275261324042,26.02787456445993,28.29268292682927,26.7595818815331,23.49825783972125,33.8397212543554,25.282229965156795,18.90592334494773,26.94425087108014,29.92682926829268,27.630662020905923,33.54703832752613,21.682926829268293,21.700348432055748,24.0,22.0,32.0,25.0,31.0,36.0,24.0,28.0,19.0,18.0,29.0,33.0,37.0,31.0,25.0,29.0,30.0,29.0,25.0,45.0,28.0,21.0,30.0,37.0,32.0,38.0,26.0,26.0,684.32,742.0,14235.0,281.67,9.66005291005291,-0.06791807625632049,-0.06791807625631782,0.5291005291005291,6,0.0,0.0,True,True,True,True,True,True,True,6,1,400,0,28,1,1,0.345,0.345,352373.0,1203.0
