topology,n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot,average_node_connectivity,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,density,edge_connectivity,flow_hierarchy,global_reaching_centrality,is_aperiodic,is_attracting_component,is_multigraphical,is_pseudographical,is_semiconnected,is_strongly_connected,is_weakly_connected,node_connectivity,number_attracting_components,number_of_edges,number_of_isolates,number_of_nodes,number_strongly_connected_components,number_weakly_connected_components,overall_reciprocity,reciprocity,s_metric,wiener_index
euro28,350.0,21.923344947735192,24.020905923344948,23.75609756097561,16.372822299651567,16.49128919860627,20.75609756097561,19.766550522648085,34.062717770034844,25.407665505226483,22.11498257839721,26.45296167247387,12.975609756097562,17.0,25.60975609756097,22.968641114982574,14.275261324041812,20.50871080139373,27.581881533101047,16.606271777003485,19.67595818815331,27.156794425087107,21.846689895470384,22.341463414634145,23.32752613240418,21.98606271777004,22.76306620209059,20.390243902439025,25.860627177700348,24.0,25.0,25.0,17.0,19.0,22.0,21.0,39.0,27.0,24.0,28.0,14.0,17.0,30.0,25.0,15.0,22.0,31.0,19.0,22.0,29.0,25.0,24.0,26.0,23.0,24.0,21.0,28.0,611.42,658.0,11772.0,219.44,8.09920634920635,0.01652588029778483,0.016525880297785674,0.46296296296296297,5,0.0,0.0,True,True,True,True,True,True,True,5,1,350,0,28,1,1,0.32,0.32,237135.0,1249.0
euro28,375.0,23.285714285714285,24.020905923344948,24.02787456445993,16.418118466898953,15.742160278745644,20.75609756097561,19.38327526132404,36.04878048780488,28.32404181184669,23.78048780487805,28.45296167247387,16.118466898954704,19.0,26.372822299651567,25.26829268292683,16.51567944250871,21.682926829268293,27.4808362369338,18.606271777003485,18.38675958188153,29.4808362369338,26.51219512195122,23.365853658536587,26.04878048780488,21.98606271777004,23.390243902439025,22.75261324041812,26.853658536585368,26.0,25.0,26.0,18.0,17.0,22.0,20.0,40.0,30.0,26.0,30.0,19.0,19.0,32.0,28.0,19.0,23.0,31.0,21.0,20.0,32.0,30.0,26.0,28.0,23.0,24.0,24.0,29.0,644.45,692.0,12438.0,230.67,8.578042328042327,0.03571213285526707,0.035712132855268246,0.49603174603174605,5,0.0,0.0,True,True,True,True,True,True,True,6,1,375,0,28,1,1,0.336,0.336,291498.0,1232.0
euro28,400.0,24.738675958188157,26.020905923344948,25.29965156794425,19.358885017421603,18.118466898954704,20.75609756097561,22.13588850174216,39.0801393728223,30.696864111498257,23.78048780487805,29.94076655052265,19.0,20.0,27.60975609756097,25.97560975609756,16.51567944250871,21.686411149825783,28.13588850174216,20.04878048780488,18.665505226480835,29.76306620209059,29.898954703832757,24.006968641114984,28.32752613240418,23.473867595818817,25.390243902439025,25.041811846689896,30.233449477351915,26.0,27.0,28.0,23.0,20.0,22.0,24.0,44.0,32.0,26.0,32.0,22.0,20.0,32.0,27.0,19.0,23.0,32.0,21.0,21.0,33.0,34.0,26.0,31.0,25.0,26.0,27.0,33.0,690.73,748.0,13554.0,256.32,9.183862433862434,0.03515942630978993,0.03515942630979011,0.5291005291005291,5,0.0,0.0,True,True,True,True,True,True,True,7,1,400,0,28,1,1,0.36,0.36,352091.0,1214.0
euro28,425.0,24.358885017421603,27.505226480836235,24.745644599303137,22.735191637630663,21.222996515679444,20.75609756097561,23.418118466898957,40.42508710801394,31.5993031358885,24.78048780487805,32.11498257839721,19.34494773519164,21.0,30.637630662020907,26.98606271777004,17.51567944250871,22.686411149825783,29.853658536585368,21.04878048780488,21.041811846689896,30.76306620209059,32.30662020905923,25.28919860627178,27.39721254355401,23.65156794425087,26.65853658536585,25.05226480836237,34.1219512195122,25.0,29.0,26.0,26.0,23.0,22.0,26.0,45.0,33.0,27.0,35.0,21.0,21.0,36.0,28.0,20.0,24.0,33.0,22.0,24.0,34.0,38.0,28.0,29.0,25.0,27.0,27.0,36.0,726.05,782.0,13932.0,262.76,9.708994708994709,0.027526626692443587,0.02752662669244264,0.5621693121693122,6,0.0,0.0,True,True,True,True,True,True,True,8,1,425,0,28,1,1,0.3623529411764706,0.3623529411764706,423452.0,1200.0
euro28,450.0,25.738675958188157,27.81184668989547,25.665505226480835,25.24738675958188,24.153310104529616,22.48432055749129,24.418118466898957,40.97212543554007,33.00696864111498,24.78048780487805,33.20557491289198,23.86411149825784,21.0,33.84320557491289,28.083623693379792,17.51567944250871,24.686411149825783,29.766550522648085,23.871080139372825,24.26829268292683,31.37979094076655,37.31358885017421,25.37979094076655,29.5993031358885,24.26829268292683,26.94076655052265,25.05226480836237,36.88850174216028,27.0,29.0,27.0,28.0,26.0,23.0,27.0,47.0,37.0,27.0,37.0,27.0,21.0,38.0,30.0,20.0,26.0,33.0,25.0,27.0,35.0,43.0,28.0,31.0,26.0,28.0,27.0,40.0,765.18,824.0,14868.0,271.72,10.21957671957672,0.02427634834207538,0.024276348342074625,0.5952380952380952,8,0.0,0.0,True,True,True,True,True,True,True,8,1,450,0,28,1,1,0.38222222222222224,0.38222222222222224,501042.0,1184.0
euro28,475.0,26.358885017421603,27.390243902439025,26.693379790940767,28.390243902439025,25.09756097560976,25.142857142857142,24.97560975609756,40.47038327526133,33.285714285714285,26.693379790940767,33.31707317073171,22.48780487804878,25.665505226480835,37.8780487804878,29.44947735191637,16.930313588850176,25.34843205574913,32.42508710801394,25.4808362369338,25.041811846689896,33.37979094076655,36.62020905923345,27.37979094076655,29.665505226480835,26.75609756097561,27.29965156794425,28.313588850174217,38.1184668989547,27.0,29.0,29.0,33.0,27.0,26.0,28.0,44.0,37.0,28.0,36.0,23.0,26.0,42.0,32.0,18.0,27.0,36.0,26.0,28.0,37.0,40.0,30.0,30.0,29.0,29.0,29.0,40.0,803.07,858.0,15528.0,286.83,10.972222222222221,0.011922736950109855,0.011922736950108063,0.6283068783068783,8,0.0,0.0,True,True,True,True,True,True,True,8,1,475,0,28,1,1,0.3873684210526316,0.3873684210526316,585227.0,1164.0
euro28,500.0,26.665505226480835,30.125435540069688,29.017421602787454,27.65853658536585,24.801393728223,28.045296167247383,25.70383275261324,38.6794425087108,32.33797909407666,30.466898954703836,35.36933797909408,25.48780487804878,27.250871080139373,37.6794425087108,32.69686411149826,17.588850174216027,27.34843205574913,30.916376306620208,26.278745644599304,27.965156794425088,36.58536585365854,35.61672473867596,28.00348432055749,29.65156794425087,27.65156794425087,29.34494773519164,28.313588850174217,39.46689895470383,27.0,32.0,31.0,30.0,27.0,31.0,28.0,40.0,35.0,32.0,41.0,26.0,29.0,43.0,34.0,19.0,29.0,33.0,27.0,30.0,40.0,38.0,30.0,30.0,29.0,31.0,29.0,41.0,831.41,876.0,15708.0,287.89,11.390211640211641,0.031983421111578245,0.03198342111157994,0.6613756613756614,8,0.0,0.0,True,True,True,True,True,True,True,8,1,500,0,28,1,1,0.4,0.4,678523.0,1152.0
euro28,525.0,26.358885017421603,33.6794425087108,30.644599303135887,27.24738675958188,28.156794425087107,28.38675958188153,28.317073170731707,38.01742160278746,31.67595818815331,31.32404181184669,34.87108013937282,25.871080139372825,28.250871080139373,37.19512195121951,34.45644599303136,17.930313588850176,29.693379790940767,30.156794425087107,28.414634146341463,30.97560975609756,35.73170731707317,37.47386759581882,30.428571428571427,29.306620209059236,29.853658536585368,28.51567944250871,29.313588850174217,39.46689895470383,27.0,38.0,33.0,31.0,30.0,31.0,31.0,39.0,33.0,32.0,39.0,27.0,30.0,41.0,37.0,19.0,31.0,32.0,30.0,34.0,39.0,40.0,33.0,30.0,32.0,30.0,30.0,41.0,849.16,888.0,15876.0,284.23,12.00925925925926,0.03858086132044586,0.03858086132044635,0.6944444444444444,8,0.0,0.0,True,True,True,True,True,True,True,8,1,525,0,28,1,1,0.41904761904761906,0.41904761904761906,779882.0,1137.0
euro28,550.0,29.7595818815331,36.58885017421603,34.61672473867596,28.86411149825784,29.54006968641115,28.38675958188153,28.317073170731707,41.21951219512195,31.801393728223,32.32404181184669,33.90243902439025,28.54355400696864,27.585365853658537,37.397212543554005,36.45993031358885,18.313588850174217,31.519163763066203,31.665505226480835,29.18815331010453,32.609756097560975,39.33449477351916,38.87108013937282,32.801393728223,30.306620209059236,29.32752613240418,28.51567944250871,30.313588850174217,38.97212543554007,33.0,44.0,36.0,32.0,32.0,31.0,31.0,45.0,34.0,33.0,37.0,31.0,29.0,43.0,42.0,20.0,33.0,33.0,32.0,36.0,45.0,43.0,36.0,31.0,31.0,30.0,31.0,40.0,865.73,902.0,15750.0,287.49,12.48015873015873,0.061504919232145086,0.06150491923214608,0.7275132275132276,8,0.0,0.0,True,True,True,True,True,True,True,8,1,550,0,28,1,1,0.43636363636363634,0.43636363636363634,897098.0,1125.0
euro28,575.0,29.87804878048781,34.749128919860624,33.815331010452965,29.341463414634145,29.533101045296167,30.59581881533101,28.421602787456447,41.20209059233449,32.059233449477354,33.31707317073171,37.83623693379791,28.853658536585368,30.00348432055749,39.2822299651568,36.00696864111498,19.693379790940767,30.794425087108014,33.46689895470383,28.38675958188153,31.82926829268293,37.45993031358885,38.43554006968641,33.278745644599304,31.686411149825783,28.54355400696864,29.65853658536585,30.97909407665505,37.97212543554007,32.0,39.0,37.0,33.0,32.0,34.0,30.0,46.0,35.0,36.0,43.0,30.0,32.0,45.0,38.0,22.0,33.0,38.0,29.0,38.0,43.0,40.0,37.0,33.0,32.0,30.0,32.0,39.0,886.7,936.0,16329.0,289.94,12.768518518518519,0.04217424588728332,0.04217424588728493,0.7605820105820106,8,0.0,0.0,True,True,True,True,True,True,True,9,1,575,0,28,1,1,0.43478260869565216,0.43478260869565216,1021528.0,1116.0
euro28,600.0,30.930313588850176,33.6794425087108,34.44947735191638,28.82926829268293,29.8397212543554,30.48780487804878,27.9198606271777,42.26829268292683,31.045296167247383,34.721254355400696,37.724738675958186,30.303135888501743,29.303135888501743,38.68989547038328,39.33449477351916,20.233449477351915,33.45993031358885,34.142857142857146,28.38675958188153,30.67595818815331,38.06271777003485,40.177700348432055,35.57491289198606,32.30662020905923,29.933797909407662,30.961672473867598,30.97909407665505,39.19512195121951,34.0,39.0,37.0,32.0,33.0,34.0,31.0,48.0,34.0,40.0,43.0,32.0,32.0,44.0,42.0,23.0,37.0,39.0,29.0,36.0,44.0,45.0,41.0,33.0,34.0,32.0,32.0,42.0,900.09,958.0,16335.0,291.26,13.062169312169312,0.04334400567176682,0.043344005671762734,0.7936507936507936,8,0.0,0.0,True,True,True,True,True,True,True,9,1,600,0,28,1,1,0.44,0.44,1158744.0,1108.0
euro28,625.0,29.02787456445993,33.67247386759582,35.68641114982579,30.142857142857142,33.20209059233449,32.609756097560975,27.43205574912892,41.87108013937282,32.02439024390244,35.386759581881535,39.07665505226481,30.634146341463413,28.66898954703833,41.37282229965157,40.609756097560975,20.808362369337974,33.45993031358885,35.498257839721255,28.662020905923345,33.66550522648084,41.362369337979096,40.22648083623693,36.51219512195122,30.306620209059236,29.9198606271777,31.97560975609756,32.11498257839721,39.21254355400697,32.0,38.0,40.0,35.0,38.0,37.0,31.0,49.0,33.0,41.0,44.0,32.0,32.0,47.0,44.0,25.0,37.0,40.0,29.0,40.0,46.0,43.0,42.0,31.0,34.0,34.0,35.0,43.0,919.82,984.0,16782.0,291.7,13.415343915343914,0.02599691083782601,0.02599691083782421,0.8267195767195767,8,0.0,0.0,True,True,True,True,True,True,True,9,1,625,0,28,1,1,0.448,0.448,1312763.0,1097.0
euro28,650.0,30.89547038327526,36.99651567944251,36.45993031358885,32.86062717770035,35.77003484320557,31.020905923344948,29.571428571428573,41.9581881533101,35.44599303135889,38.42160278745644,43.46689895470383,36.32404181184669,32.14634146341464,42.78048780487805,43.01742160278746,24.250871080139373,32.55400696864111,40.17421602787456,30.71080139372822,34.20905923344948,42.98954703832753,41.23693379790941,38.08362369337979,30.306620209059236,28.634146341463413,32.33101045296167,31.411149825783973,40.66898954703833,35.0,44.0,41.0,38.0,41.0,34.0,34.0,47.0,38.0,44.0,51.0,40.0,38.0,49.0,47.0,27.0,38.0,48.0,32.0,41.0,48.0,45.0,46.0,31.0,34.0,34.0,35.0,46.0,961.07,1042.0,17328.0,294.18,14.005291005291005,0.03331296036591977,0.03331296036592055,0.8597883597883598,10,0.0,0.0,True,True,True,True,True,True,True,10,1,650,0,28,1,1,0.4676923076923077,0.4676923076923077,1468198.0,1082.0
euro28,100.0,8.0,11.0,12.0,10.0,9.0,5.0,9.0,7.0,7.0,10.0,6.0,12.0,5.0,5.0,8.0,2.0,7.0,8.0,6.0,6.0,9.0,4.0,6.0,4.0,7.0,6.0,4.0,5.0,8.0,11.0,12.0,10.0,9.0,5.0,9.0,7.0,7.0,10.0,6.0,12.0,5.0,5.0,8.0,2.0,7.0,8.0,6.0,6.0,9.0,4.0,6.0,4.0,7.0,6.0,4.0,5.0,198.0,198.0,3315.0,59.49,2.537037037037037,-0.01949900997667845,-0.019499009976678236,0.13227513227513227,1,0.0,0.0,True,True,True,True,True,True,True,1,1,100,0,28,1,1,0.1,0.1,6310.0,2008.0
euro28,125.0,9.0,13.0,12.404181184668987,11.0,10.0,7.0,10.0,10.0,11.404181184668987,10.0,6.0,14.0,7.0,8.0,9.0,2.0,8.0,9.233449477351916,10.0,7.0,10.0,4.0,7.0,4.0,9.0,9.233449477351916,4.40418118466899,6.40418118466899,9.0,13.0,13.0,11.0,10.0,7.0,10.0,10.0,12.0,10.0,6.0,14.0,7.0,8.0,9.0,2.0,8.0,10.0,10.0,7.0,10.0,4.0,7.0,4.0,9.0,10.0,5.0,7.0,238.08,242.0,4152.0,76.02,3.10978835978836,-0.024253865901730832,-0.024253865901732057,0.16534391534391535,1,0.0,0.0,True,True,True,True,True,True,True,1,1,125,0,28,1,1,0.096,0.096,12251.0,1835.0
euro28,150.0,12.0,15.094076655052264,14.404181184668987,12.0,15.104529616724738,12.0,11.0,13.404181184668987,13.498257839721257,12.0,7.0,15.0,9.0,8.0,9.0,5.0,8.0,11.233449477351916,11.0,8.40766550522648,13.707317073170731,7.815331010452962,10.0,5.0,10.0,10.233449477351916,4.40418118466899,7.40418118466899,12.0,16.0,15.0,12.0,16.0,12.0,11.0,14.0,15.0,12.0,7.0,15.0,9.0,8.0,9.0,5.0,8.0,12.0,11.0,9.0,14.0,9.0,10.0,5.0,10.0,11.0,5.0,8.0,289.09,296.0,4992.0,98.71,3.812169312169312,-0.07784185810728805,-0.07784185810728979,0.1984126984126984,1,0.0,0.0,True,True,True,True,True,True,True,2,1,150,0,28,1,1,0.09333333333333334,0.09333333333333334,20302.0,1683.0
euro28,175.0,14.0,16.0,18.0,14.0,15.70034843205575,14.233449477351916,12.0,14.0,12.0,14.0,9.0,15.0,12.0,11.0,11.0,7.0,8.0,12.951219512195122,12.0,9.101045296167248,16.4006968641115,8.815331010452962,12.0,5.951219512195122,11.0,11.233449477351916,4.40418118466899,9.404181184668987,14.0,16.0,18.0,14.0,16.0,15.0,12.0,14.0,12.0,14.0,9.0,15.0,12.0,11.0,11.0,7.0,8.0,14.0,12.0,10.0,17.0,10.0,12.0,7.0,11.0,12.0,5.0,10.0,330.2,338.0,5886.0,109.68,4.458994708994709,-0.07378900366778536,-0.07378900366778507,0.23148148148148148,2,0.0,0.0,True,True,True,True,True,True,True,2,1,175,0,28,1,1,0.16,0.16,31445.0,1560.0
euro28,200.0,14.0,18.0,18.81184668989547,15.0,17.4006968641115,15.233449477351916,13.0,15.70034843205575,13.404181184668987,14.0,11.40766550522648,17.0,14.0,12.70383275261324,14.404181184668987,9.0,8.40766550522648,14.655052264808363,14.40766550522648,11.4006968641115,17.407665505226483,9.707317073170731,12.0,5.951219512195122,12.0,12.233449477351916,6.40418118466899,11.80836236933798,14.0,18.0,20.0,15.0,18.0,16.0,13.0,16.0,14.0,14.0,12.0,17.0,14.0,13.0,15.0,9.0,9.0,16.0,15.0,12.0,18.0,10.0,12.0,7.0,12.0,13.0,7.0,13.0,369.45,382.0,6495.0,120.07,5.130952380952381,-0.030887010233940318,-0.030887010233939936,0.26455026455026454,2,0.0,0.0,True,True,True,True,True,True,True,3,1,200,0,28,1,1,0.2,0.2,45581.0,1480.0
