,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650
time_ms,461.22,259.808,180.234,182.558,164.773,165.709,159.634,183.297,177.536,201.792,284.114,231.541,353.743,266.043,332.133,358.898,348.484,505.706,601.883,687.799,968.664,1732.875,1912.252
time_ms,46.976,61.95,79.26,111.529,116.619,113.071,176.736,141.995,154.2,168.137,185.422,215.644,222.683,244.8,274.968,291.343,316.521,351.213,440.203,839.296,893.794,1195.137,1609.718
time_ms,53.871,77.973,92.516,87.676,102.69,114.877,145.313,178.295,172.915,174.587,192.125,220.623,240.463,250.071,268.091,297.451,305.906,337.256,448.2,558.307,641.442,845.141,1476.909
time_ms,46.076,61.465,76.102,87.161,99.266,120.964,135.793,166.528,183.673,200.953,227.953,310.434,258.584,253.903,273.258,330.588,419.483,469.077,587.243,741.772,986.073,1000.663,1495.973
time_ms,46.931,61.605,77.816,87.055,100.461,115.439,128.262,147.623,178.816,182.559,200.528,215.685,222.629,241.366,269.451,290.21,318.316,340.916,397.418,562.664,632.246,987.276,1422.791
time_ms,55.784,62.393,81.987,105.711,101.466,126.422,129.432,144.457,162.389,189.874,223.399,220.694,233.599,270.635,317.608,345.168,431.05,430.475,682.378,789.395,1025.189,1417.124,1556.252
time_ms,44.738,61.65,81.894,91.652,109.77,115.187,145.334,151.912,177.364,191.933,213.722,249.455,249.899,276.533,269.075,310.05,313.505,349.796,366.448,572.287,683.777,790.816,1375.586
time_ms,48.757,67.481,81.17,87.91,105.524,117.959,147.497,147.45,158.465,177.398,202.592,222.376,234.953,255.125,282.559,307.199,349.525,688.579,696.444,885.667,1064.011,1474.476,1866.32
time_ms,47.272,66.952,73.824,86.718,102.17,118.963,147.698,159.095,167.992,190.589,194.26,212.644,245.259,265.086,298.4,334.713,369.887,494.269,703.308,920.667,1266.555,1460.051,1593.219
time_ms,479.26,206.711,165.73,145.7,154.866,146.932,174.81,174.997,182.722,187.114,218.027,307.798,408.267,288.163,294.332,319.759,342.497,391.452,513.523,688.563,737.967,1079.197,1383.414
time_ms,485.339,236.04,183.924,192.505,232.882,152.428,148.105,169.488,174.913,192.17,206.397,231.095,355.728,325.788,320.258,331.758,328.212,452.246,651.737,804.479,1130.39,1132.763,1581.262
time_ms,45.891,82.757,83.561,97.871,107.993,122.202,140.73,163.019,210.779,185.3,200.04,217.087,250.587,253.85,276.414,301.771,335.036,393.732,453.703,687.067,973.112,1192.765,1459.945
time_ms,45.687,61.196,71.371,91.088,94.232,110.89,121.736,140.355,159.979,168.618,199.56,213.325,237.468,248.904,287.562,304.609,352.946,373.855,459.956,548.217,681.167,822.823,997.641
time_ms,44.139,59.142,92.94,83.331,95.733,112.198,125.853,139.737,159.332,184.826,189.938,219.35,237.039,263.947,274.997,295.495,330.749,584.676,626.873,647.288,1092.373,1345.615,1578.498
time_ms,47.375,60.599,74.565,84.343,105.027,126.802,145.866,155.418,183.639,177.216,194.396,213.18,245.045,251.868,298.841,389.029,506.817,602.536,723.705,862.389,1442.36,1291.901,1894.395
time_ms,46.036,59.729,72.224,82.82,108.301,114.886,129.365,140.387,153.433,175.412,197.108,203.96,236.774,264.183,299.997,325.466,335.74,569.543,683.404,573.406,727.127,1112.338,1471.97
time_ms,50.787,82.963,74.115,84.183,96.901,110.772,150.926,142.607,156.526,173.461,208.821,208.999,220.443,238.008,276.783,367.149,439.568,545.478,592.304,1014.256,1093.197,1182.276,1448.497
time_ms,44.962,77.124,81.351,88.671,103.394,118.883,138.706,147.146,235.051,175.813,187.997,224.95,224.309,267.71,275.162,307.806,331.083,377.616,396.293,619.032,755.547,1086.123,1258.04
time_ms,44.753,61.511,93.435,95.553,95.8,110.806,124.859,149.974,156.503,177.693,194.492,208.899,233.44,261.671,289.374,324.824,482.798,542.204,927.705,1054.289,1252.922,1524.592,1977.724
time_ms,46.214,60.257,73.816,83.242,96.809,111.342,126.293,139.131,170.462,184.654,198.052,223.462,237.512,260.529,275.567,302.684,358.882,457.321,450.805,748.05,960.377,1295.719,1630.021
time_ms,484.756,216.851,162.667,173.598,177.675,189.998,163.224,173.389,193.673,208.776,298.307,346.958,298.189,316.515,325.823,350.161,503.567,743.877,1111.174,1247.324,1281.393,1732.05,2098.779
time_ms,46.584,66.37,79.502,100.723,110.233,129.81,140.613,154.723,167.958,184.669,214.714,227.887,262.701,280.909,391.613,336.373,323.839,382.611,649.953,801.589,1008.596,1392.514,1718.544
time_ms,45.866,61.424,77.485,116.643,97.234,112.825,143.984,147.623,160.677,176.893,196.447,229.409,230.004,251.717,268.065,307.109,356.844,396.695,544.008,651.36,743.45,930.491,1045.024
time_ms,44.748,61.505,75.522,95.735,99.372,123.303,126.717,149.19,157.551,187.377,211.859,227.095,246.77,270.869,320.72,369.92,325.232,425.391,466.515,615.287,1076.584,1472.117,1722.004
time_ms,46.318,62.385,78.746,87.499,103.268,115.405,130.903,149.306,171.882,177.008,194.847,211.473,240.468,256.604,273.311,286.874,335.143,435.702,488.43,898.137,909.496,1198.919,1611.331
time_ms,52.521,61.489,73.54,96.738,103.455,119.77,124.491,140.407,164.026,180.073,198.054,237.168,261.842,289.907,295.897,325.472,400.644,453.505,552.76,684.691,841.886,1129.722,1472.63
time_ms,45.145,61.983,78.75,86.572,100.118,113.885,130.266,144.841,161.102,195.025,191.345,209.083,223.397,252.245,280.444,296.433,318.581,393.025,574.106,923.515,1373.121,1321.084,1374.739
time_ms,44.445,59.83,75.446,84.519,106.206,118.191,136.784,159.396,179.962,205.568,193.567,221.355,228.156,241.801,270.481,325.24,315.689,391.221,410.375,571.844,774.381,1039.232,1356.271
time_ms,46.651,66.271,76.144,84.365,116.046,127.846,128.813,141.94,160.757,193.88,200.086,211.198,225.148,260.016,276.606,337.73,493.339,626.761,878.053,965.263,1292.898,1476.516,2183.732
time_ms,473.44,216.367,182.935,162.122,161.26,194.238,172.452,158.677,177.883,272.807,284.159,355.129,266.968,393.542,308.988,306.03,364.862,551.628,854.418,717.356,988.347,1474.626,1479.626
time_ms,434.243,206.787,203.554,183.747,156.127,203.449,168.32,182.59,203.767,217.445,225.194,298.671,340.481,322.901,359.524,389.488,447.349,638.526,714.227,816.006,1231.878,1678.656,1881.541
time_ms,47.472,77.954,80.861,100.679,113.601,144.993,148.868,155.628,204.641,192.94,207.913,246.447,266.48,277.108,289.768,329.89,370.358,405.441,601.764,688.628,954.398,1327.073,1693.674
time_ms,47.474,64.191,73.28,84.996,115.609,111.297,124.522,152.001,161.927,181.438,203.281,223.485,242.664,261.483,291.475,307.745,373.287,420.243,446.532,637.28,841.936,913.992,1135.417
time_ms,45.843,80.477,80.9,86.652,104.465,120.778,129.078,148.739,166.288,181.688,199.182,219.343,255.401,262.271,300.322,331.668,375.752,520.074,661.913,687.206,1020.759,1365.808,1798.549
time_ms,46.626,63.419,78.74,87.897,100.801,135.689,140.673,161.098,165.571,180.696,212.862,217.914,232.861,268.784,293.373,319.203,440.889,680.092,572.288,1022.712,1187.717,1480.412,1913.116
time_ms,46.411,60.847,84.6,95.998,114.271,117.436,142.388,157.463,158.356,171.404,189.929,227.478,224.433,268.221,279.456,288.631,329.523,348.077,510.335,691.78,935.937,1149.508,1580.608
time_ms,45.564,61.802,74.966,97.307,99.69,122.258,131.06,152.771,167.787,186.566,195.415,227.367,256.969,266.859,331.537,317.562,418.465,427.795,441.689,612.19,899.273,1072.229,1831.69
time_ms,44.366,65.113,74.405,112.96,97.611,111.355,128.442,142.321,156.501,188.289,190.758,208.098,222.598,241.723,271.866,302.202,325.914,425.615,545.147,892.739,923.292,1067.561,1360.031
time_ms,54.54,65.792,83.69,90.216,107.845,117.037,188.615,158.926,161.184,173.977,209.662,207.77,243.412,267.141,280.41,296.655,373.602,520.291,678.143,810.979,1261.175,1512.715,1842.376
time_ms,45.26,60.221,75.62,94.916,107.627,127.528,139.804,167.254,183.046,214.512,225.449,379.24,235.48,251.819,275.197,295.872,338.435,387.638,428.816,651.785,717.627,1146.791,1650.642
time_ms,461.949,252.098,161.462,130.686,162.677,170.347,159.84,172.199,198.188,198.066,218.614,315.981,238.365,347.616,338.936,339.452,379.59,471.025,838.132,1000.626,1042.393,1238.176,1683.032
time_ms,45.633,80.156,73.933,95.407,105.159,125.591,149.498,191.379,220.202,226.227,191.014,212.301,229.81,242.96,273.529,275.457,318.996,366.202,418.523,734.572,1013.335,1139.721,1440.161
time_ms,42.386,55.887,69.194,81.198,90.957,113.403,124.564,150.226,150.112,176.723,190.953,198.336,227.821,247.784,271.939,282.254,312.701,359.727,399.307,545.044,653.622,802.265,1040.682
time_ms,43.022,65.198,86.428,82.535,94.692,154.784,170.473,244.869,173.619,169.385,194.845,199.317,217.086,233.456,275.775,324.969,342.118,470.019,598.243,679.796,1103.614,1469.425,1523.079
time_ms,44.1,61.068,74.385,82.633,96.863,112.494,124.563,143.758,158.829,183.177,184.733,211.403,231.197,247.801,265.657,313.194,430.254,560.434,768.707,951.096,1190.443,1336.937,1637.653
time_ms,43.018,56.412,68.546,78.315,101.584,111.767,125.542,144.549,167.594,169.617,182.963,195.395,223.028,227.703,264.833,273.475,297.274,317.337,378.23,509.629,698.801,1107.909,1621.665
time_ms,41.523,56.584,70.05,80.303,111.316,107.03,131.42,143.841,150.578,164.395,190.424,215.102,227.04,249.033,288.662,387.726,519.191,443.167,790.488,724.654,951.678,1265.698,1468.921
time_ms,42.172,56.199,91.062,81.086,104.427,106.376,129.325,141.721,149.929,173.464,187.437,203.584,223.531,244.685,267.36,302.068,327.333,371.482,506.096,579.479,703.703,1050.093,1212.215
time_ms,54.682,60.134,70.036,79.973,93.451,106.675,118.961,133.158,153.332,172.376,179.021,208.151,223.869,251.141,278.085,302.351,519.899,564.364,988.841,1082.836,1282.693,1791.441,1876.844
time_ms,41.961,55.497,70.05,79.459,91.375,118.25,119.662,134.775,147.851,172.263,186.667,202.228,227.595,249.024,274.716,303.751,320.003,386.543,533.473,632.288,911.41,1135.375,1344.407
time_ms,455.582,225.758,186.656,166.522,214.735,188.683,210.015,197.859,197.665,206.109,197.752,283.007,325.658,339.81,311.865,564.399,566.102,559.355,978.63,1081.699,1375.748,1929.283,2490.704
time_ms,50.466,77.394,84.121,96.14,101.91,127.931,137.299,160.303,199.522,261.778,373.667,216.819,262.924,259.483,281.156,277.68,329.902,450.463,533.741,706.063,993.516,1335.049,1754.298
time_ms,45.884,79.94,71.372,80.731,123.48,126.737,129.447,136.418,177.679,170.647,190.329,206.559,225.748,270.859,261.284,315.551,341.686,439.022,548.018,642.388,820.048,1111.797,1383.696
time_ms,57.359,57.97,76.215,90.469,102.072,113.383,138.162,150.798,169.286,191.088,338.088,206.768,222.231,246.44,265.166,277.645,320.889,332.999,781.899,630.831,875.282,1460.04,1498.398
time_ms,44.244,58.625,77.095,126.947,96.696,108.105,138.533,142.315,173.593,169.776,183.739,217.014,220.407,240.136,265.525,292.591,383.671,573.184,595.32,980.178,896.819,1486.628,1821.219
time_ms,45.344,68.198,137.435,99.783,128.337,103.611,120.632,134.869,148.253,176.381,179.475,198.516,216.13,242.038,265.949,296.262,366.329,396.714,517.829,649.874,865.76,1321.782,1526.162
time_ms,52.268,75.488,94.256,110.479,101.686,105.756,137.111,148.615,166.535,168.624,183.165,210.683,212.677,227.692,242.854,271.481,275.87,329.492,389.287,664.305,1026.937,1103.771,1051.238
time_ms,43.209,54.436,67.722,80.291,89.992,113.814,120.58,142.745,175.629,177.063,204.338,209.612,246.512,250.14,256.588,291.762,320.683,360.475,414.729,708.984,634.41,1087.29,1320.299
time_ms,44.511,56.89,68.907,81.247,94.873,107.586,137.973,153.49,152.189,166.828,195.324,201.09,213.573,245.8,263.522,419.833,370.113,653.065,807.913,939.24,1555.277,1460.639,1750.544
time_ms,41.775,75.06,66.38,92.785,116.679,116.946,134.049,218.148,153.446,169.352,188.659,221.133,221.088,254.929,260.216,281.96,345.317,531.508,513.833,702.458,937.415,1279.69,1395.277
time_ms,473.378,278.596,272.752,204.737,254.168,209.817,164.91,190.917,199.618,238.345,234.042,266.415,259.632,418.972,315.385,388.173,660.615,938.632,874.256,1289.93,1532.81,1836.489,2417.383
time_ms,56.693,79.574,86.011,119.489,120.471,164.741,145.891,165.84,174.014,210.062,218.6,230.508,250.359,276.832,320.793,340.996,381.119,508.234,646.795,1193.806,1093.336,1283.927,1602.242
time_ms,49.339,63.184,85.114,99.8,100.641,130.005,131.271,151.953,169.72,189.794,208.957,231.9,254.576,279.146,342.967,354.182,422.148,580.977,701.288,872.697,935.924,984.475,1215.567
time_ms,50.993,70.832,83.973,85.626,113.924,177.243,135.737,146.446,206.175,181.212,221.363,232.874,247.072,256.313,276.576,315.438,323.025,494.304,556.185,678.783,909.763,1179.015,1633.468
time_ms,48.793,74.064,89.019,93.738,116.35,176.629,135.358,152.542,175.735,187.063,221.917,249.014,250.879,272.807,322.31,345.953,499.729,547.368,607.517,864.742,1095.88,1864.521,2018.543
