topology,representation,n_requests,target,mae_0,r2_0,aobt_0,mae_1,r2_1,aobt_1,mae_2,r2_2,aobt_2,mae_3,r2_3,aobt_3,mae_4,r2_4,aobt_4,mae_5,r2_5,aobt_5,mae_6,r2_6,aobt_6,mae_7,r2_7,aobt_7,mae_8,r2_8,aobt_8,mae_9,r2_9,aobt_9,mae_10,r2_10,aobt_10,mae_11,r2_11,aobt_11,mae_12,r2_12,aobt_12,mae_13,r2_13,aobt_13,mae_14,r2_14,aobt_14,mae_15,r2_15,aobt_15,mae_16,r2_16,aobt_16,mae_17,r2_17,aobt_17,mae_18,r2_18,aobt_18,mae_19,r2_19,aobt_19,mae_20,r2_20,aobt_20,mae_21,r2_21,aobt_21,mae_22,r2_22,aobt_22,mae_23,r2_23,aobt_23,mae_24,r2_24,aobt_24
euro28,graph_raw_conn,150,sum_slots,75.8,0.8000974841635587,13128.205680000003,67.575,0.8528017292582171,13209.293789999992,216.225,-0.30767675852237053,245611.69398000007,160.6,0.0585494493931652,140629.56892,82.325,0.7018872909778777,16641.27621000001,84.45,0.8045554888066994,24394.481999999993,96.9,0.5779873126765256,47317.49826999997,87.45,0.6603963384950343,16654.942640000027,77.3,0.797638765564667,8829.947379999998,199.65,-0.5154350374813261,236979.19449000014,132.8,0.6733305231286382,52859.743299999995,73.625,0.729783027799993,18894.462659999986,159.65,-0.9709220559188565,200336.06641000012,119.8,0.4615882665232821,52816.96958999997,65.95,0.8916903995906427,12429.12886000001,61.125,0.7141732998546952,19069.35606,177.65,-0.5963618317929138,167167.8281600001,46.975,0.9591704243441882,4030.9853200000034,94.325,0.8372684393429397,27544.18408,103.5,0.4205314861672962,26293.20498,57.95,0.9239393968241748,7519.9874500000005,148.125,-1.4345675072433948,149252.07072999998,167.35,0.02244407947633864,160473.2765800001,83.9,0.8382533192762307,16367.828889999993,112.125,0.7027149343895023,38090.80404
euro28,graph_raw_conn,150,avg_max_slot,2.7550000000000012,0.5726343812000321,38.09595245022224,2.6233333333333326,0.5519774802948256,44.60549124111106,4.4513333333333325,0.47799336672425197,86.60032361011106,1.7124166666666674,0.9487850109905188,8.516103136111107,2.505,0.7730593315123625,14.644145008333329,2.7972499999999996,0.8504426494018217,15.387046229999992,3.135916666666666,0.5231087559163675,70.85486515733335,3.081000000000001,0.667438199831796,24.733230112888908,4.339249999999999,0.4948583336706789,56.05275616699997,5.66325,-0.12345808879448805,143.85234057600002,4.161499999999999,0.7129476402444301,53.265510434999996,2.460166666666667,0.7272218557786329,19.9806736391111,5.028916666666664,-0.7768796935031725,136.74010843166656,3.3567500000000043,0.7458165844749336,35.31641518555565,1.3994166666666643,0.9529586911167598,4.047696581111107,3.526999999999999,-0.012161501553925591,91.21037153299993,5.656333333333331,-0.9094401288731513,152.24983207600002,1.8978333333333353,0.931835317848207,11.948950429000021,2.2866666666666626,0.9199194219261486,14.968024824444413,3.1625,0.6681036500134561,23.97513620699999,1.728333333333331,0.9382482138474276,8.021241541111083,4.626583333333334,-1.8183822634294233,111.87525111755562,3.4090833333333315,0.6382370925225545,76.4926112607777,3.3426666666666685,0.6962635574549969,47.69597627622228,6.19208333333333,-0.8576049892174744,122.58461794511102
euro28,graph_raw_conn,175,avg_transceivers,1.0544999999999987,0.8726500703320672,5.483590555555567,2.583749999999992,0.3824456744275684,37.220618999999985,1.8522500000000008,0.8963024965513139,10.049617500000007,1.9136666666666742,0.3050251048981969,7.692482100111221,1.0107500000000045,0.9468637046872644,1.088916568999971,1.5090000000000061,0.86386065042828,4.516166155999991,2.272583333333324,0.621308350226002,25.092593500000024,1.923750000000004,0.19022910926735193,7.100111942222355,7.732500000000007,-5.7851804739515424,212.29306391133406,4.579416666666671,-0.33951774027336845,135.8520619654443,1.211000000000007,0.821915834532254,2.3342072359999912,1.2309999999999945,0.8464901529842597,4.314700899999943,1.8623333333333363,0.7369245680938015,10.739980621000019,2.7164166666666745,0.3006721754490784,41.95290151111108,1.2831666666666564,0.8791444571617484,9.326541111111075,1.0374999999999972,0.8600603136404361,1.2592432889999992,3.2144166666666707,0.38313772486261843,51.00073520988906,0.85,0.9568534487609694,0.7383799999999867,1.5552500000000067,0.6570979994526371,7.592406500000019,0.875750000000005,0.9685097075417741,1.553347500000011,0.7954166666666709,0.9707330754939739,0.15106000000001377,1.6149166666666646,0.7786988551418684,16.226996677777734,1.6072500000000047,0.7029979182414147,14.903406721000044,1.2320833333333412,0.4728330590380573,5.974919711111099,2.449333333333351,0.42823987267284014,12.380957199333498
euro28,graph_raw_conn,175,max_transceivers,1.4166666666666685,0.8738683127572016,4.211111111111099,3.7,-0.26935770500126943,66.27743999999986,4.633333333333335,-0.031537066292200766,123.60188000000005,2.35,0.43953616786305916,7.502599999999998,2.0833333333333344,0.7546424186617554,8.746151111111113,2.5666666666666655,0.6346159966899012,19.405159999999988,3.75,0.1986446144124122,46.06339111111099,4.9,-4.393728222996516,151.92703999999998,3.3,0.023760330578512456,27.848480000000002,3.7666666666666657,0.26331684617636697,78.65481777777772,2.3,0.6584440227703985,6.447559999999993,2.3333333333333344,0.4691833119540648,11.958151111111102,3.6333333333333315,0.10265970668655333,67.7334222222221,3.583333333333337,0.19748308680197002,58.227040000000144,2.45,0.7088668760570186,18.70515999999999,1.7166666666666657,0.7462220384915719,4.984817777777749,4.55,0.0073536005739403,99.73177777777774,2.0833333333333344,0.7696976467083705,5.198399999999996,3.15,0.2677407675597393,59.60355999999988,2.4,0.5633561643835616,8.804399999999973,1.9333333333333342,0.7896547896547896,4.5792399999999684,2.4666666666666686,0.39251566106165403,30.68055555555561,3.6,-0.2608611701100598,102.64036000000006,3.4,-0.3161209068010078,57.40995999999988,3.6,0.48312993539124194,34.45535999999998
euro28,graph_raw_conn,175,sum_slots,88.875,0.6552399956301641,30362.232959999994,86.1,0.7915742842748947,18218.293380000003,145.475,0.5023426799366861,96389.41656999994,130.525,0.08409399221606906,56752.60886999998,154.4,0.11791529543963652,83750.96200000001,108.65,0.47106013157810545,38714.76289,131.1,0.3444413506361119,78062.19146999995,123.525,0.15982893031771717,29627.695629999966,164.375,0.3066780015104029,81967.75936000001,191.325,0.09711825391510442,125724.89097,113.175,0.4207342869344869,63819.18863999993,114.725,0.23446901027298284,66575.89254999996,115.825,0.3970153519387972,59597.65189000002,82.275,0.794812702601273,20607.890109999997,79.775,0.8378100812380979,15735.563680000012,117.45,0.033742175712989764,79930.66823999993,191.575,0.1299350561477376,130069.27072,84.375,0.7677934301242665,17573.76602999999,96.75,0.7241791416088794,36407.54807999999,87.375,0.603451459923987,17959.195620000006,92.25,0.736257822982984,17678.748779999998,160.4,-0.2942207999905355,115511.28439000002,141.575,0.29753530741477396,110791.42272999995,83.0,0.40772314994331316,32533.962459999988,214.65,-1.0509071643628785,247672.1459999999
euro28,graph_raw_conn,175,avg_max_slot,2.27725,0.8587335259889396,15.27577850788892,4.396749999999995,0.3218647387731761,77.58623257099995,5.227333333333334,0.20521334437610317,140.3327223267778,2.3167500000000025,0.8502350302262839,13.77023650700003,4.1502083333333335,0.2411850994113427,87.9091414910001,4.544750000000001,0.2370867026861776,85.07959960999996,6.008416666666665,0.04914966039691382,165.05513961844449,4.847749999999999,-0.29962288034269235,76.4677752880001,7.462999999999999,-0.5726156010966372,186.22024766366664,5.864666666666663,-0.18092327770039995,172.23723986911105,4.066,0.40161124139329907,88.56518022900003,3.016333333333332,0.5577630551108206,50.67766074800001,4.499333333333335,-0.15112427840764853,91.49058980377775,3.5199999999999982,0.6796642363822302,42.540710928666684,2.8559166666666664,0.8010203806644608,23.53569277611114,3.7064999999999984,0.3111179580582575,65.99568663500006,5.8086666666666655,0.014902198133355138,143.7013534126666,2.6170833333333325,0.8023332736432058,24.8618758201111,3.1677499999999936,0.6728340521529665,44.79897658099989,2.903500000000001,0.5180096682794731,32.11067810500002,1.980416666666669,0.8934864447171961,10.482046885444454,3.1524166666666664,0.3184648379787648,47.860211515888935,4.140749999999999,0.5147371570826206,88.85807616400004,3.3822499999999955,0.7425646724899182,28.512856457999977,6.579083333333335,-0.4988721101122897,163.2977906097779
euro28,graph_raw_conn,200,avg_transceivers,1.03633333333334,0.928951822810844,0.8509930622222284,2.8209999999999953,0.5018374518646611,28.57674246599995,1.8899166666666702,0.8510935119408186,7.99069180277778,3.8071666666666433,-1.3230726533643646,107.86658800277749,1.3954999999999926,0.9058460126452886,5.207094999999948,2.3609999999999958,0.7343764595398263,17.593706429777733,3.149916666666667,0.3504926383179684,56.761631107889045,1.6783333333333303,0.7767673460319624,8.270479947222167,5.9818333333333324,-5.415488521311407,114.39341420844455,1.567166666666654,0.7707623367907749,17.32417307377782,1.8055000000000034,0.5648550853557396,34.6981797560001,1.4440833333333216,0.9188833935299056,1.8668014759999374,3.235499999999999,0.04820300533823629,66.95246791622216,4.941250000000002,-1.0685406381727907,151.94729329044512,1.6041666666666798,0.7430852626577604,11.099430241777752,1.9648750000000064,0.27044161547060197,20.09154495400002,2.3285833333333246,0.48469077646822467,47.3525329183335,1.4399999999999977,0.8382658907826466,7.709347500000017,1.447708333333327,0.7507410222260753,9.862462438444432,1.296999999999997,0.9344713382607964,0.9188201770000202,1.394999999999999,0.8907755428659622,0.952648600999958,3.039916666666673,0.1697898963769472,75.2608744294446,1.8001666666666636,0.7244156475398134,14.783424840444358,1.3284999999999882,0.6756364420623986,6.404971491222197,6.360666666666674,-1.3185911924508718,114.53346335422187
euro28,graph_raw_conn,200,max_transceivers,3.5666666666666655,0.3795996643893086,36.014800000000015,5.25,-0.22316561844863791,91.89118222222223,4.5,0.33061420345489445,86.59855999999988,2.4833333333333343,0.28417246775673144,17.9741377777778,3.2333333333333343,0.5940333926603948,32.67777777777779,6.2,-0.34975711311589164,118.26088000000004,4.866666666666665,0.15596835225318217,93.15883111111098,3.6166666666666685,-0.18654493654493765,32.30658222222227,5.5499999999999945,-1.5637996219281618,86.22891999999982,4.65,0.08649602824360092,92.90811999999987,2.65,0.6855529595015576,22.672160000000037,4.383333333333335,-0.0024080857414197077,40.420297777777805,5.333333333333334,-0.40535850832304043,146.80059111111095,5.6,-0.5922574157868277,112.81176444444449,2.883333333333334,0.6207000769315307,25.26181777777781,3.0666666666666655,0.12698412698412742,8.110017777777802,4.9,-0.14228706821299442,149.8705599999999,3.866666666666666,0.12166356300434567,44.55211111111108,3.75,0.20763487815185222,88.40255999999988,4.0,0.4108151735270378,24.75776000000003,4.35,0.17675268326101845,31.546760000000063,4.6833333333333345,-2.063101647903411,160.4779377777778,4.75,0.018653134000822802,103.59143999999988,2.75,0.5531162095639948,26.439115555555475,3.3,0.6571522309711286,19.52487999999998
euro28,graph_raw_conn,200,sum_slots,115.375,0.6214788633732301,53212.93468999999,151.575,-0.31339867270142974,71394.36182999986,116.75,0.659557883627417,71752.07608999999,89.1,0.5887558502522083,19703.628809999977,90.525,0.8577956843420952,9373.159199999976,147.475,0.2879010232625189,98065.73457999997,141.025,0.4297180948530346,68207.68557999996,102.775,0.6903345206962741,28353.25033,142.3,0.16498316862872753,53032.91883999996,122.175,0.15197234713933627,115548.91872999992,135.825,0.2297460888182814,85285.47941999997,156.45,0.16458659383825525,81958.34168999994,156.775,-0.0974389610472457,155691.9559599999,126.05,0.5732875639682817,49940.83245999996,68.625,0.8694005665735856,10345.722389999986,115.425,0.12486142036414904,68377.50477000001,98.175,0.8231684327194807,19197.06982999996,67.25,0.9149943734510824,8324.770629999999,135.0,0.39258507770900997,81750.93542999998,103.65,0.6751953852235464,19660.732109999943,86.075,0.7908071863765086,16060.27562999994,137.775,0.22600647932215034,78964.52660999997,166.025,-0.031458216113388504,166267.61061999996,74.85,0.6891641943602771,16722.41527999997,161.2,0.4180894456984625,81475.50309999994
euro28,graph_raw_conn,200,avg_max_slot,3.000333333333335,0.7411274844478195,42.327963774000004,3.9029999999999987,0.32662179314273965,101.24572929099995,6.471999999999994,0.04140557202749717,195.11661764199968,2.93591666666667,0.6585613850270788,25.94303052700001,4.75525,0.31683136686798863,57.10044077599997,5.286124999999998,-0.09023682923988008,151.43337226599996,5.321666666666668,0.451244954706038,113.86165567544454,3.6972500000000013,0.6041771603067172,36.84066219899999,5.72425,-0.32257440657444136,91.99532893266665,3.0839999999999974,0.7788290827516461,29.027875424999923,4.6854166666666694,0.22163732674729442,124.69513165144447,4.23775,0.07476071755388991,112.41546099699997,5.091000000000001,0.30489766292144305,95.381973652,4.9351666666666665,0.46267226255729565,97.97988943977768,3.175916666666667,0.6196193686162563,36.18408140700011,4.366666666666664,-0.1111688945048257,115.10095926844447,5.180999999999999,-0.3307618438414952,179.34540109899993,2.7086666666666614,0.8686722879361714,16.38408256644441,3.876833333333335,0.7026222592607274,53.04182059144448,2.1962500000000054,0.8673454223969697,11.339049986000008,2.897500000000002,0.8767856458180185,17.595983843000013,4.589499999999997,0.0069336208090780005,96.50549271399996,4.556833333333334,0.49265782170342043,108.76891897911086,4.090583333333337,0.28339665907852507,82.13201614299997,4.840749999999999,0.18221589850655995,54.88525531066665
euro28,graph_raw_conn,225,avg_transceivers,1.7580833333333288,0.5966787759975862,28.05359527777776,2.603999999999999,0.29474450111044737,32.95680028900004,2.691250000000005,0.6970294701154652,23.025615375333345,2.931166666666667,0.45631849537639113,23.5190690024442,1.0969999999999913,0.9595830076375343,1.4551988888888192,2.493666666666667,0.3669307758471998,40.23617340277788,3.531583333333333,-0.21980837249222596,85.02179447388883,1.2287500000000022,0.9506426360304163,1.102343611111089,3.311916666666664,0.18357225074590355,24.491145798777733,2.0497499999999915,0.7952193592166141,15.024027316999943,1.9572499999999962,0.7366197086069493,27.28093859599998,2.280166666666676,0.23194244704742284,59.49682500000007,3.3754166666666636,-0.05964035656136213,85.35480452944452,3.832416666666674,0.11357392085722662,74.4483909694447,1.8696666666666715,0.8005028103303007,10.538693611111146,2.0467500000000003,-1.0218032625775058,43.570382499999916,3.539333333333326,0.3474754579379703,65.08061655711086,1.2564999999999968,0.949382589942116,2.2707800000000113,1.718500000000003,0.8068269770784533,10.953511364000056,1.340999999999994,0.9342564121324529,1.410593525000012,1.2179166666666703,0.9461864523444204,1.0979225000000377,2.420999999999998,0.6820926676497421,12.283672685444435,2.3069166666666745,0.630546918474656,26.820920943222262,1.7805833333333367,0.7716944179067144,4.565523963999993,4.99133333333333,-0.3194084925602023,110.68679538733336
