topology,representation,n_requests,target,mae_0,r2_0,aobt_0,mae_1,r2_1,aobt_1,mae_2,r2_2,aobt_2,mae_3,r2_3,aobt_3,mae_4,r2_4,aobt_4,mae_5,r2_5,aobt_5,mae_6,r2_6,aobt_6,mae_7,r2_7,aobt_7,mae_8,r2_8,aobt_8,mae_9,r2_9,aobt_9,mae_10,r2_10,aobt_10,mae_11,r2_11,aobt_11,mae_12,r2_12,aobt_12,mae_13,r2_13,aobt_13,mae_14,r2_14,aobt_14,mae_15,r2_15,aobt_15,mae_16,r2_16,aobt_16,mae_17,r2_17,aobt_17,mae_18,r2_18,aobt_18,mae_19,r2_19,aobt_19,mae_20,r2_20,aobt_20,mae_21,r2_21,aobt_21,mae_22,r2_22,aobt_22,mae_23,r2_23,aobt_23,mae_24,r2_24,aobt_24
euro28,graph_raw_conn,100,avg_transceivers,1.0399999999999963,0.5531737945790272,16.20989388888884,1.3462499999999964,0.45130955243380677,16.235222861999965,0.8194166666666689,0.8085301594040841,3.754472765444465,0.7453333333333291,0.8728068558735539,2.323035822666661,0.9955833333333359,0.8929565146084255,3.4546172250000033,0.3737500000000026,0.9737263216667222,0.20643250000000876,1.0094166666666609,0.7152974661096122,7.779127373111085,1.717166666666668,0.2700601163793275,10.971825168000036,5.726416666666661,-8.690981607386519,117.97499511711064,1.3112499999999983,0.8571678674228437,6.537273676999982,0.6292500000000004,0.8612490432553782,1.5586076959999942,0.49999999999999856,0.9626412138409959,0.12586943377777876,0.9733333333333306,0.919794128241731,2.231380375888869,0.939166666666668,0.25642461763453084,9.285102287666643,0.6728333333333296,0.8099841652761265,7.7661700000000025,0.47425000000000067,0.7907455774822565,1.1300663960000112,1.3350833333333327,0.5813794207399599,13.725640246888887,0.4399166666666659,0.9426102075831855,0.07393776711111086,1.0120833333333366,0.8650819716800637,3.3358813521111172,0.6149999999999963,0.95934677853114,0.948127224999997,0.47258333333333125,0.9666101355104754,1.8636474999999961,1.0265,0.8484018570450412,4.681433443222202,1.2468333333333306,0.5359386861382741,13.868379470777722,0.6430833333333326,0.6170193819574504,4.189855441000029,1.3224166666666632,0.49255043193844383,2.4912836837777563
euro28,graph_raw_conn,100,max_transceivers,1.4166666666666656,0.59470740462476,9.3,1.75,0.4410613310134841,17.881599999999995,2.35,-0.07444444444444387,44.66078222222221,1.183333333333333,0.7331342369247263,2.60024,2.4333333333333327,0.16529492455418382,17.244840000000018,1.016666666666667,0.815348182283666,4.67777777777778,2.016666666666667,0.5309276087624565,13.714204444444453,1.5166666666666657,0.39303253529772886,7.2763599999999995,3.0666666666666673,-0.2625011468942109,17.48677777777782,3.5,-0.83585313174946,70.83464000000002,1.35,0.5833333333333333,9.460240000000008,1.1333333333333329,0.6035972074310733,3.4,4.05,-0.5722996515679442,88.58836000000001,1.2166666666666672,0.750923726576933,5.868200000000021,1.483333333333333,0.06402290448343095,33.5,1.066666666666667,0.5989827856025036,7.47777777777778,2.858333333333333,-0.6733249691847156,70.92376000000003,1.35,0.7298050139275767,3.7841199999999917,2.133333333333333,0.2195817092082658,33.86059111111107,1.55,0.548361310951239,7.540679999999997,1.2833333333333328,0.7464024534088229,11.3,1.5333333333333328,0.5327245053272451,11.30004,2.416666666666667,-0.24245425391435593,46.007044444444475,1.4,0.3036633363608833,18.759257777777794,4.95,-2.5613040396881637,88.92544
euro28,graph_raw_conn,100,sum_slots,47.575,0.45119556006395245,11394.916000000001,64.65,0.6703306598249184,20429.445690000015,88.0,0.5252356782152761,55851.82597000006,60.525,0.7484740691363669,6921.759989999999,56.55,0.5653767831327173,11463.609600000003,56.5,0.32525513358436187,27449.47537,83.175,0.4053062913333807,33011.63775000001,104.325,-0.23283624423090443,34750.89129000001,87.0,0.7102032160507488,19183.82069999999,93.975,0.28254656328487504,49708.20360000005,66.5625,0.668355285516304,20889.77004,63.6,0.10129949273300798,22954.14054,104.525,0.35735581284885287,47065.839400000055,62.175,0.6708643614413243,17363.027279999995,40.6,0.8979840470147482,5041.4335599999995,58.325,0.5198170258978921,25408.713330000002,112.3,0.09659340632248392,69511.24528000005,43.35,0.9038585060923142,4272.6762,81.875,0.12705944926955237,35914.59443000001,46.5,0.735521206767559,7389.9472500000065,41.475,0.753148245806118,7816.62465,101.2,0.1284565464359172,41580.91666,101.875,-0.32348854618362144,107825.50447000007,52.65,0.8134405089039938,6864.824430000003,180.15,-0.6604448752326981,121783.88289000001
euro28,graph_raw_conn,100,avg_max_slot,1.5835833333333333,0.09968038637023113,10.125839304555573,1.7617500000000015,0.442254065158705,15.104701772222246,3.08954166666667,0.15259394253721237,62.91892923100007,1.3305833333333346,0.7324067440125144,9.33355935877778,1.4604166666666678,0.31852743176725995,7.173002983444443,1.6310000000000007,0.3386691513850022,8.981202432999982,2.201666666666668,0.29148599057530766,29.71629087166666,3.71516666666667,-3.145609934166047,77.6152343622223,1.3605833333333333,0.8139221486933216,5.389195169444446,2.7692499999999987,0.0419328431881979,49.90824123200001,1.9650000000000027,0.33767619905229185,28.202351355999987,1.282416666666667,0.5928901729848283,6.562860696111116,3.0046666666666666,-0.0647511737726667,46.88098643877782,2.267000000000001,0.49106651334929396,21.463453578888878,1.0863333333333363,0.7749566349218733,5.209919710444464,1.9921666666666695,0.3363148162648043,17.65328972244446,2.4965833333333345,0.042113463219675906,51.699049170222246,0.9174166666666679,0.9246773223254025,2.0099401271111024,2.404500000000001,-0.19581511386671457,27.817863913999986,1.2450000000000003,0.59263874514261,4.351891270999987,0.8910000000000003,0.8351186194634445,4.273615725000008,2.133916666666668,0.349427213916526,16.529782059111106,2.9790000000000014,-0.28063799980599247,79.28217205800004,1.3286666666666704,0.6973131134355686,10.544970437555575,4.841416666666669,-6.3929472563220875,128.98552041777785
euro28,graph_raw_conn,125,avg_transceivers,1.5578333333333347,-0.07969254655661206,40.99717842399993,2.0659999999999967,0.5209022351857562,21.42477286099994,1.502708333333328,0.7301875786244145,7.522316018444377,1.115249999999999,0.8448484288686933,1.1387846053333224,1.1539166666666631,0.8988635958896313,5.380492499999988,0.8215000000000018,0.9529975937932389,1.2495674999999935,1.7641666666666667,0.6677595324509915,13.952896774888865,0.8668333333333322,0.9299619116781037,1.4641511111111076,6.8490000000000055,-6.298669366522376,165.7402444966669,1.1101666666666603,0.9017285724021239,2.8677014854444054,0.9847499999999968,0.8415371187631124,2.140517500000002,1.2854166666666642,0.8859534577808916,0.9216902640000072,1.4944999999999993,0.8741661836994936,7.1771308575554915,2.1127499999999984,-0.3160514867438582,28.819025277777666,0.7184999999999988,0.9760493042671573,1.2045525000000001,0.9235833333333332,0.464031188366128,3.2255401378888906,1.4502500000000027,0.70661026009408,10.931096329888863,0.7716666666666668,0.8977795719785233,0.3179190999999967,1.3427499999999952,0.8284386028896704,4.8384726249999455,0.9027499999999989,0.9622955153753894,2.7300024999999914,0.6762499999999989,0.975875985951625,1.09299499999999,1.437249999999996,0.7508406106633188,11.703570733333303,1.2682500000000005,0.8745510001566772,2.277354309999997,1.1810833333333335,0.6673294704165716,5.64408717211112,1.575249999999997,0.5740365817427544,1.6449105692222037
euro28,graph_raw_conn,125,max_transceivers,1.2833333333333328,0.8071428571428574,6.327862222222208,3.85,-0.4064277588168377,73.9035199999999,2.4,0.45921644187540167,23.295835555555524,1.6166666666666658,0.7190037631214103,6.88817777777778,1.9166666666666656,0.7113171904516573,15.327422222222225,2.45,0.3956270627062708,24.295719999999996,2.9333333333333327,0.35359032501889653,30.774524444444374,2.9000000000000012,0.40189857852540334,23.70277777777783,3.9,-0.8217821782178218,43.9726,2.45,0.5752302968270215,15.985799999999998,2.85,0.20474137931034486,25.05308000000001,2.1833333333333327,0.2713307863737665,7.35176000000001,3.8,0.25,65.00503999999991,1.8833333333333342,0.6832383911617463,9.529022222222245,2.0333333333333328,0.6065481908421391,19.623039999999996,1.35,0.5890005913660556,8.965160000000012,2.6416666666666657,0.29447078449449104,23.468528888888876,1.7833333333333328,0.6702758442897656,4.809684444444439,3.4333333333333327,0.42528009434756986,48.99504444444434,1.85,0.7039473684210527,12.2,1.3833333333333329,0.8696865751950499,5.04864444444444,2.9333333333333327,-0.00804868472712994,39.049160000000015,3.8,-0.28760918796505974,54.569039999999994,2.35,0.5637322572652297,16.039622222222157,4.05,-0.5126610395379829,39.10716
euro28,graph_raw_conn,125,sum_slots,98.925,-0.01747416835711868,74282.72366,90.225,0.5987422430278335,31007.483729999967,83.325,0.7688104654542435,29298.08681999996,52.4,0.8713999388666276,9133.207930000004,59.725,0.8486300284163135,11025.122100000004,95.325,0.5183606902356903,31349.478509999975,74.65,0.6971505665612316,28372.10088999999,52.875,0.8474295514615365,5961.759889999999,259.35,-0.9737451038704543,252063.73101000008,90.675,0.6379781420765027,29030.460119999967,76.35,0.7525865232896423,26421.501330000006,63.85,0.7939320096747551,10144.190019999995,85.875,0.6268946788877434,39355.568189999954,110.375,0.3623826194970987,41343.973849999995,101.15,0.3818932129536674,66527.4565,65.3,0.7266135107905194,14884.899849999998,80.375,0.5177744402454791,30622.075039999956,56.125,0.8998056355076248,8808.368349999997,87.675,0.7978764524501185,26305.030890000005,52.125,0.8285259306492807,6776.551979999984,43.375,0.9087084506859701,5600.999979999984,106.525,0.16018641928451005,61710.13758,103.575,0.4940955865012395,46510.34867999996,61.975,0.8380999725840276,9689.390289999992,148.8,0.18560937508042485,94695.67011000004
euro28,graph_raw_conn,125,avg_max_slot,2.109333333333332,0.6744422066495632,16.560210011666662,2.2242499999999987,0.6729414886793792,14.726557844999977,2.342916666666664,0.7904035837558672,15.181100398222203,1.9347500000000017,0.8419181285758182,10.13335988633335,1.9285833333333309,0.7976199800904296,9.549079187888873,2.67758333333333,0.5985309790720564,16.7302792306666,1.6841666666666675,0.8787936459778478,8.473373729999986,1.775916666666666,0.8596165143081114,7.797916521444421,3.9830000000000005,-0.1807399157678149,69.76924235766668,2.831999999999998,0.38053190776334833,27.124662157999985,1.6691666666666678,0.912328797897398,8.041519673444443,2.8567500000000003,0.5714293407630262,27.641589179999976,3.138166666666664,-0.22161488196479162,48.61167696822224,1.66383333333333,0.8466591484637946,7.798023460444407,2.6572499999999986,0.49884552461522225,21.449832137,1.7777499999999988,0.7947036938030435,10.466745653999979,2.4360833333333347,0.4538036311893333,25.02949919833338,1.5654166666666633,0.8877491434853527,5.465278835444426,2.2661666666666656,0.8221897936774097,13.74645303411111,2.1045000000000003,0.7402320771000253,11.401872597999986,1.5494166666666664,0.9061663216711334,6.494429835777771,1.7104999999999955,0.6894095044059709,7.01691658722221,3.595999999999999,0.3722004665116925,57.178553780000016,2.363666666666666,0.7592636642180526,15.485155273444411,2.261166666666665,0.6792161342447923,19.4948697141111
euro28,graph_raw_conn,150,avg_transceivers,0.7875833333333333,0.8824048114751597,6.226775277777812,2.34341666666667,0.29610320030869586,40.082218591555595,2.4320833333333214,0.5959340896479574,22.700044029999816,1.72291666666666,0.6066977490693346,16.787312777777665,1.971333333333328,0.43644620030236336,29.69871277777755,1.83066666666667,0.7563317532678142,12.154651362777802,2.2618333333333367,0.5443812151802525,27.289951369333416,1.45416666666666,0.28254139595233063,15.952670277777628,6.4617500000000065,-3.5331267871098246,156.55804965100066,4.370499999999995,-0.5983727390842415,100.90836335600036,1.4369999999999976,0.7257124899605456,7.060883863999996,0.9085833333333369,0.9682506233943893,0.6189877777777941,2.0258333333333383,0.5508048110107446,21.0039605432223,3.5070833333333353,-1.0225932640841813,88.73230194444449,1.2900833333333253,0.910817753322089,8.129919722222263,0.7799166666666679,0.8945172053010908,0.29082986711111203,2.717666666666659,0.49056021108473924,31.8635224072221,0.49783333333332963,0.9834428059422251,0.47111277777777333,1.3852500000000076,0.6812801905566375,10.816994413777799,0.8457500000000095,0.974807877047014,1.1771800000000145,0.6258333333333355,0.9855830750142762,0.4968975000000195,1.5568333333333328,0.8259020933593882,9.290987414333388,1.3112500000000011,0.8337304118502054,5.557118044999955,2.115250000000003,-1.0035227344933721,67.00476733600023,1.1812499999999857,0.8338990570836147,5.476523888888824
euro28,graph_raw_conn,150,max_transceivers,1.8666666666666685,0.6871477983755003,12.225804444444455,2.3,0.6761757902852737,14.375000000000025,3.65,0.2569033323536407,92.28559555555537,3.383333333333334,0.41009971813638413,29.428760000000114,1.4333333333333342,0.817985155346686,7.396040000000004,2.85,0.725153165418652,25.180999999999994,2.5666666666666655,0.7003031792854804,20.518711111111138,2.8833333333333315,-0.8943107546048668,54.233373333333176,6.750000000000003,-4.045160190865717,154.43433333333348,3.799999999999997,0.3333333333333337,64.56554666666649,2.7,0.699506331830865,9.554559999999954,3.283333333333334,-0.4786078030394161,74.55764000000002,4.283333333333334,-0.13070641479732337,115.12383999999989,2.2166666666666686,0.7182161384068007,20.6,2.8333333333333344,0.6199259984764391,28.396040000000006,1.6833333333333342,0.7301480735519,6.061604444444459,5.116666666666665,-0.3513387442858471,133.38636444444424,1.2166666666666657,0.9337399568881052,3.3111111111110985,2.1,0.7240915208613727,20.61500000000003,2.1,0.7096887023434767,10.424720000000002,1.4,0.9166034874905231,3.4736400000000147,3.1666666666666687,-0.3406387284663617,46.38168444444453,3.783333333333334,0.24225839202995103,77.37344444444432,2.9,0.2521929824561403,49.613960000000056,4.999999999999997,-0.39713971397139525,58.9643333333331
