topology,representation,target,mae_0,r2_0,aobt_0,mae_1,r2_1,aobt_1,mae_2,r2_2,aobt_2,mae_3,r2_3,aobt_3,mae_4,r2_4,aobt_4,mae_5,r2_5,aobt_5,mae_6,r2_6,aobt_6,mae_7,r2_7,aobt_7,mae_8,r2_8,aobt_8,mae_9,r2_9,aobt_9,mae_10,r2_10,aobt_10,mae_11,r2_11,aobt_11,mae_12,r2_12,aobt_12,mae_13,r2_13,aobt_13,mae_14,r2_14,aobt_14,mae_15,r2_15,aobt_15,mae_16,r2_16,aobt_16,mae_17,r2_17,aobt_17,mae_18,r2_18,aobt_18,mae_19,r2_19,aobt_19,mae_20,r2_20,aobt_20,mae_21,r2_21,aobt_21,mae_22,r2_22,aobt_22,mae_23,r2_23,aobt_23,mae_24,r2_24,aobt_24
euro28,graph_raw_conn,avg_transceivers,5.709840579710141,0.9966994777943885,312.11670022160865,7.2439601449275335,0.993235282394216,602.6061538060529,7.141391304347825,0.9872143329528343,1267.386746016391,6.304677536231888,0.9957146599110044,388.9674048969856,7.6520688405797115,0.9950794194306716,464.55846925193214,7.809963768115943,0.9901458000928353,919.7372168370288,5.908152173913042,0.9965465217334805,303.49907889930904,6.470855072463768,0.9960703208055187,352.6829056621979,6.006811594202898,0.9958880957229762,379.7525152954685,6.3739528985507246,0.9957518012842498,393.2407245153286,5.790181159420291,0.9961581599950189,352.63992507998546,5.933177536231884,0.9965954334713256,297.6771321998501,7.182471014492753,0.9952006030825907,462.47612888481154,7.137826086956523,0.9945269296407048,523.356532916826,7.484126811594201,0.9869856632368352,1214.0437437867242,5.645202898550724,0.9965122050874885,280.3003773122993,5.774485507246377,0.9971630887945646,263.1617112698018,7.775572463768115,0.9939665550035482,525.945152953256,7.480652173913041,0.9954990207153094,441.5264521470964,6.019717391304347,0.99585752560252,381.27644650143475,5.770873188405793,0.9966807008542571,282.7545490254878,7.74466304347826,0.990517848126306,903.1960281120188,6.722797101449276,0.9949917558680157,476.4685937232125,5.838681159420287,0.9969457372537551,278.804818719884,6.682427536231881,0.9953660775911064,388.4244423885025
euro28,graph_raw_conn,max_transceivers,8.036231884057973,0.996736260149975,345.49634705314,9.160144927536232,0.9951280593423706,468.8576083091786,10.01449275362319,0.9870042420290596,1527.3065120772949,8.849275362318838,0.9954762747718059,501.93746937198057,10.273913043478261,0.9949434080049337,536.7795868599032,10.202173913043477,0.9848133507718011,1734.353302801932,10.808695652173913,0.983821250202653,1876.6197961352657,8.771739130434783,0.9963137962757169,384.1889540096618,8.69855072463768,0.9952388400211094,520.1278446376809,8.912318840579712,0.9950943355017617,536.3220714975845,8.702173913043477,0.9925862434353161,843.4066463768116,7.9601449275362315,0.9964538856049671,362.9750264734298,9.582608695652175,0.994857992719328,590.2182527536231,9.468840579710143,0.994942289310063,553.3812546859901,9.825362318840579,0.9891891131466715,1173.907235169082,7.954347826086957,0.9963886952941784,341.07073835748787,8.634782608695652,0.9965297745804393,367.25427864734286,9.918115942028987,0.9943796872171523,577.0852879227052,10.218840579710145,0.9948136479047145,587.2860237681159,7.901449275362319,0.9967886694087833,338.305561352657,8.418115942028987,0.9961314644639253,386.00821043478254,10.430434782608696,0.9939261591167783,658.1298324637681,9.199275362318842,0.9949788153473352,558.8798815458937,8.252173913043478,0.9966575000043643,361.7233064734299,9.127898550724638,0.9946436352164285,531.4530351690819
euro28,graph_raw_conn,sum_slots,182.9467391304348,0.9956906999308013,127207.24727086956,201.97826086956522,0.9936619615250389,181489.44888347827,221.6576086956522,0.9886453582687995,368295.58370782604,191.38695652173914,0.9954010779324005,136461.11049478262,218.87173913043478,0.9936686012708965,189708.98212521736,210.39021739130436,0.9847612627420577,484823.49367652164,194.1717391304348,0.9950302727767798,143196.24985347822,205.49021739130436,0.9939264518270978,175416.43899739126,198.2913043478261,0.9929719334279119,216834.09514652172,206.7826086956522,0.9938357567183462,183771.32942347825,189.925,0.9946437784041265,151269.62257999994,199.21630434782608,0.9946292984903947,156754.7872717391,214.40652173913043,0.9928925995797737,231940.00300956517,194.9673913043478,0.9951558196552055,146229.04330782604,224.12173913043478,0.9913911076201689,250763.40796434775,174.7478260869565,0.9950060894329923,132400.61076434777,196.37391304347827,0.99509657428372,141595.33788304345,233.60652173913044,0.9840233337934481,511740.1068943479,245.37391304347827,0.9903957588018596,321619.3506421739,180.4836956521739,0.9958065670646749,120219.53746652172,195.85652173913044,0.9951566957013227,133700.1730878261,230.9217391304348,0.9914326337241179,271938.04305782606,200.46521739130435,0.9922135081852395,255094.51454913046,199.0086956521739,0.9952038881837437,146922.60185913037,200.06630434782608,0.994002134146435,160832.2724473913
euro28,graph_raw_conn,avg_max_slot,4.119673913043478,0.9922825063137022,75.52788741828986,4.08241304347826,0.9926097449244808,67.51589178274878,4.729235507246376,0.9816162873043995,196.76923017915456,3.9381304347826087,0.9934995981411022,67.205841345372,4.459101449275362,0.9903951070243435,100.15424824298063,4.374003623188407,0.980204875060827,208.76698686821732,3.6636376811594196,0.9948617139408547,50.51097356243478,4.141724637681157,0.9919846800189233,79.82513476737681,4.114449275362318,0.9922450035289917,77.16222295752657,4.263847826086956,0.9897033894054778,105.5211467464686,3.9835797101449257,0.9918979251373561,81.39416314764738,4.391086956521739,0.9890172177133211,114.17349226075844,4.545387681159419,0.9905954791700192,99.0428856536135,4.267518115942028,0.991945796945904,83.53931943982126,4.362898550724637,0.9786196224617071,218.9761377025169,3.7438152173913037,0.9938282674006435,53.36624369841061,3.9509818840579722,0.9939180219441194,60.48137751127052,4.602101449275364,0.9825044534814737,182.10486157147346,4.377626811594203,0.9919295351258701,87.16004285204345,3.6313043478260862,0.9933685436364836,65.77412133942994,4.1969384057971,0.9917952944412777,77.33994362811593,4.49743115942029,0.990793160682889,92.03019006108696,4.245384057971013,0.9915824693260562,87.77225899970533,3.7233188405797106,0.9945274255678654,58.564536195289875,4.530655797101448,0.9814951535941137,176.90159905659416
euro28,graph_raw_mean,avg_transceivers,9.904195652173915,0.9940698367694976,537.9819633374784,10.000630434782607,0.9924858151622857,639.7885064823912,9.995130434782608,0.9937437753994833,554.076514149391,10.491347826086962,0.9916432012811911,780.0172355085217,11.366913043478258,0.9921847830441878,714.9534951185217,12.562347826086954,0.9811005865844201,1770.3578293756955,9.46732608695652,0.9936618225541837,560.750709593826,10.637021739130436,0.9890179903763555,1043.1586781492172,10.817739130434783,0.9924299824260304,698.0161992462607,10.876521739130434,0.9905567621338985,858.446346725261,9.70091304347826,0.9928619061231344,656.1422094385216,9.44578260869565,0.9938055729162991,562.6932689024345,9.318673913043478,0.9927136288914797,707.125879016348,10.42608695652174,0.992228016439525,727.9975062867393,11.95182608695652,0.972051305247188,2659.371879243956,10.913739130434777,0.9913155266118396,723.3185537531303,9.918282608695653,0.9918592235213213,782.4759752226958,11.031391304347828,0.9910223107872516,789.2435316065217,12.527260869565215,0.9916709500357187,811.3587058656955,9.083869565217391,0.9937576575517244,606.5749365210869,10.035934782608694,0.9904899340580636,889.9718864239998,13.829304347826087,0.981937880173639,1711.9090862328692,10.063543478260868,0.9928900888522199,661.3390820099999,9.770260869565217,0.9938295151195178,588.7203926292609,11.210869565217388,0.9906548939214368,802.3595004976086
euro28,graph_raw_mean,max_transceivers,13.452173913043477,0.9916757826435012,955.1854278260869,14.395652173913044,0.9908236506221607,919.2135113043478,14.504347826086956,0.9872434668695003,1447.1528139130432,12.543478260869565,0.9914326012657028,947.6069443478261,14.530434782608696,0.9913738268963114,949.1011965217391,13.669565217391304,0.9897964755908981,1103.0070313043475,12.347826086956522,0.9937379371615711,645.5054782608694,13.704347826086957,0.9882769819764464,1346.7165634782607,13.821739130434782,0.9919085300074124,883.7396660869564,13.891304347826088,0.9903189027102505,1096.6534973913042,13.691304347826087,0.9922090731064129,842.6233165217392,12.695652173913043,0.9929005441592679,776.8504208695651,12.978260869565217,0.9932066214934845,747.1467460869565,12.939130434782609,0.9922209563905025,888.3168156521738,14.752173913043478,0.9876758447928989,1322.8448904347824,12.330434782608696,0.9925074505031976,733.7287999999999,13.7,0.9908352512502107,1037.0006695652173,14.752173913043478,0.9880218949176608,1283.2777791304345,15.08695652173913,0.989903992533522,1134.14016,13.382608695652173,0.9893348200767906,1253.4300069565218,13.591304347826087,0.9910627888338924,978.6953460869564,14.130434782608695,0.9916353003756146,896.6565860869563,13.691304347826087,0.9927317768091417,795.0639895652173,13.76086956521739,0.9928423992301998,791.1841252173913,13.691304347826087,0.9896396405219263,1029.1264695652173
euro28,graph_raw_mean,sum_slots,240.23478260869564,0.9927816154952422,227306.49306652174,267.6847826086956,0.9896869653312105,284564.2609956521,259.1608695652174,0.9911001929609234,280094.34418826085,351.53478260869565,0.9737075497258123,883924.1624073912,278.96086956521737,0.9906580579097845,282963.4085895652,287.76521739130436,0.9861544995652789,417198.58900043473,289.35,0.9895701693243572,322698.03981652163,284.1717391304348,0.9893099821865169,333005.4639939129,248.2108695652174,0.9922731049646325,236907.3774443478,305.59565217391304,0.9893319558481767,324985.663717826,282.0652173913044,0.9885180458397888,355687.31899565214,313.57173913043476,0.9880927864244474,370677.6857347826,287.1717391304348,0.9898146286863118,317196.8325156521,283.8521739130435,0.9893493760807518,335752.1741582608,301.4673913043478,0.9861372818226268,406397.7048091304,315.1434782608696,0.9850323853127123,434475.6777626086,275.7260869565217,0.9907573785063641,289649.1888665217,306.9782608695652,0.9877572534601676,369303.79860391305,287.68695652173915,0.9907249027459596,301451.58820565214,247.0304347826087,0.992703693082958,226355.4924456521,273.8478260869565,0.9901099751149732,291032.61841565213,308.25652173913045,0.9855801216396011,462953.4474952173,269.1,0.9901404888906244,307914.46973608696,298.3891304347826,0.9898409111209059,323319.2981047826,269.1978260869565,0.9897761700808835,282601.57773130434
euro28,graph_raw_mean,avg_max_slot,5.086999999999999,0.9903714073089532,97.39134249878258,6.119717391304347,0.9819018415163563,173.42331158191303,5.788260869565218,0.9784363158432701,232.82762232560873,7.313521739130434,0.9648878181295697,395.66059187008693,5.990891304347825,0.9825356295978372,187.06928070082606,5.503739130434783,0.9863241171467192,134.68564326339128,5.699608695652174,0.982640610470436,181.78514979321733,5.519695652173912,0.9818701741537544,187.92274871239127,5.433000000000001,0.9872467091216351,132.8140786948696,5.090608695652173,0.9903730352201772,95.62433836643474,5.2625652173913045,0.9865610293708941,141.61025868504348,5.547782608695651,0.9879195567416003,119.45544165334782,5.562956521739131,0.9872056189449023,136.3650494613913,5.359717391304346,0.9895058336031921,109.3216660396087,5.716456521739127,0.9821700271004998,174.20080428147824,5.3583478260869555,0.9860984116679173,130.0074309291739,5.5419347826086955,0.9880775201762402,121.33437433191303,6.23732608695652,0.9751642549519397,260.3487782923913,5.251913043478261,0.9896989679521865,110.356950132913,4.9030434782608685,0.9895367229391719,112.17270607652175,5.263369565217391,0.9875701738869291,119.55562457360867,6.622195652173913,0.9797426474004496,218.77723979365217,5.38186956521739,0.9873338928763639,131.96370851304349,5.497217391304346,0.9894485006912401,112.39076952930431,5.257021739130434,0.9877249303903598,112.02348200804344
euro28,graph_stat_dg,avg_transceivers,3.4397572463768094,0.999223220315842,47.09587176034299,4.049929347826084,0.9982685205785964,117.47214851231873,4.013307971014493,0.9982400219101594,143.97480482044446,4.149634057971018,0.9983450600830012,127.50157474958438,4.512784420289857,0.9982890633892992,134.2596061646617,4.087144927536234,0.9983674791057682,118.7478590398019,4.19333876811594,0.9980797721525235,146.66671312808214,4.162454710144925,0.9986886322823095,93.11531857491775,3.982175724637683,0.9983638580319144,137.5875995977343,4.737047101449274,0.9974507212424792,236.29124602719781,3.6443568840579714,0.9988979095673163,73.89744252738157,3.487297101449276,0.998852343403045,86.33416003936699,3.870869565217392,0.9988388478868822,93.16607237777296,3.948041666666669,0.9983811743481313,123.51402355534782,4.348543478260868,0.9980778302961832,133.12000469654575,4.108960144927536,0.9978547571320895,151.8129646378984,3.589503623188406,0.9988599894535111,88.74913944561825,4.370804347826088,0.9981229280486514,141.80248985697588,4.562583333333331,0.9982644788081633,135.05266346785496,4.4250253623188405,0.99793756667918,174.65120016151195,4.0184782608695615,0.9984666707671711,119.17023399616419,3.775365942028986,0.998863477357886,78.81806215870532,4.066634057971013,0.9984179059602115,117.02207577557961,4.027860507246374,0.9984175278802847,122.32926227775346,3.4628967391304313,0.9990242524971928,70.13605460349756
euro28,graph_stat_dg,max_transceivers,6.214492753623189,0.9983622243762434,143.32375980676323,7.148550724637682,0.9972117567221636,249.29211033816418,6.483333333333333,0.9980352727433759,173.39300038647335,6.534057971014493,0.9978955706767985,186.57775478260865,7.093840579710145,0.9976845058225033,220.18173913043472,6.2702898550724635,0.9981581178612888,159.77167632850234,7.139855072463768,0.9971781885725203,249.33125410628023,7.217028985507246,0.9975795310792686,223.63466531400957,5.9369565217391305,0.9985039949929504,129.73453101449272,6.861231884057972,0.9976017770504663,249.17645004830914,6.157246376811593,0.9982219069042036,145.82602782608683,6.982246376811593,0.9972959115813884,279.33933120772934,6.511594202898549,0.9982552302858058,158.82333275362308,6.230797101449275,0.9982151477442986,159.16556618357484,7.082608695652174,0.9972835344459582,231.99669352656986,6.291304347826087,0.9979816703241048,173.1438405797101,6.910869565217392,0.9978129660286277,208.91518338164252,7.0840579710144915,0.9976951338377377,198.890558454106,7.208695652173913,0.9977774499563928,206.5091683091787,6.723913043478261,0.9978433766116918,202.14051632850234,6.627173913043478,0.9977902608981539,199.83981217391295,6.560869565217391,0.9979418648340751,183.56459014492745,6.63623188405797,0.9979333521793912,175.3838471497584,6.494565217391305,0.9980456405756963,182.06235574879236,6.529710144927537,0.9974858830333729,240.76296657004826
