topology,representation,n_requests,target,regressor,fit.time_0,pred.time_0,mae_0,fit.time_1,pred.time_1,mae_1,fit.time_2,pred.time_2,mae_2,fit.time_3,pred.time_3,mae_3,fit.time_4,pred.time_4,mae_4,fit.time_5,pred.time_5,mae_5,fit.time_6,pred.time_6,mae_6,fit.time_7,pred.time_7,mae_7,fit.time_8,pred.time_8,mae_8,fit.time_9,pred.time_9,mae_9
euro28,graph_raw_conn,100,avg_transceivers,SVR,0.0015079999999999538,0.0005159999999999609,2.1241175903508944,0.0011550000000000171,0.0004790000000000072,2.7127466780069414,0.0012780000000000014,0.0005070000000000352,2.351927322469872,0.0013810000000000766,0.00047799999999997844,1.7751069953012248,0.0012130000000000196,0.0005610000000000337,2.1670496328524607,0.0011459999999999804,0.00045399999999995444,2.227254604248408,0.0014290000000000136,0.0004650000000000487,2.7563513192805003,0.0012680000000000469,0.0004509999999999792,1.7802762399682563,0.0011179999999999524,0.00043999999999999595,1.9161213363752054,0.001100000000000101,0.00045000000000006146,3.0885660387977554
euro28,graph_raw_conn,100,avg_transceivers,MLPRegressor,0.43787300000000007,0.000140000000000029,0.8688962150022178,0.37555099999999997,0.00014099999999994672,1.3436224762899045,0.355831,0.00012699999999998823,1.2702452048643154,0.41234100000000007,0.000172000000000061,0.6783167118988942,0.37383500000000014,0.0001330000000003828,0.6715241234927518,0.2954859999999999,0.00013800000000019352,0.9602904896285367,0.35019199999999984,0.0001389999999998892,1.6833196794864818,0.42787399999999964,0.00013599999999991397,1.1916938032445188,0.35529600000000006,0.00015900000000002024,1.8858909847154124,0.4005420000000006,0.00013299999999993872,1.1273183880550874
euro28,graph_raw_conn,100,avg_transceivers,DecisionTreeRegressor,0.002534999999999954,0.00011199999999966792,1.0399999999999963,0.0025540000000008334,0.00020799999999976393,1.2177499999999952,0.0025119999999994036,0.00017300000000020077,1.210083333333334,0.002468000000000359,7.699999999921658e-05,0.7453333333333291,0.002762999999999849,8.400000000019503e-05,1.5095833333333417,0.002411000000000385,7.299999999954565e-05,0.5245833333333352,0.002489999999999881,0.00011300000000069588,1.0514166666666611,0.0025700000000004053,0.00011399999999994748,1.4726666666666688,0.0024399999999999977,0.00014599999999997948,6.17708333333333,0.002361999999999753,9.600000000009601e-05,1.3932499999999977
euro28,graph_raw_conn,100,avg_transceivers,KNeighborsRegressor,0.00022900000000003473,0.02445300000000028,3.260400000000003,0.0023780000000002133,0.0028649999999998954,3.3588999999999998,0.001210999999999629,0.0016660000000001673,2.2506000000000013,0.0017249999999995325,0.0024290000000002365,2.2051000000000074,0.0011090000000004707,0.002413999999999916,3.3424999999999967,0.0012259999999999494,0.0016239999999996257,2.7494000000000014,0.0009790000000000632,0.0028060000000005303,2.5937999999999946,0.0010759999999994108,0.002240000000000464,3.5398999999999985,0.000988000000000433,0.0028529999999999944,2.4716000000000036,0.0009410000000000807,0.0017940000000002954,3.691300000000001
euro28,graph_raw_conn,300,avg_transceivers,SVR,0.012351000000000667,0.004423000000000066,5.449428168473583,0.009139999999999482,0.003354999999999997,6.949992841502779,0.0108119999999996,0.0040480000000000516,6.597553023228295,0.010305999999999926,0.004256999999999955,5.878002211665529,0.010927000000000575,0.0046200000000000685,6.126869582819057,0.011365999999999765,0.004278000000000226,6.81928744125201,0.010123999999999356,0.004045999999999772,7.414946106133868,0.0103339999999994,0.004194000000000031,5.177579827637226,0.009055000000000035,0.0035729999999993822,6.98905407685271,0.010021000000000058,0.00418300000000027,5.752094263551544
euro28,graph_raw_conn,300,avg_transceivers,MLPRegressor,0.7954939999999997,0.0012900000000000134,7.331376096750586,1.3466939999999994,0.000128000000000128,3.725632261701276,0.08586099999999952,0.00013000000000040757,6.978761816608068,0.5589110000000002,0.0001340000000000785,3.2419354587061378,0.101267,0.00014599999999997948,5.743431249268577,0.09824900000000003,0.00013099999999965917,8.686056763716248,0.0986830000000003,0.0001769999999998717,8.627089241429427,0.997478000000001,0.00013099999999965917,1.2405543387304534,0.8727540000000005,0.00013199999999891077,4.588625572509312,0.957961000000001,0.0001610000000002998,2.5324332255086004
euro28,graph_raw_conn,300,avg_transceivers,DecisionTreeRegressor,0.0036730000000009255,0.00010900000000013677,2.9084166666666875,0.003793999999999187,0.00013799999999974943,3.656749999999988,0.0036210000000007625,7.300000000043383e-05,3.1989166666666504,0.003800999999999277,9.499999999995623e-05,1.704333333333358,0.0038160000000004857,7.90000000012725e-05,1.6349166666667088,0.003697999999999979,0.00023900000000054433,3.0181666666666898,0.0034850000000012926,7.400000000146179e-05,3.4826666666666712,0.0038730000000004594,0.00023400000000073362,4.030750000000012,0.0035399999999992104,0.0001020000000000465,5.792500000000001,0.0036959999999996995,8.499999999855845e-05,3.3607500000000075
euro28,graph_raw_conn,300,avg_transceivers,KNeighborsRegressor,0.00019499999999972317,0.0016329999999999956,6.55580000000001,0.0012689999999988544,0.001730999999999483,7.637999999999982,0.0011569999999991865,0.001991000000000298,6.735899999999992,0.0013059999999995853,0.00184699999999971,6.28309999999999,0.0012810000000005317,0.0025340000000007024,6.593600000000004,0.0012699999999998823,0.004939000000000249,8.538100000000004,0.001130999999999105,0.0034429999999989747,7.101299999999992,0.001160000000000494,0.0022489999999990573,6.948299999999972,0.0010879999999993117,0.0017930000000010438,9.173400000000004,0.001090999999998843,0.0017540000000000333,5.308299999999991
euro28,graph_raw_conn,500,avg_transceivers,SVR,0.011102000000001055,0.004240000000001132,10.232699255631701,0.008865000000000123,0.004010000000000957,11.427567279009612,0.01052199999999992,0.003978000000000037,11.638582960999083,0.010282000000000124,0.004208999999999463,6.975152544618584,0.00926199999999966,0.0036749999999994287,10.66533264930269,0.009613999999999123,0.004132999999999498,12.15751367235032,0.010194000000000258,0.004081999999998587,11.30516056124701,0.010585999999999984,0.0041560000000000485,8.730156073916215,0.009797000000000722,0.0036999999999984823,6.605874529924631,0.010311999999998989,0.004230999999998986,12.080654284306513
euro28,graph_raw_conn,500,avg_transceivers,MLPRegressor,0.8457919999999994,0.0009709999999998331,9.344556263488471,0.37975700000000145,0.00015299999999918157,12.137004403840518,0.09353600000000029,0.000128000000000128,13.200703629602117,0.09908599999999979,0.00013200000000068712,8.39101497557922,0.08715899999999976,0.00013099999999965917,13.091502057769702,0.6048399999999994,0.00013299999999993872,3.7698755542008655,1.074038999999999,0.00016300000000057935,6.136239031465164,0.09932500000000033,0.00013200000000068712,10.114896512635625,0.08837999999999901,0.0001640000000016073,6.984189370714131,0.0982050000000001,0.00013099999999965917,13.347672051659988
euro28,graph_raw_conn,500,avg_transceivers,DecisionTreeRegressor,0.004609999999999559,8.09999999997757e-05,4.598333333333318,0.004739000000000715,0.00011500000000097543,3.4849166666666633,0.0040919999999999845,8.00000000005241e-05,6.060583333333335,0.005143000000000342,8.699999999883801e-05,2.632999999999993,0.004927999999999599,0.0001270000000008764,3.2295833333333293,0.0044199999999996464,7.899999999949614e-05,5.882916666666671,0.004691000000001111,8.200000000080365e-05,4.5139999999999985,0.0054280000000002104,0.0001449999999998397,3.574833333333328,0.004203000000000401,7.300000000043383e-05,15.467000000000008,0.004554999999999865,7.800000000024454e-05,2.2020833333333085
euro28,graph_raw_conn,500,avg_transceivers,KNeighborsRegressor,0.0001820000000005706,0.0025209999999997734,7.214600000000013,0.0011179999999999524,0.001962999999999937,6.987700000000001,0.0010099999999990672,0.0019439999999999458,9.63760000000001,0.0014649999999996055,0.003949999999999676,6.415400000000039,0.0012359999999986826,0.005471999999999255,6.2848000000000015,0.0015660000000004004,0.002147000000000787,6.259500000000003,0.0012249999999998096,0.0017379999999995732,9.069899999999995,0.0012650000000000716,0.002783000000000868,6.398599999999976,0.0012610000000012889,0.0020450000000007407,6.539799999999991,0.0011279999999995738,0.0024540000000001783,8.4274
euro28,graph_stat_dg,100,avg_transceivers,SVR,0.003352999999998829,0.0010089999999998156,2.6984504345447933,0.002704000000001372,0.0008539999999985781,3.303839067074442,0.002553999999999945,0.000774999999999082,2.625535706376513,0.0027329999999992083,0.000828000000000273,2.3572605184223776,0.002624000000000848,0.0009730000000001127,2.560532290896215,0.0028129999999997324,0.0009110000000003282,2.811108664002802,0.0031789999999993768,0.0010120000000011231,3.3938491599706127,0.003087000000000728,0.0009760000000014202,2.226300438466859,0.0030229999999988877,0.0009810000000012309,1.9152159313828705,0.002955000000000041,0.0009459999999990032,3.4530030079518967
