n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,6.0,7.0,10.466898954703833,9.0,9.466898954703833,8.0,11.878048780487806,7.470383275261324,7.0,7.0,9.452961672473867,5.0,7.0,5.0,8.139372822299652,10.24390243902439,6.0,4.0,3.0,5.0,6.0,3.0,6.0,5.303135888501743,6.0,9.0,7.0,3.4529616724738674,6,7,11,9,10,8,13,8,7,7,10,5,7,5,11,13,6,4,3,5,6,3,6,6,6,9,7,4,190.76,198,3351,61.79
125,10.0,9.0,11.466898954703833,10.0,10.742160278745645,9.0,14.470383275261325,10.02787456445993,11.0,8.0,10.452961672473867,6.0,9.0,8.0,10.139372822299652,11.83623693379791,8.0,8.0,6.0,6.0,7.0,4.0,7.0,8.303135888501743,6.0,9.557491289198607,9.275261324041812,4.452961672473868,10,9,12,10,12,9,15,12,11,8,11,6,9,8,13,14,8,8,6,6,7,4,7,9,6,11,10,5,240.49,248,4413,86.49
150,13.0,9.0,12.466898954703833,12.0,12.466898954703833,9.0,16.878048780487806,12.02787456445993,13.0,8.0,10.452961672473867,7.0,10.0,10.0,11.139372822299652,13.24390243902439,11.0,11.0,13.578397212543553,11.578397212543553,7.0,5.0,11.578397212543553,10.303135888501743,7.0,10.557491289198607,13.578397212543553,5.452961672473868,13,9,13,12,13,9,18,14,13,8,11,7,10,10,14,16,11,11,15,13,7,5,13,11,7,12,15,6,290.86,300,5349,107.85
175,15.195121951219512,13.0,15.285714285714286,13.0,15.874564459930314,11.0,16.407665505226483,12.0,14.0,10.0,11.452961672473867,8.0,11.0,14.578397212543553,16.139372822299652,14.24390243902439,11.0,12.0,14.578397212543553,12.578397212543553,8.0,5.0,14.578397212543553,14.303135888501743,12.578397212543553,10.0,13.97212543554007,5.452961672473868,16,13,16,13,18,11,17,12,14,10,12,8,11,16,19,17,11,12,16,14,8,5,16,15,14,10,16,6,337.79,350,6201,119.12
200,17.477351916376307,14.777003484320558,17.78397212543554,14.0,17.658536585365855,14.473867595818815,18.135888501742162,14.470383275261325,16.372822299651567,13.0,11.296167247386759,8.0,13.449477351916377,15.578397212543553,16.139372822299652,15.724738675958188,12.0,15.278745644599303,17.05226480836237,13.64459930313589,8.0,6.0,17.156794425087107,17.37630662020906,13.613240418118467,12.0,15.529616724738675,8.296167247386759,19,16,20,14,19,16,22,15,17,13,12,8,14,17,19,20,12,16,20,16,8,6,19,20,17,12,18,9,379.36,394,7050,136.35
225,20.83623693379791,14.0,20.390243902439025,15.466898954703833,17.45993031358885,15.815331010452962,18.76306620209059,17.742160278745644,18.76306620209059,13.0,12.445993031358885,10.0,14.45993031358885,16.59581881533101,18.139372822299652,14.83623693379791,13.526132404181185,16.425087108013937,18.334494773519165,13.64808362369338,9.0,7.0,18.156794425087107,17.794425087108014,14.505226480836237,13.557491289198607,19.665505226480835,9.101045296167248,23,14,24,16,18,17,20,21,21,13,13,10,15,19,21,17,15,19,22,16,9,7,20,19,17,15,24,11,410.85,432,7845,155.2
250,22.031358885017422,15.411149825783973,20.390243902439025,17.857142857142858,18.749128919860627,18.0,18.878048780487806,16.89198606271777,18.76306620209059,14.0,14.759581881533101,12.564459930313589,14.45993031358885,17.916376306620208,22.898954703832754,17.101045296167246,13.526132404181185,16.909407665505228,17.60278745644599,16.202090592334496,10.0,9.445993031358885,21.613240418118465,20.18466898954704,16.505226480836235,16.0,21.665505226480835,11.491289198606271,24,16,24,19,20,18,20,18,21,14,16,14,15,21,30,21,15,18,20,21,10,10,24,22,19,16,26,14,452.35,482,8760,178.61
275,22.912891986062718,16.411149825783973,22.40418118466899,18.857142857142858,19.749128919860627,18.285714285714285,19.470383275261323,18.358885017421603,19.045296167247386,17.445993031358885,16.7595818815331,14.0,17.45993031358885,17.181184668989548,22.898954703832754,18.693379790940767,13.526132404181185,19.303135888501743,17.60278745644599,17.202090592334496,10.0,9.445993031358885,21.613240418118465,22.10452961672474,18.954703832752614,19.50871080139373,23.714285714285715,15.18815331010453,24,17,25,20,21,19,20,21,22,18,18,14,18,20,30,22,15,21,20,22,10,10,24,25,22,22,28,18,490.68,526,9414,185.49
300,23.49128919860627,17.578397212543553,24.989547038327526,18.857142857142858,21.205574912891986,20.5609756097561,22.170731707317074,19.153310104529616,21.05226480836237,18.445993031358885,18.7595818815331,16.0,21.89547038327526,19.83623693379791,26.933797909407666,18.64808362369338,18.101045296167246,20.60278745644599,18.60278745644599,17.202090592334496,12.0,10.78048780487805,22.613240418118465,23.682926829268293,20.954703832752614,18.951219512195124,23.714285714285715,17.48780487804878,25,18,28,20,23,21,24,23,27,19,20,16,24,23,35,22,20,22,21,22,12,12,25,27,24,20,28,21,535.02,578,10677,217.54
325,25.449477351916375,20.031358885017422,25.501742160278745,20.35191637630662,20.749128919860627,27.024390243902438,22.83623693379791,22.989547038327526,22.411149825783973,20.749128919860627,19.829268292682926,16.0,22.066202090592334,23.362369337979093,27.372822299651567,19.51567944250871,18.264808362369337,20.76306620209059,18.146341463414632,18.202090592334496,13.64459930313589,10.445993031358885,24.878048780487806,26.257839721254356,23.45644599303136,19.70383275261324,27.533101045296167,21.752613240418118,27,22,30,22,22,30,24,31,28,22,22,16,24,29,36,24,20,23,20,23,16,11,30,30,28,23,35,26,566.79,614,11127,223.24
350,27.21602787456446,24.885017421602786,26.250871080139373,20.808362369337978,21.282229965156795,27.923344947735192,22.930313588850176,21.885017421602786,23.313588850174217,20.445993031358885,18.45296167247387,16.0,23.066202090592334,25.37979094076655,28.533101045296167,18.738675958188153,18.264808362369337,22.303135888501743,18.606271777003485,18.4390243902439,16.749128919860627,10.445993031358885,25.34843205574913,30.738675958188153,26.198606271777003,20.70383275261324,29.73170731707317,21.5609756097561,30,29,31,23,22,29,24,28,29,21,19,16,25,32,36,22,20,25,21,23,21,11,30,39,32,24,39,25,595.89,648,11754,245.34
375,27.365853658536587,25.29616724738676,29.073170731707318,21.808362369337978,23.853658536585368,29.28919860627178,25.21951219512195,24.94773519163763,21.362369337979093,20.850174216027874,19.857142857142858,20.794425087108014,23.968641114982578,26.428571428571427,29.818815331010452,20.149825783972126,19.264808362369337,22.0,25.282229965156795,21.006968641114984,16.177700348432055,10.445993031358885,24.898954703832754,30.554006968641115,27.29616724738676,24.222996515679444,29.585365853658537,24.72822299651568,31,30,35,24,25,31,27,32,25,22,21,22,26,33,38,24,21,25,33,29,19,11,29,38,33,29,39,34,633.76,704,12762,261.66
400,30.498257839721255,26.45993031358885,28.609756097560975,26.871080139372822,25.21602787456446,30.170731707317074,24.738675958188153,26.369337979094077,23.45644599303136,20.445993031358885,20.522648083623693,22.874564459930312,25.177700348432055,27.156794425087107,30.43205574912892,24.797909407665504,20.264808362369337,25.94773519163763,25.59581881533101,22.006968641114984,17.33101045296167,10.445993031358885,24.682926829268293,30.909407665505228,28.45993031358885,25.881533101045296,32.22996515679443,24.926829268292682,38,31,34,30,27,33,26,35,28,21,22,26,28,35,38,32,22,34,32,30,19,11,28,38,34,30,43,35,667.92,742,13374,276.59
425,33.1184668989547,28.979094076655052,29.923344947735192,27.682926829268293,25.909407665505228,32.8815331010453,25.069686411149824,27.81533101045296,23.822299651567945,22.278745644599304,21.024390243902438,21.581881533101047,26.35191637630662,26.933797909407666,31.254355400696863,25.94425087108014,20.264808362369337,26.442508710801395,29.05226480836237,21.299651567944252,18.480836236933797,13.08362369337979,25.428571428571427,31.264808362369337,29.717770034843205,30.418118466898953,32.97909407665505,24.38327526132404,39,34,33,32,27,38,26,36,29,23,23,23,29,31,38,31,22,34,37,28,22,15,30,38,36,37,43,30,697.19,768,13635,275.01
450,32.77003484320557,29.32752613240418,31.473867595818817,28.554006968641115,25.909407665505228,34.29616724738676,28.045296167247386,27.745644599303137,27.027874564459932,22.38327526132404,21.5993031358885,22.721254355400696,29.16376306620209,27.533101045296167,32.98257839721254,26.209059233449477,20.146341463414632,27.146341463414632,28.198606271777003,21.031358885017422,17.205574912891986,14.445993031358885,27.066202090592334,30.066202090592334,31.390243902439025,30.874564459930312,32.045296167247386,23.923344947735192,36,36,35,31,27,37,30,33,33,23,23,25,33,32,39,30,22,33,32,25,20,15,31,35,38,34,40,28,722.39,784,13911,281.63
475,34.613240418118465,32.15679442508711,31.299651567944252,28.857142857142858,26.0801393728223,34.0,29.818815331010452,29.0801393728223,28.49128919860627,23.38327526132404,22.05226480836237,23.310104529616726,28.26829268292683,29.21602787456446,34.822299651567945,26.571428571428573,20.89198606271777,26.463414634146343,30.477351916376307,24.083623693379792,18.749128919860627,16.445993031358885,28.613240418118465,34.56445993031359,30.961672473867594,30.797909407665504,31.989547038327526,26.679442508710803,40,39,34,30,27,37,33,34,35,24,24,25,31,33,40,31,23,31,37,31,20,17,33,43,36,34,39,31,754.29,822,14235,287.2
500,35.09407665505226,31.473867595818817,33.96864111498258,29.477351916376307,26.843205574912893,36.933797909407666,30.310104529616726,29.742160278745644,28.686411149825783,25.05574912891986,23.81533101045296,23.501742160278745,28.38327526132404,30.48780487804878,35.51567944250871,27.498257839721255,23.536585365853657,28.097560975609756,29.989547038327526,25.916376306620208,21.027874564459932,18.445993031358885,28.83623693379791,37.00696864111498,33.77003484320557,32.494773519163765,35.15679442508711,29.170731707317074,41,38,39,32,30,42,34,35,34,26,27,28,32,36,41,32,26,34,35,34,23,19,33,48,42,37,45,33,779.61,850,14928,288.73
525,35.2404181184669,31.578397212543553,33.64808362369338,30.961672473867594,27.202090592334496,36.11498257839721,30.128919860627178,31.386759581881535,28.27526132404181,27.752613240418118,24.32404181184669,23.958188153310104,28.038327526132406,30.519163763066203,36.846689895470384,27.790940766550523,24.32752613240418,31.261324041811847,31.902439024390244,25.930313588850176,22.306620209059233,22.81533101045296,27.449477351916375,35.4808362369338,35.98954703832753,33.79442508710802,32.76306620209059,32.059233449477354,40,37,37,34,30,40,34,37,32,32,28,26,31,37,43,33,26,39,40,31,24,26,29,44,45,42,38,41,797.94,864,14973,287.3
550,37.58885017421603,29.390243902439025,36.07665505226481,33.63066202090592,28.031358885017422,40.96864111498258,30.874564459930312,34.01742160278746,29.13240418118467,26.954703832752614,24.696864111498257,23.641114982578397,29.51219512195122,31.076655052264808,38.034843205574916,28.613240418118465,26.29616724738676,30.54703832752613,30.466898954703833,26.05923344947735,26.090592334494772,25.28919860627178,27.902439024390244,33.86411149825784,33.35191637630662,33.397212543554005,34.721254355400696,30.665505226480835,42,35,42,38,31,47,36,42,34,29,28,26,32,38,44,34,30,38,37,31,30,28,32,40,38,40,43,35,819.69,892,15657,290.01
575,37.79094076655052,31.735191637630663,36.853658536585364,36.278745644599304,30.473867595818817,43.282229965156795,30.66898954703833,35.44947735191638,30.393728222996515,29.05574912891986,23.13240418118467,24.662020905923345,33.167247386759584,34.47735191637631,39.170731707317074,28.48780487804878,29.153310104529616,29.860627177700348,33.250871080139376,30.62369337979094,25.28919860627178,24.21254355400697,27.773519163763066,33.78397212543554,33.1184668989547,33.59581881533101,38.10452961672474,31.700348432055748,44,39,42,43,34,49,36,44,37,30,25,28,39,44,48,34,34,36,41,39,28,26,32,42,38,40,49,37,833.07,900,15549,287.16
600,40.174216027874564,35.23693379790941,36.36585365853659,35.73170731707317,33.62020905923345,48.09756097560975,29.334494773519165,38.2404181184669,29.693379790940767,31.21951219512195,25.871080139372822,26.480836236933797,34.89895470383275,35.10452961672474,41.48432055749129,28.090592334494772,30.505226480836235,29.10801393728223,34.76306620209059,33.0801393728223,29.121951219512194,28.926829268292682,29.71080139372822,36.045296167247386,38.21602787456446,35.96864111498258,39.278745644599304,32.940766550522646,46,46,41,44,39,59,36,49,36,35,32,32,43,45,56,34,35,34,44,43,36,35,36,48,50,47,51,40,861.18,940,15837,292.9
625,40.59233449477352,35.81184668989547,36.7595818815331,33.90940766550523,31.073170731707318,45.96864111498258,32.00696864111498,37.09407665505226,32.34843205574913,30.801393728222997,27.024390243902438,26.902439024390244,36.142857142857146,35.48432055749129,40.80487804878049,31.968641114982578,30.71080139372822,29.257839721254356,34.5609756097561,33.13588850174216,28.714285714285715,28.00348432055749,31.89198606271777,35.728222996515676,39.1219512195122,36.41114982578397,39.728222996515676,31.37979094076655,47,43,44,38,34,55,38,48,39,32,33,31,45,47,52,38,37,34,43,41,35,32,37,46,50,45,55,35,878.36,958,16479,293.34
650,41.00348432055749,39.69686411149826,39.12543554006969,34.37979094076655,32.257839721254356,49.5609756097561,34.64808362369338,38.63066202090592,35.637630662020904,33.55749128919861,30.473867595818817,26.494773519163765,36.599303135888505,34.89198606271777,38.97909407665505,31.70383275261324,30.634146341463413,29.51567944250871,34.02787456445993,37.97909407665505,30.45644599303136,27.99651567944251,34.63066202090592,35.33449477351916,40.31707317073171,35.4390243902439,43.98606271777003,31.797909407665504,47,51,50,39,38,60,43,49,46,37,37,29,44,45,49,37,36,36,41,49,40,32,44,43,52,41,63,38,904.84,994,16626,299.89
