n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,9.0,9.564459930313589,7.0,5.979094076655052,5.0,13.815331010452962,7.2822299651567945,10.0,13.578397212543553,8.763066202090592,5.0,6.470383275261324,5.0,6.0,10.0,10.400696864111499,6.0,5.0,10.846689895470384,4.0,6.682926829268292,4.0,11.790940766550523,5.0,8.0,6.0,9,11,7,7,5,17,8,10,15,10,5,7,5,6,10,11,6,5,13,4,8,4,16,5,8,6,191.99,198,3462,61.57
125,11.745644599303136,9.745644599303136,9.0,8.0,5.0,14.383275261324043,9.282229965156795,12.0,14.578397212543553,10.386759581881533,7.0,8.418118466898955,9.0,6.0,11.0,10.958188153310104,8.087108013937282,9.557491289198607,11.0,8.087108013937282,8.686411149825783,8.285714285714286,11.282229965156795,6.0,10.0,8.0,13,11,9,8,5,17,10,12,16,11,7,9,9,6,11,13,10,11,11,10,10,9,12,6,10,8,239.67,248,4413,78.75
150,14.317073170731707,12.0,14.376306620209059,8.0,7.491289198606272,17.853658536585368,9.282229965156795,13.0,16.578397212543553,11.386759581881533,8.885017421602788,8.418118466898955,10.386759581881533,7.7456445993031355,12.557491289198607,11.400696864111499,12.578397212543553,9.0,13.0,9.087108013937282,13.871080139372822,12.0,11.282229965156795,6.0,12.041811846689896,9.285714285714286,16,12,18,8,8,21,10,13,18,12,13,9,12,9,14,12,15,9,13,11,15,12,12,6,14,10,280.93,294,5505,95.11
175,16.010452961672474,14.0,14.0,8.0,8.257839721254355,20.62369337979094,9.0,16.45993031358885,18.10801393728223,12.846689895470384,8.885017421602788,10.418118466898955,12.400696864111499,10.825783972125436,14.557491289198607,12.306620209059233,14.742160278745645,10.445993031358885,17.0,11.087108013937282,14.331010452961673,14.696864111498257,15.0,7.560975609756097,15.843205574912892,10.285714285714286,18,14,14,8,10,25,9,17,20,14,13,11,15,13,16,14,18,11,17,13,16,17,15,8,19,11,325.86,344,6417,114.11
200,16.501742160278745,16.864111498257838,15.0,11.362369337979095,10.554006968641115,23.770034843205575,9.282229965156795,19.191637630662022,18.470383275261323,15.317073170731707,10.67247386759582,10.418118466898955,15.491289198606271,10.91637630662021,14.557491289198607,13.097560975609756,16.470383275261323,11.0,19.0,16.557491289198605,16.362369337979093,17.696864111498257,17.013937282229964,12.048780487804878,15.445993031358885,12.198606271777004,19,19,15,12,13,28,10,21,21,17,14,11,18,13,16,15,19,11,19,19,19,21,19,13,17,13,372.17,396,7263,131.0
225,17.470383275261323,19.209059233449477,17.29268292682927,12.498257839721255,11.989547038327526,24.850174216027874,10.010452961672474,20.923344947735192,20.961672473867594,16.128919860627178,14.222996515679442,11.418118466898955,17.466898954703833,11.595818815331011,18.45644599303136,16.773519163763066,19.766550522648085,12.0,20.10801393728223,17.961672473867594,16.56445993031359,18.606271777003485,18.5609756097561,13.048780487804878,18.149825783972126,15.40766550522648,20,21,18,13,15,32,12,22,25,18,20,12,22,15,21,18,26,12,21,21,19,21,20,14,20,20,411.51,446,8103,140.54
250,20.686411149825783,21.864111498257838,19.72822299651568,13.526132404181185,11.21951219512195,26.67595818815331,11.64808362369338,23.449477351916375,23.310104529616726,18.250871080139373,12.571428571428571,15.101045296167248,17.83275261324042,12.595818815331011,18.0,17.54006968641115,19.114982578397214,18.229965156794425,22.8397212543554,19.954703832752614,17.885017421602786,19.114982578397214,21.027874564459932,15.041811846689896,21.801393728222997,16.571428571428573,25,24,21,15,13,33,13,26,26,20,16,17,23,16,18,20,24,21,25,23,22,22,23,16,26,20,453.39,492,9198,161.18
275,21.020905923344948,23.198606271777003,21.70383275261324,15.526132404181185,13.749128919860627,26.67595818815331,14.64808362369338,25.65505226480836,24.048780487804876,18.250871080139373,17.829268292682926,16.5993031358885,23.198606271777003,13.595818815331011,19.557491289198605,18.54006968641115,18.202090592334496,20.202090592334496,24.43554006968641,22.65156794425087,18.857142857142858,18.557491289198605,23.320557491289197,16.041811846689896,21.261324041811847,19.7595818815331,25,25,22,17,16,33,16,28,29,20,23,19,29,17,21,21,22,23,26,27,22,20,26,17,25,23,496.79,540,10068,178.18
300,24.682926829268293,26.317073170731707,21.70383275261324,16.526132404181183,16.045296167247386,27.414634146341463,14.365853658536585,28.477351916376307,24.048780487804876,21.250871080139373,19.738675958188153,23.742160278745644,24.445993031358885,16.299651567944252,19.0,19.498257839721255,18.470383275261323,22.087108013937282,29.658536585365855,25.205574912891986,18.45644599303136,19.139372822299652,24.414634146341463,16.031358885017422,22.174216027874564,23.027874564459932,30,31,22,18,19,35,15,34,29,23,24,29,31,20,19,22,21,25,34,32,21,21,27,17,26,27,537.07,588,10983,191.79
325,28.641114982578397,27.73170731707317,22.536585365853657,17.013937282229964,18.045296167247386,29.874564459930312,17.365853658536587,29.529616724738677,26.61672473867596,22.62020905923345,23.644599303135887,23.933797909407666,26.466898954703833,15.895470383275262,20.0,19.097560975609756,19.65505226480836,23.038327526132406,30.658536585365855,26.850174216027874,18.393728222996515,22.550522648083625,26.362369337979093,20.153310104529616,23.4390243902439,25.24390243902439,38,33,23,19,21,38,18,34,34,25,28,29,34,19,20,21,24,27,35,32,21,27,29,23,27,29,575.99,632,11775,206.25
350,29.714285714285715,29.35191637630662,24.536585365853657,17.013937282229964,21.682926829268293,34.383275261324044,21.797909407665504,30.62369337979094,26.226480836236934,26.10452961672474,26.0,23.965156794425088,29.250871080139373,15.895470383275262,21.62020905923345,19.4006968641115,20.94773519163763,23.48780487804878,32.23344947735192,28.041811846689896,20.121951219512194,22.926829268292682,30.470383275261323,22.282229965156795,22.60278745644599,27.0801393728223,34,33,25,19,27,45,25,37,32,31,31,30,38,19,22,20,26,27,38,33,24,26,34,25,25,32,618.45,686,12543,216.25
375,31.205574912891986,27.449477351916375,27.017421602787458,18.71080139372822,23.557491289198605,36.055749128919864,22.797909407665504,29.989547038327526,27.226480836236934,24.372822299651567,25.937282229965156,24.5993031358885,28.26829268292683,17.89547038327526,22.62020905923345,20.48780487804878,23.749128919860627,24.881533101045296,37.15679442508711,29.581881533101047,20.121951219512194,22.905923344947734,35.177700348432055,25.81533101045296,25.916376306620208,27.721254355400696,36,30,30,21,28,47,26,34,33,26,30,29,35,21,23,21,30,29,46,35,23,24,40,30,29,32,651.21,720,13032,224.82
400,33.26480836236934,28.449477351916375,27.86759581881533,21.1602787456446,26.714285714285715,37.65505226480836,22.993031358885016,31.097560975609756,26.905923344947734,25.372822299651567,28.195121951219512,25.48432055749129,29.048780487804876,21.362369337979093,26.62020905923345,21.48780487804878,25.878048780487806,27.5993031358885,36.250871080139376,30.4006968641115,21.613240418118465,23.923344947735192,36.33449477351916,27.317073170731707,25.912891986062718,29.73170731707317,39,31,31,24,31,49,27,37,32,27,34,29,33,24,27,22,33,31,44,36,25,25,42,31,29,37,693.8,774,13962,243.32
425,35.599303135888505,29.449477351916375,28.76306620209059,21.1602787456446,28.5609756097561,36.271777003484324,26.090592334494772,32.5609756097561,29.282229965156795,27.13240418118467,31.097560975609756,26.174216027874564,29.094076655052266,24.146341463414632,26.902439024390244,22.48780487804878,26.930313588850176,29.181184668989548,37.86062717770035,33.038327526132406,22.177700348432055,26.13240418118467,35.59581881533101,27.156794425087107,28.905923344947734,30.21254355400697,41,32,33,24,32,46,31,38,35,29,38,30,34,27,28,23,34,34,46,39,26,28,40,30,32,36,724.69,802,14532,253.93
450,39.44947735191638,30.153310104529616,28.26829268292683,21.1602787456446,30.34494773519164,40.79442508710802,28.923344947735192,34.4390243902439,30.449477351916375,28.578397212543553,33.073170731707314,27.174216027874564,30.114982578397214,30.195121951219512,27.076655052264808,23.48780487804878,29.717770034843205,29.923344947735192,39.96864111498258,36.23693379790941,24.365853658536587,26.808362369337978,36.69686411149826,27.45993031358885,29.191637630662022,33.19512195121951,48,33,32,24,36,52,37,40,38,31,39,31,37,35,28,24,37,36,48,44,32,31,42,31,33,41,761.19,856,15486,265.71
475,40.30662020905923,31.965156794425088,29.337979094076655,23.644599303135887,32.710801393728225,41.53310104529617,30.285714285714285,36.88850174216028,29.282229965156795,28.578397212543553,37.05226480836237,28.174216027874564,30.37979094076655,29.56445993031359,30.101045296167246,24.874564459930312,31.738675958188153,32.637630662020904,39.602787456445995,38.56794425087108,24.073170731707318,26.13240418118467,36.153310104529616,30.526132404181183,33.1219512195122,32.30662020905923,50,35,33,28,39,53,37,45,35,31,46,32,38,33,32,26,40,39,46,46,29,28,39,36,41,39,788.29,882,15732,274.04
500,37.65505226480836,36.57839721254356,29.337979094076655,23.191637630662022,32.40766550522648,42.926829268292686,30.574912891986063,38.01393728222997,31.693379790940767,28.898954703832754,36.59581881533101,29.66898954703833,31.83623693379791,29.968641114982578,31.209059233449477,26.954703832752614,34.13937282229965,34.13588850174216,39.710801393728225,40.4390243902439,27.21254355400697,25.0,37.44599303135889,30.54355400696864,36.038327526132406,33.97560975609756,45,42,33,27,39,55,38,44,39,31,45,33,40,34,34,30,43,40,46,50,32,25,40,36,46,41,816.95,910,16110,285.43
525,41.90592334494774,37.91637630662021,29.76306620209059,23.693379790940767,33.75261324041812,43.832752613240416,32.44250871080139,40.76655052264808,33.184668989547035,31.334494773519165,35.184668989547035,33.599303135888505,37.55400696864111,30.689895470383274,35.282229965156795,27.264808362369337,32.19512195121951,33.77003484320557,39.8780487804878,40.10452961672474,27.428571428571427,25.0,39.07665505226481,35.63066202090592,34.362369337979096,38.12891986062718,51,46,32,27,42,56,41,49,41,33,42,38,47,34,40,29,39,39,46,49,31,25,43,42,41,47,851.05,946,16626,285.96
550,43.940766550522646,36.77351916376307,35.43205574912892,23.693379790940767,34.44599303135889,43.069686411149824,34.70034843205575,41.048780487804876,34.954703832752614,36.65853658536585,35.59581881533101,34.599303135888505,40.47038327526133,31.156794425087107,33.20905923344948,28.686411149825783,31.473867595818817,35.254355400696866,40.40766550522648,41.77003484320557,29.020905923344948,27.522648083623693,39.822299651567945,38.142857142857146,33.710801393728225,39.69337979094077,52,44,41,27,42,53,43,50,43,39,41,39,51,35,36,30,37,40,47,51,35,30,45,43,39,49,876.42,962,16797,298.57
575,44.45993031358885,37.99303135888502,34.44599303135889,27.205574912891986,34.67247386759582,40.965156794425084,34.98606271777003,39.2404181184669,35.940766550522646,37.37282229965157,37.02787456445993,35.599303135888505,39.822299651567945,32.05226480836237,35.073170731707314,31.21254355400697,32.494773519163765,36.10452961672474,40.44599303135889,41.32404181184669,30.749128919860627,28.571428571428573,39.32404181184669,39.44947735191638,34.8780487804878,37.30662020905923,53,43,38,32,41,48,43,47,44,40,41,40,48,36,39,35,38,41,46,50,39,33,44,44,40,43,905.06,998,17250,296.64
