n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,9.337979094076655,9.83623693379791,10.282229965156795,5.689895470383275,7.355400696864112,9.0,6.0,5.0,6.0,6.0,7.355400696864112,5.0,10.64459930313589,11.132404181184668,5.369337979094077,6.0,9.289198606271777,7.56794425087108,3.0,9.571428571428571,8.0,8.64808362369338,6.0,7.0,11.0,8.017421602787456,10,12,13,6,10,9,6,5,6,6,10,5,12,14,6,6,10,9,3,10,8,9,6,7,11,9,194.42,206,3381,57.04
125,10.264808362369338,12.83623693379791,12.10801393728223,6.689895470383275,7.951219512195122,10.815331010452962,7.0,5.0,7.421602787456446,7.0,7.951219512195122,8.0,12.954703832752614,13.843205574912892,9.306620209059233,8.0,11.735191637630662,8.567944250871081,5.0,10.0,12.574912891986063,13.940766550522648,9.0,8.0,11.0,7.456445993031359,11,15,16,7,11,12,7,5,8,7,11,8,15,16,11,8,13,10,5,10,13,15,9,8,11,8,235.04,246,4059,70.07
150,10.264808362369338,15.146341463414634,13.303135888501743,10.170731707317072,13.121951219512194,12.574912891986063,9.261324041811847,8.564459930313589,10.017421602787456,9.522648083623693,12.494773519163763,12.902439024390244,14.19163763066202,14.017421602787456,9.114982578397212,8.0,11.933797909407666,10.567944250871081,6.648083623693379,14.508710801393729,14.749128919860627,15.306620209059233,9.0,9.0,12.452961672473867,10.146341463414634,11,21,18,13,20,13,11,10,12,12,17,14,17,16,11,8,14,12,8,18,17,18,9,9,13,12,276.08,294,4791,82.21
175,13.264808362369338,15.146341463414634,15.613240418118467,12.170731707317072,13.121951219512194,14.512195121951219,9.898954703832752,9.0,9.655052264808363,9.989547038327526,13.930313588850174,13.902439024390244,15.679442508710801,16.017421602787458,11.386759581881533,10.0,13.585365853658537,10.567944250871081,8.0,14.829268292682928,18.749128919860627,14.195121951219512,10.0,14.484320557491289,14.452961672473867,10.86411149825784,14,21,21,15,20,16,11,9,10,13,17,15,19,18,12,10,15,12,8,16,21,15,10,15,15,12,319.43,340,5598,101.14
200,14.75609756097561,15.78048780487805,17.505226480836235,12.902439024390244,14.121951219512194,18.121951219512194,11.898954703832752,10.958188153310104,13.655052264808363,10.989547038327526,16.303135888501743,16.362369337979093,16.679442508710803,14.905923344947736,12.296167247386759,11.557491289198607,14.18815331010453,12.825783972125436,10.0,15.923344947735192,19.9198606271777,17.101045296167246,13.0,18.094076655052266,16.56794425087108,13.132404181184668,16,21,24,17,21,22,13,12,14,14,20,18,20,16,14,13,16,15,10,17,22,20,13,19,19,18,360.45,388,6441,113.89
225,15.32752613240418,17.9198606271777,20.013937282229964,12.738675958188153,12.487804878048781,20.29616724738676,13.804878048780488,11.958188153310104,16.65505226480836,13.463414634146341,18.128919860627178,17.45993031358885,19.627177700348433,16.261324041811847,15.034843205574912,11.463414634146341,16.592334494773517,14.825783972125436,10.463414634146341,15.923344947735192,22.979094076655052,19.871080139372822,13.0,17.641114982578397,22.54006968641115,14.846689895470384,18,25,27,17,17,23,15,13,17,18,24,18,23,18,17,12,19,17,11,17,26,25,13,18,29,19,403.09,440,7305,133.89
250,17.533101045296167,19.37979094076655,21.62369337979094,14.536585365853659,12.487804878048781,20.027874564459932,15.616724738675957,15.958188153310104,17.65505226480836,16.05574912891986,18.114982578397214,18.773519163763066,20.202090592334496,22.972125435540068,16.05574912891986,13.745644599303136,16.7595818815331,15.871080139372822,11.463414634146341,16.310104529616726,27.627177700348433,21.062717770034844,17.449477351916375,18.641114982578397,23.822299651567945,17.250871080139373,21,28,28,20,17,21,18,17,18,23,24,20,23,27,20,15,18,19,12,18,33,26,18,19,31,22,443.94,492,8307,148.18
275,18.67595818815331,21.024390243902438,21.62369337979094,15.526132404181185,16.766550522648085,23.67595818815331,17.630662020905923,16.958188153310104,19.480836236933797,17.320557491289197,21.128919860627178,20.421602787456447,20.202090592334496,23.78048780487805,19.264808362369337,13.463414634146341,18.233449477351915,19.78048780487805,11.463414634146341,17.310104529616726,27.24390243902439,21.226480836236934,17.449477351916375,21.37630662020906,25.125435540069688,18.885017421602786,22,29,28,21,22,25,20,18,20,23,27,21,23,26,23,14,20,23,12,19,32,25,18,22,32,23,485.62,532,8997,152.0
300,19.665505226480835,24.51219512195122,24.62020905923345,16.54006968641115,17.930313588850176,24.142857142857142,18.637630662020907,17.745644599303137,20.968641114982578,20.48780487804878,24.34494773519164,22.149825783972126,22.35191637630662,28.825783972125436,18.909407665505228,18.153310104529616,20.71080139372822,21.7595818815331,14.313588850174217,16.45296167247387,26.418118466898953,24.773519163763066,19.449477351916375,24.641114982578397,27.177700348432055,18.135888501742162,23,32,31,21,21,26,22,20,22,27,33,24,26,35,22,20,23,27,16,17,30,29,20,25,37,21,527.23,580,9876,169.82
325,20.32404181184669,25.59581881533101,26.60278745644599,16.993031358885016,23.247386759581882,24.027874564459932,20.641114982578397,19.958188153310104,23.818815331010452,20.818815331010452,24.118466898954704,25.571428571428573,24.313588850174217,29.1602787456446,18.909407665505228,19.5609756097561,21.010452961672474,22.742160278745644,15.32752613240418,17.45296167247387,27.846689895470384,25.13240418118467,20.449477351916375,26.45993031358885,29.696864111498257,19.48780487804878,24,33,33,22,30,25,24,21,27,28,31,28,28,35,22,23,24,28,17,18,32,29,21,28,40,23,565.56,628,10485,180.64
350,22.885017421602786,27.59581881533101,26.60278745644599,16.993031358885016,22.721254355400696,27.51567944250871,24.637630662020907,23.951219512195124,24.45644599303136,20.818815331010452,25.142857142857142,28.041811846689896,26.34494773519164,32.181184668989545,18.909407665505228,20.5609756097561,23.536585365853657,25.310104529616726,16.27526132404181,18.45296167247387,30.801393728222997,26.494773519163765,22.902439024390244,28.094076655052266,28.48780487804878,21.51219512195122,28,35,33,22,29,31,29,26,28,28,32,33,31,40,22,24,29,32,19,19,37,31,24,29,36,25,604.49,678,11292,204.93
375,23.689895470383274,28.59581881533101,29.822299651567945,18.993031358885016,25.4006968641115,30.2404181184669,28.752613240418118,25.693379790940767,24.881533101045296,22.742160278745644,29.156794425087107,28.069686411149824,28.21602787456446,32.01045296167247,22.209059233449477,19.717770034843205,24.923344947735192,23.749128919860627,19.89547038327526,19.45296167247387,32.724738675958186,26.585365853658537,24.449477351916375,32.1219512195122,30.43554006968641,22.062717770034844,28,36,39,24,30,35,35,29,27,29,40,34,35,39,26,22,31,28,24,20,38,31,25,37,39,25,640.38,712,12099,210.86
400,23.979094076655052,32.857142857142854,30.822299651567945,23.017421602787458,27.4006968641115,29.961672473867594,30.878048780487806,27.43205574912892,25.881533101045296,22.742160278745644,30.142857142857142,29.10452961672474,31.198606271777003,34.926829268292686,22.923344947735192,22.101045296167246,25.641114982578397,25.32404181184669,21.61672473867596,20.0,35.174216027874564,28.2404181184669,24.902439024390244,32.637630662020904,32.69686411149826,22.13240418118467,28,41,40,26,32,34,39,32,28,29,40,35,41,43,27,27,32,29,26,20,41,34,26,35,40,25,679.85,758,12909,230.75
425,26.006968641114984,32.31010452961672,33.75609756097561,24.125435540069688,28.16724738675958,31.13240418118467,33.08710801393728,25.9198606271777,27.45644599303136,24.54006968641115,32.90940766550523,27.790940766550523,31.073170731707318,34.710801393728225,24.766550522648085,22.135888501742162,29.843205574912893,27.777003484320556,25.794425087108014,22.0,36.818815331010455,32.08710801393728,26.81533101045296,33.55052264808362,32.22648083623693,22.13240418118467,30,38,44,28,35,37,40,28,31,30,43,32,38,44,28,27,38,32,32,22,42,41,29,35,39,25,722.33,814,13878,257.96
450,27.418118466898953,33.613240418118465,33.75609756097561,27.017421602787458,27.64808362369338,33.275261324041814,34.961672473867594,27.5993031358885,27.881533101045296,29.428571428571427,37.20905923344948,29.790940766550523,33.170731707317074,37.250871080139376,27.28919860627178,23.386759581881535,30.306620209059233,30.386759581881535,25.51219512195122,25.825783972125436,37.68989547038328,34.09756097560975,28.81533101045296,37.29616724738676,35.23344947735192,22.627177700348433,31,40,44,30,32,39,45,31,30,39,52,34,44,47,34,30,37,37,31,28,44,43,31,41,42,26,763.64,858,14421,251.25
