n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,9.344947735191637,10.75609756097561,9.846689895470384,5.693379790940766,7.365853658536586,9.0,6.0,5.0,7.128919860627177,6.0,7.365853658536586,5.0,10.665505226480835,10.484320557491289,5.0,6.0,10.038327526132404,7.944250871080139,3.0,9.581881533101045,8.0,8.651567944250871,6.0,6.693379790940766,11.0,7.581881533101045,10,14,12,6,10,9,6,5,8,6,10,5,11,12,5,6,11,10,3,10,8,9,6,7,11,8,191.21,198,3246,53.0
125,10.27177700348432,13.588850174216027,12.128919860627178,6.693379790940766,7.965156794425087,10.822299651567944,7.0,5.0,7.655052264808362,7.0,7.965156794425087,8.0,11.665505226480835,13.94425087108014,8.818815331010454,8.278745644599303,11.013937282229966,8.867595818815332,5.2787456445993035,10.0,12.578397212543553,13.0,9.0,7.693379790940766,11.0,7.45993031358885,11,17,16,7,11,12,7,5,8,7,11,8,12,16,10,9,12,11,6,10,13,13,9,8,11,8,235.51,248,4263,75.43
150,10.27177700348432,15.181184668989546,13.320557491289199,10.19163763066202,11.951219512195122,12.578397212543553,8.449477351916377,8.571428571428571,9.32752613240418,9.536585365853659,12.606271777003485,12.449477351916377,15.933797909407666,14.585365853658537,8.662020905923345,8.0,10.989547038327526,10.578397212543553,6.70383275261324,14.529616724738675,14.278745644599303,14.0,9.0,9.581881533101045,12.456445993031359,10.160278745644598,11,21,18,13,17,13,9,10,10,12,17,13,21,18,9,8,12,12,8,18,15,14,9,11,13,12,277.67,300,4971,87.57
175,13.27177700348432,15.181184668989546,16.721254355400696,12.19163763066202,12.362369337979095,13.578397212543553,9.449477351916377,9.0,9.32752613240418,10.003484320557492,14.606271777003485,13.445993031358885,15.578397212543553,16.393728222996515,11.365853658536585,10.0,13.202090592334494,10.578397212543553,8.703832752613241,14.83623693379791,19.62369337979094,14.54006968641115,10.390243902439025,14.641114982578397,14.456445993031359,12.439024390243903,14,21,23,15,18,14,10,9,10,13,19,14,19,19,12,10,15,12,10,16,23,15,12,15,15,15,322.65,348,5796,106.64
200,14.766550522648084,15.81184668989547,17.721254355400696,12.19163763066202,12.951219512195122,15.578397212543553,11.449477351916377,10.965156794425088,13.32752613240418,11.003484320557492,16.972125435540068,15.905923344947736,17.470383275261323,15.961672473867596,11.91637630662021,11.285714285714286,12.560975609756097,13.888501742160278,10.703832752613241,16.81533101045296,20.142857142857142,16.83623693379791,13.0,17.45644599303136,16.135888501742162,12.804878048780488,16,21,24,15,18,16,12,12,14,14,22,17,22,18,13,12,14,17,12,19,23,19,13,18,19,16,361.13,392,6645,119.79
225,16.097560975609756,17.961672473867594,20.37630662020906,12.19163763066202,12.501742160278745,21.247386759581882,14.801393728222996,11.965156794425088,16.658536585365855,13.574912891986063,18.146341463414632,17.463414634146343,21.048780487804876,17.0,16.05574912891986,11.94425087108014,15.888501742160278,14.83623693379791,10.466898954703833,15.930313588850174,24.205574912891986,21.846689895470384,13.0,18.181184668989548,22.310104529616726,14.411149825783973,21,25,27,15,17,25,18,13,17,18,24,18,27,20,20,14,18,17,11,17,29,30,13,20,29,17,402.84,436,7482,134.86
250,16.993031358885016,18.592334494773517,21.083623693379792,13.857142857142858,12.501742160278745,20.686411149825783,16.369337979094077,15.965156794425088,17.658536585365855,15.348432055749129,18.146341463414632,18.0,20.418118466898953,22.71080139372822,15.442508710801393,13.752613240418118,16.557491289198605,15.888501742160278,11.466898954703833,15.909407665505226,26.61672473867596,20.979094076655052,17.45296167247387,18.372822299651567,23.425087108013937,15.588850174216027,20,26,27,18,17,22,20,17,18,21,24,18,24,26,19,15,18,19,12,17,32,26,18,19,31,18,441.33,486,8184,147.43
275,17.135888501742162,20.961672473867594,21.083623693379792,14.19163763066202,16.78397212543554,23.21951219512195,17.630662020905923,16.965156794425088,18.881533101045296,17.38327526132404,20.78048780487805,20.878048780487806,21.310104529616726,26.18815331010453,19.278745644599304,14.034843205574912,16.881533101045296,20.473867595818817,11.926829268292684,17.81533101045296,26.61672473867596,21.146341463414632,17.45296167247387,21.0,24.72822299651568,17.222996515679444,19,28,27,17,22,24,20,18,20,23,26,22,26,30,23,15,18,24,13,20,32,25,18,21,32,19,484.95,530,8700,155.82
300,17.700348432055748,24.337979094076655,26.05226480836237,16.61672473867596,18.226480836236934,25.153310104529616,18.658536585365855,17.7595818815331,20.369337979094077,21.846689895470384,22.975609756097562,22.1602787456446,22.369337979094077,29.574912891986063,19.027874564459932,18.73170731707317,19.637630662020907,22.414634146341463,13.874564459930314,16.0,26.285714285714285,24.797909407665504,19.909407665505228,25.393728222996515,28.024390243902438,17.222996515679444,19,31,34,20,22,28,22,20,22,30,30,24,27,36,23,21,22,28,15,16,29,29,21,27,39,19,527.11,582,9753,179.25
325,18.73170731707317,25.72473867595819,27.27177700348432,16.61672473867596,24.70383275261324,25.89198606271777,20.658536585365855,19.965156794425088,23.034843205574912,20.411149825783973,25.062717770034844,25.585365853658537,24.1602787456446,31.135888501742162,18.8397212543554,19.637630662020907,21.846689895470384,21.926829268292682,14.874564459930314,17.0,29.898954703832754,25.522648083623693,20.45296167247387,25.752613240418118,30.466898954703833,19.522648083623693,21,32,34,20,32,29,24,21,25,26,33,28,28,37,22,23,26,26,16,17,38,30,21,27,43,23,564.06,622,10527,191.93
350,20.71080139372822,27.337979094076655,27.26829268292683,16.958188153310104,24.70383275261324,29.177700348432055,25.613240418118465,23.51219512195122,24.128919860627178,21.637630662020907,26.75609756097561,28.073170731707318,26.721254355400696,30.67595818815331,20.735191637630663,20.637630662020907,23.425087108013937,22.926829268292682,15.832752613240418,18.0,30.975609756097562,27.306620209059233,22.909407665505228,27.954703832752614,29.310104529616726,22.13240418118467,24,34,34,21,32,35,31,25,27,29,36,33,32,35,26,24,30,27,18,18,37,33,24,29,38,26,599.28,666,11370,210.46
375,22.637630662020907,28.337979094076655,29.61672473867596,19.48780487804878,27.118466898954704,32.289198606271775,29.986062717770036,24.51219512195122,24.742160278745644,24.581881533101047,29.850174216027874,28.609756097560975,28.5993031358885,32.45296167247387,22.94425087108014,20.013937282229964,25.017421602787458,23.926829268292682,21.073170731707318,19.0,32.613240418118465,27.75609756097561,24.909407665505228,31.23693379790941,31.414634146341463,22.721254355400696,27,35,39,24,34,40,38,26,28,32,42,34,36,40,30,23,33,28,26,19,38,33,26,34,41,26,641.48,720,12186,214.36
