n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,3.0,10.80836236933798,8.533101045296167,4.0,6.0,7.658536585365853,8.0,6.0,8.64459930313589,8.703832752613241,7.463414634146342,7.421602787456446,6.0,14.059233449477352,9.89198606271777,8.0,7.578397212543554,6.452961672473868,4.0,1.0,7.365853658536586,9.571428571428571,8.0,9.0,12.003484320557492,7.533101045296167,3,12,9,4,6,8,8,6,9,10,11,8,6,15,13,8,8,7,4,1,8,11,8,9,18,8,189.54,202,3483,62.5
125,4.0,12.80836236933798,10.533101045296167,4.0,10.0,9.658536585365853,11.0,9.0,11.64459930313589,11.282229965156795,8.425087108013937,11.843205574912892,9.059233449477352,17.038327526132406,9.89198606271777,10.560975609756097,10.564459930313589,9.031358885017422,5.916376306620209,2.0,9.365853658536585,9.571428571428571,9.0,10.0,14.003484320557492,8.533101045296167,4,14,11,4,10,10,11,9,12,14,13,13,10,18,13,13,12,11,7,2,10,11,9,10,20,9,235.78,252,4266,77.04
150,6.0,14.0,10.533101045296167,5.0,10.0,13.484320557491289,16.181184668989548,12.0,11.278745644599303,9.871080139372822,8.442508710801393,12.843205574912892,11.146341463414634,17.48432055749129,9.167247386759582,10.0,12.020905923344948,9.452961672473867,5.0,3.0,12.898954703832752,10.386759581881533,12.0,12.0,13.895470383275262,10.533101045296167,6,14,11,5,10,16,17,12,12,11,12,14,12,18,11,10,15,10,5,3,14,12,12,12,19,11,274.31,292,5052,84.64
175,7.0,15.0,12.763066202090592,7.0,13.0,15.560975609756097,17.48432055749129,13.0,13.090592334494774,12.871080139372822,11.073170731707316,16.505226480836235,12.627177700348431,18.7595818815331,13.167247386759582,11.118466898954704,13.212543554006968,10.452961672473867,9.313588850174217,4.0,14.358885017421603,10.571428571428571,14.0,15.275261324041812,16.00348432055749,11.445993031358885,7,15,14,7,13,19,18,13,14,14,15,22,15,20,15,13,17,11,11,4,16,12,14,17,22,12,313.66,334,5790,106.79
200,8.19163763066202,19.254355400696863,15.940766550522648,12.0,15.0,15.560975609756097,21.421602787456447,13.494773519163763,14.64459930313589,12.70034843205575,15.37979094076655,15.968641114982578,13.905923344947736,22.4006968641115,14.522648083623693,11.759581881533101,16.247386759581882,12.731707317073171,9.993031358885018,5.0,15.362369337979095,11.86411149825784,14.0,16.45993031358885,20.00348432055749,11.0,9,21,19,12,15,19,25,14,15,14,22,19,16,25,19,13,21,14,11,5,16,14,14,17,26,11,359.16,390,6753,126.18
225,10.19163763066202,19.83275261324042,16.177700348432055,13.0,15.0,16.609756097560975,24.958188153310104,14.94773519163763,15.278745644599303,15.421602787456447,17.662020905923345,15.21602787456446,15.668989547038327,22.16724738675958,16.926829268292682,13.310104529616725,18.81533101045296,15.452961672473867,13.721254355400697,7.0,16.81533101045296,15.867595818815332,16.027874564459932,18.45993031358885,20.386759581881535,11.0,11,22,19,13,15,21,29,16,16,18,24,18,19,24,22,16,23,16,16,7,18,20,17,19,26,11,402.84,440,7617,136.14
250,12.19163763066202,21.128919860627178,16.177700348432055,16.0,17.142857142857142,19.700348432055748,24.874564459930312,16.24390243902439,16.48780487804878,16.885017421602786,22.125435540069688,18.43205574912892,19.1602787456446,22.627177700348433,19.850174216027874,13.937282229965156,21.64808362369338,15.452961672473867,14.017421602787456,10.825783972125436,17.81184668989547,16.700348432055748,18.027874564459932,20.45993031358885,26.797909407665504,11.0,13,24,19,16,18,25,29,18,17,18,31,22,23,24,26,17,27,16,17,13,19,19,19,21,36,11,440.29,478,8208,143.25
275,14.19163763066202,23.613240418118465,16.5609756097561,17.937282229965156,18.142857142857142,21.7595818815331,27.445993031358885,17.45644599303136,16.76306620209059,18.752613240418118,23.195121951219512,19.010452961672474,19.62020905923345,25.923344947735192,19.320557491289197,17.045296167247386,22.48780487804878,17.45296167247387,15.229965156794425,10.825783972125436,19.101045296167246,17.146341463414632,22.229965156794425,23.195121951219512,27.261324041811847,12.533101045296167,15,31,19,19,19,28,32,19,18,22,30,22,24,32,24,23,29,18,18,13,21,20,27,25,37,13,476.02,530,9414,170.04
300,16.641114982578397,23.045296167247386,18.027874564459932,20.428571428571427,19.822299651567945,25.390243902439025,26.75609756097561,19.369337979094077,18.766550522648085,19.825783972125436,24.233449477351915,18.341463414634145,24.693379790940767,27.414634146341463,24.254355400696863,19.153310104529616,26.51219512195122,18.45296167247387,17.229965156794425,10.825783972125436,20.501742160278745,19.146341463414632,22.8397212543554,24.310104529616726,27.306620209059233,13.358885017421603,18,28,20,24,21,33,30,22,21,24,30,20,29,33,31,27,35,19,20,13,24,22,27,28,35,14,519.55,576,9852,176.04
325,21.738675958188153,23.21951219512195,20.912891986062718,20.853658536585368,21.0,25.554006968641115,29.494773519163765,21.70731707317073,21.78397212543554,23.34494773519164,25.233449477351915,19.341463414634145,27.229965156794425,30.247386759581882,24.334494773519165,19.83275261324042,25.62020905923345,21.592334494773517,17.048780487804876,12.365853658536585,25.024390243902438,19.686411149825783,22.386759581881535,24.578397212543553,31.585365853658537,15.871080139372822,28,28,25,24,21,32,37,24,24,27,31,21,32,37,30,27,33,26,20,15,29,23,27,27,38,18,564.01,628,10947,200.96
350,24.195121951219512,24.790940766550523,26.721254355400696,21.29616724738676,21.282229965156795,26.686411149825783,29.641114982578397,26.749128919860627,24.466898954703833,22.846689895470384,26.81533101045296,20.529616724738677,28.226480836236934,30.878048780487806,24.334494773519165,18.18466898954704,27.62020905923345,22.644599303135887,20.05226480836237,14.19163763066202,25.745644599303137,24.146341463414632,22.386759581881535,30.26829268292683,35.853658536585364,19.341463414634145,31,31,37,25,22,33,37,34,30,25,33,24,34,37,30,23,35,27,24,19,29,30,27,38,44,23,604.15,682,11775,217.07
