n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,8.452961672473867,5.0,8.0,3.0,5.0,6.45993031358885,11.0,9.550522648083623,7.0,6.0,7.0,4.0,10.529616724738675,8.0,8.445993031358885,3.5505226480836236,10.445993031358885,6.529616724738676,9.0,10.452961672473867,7.0,7.0,2.0,3.0,5.0,5.0,9.45993031358885,5.0,9,5,8,3,5,7,11,11,7,6,7,4,11,8,9,5,11,7,9,11,7,7,2,3,5,5,10,5,187.66,190,3525,61.87
125,11.289198606271777,7.0,9.0,4.0,8.0,8.0,15.0,11.0,7.0,8.0,8.282229965156795,5.0,12.909407665505226,9.0,10.588850174216027,5.83623693379791,12.445993031358885,8.529616724738675,12.0,11.452961672473867,8.0,8.282229965156795,2.0,4.0,7.0,5.0,11.763066202090592,7.0,14,7,9,4,8,8,15,11,7,8,9,5,14,9,13,8,13,9,12,12,8,9,2,4,7,5,13,7,232.63,238,4155,71.67
150,14.289198606271777,8.0,11.0,7.0,10.0,10.445993031358885,17.0,11.0,9.0,8.0,9.282229965156795,5.0,13.909407665505226,9.0,11.588850174216027,7.83623693379791,14.445993031358885,11.529616724738675,12.0,13.452961672473867,9.912891986062718,11.641114982578397,4.0,7.0,7.0,7.0,13.763066202090592,8.0,17,8,11,7,10,11,17,11,9,8,10,5,15,9,14,10,15,12,12,14,11,14,4,7,7,7,15,8,275.52,282,4761,78.8
175,18.94076655052265,12.574912891986063,14.0,11.0,10.0,10.745644599303136,20.285714285714285,13.334494773519165,9.0,10.0,9.282229965156795,8.498257839721255,17.501742160278745,11.0,12.662020905923345,11.222996515679442,15.463414634146341,12.588850174216027,12.571428571428571,16.28919860627178,12.0,14.557491289198607,6.686411149825784,7.2787456445993035,9.0,7.0,16.11149825783972,8.0,24,15,14,11,10,12,21,16,9,10,10,9,20,11,14,17,16,14,14,19,12,17,7,8,9,7,18,8,324.89,340,6024,103.68
200,19.282229965156795,10.67247386759582,15.285714285714286,11.0,14.0,13.777003484320558,21.473867595818817,13.0,10.0,11.0,13.35191637630662,9.285714285714286,17.588850174216027,13.0,14.498257839721255,12.125435540069686,18.21951219512195,13.588850174216027,14.397212543554007,18.195121951219512,14.0,14.898954703832752,6.533101045296167,9.533101045296167,9.0,8.0,17.662020905923345,9.0,23,11,16,11,14,16,23,13,10,11,15,10,19,13,17,17,21,15,16,22,14,17,7,10,9,8,19,9,365.09,386,6852,117.07
225,19.738675958188153,12.665505226480835,19.581881533101047,12.0,15.564459930313589,17.087108013937282,22.45993031358885,14.334494773519165,10.0,14.0,14.369337979094077,10.78048780487805,19.67595818815331,15.682926829268293,16.965156794425088,16.125435540069688,20.21602787456446,14.763066202090592,17.864111498257838,18.857142857142858,15.473867595818815,16.536585365853657,8.588850174216027,11.853658536585366,11.435540069686411,8.0,20.18466898954704,9.369337979094077,23,13,23,12,17,19,25,17,10,14,17,12,22,18,23,24,23,18,21,23,17,21,10,14,12,8,22,10,404.15,432,7518,135.99
250,20.78048780487805,13.362369337979095,20.4006968641115,15.0,15.564459930313589,19.99651567944251,24.982578397212542,15.250871080139373,11.0,14.0,15.72822299651568,13.923344947735192,19.67595818815331,14.505226480836237,17.250871080139373,18.101045296167246,21.51219512195122,14.170731707317072,19.05923344947735,24.951219512195124,16.67247386759582,19.10452961672474,8.588850174216027,12.435540069686411,15.533101045296167,9.0,22.51219512195122,10.72822299651568,24,14,24,15,17,23,30,17,11,14,19,16,22,15,21,25,25,16,23,34,18,22,10,14,16,9,26,12,443.11,476,8259,152.82
275,23.477351916376307,14.390243902439025,20.0,18.0,15.365853658536585,20.912891986062718,24.32752613240418,15.32752613240418,12.954703832752614,14.749128919860627,18.445993031358885,13.641114982578397,24.041811846689896,15.846689895470384,16.937282229965156,19.777003484320556,22.51219512195122,15.170731707317072,23.337979094076655,24.51219512195122,19.59581881533101,24.174216027874564,11.149825783972126,17.198606271777003,18.526132404181183,9.0,21.463414634146343,11.358885017421603,28,15,20,18,16,24,26,18,16,16,22,15,27,18,19,29,26,17,30,32,22,29,12,21,21,9,24,12,487.16,530,9633,183.07
300,22.32752613240418,13.693379790940767,20.846689895470384,20.073170731707318,15.930313588850174,22.5993031358885,25.61672473867596,15.829268292682928,15.02787456445993,16.989547038327526,18.72822299651568,13.72822299651568,30.114982578397214,14.505226480836237,17.473867595818817,22.48432055749129,25.020905923344948,16.62369337979094,22.70731707317073,25.51219512195122,20.72473867595819,25.254355400696863,14.613240418118467,18.72822299651568,19.090592334494772,12.0,22.463414634146343,16.024390243902438,25,14,23,21,18,26,27,18,19,18,21,15,34,15,20,34,29,19,27,33,24,29,16,21,21,12,25,18,523.42,566,10446,185.85
325,23.885017421602786,16.686411149825783,22.334494773519165,22.0,18.930313588850176,24.13240418118467,27.61672473867596,15.825783972125436,14.829268292682928,17.989547038327526,20.27177700348432,14.72822299651568,29.94773519163763,15.505226480836237,18.142857142857142,22.29616724738676,27.16376306620209,20.29268292682927,23.905923344947734,26.407665505226483,20.097560975609756,27.26829268292683,15.411149825783973,19.797909407665504,20.43554006968641,12.0,26.846689895470384,16.024390243902438,28,17,25,22,21,28,29,18,17,19,22,16,34,16,21,34,32,23,29,32,22,31,17,22,22,12,31,18,561.32,606,10992,210.77
350,25.627177700348433,18.89198606271777,26.038327526132406,24.45993031358885,19.21254355400697,26.142857142857142,27.61672473867596,17.473867595818817,16.550522648083625,19.930313588850176,21.222996515679444,16.428571428571427,29.972125435540068,16.94076655052265,19.644599303135887,23.020905923344948,28.362369337979093,20.857142857142858,24.013937282229964,28.613240418118465,21.097560975609756,27.54703832752613,17.933797909407666,22.70383275261324,21.45644599303136,14.0,26.989547038327526,18.05226480836237,31,22,31,25,22,32,29,20,21,22,23,18,34,18,23,34,31,25,29,36,23,32,20,26,25,14,30,20,601.47,660,11622,219.66
375,26.40418118466899,19.334494773519165,25.850174216027874,26.0,19.665505226480835,25.585365853658537,28.61672473867596,16.829268292682926,17.18466898954704,21.930313588850176,22.76306620209059,20.60278745644599,31.993031358885016,18.114982578397214,19.66898954703833,26.78048780487805,28.70731707317073,22.135888501742162,23.644599303135887,30.027874564459932,22.24390243902439,28.006968641114984,19.34843205574913,25.334494773519165,21.898954703832754,14.0,27.449477351916375,20.05226480836237,30,23,30,26,21,30,30,19,23,24,24,23,37,21,23,39,31,25,28,37,24,33,22,28,26,14,31,22,632.01,692,12453,231.48
400,26.857142857142858,22.114982578397214,24.341463414634145,26.0,21.909407665505228,28.916376306620208,28.61672473867596,17.857142857142858,21.634146341463413,25.554006968641115,24.43554006968641,21.60278745644599,32.97560975609756,18.89547038327526,19.665505226480835,27.34494773519164,29.609756097560975,23.818815331010452,25.752613240418118,30.73170731707317,24.48780487804878,28.989547038327526,21.72822299651568,27.48432055749129,23.78048780487805,15.665505226480835,31.10801393728223,21.766550522648085,31,26,28,26,24,34,30,20,29,29,29,24,39,21,23,39,33,27,31,39,27,34,25,31,29,16,39,23,669.94,742,13275,244.79
425,30.038327526132406,23.334494773519165,24.56794425087108,28.0,24.965156794425088,30.592334494773517,30.38327526132404,20.853658536585368,22.418118466898953,27.45296167247387,25.21951219512195,22.60278745644599,32.965156794425084,21.67247386759582,23.334494773519165,29.498257839721255,28.700348432055748,28.89547038327526,27.75609756097561,31.320557491289197,25.313588850174217,30.853658536585368,27.770034843205575,32.55400696864111,24.78397212543554,15.665505226480835,30.195121951219512,25.958188153310104,37,27,28,28,29,37,33,24,28,31,29,25,39,26,29,41,31,36,34,38,28,37,34,39,29,16,37,32,711.8,794,14316,260.74
450,32.038327526132406,22.909407665505228,25.205574912891986,29.627177700348433,26.083623693379792,32.494773519163765,29.66898954703833,23.470383275261323,22.153310104529616,28.81533101045296,26.860627177700348,22.372822299651567,34.05226480836237,22.67247386759582,22.961672473867594,33.20905923344948,29.898954703832754,29.35191637630662,28.630662020905923,34.45296167247387,27.912891986062718,31.174216027874564,27.770034843205575,36.637630662020904,24.78397212543554,17.0801393728223,32.0801393728223,25.958188153310104,39,25,27,30,30,40,31,26,28,33,32,25,40,27,28,46,33,37,35,41,30,37,34,45,29,18,40,32,743.25,826,14742,274.57
475,34.45993031358885,26.62369337979094,31.923344947735192,32.163763066202094,29.010452961672474,32.491289198606275,29.66898954703833,25.494773519163765,20.473867595818817,27.505226480836235,26.682926829268293,21.81533101045296,35.641114982578394,26.21254355400697,25.090592334494772,35.257839721254356,30.428571428571427,31.738675958188153,30.407665505226483,38.383275261324044,29.365853658536587,30.310104529616726,29.909407665505228,34.98954703832753,25.773519163763066,18.968641114982578,36.52961672473867,27.320557491289197,41,33,39,33,34,39,31,28,23,30,30,24,40,31,32,48,33,39,36,46,32,35,35,41,30,22,48,31,784.53,860,15162,282.37
500,36.33449477351916,30.066202090592334,33.250871080139376,35.278745644599304,28.801393728222997,34.721254355400696,32.832752613240416,27.114982578397214,21.926829268292682,29.24390243902439,26.581881533101047,22.81533101045296,36.57142857142857,29.808362369337978,24.777003484320556,36.90940766550523,30.428571428571427,30.069686411149824,30.48780487804878,38.97560975609756,29.05226480836237,31.749128919860627,29.65505226480836,36.055749128919864,28.874564459930312,19.968641114982578,36.09756097560975,26.205574912891986,43,37,42,38,32,42,35,29,25,33,29,25,41,37,30,46,33,35,35,44,31,37,34,41,35,23,45,29,819.21,894,15534,288.91
525,35.70383275261324,29.9198606271777,36.19163763066202,36.11149825783972,29.43205574912892,33.15679442508711,33.90243902439025,29.076655052264808,22.898954703832754,29.794425087108014,26.76306620209059,23.261324041811847,36.850174216027874,28.10801393728223,27.554006968641115,37.00348432055749,33.75261324041812,32.35191637630662,32.944250871080136,40.41811846689895,28.320557491289197,33.63066202090592,29.261324041811847,37.81184668989547,29.804878048780488,23.968641114982578,38.57491289198606,30.177700348432055,42,36,44,38,32,38,37,33,26,34,28,26,42,32,32,46,39,41,39,46,29,40,33,44,35,27,50,33,848.15,920,15777,289.21
550,37.46689895470383,30.7595818815331,37.66898954703833,35.29965156794425,30.43205574912892,34.66202090592334,35.70034843205575,29.257839721254356,25.101045296167246,30.261324041811847,29.017421602787458,23.61672473867596,40.853658536585364,31.425087108013937,31.860627177700348,40.58885017421603,32.64459930313589,32.714285714285715,34.836236933797906,42.44599303135889,29.45644599303136,37.33797909407666,31.8397212543554,40.0801393728223,32.073170731707314,26.923344947735192,38.48780487804878,32.51219512195122,46,39,49,37,33,39,41,35,30,34,32,25,49,38,39,55,36,42,40,50,31,44,37,49,38,31,49,40,880.01,960,16512,291.95
575,36.13937282229965,29.89198606271777,35.710801393728225,36.825783972125436,32.29616724738676,37.02090592334495,38.09407665505226,29.641114982578397,26.27177700348432,31.717770034843205,27.738675958188153,25.902439024390244,41.508710801393725,32.170731707317074,37.15679442508711,40.01045296167247,33.836236933797906,33.254355400696866,34.33101045296167,44.22648083623693,29.45644599303136,37.62020905923345,32.57491289198606,41.33797909407666,32.282229965156795,29.822299651567945,38.47735191637631,35.42160278745644,44,37,45,40,39,43,44,35,31,36,30,28,50,39,46,52,38,41,39,51,31,43,39,51,38,34,49,43,901.24,984,17097,289.65
600,38.65853658536585,32.56445993031359,36.32752613240418,37.717770034843205,31.087108013937282,40.2404181184669,37.46341463414634,31.752613240418118,28.05226480836237,34.22996515679443,29.801393728222997,26.9198606271777,43.954703832752614,34.42857142857143,42.45993031358885,39.41811846689895,34.850174216027874,31.808362369337978,34.11149825783972,46.35540069686411,31.59581881533101,38.815331010452965,32.40418118466899,39.90592334494774,33.149825783972126,32.63066202090592,37.8397212543554,37.254355400696866,50,41,45,43,35,46,43,37,31,39,35,29,53,42,56,47,40,37,37,56,34,47,40,49,39,38,49,46,922.81,996,16986,291.95
625,39.59233449477352,33.29616724738676,36.56445993031359,41.714285714285715,30.749128919860627,42.292682926829265,40.8815331010453,32.937282229965156,28.627177700348433,34.65853658536585,31.414634146341463,28.0,42.184668989547035,37.44250871080139,40.4390243902439,45.9198606271777,34.23344947735192,34.99651567944251,38.5191637630662,45.87456445993031,34.75261324041812,37.98606271777003,33.5609756097561,40.66898954703833,33.08362369337979,36.491289198606275,38.68641114982579,36.55749128919861,51,42,45,48,34,49,46,39,34,41,39,30,51,48,53,61,40,44,44,53,39,45,40,49,41,44,50,48,942.72,1022,17016,298.83
650,39.67595818815331,32.32404181184669,37.05226480836237,41.44947735191638,31.135888501742162,42.67595818815331,41.34146341463415,34.54006968641115,29.501742160278745,35.22996515679443,30.885017421602786,27.142857142857142,42.1184668989547,36.90940766550523,39.198606271777,44.055749128919864,37.059233449477354,36.45644599303136,38.24738675958188,48.97560975609756,36.35540069686411,41.289198606271775,35.045296167247386,42.19512195121951,32.275261324041814,36.505226480836235,40.52961672473867,37.97560975609756,50,39,45,48,34,50,48,43,35,43,37,28,50,45,53,55,46,46,44,60,45,51,43,50,40,45,55,48,957.68,1032,17238,300.84
