n_requests,avg_transceivers_node_0,avg_transceivers_node_1,avg_transceivers_node_2,avg_transceivers_node_3,avg_transceivers_node_4,avg_transceivers_node_5,avg_transceivers_node_6,avg_transceivers_node_7,avg_transceivers_node_8,avg_transceivers_node_9,avg_transceivers_node_10,avg_transceivers_node_11,avg_transceivers_node_12,avg_transceivers_node_13,avg_transceivers_node_14,avg_transceivers_node_15,avg_transceivers_node_16,avg_transceivers_node_17,avg_transceivers_node_18,avg_transceivers_node_19,avg_transceivers_node_20,avg_transceivers_node_21,avg_transceivers_node_22,avg_transceivers_node_23,avg_transceivers_node_24,avg_transceivers_node_25,avg_transceivers_node_26,avg_transceivers_node_27,max_transceivers_node_0,max_transceivers_node_1,max_transceivers_node_2,max_transceivers_node_3,max_transceivers_node_4,max_transceivers_node_5,max_transceivers_node_6,max_transceivers_node_7,max_transceivers_node_8,max_transceivers_node_9,max_transceivers_node_10,max_transceivers_node_11,max_transceivers_node_12,max_transceivers_node_13,max_transceivers_node_14,max_transceivers_node_15,max_transceivers_node_16,max_transceivers_node_17,max_transceivers_node_18,max_transceivers_node_19,max_transceivers_node_20,max_transceivers_node_21,max_transceivers_node_22,max_transceivers_node_23,max_transceivers_node_24,max_transceivers_node_25,max_transceivers_node_26,max_transceivers_node_27,avg_transceivers,max_transceivers,sum_slots,avg_max_slot
100,10.0,8.0,9.0,5.0,5.0,7.456445993031359,9.456445993031359,9.0,6.0,8.536585365853659,4.285714285714286,6.0,8.0,8.0,5.0,6.0,7.536585365853658,7.0,4.0,4.0,6.0,3.0,8.564459930313589,9.0,14.564459930313589,6.0,4.0,9.285714285714286,10,8,9,5,5,8,10,9,6,9,5,6,8,8,5,6,8,7,4,4,6,3,10,9,16,6,4,10,196.56,200,3447,64.5
125,13.0,8.0,10.0,7.456445993031359,6.0,8.456445993031359,12.167247386759582,10.0,7.0,12.839721254355402,6.912891986062718,8.745644599303136,8.0,9.0,7.0,8.0,7.536585365853658,8.0,7.313588850174216,5.0,7.463414634146342,6.0,11.710801393728223,9.0,15.0,6.0,4.0,12.655052264808363,13,8,10,8,6,9,13,10,7,16,8,10,8,9,7,8,8,8,10,5,8,6,12,9,15,6,4,15,239.64,248,4548,93.55
150,13.0,10.0,11.0,9.456445993031359,7.0,10.905923344947736,11.867595818815332,10.449477351916377,8.0,13.839721254355402,9.912891986062718,10.745644599303136,11.0,13.0,9.0,9.0,10.536585365853659,9.0,9.313588850174217,5.0,8.463414634146341,9.0,12.790940766550523,12.0,16.37979094076655,6.0,5.0,13.655052264808363,13,10,11,10,7,12,13,11,8,17,11,12,11,13,9,9,11,9,12,5,9,9,14,12,17,6,5,16,282.7,294,5205,105.44
175,14.0,11.0,11.0,9.456445993031359,7.0,11.731707317073171,11.693379790940767,12.832752613240418,10.0,13.839721254355402,13.696864111498257,12.24390243902439,13.797909407665506,15.0,12.70034843205575,10.0,14.536585365853659,9.0,12.313588850174217,7.0,9.463414634146341,10.414634146341463,14.933797909407666,13.0,18.522648083623693,9.0,6.0,14.749128919860627,14,11,11,10,7,13,13,14,10,17,17,13,15,15,14,10,15,9,15,7,10,11,16,13,19,9,6,16,326.82,342,5940,115.68
200,14.0,12.289198606271777,11.0,9.456445993031359,8.456445993031359,14.32752613240418,12.693379790940767,15.75609756097561,13.376306620209059,14.839721254355402,13.752613240418118,16.37630662020906,16.027874564459932,17.181184668989548,14.0801393728223,11.456445993031359,15.536585365853659,10.0,15.529616724738675,8.0,13.466898954703833,11.414634146341463,20.78048780487805,16.588850174216027,20.581881533101047,11.0,7.02787456445993,14.285714285714286,14,13,11,10,9,17,14,17,14,18,15,17,18,19,15,12,16,10,20,8,14,12,26,18,21,11,8,15,370.08,388,6915,133.28
225,17.735191637630663,12.289198606271777,12.432055749128919,10.456445993031359,10.456445993031359,15.195121951219512,13.167247386759582,15.832752613240418,14.0,17.94773519163763,15.912891986062718,19.37630662020906,16.797909407665504,17.37630662020906,17.128919860627178,12.456445993031359,17.202090592334496,11.0,17.641114982578397,11.432055749128919,14.13588850174216,12.069686411149826,21.902439024390244,21.177700348432055,21.522648083623693,13.37979094076655,8.912891986062718,15.362369337979095,19,13,13,11,11,17,14,17,14,22,17,20,18,18,18,13,18,11,21,12,15,13,26,25,22,15,10,17,415.02,440,7812,153.55
250,18.94425087108014,15.578397212543553,12.564459930313589,11.0,14.114982578397212,15.195121951219512,15.32752613240418,16.846689895470384,15.0,18.29268292682927,15.752613240418118,20.37630662020906,20.372822299651567,20.37630662020906,18.686411149825783,15.456445993031359,19.202090592334496,12.0,19.209059233449477,11.278745644599303,14.13588850174216,13.069686411149826,20.982578397212542,22.585365853658537,27.45993031358885,15.37979094076655,10.536585365853659,15.202090592334494,21,17,14,11,16,17,17,20,15,22,17,21,23,21,21,16,20,12,23,12,15,14,25,26,33,17,11,17,451.87,482,8442,166.57
275,20.35191637630662,17.0,16.99651567944251,12.456445993031359,14.986062717770034,16.205574912891986,17.78048780487805,18.83275261324042,18.885017421602786,20.73170731707317,17.533101045296167,21.386759581881535,22.588850174216027,21.386759581881535,18.965156794425088,15.94773519163763,24.202090592334496,13.0,23.4390243902439,12.432055749128919,14.13588850174216,13.069686411149826,22.278745644599304,26.770034843205575,28.853658536585368,18.372822299651567,12.536585365853659,14.574912891986063,22,17,21,13,18,18,20,20,21,26,20,22,25,22,22,17,25,13,28,13,15,14,26,33,36,20,13,16,499.73,536,9465,188.16
300,22.40418118466899,17.0,21.613240418118465,14.125435540069686,19.146341463414632,17.202090592334496,17.26829268292683,19.829268292682926,18.40418118466899,21.73170731707317,19.533101045296167,23.37630662020906,23.588850174216027,22.846689895470384,19.83275261324042,16.285714285714285,25.202090592334496,16.0,26.808362369337978,14.432055749128919,16.135888501742162,14.069686411149826,23.982578397212542,29.501742160278745,30.846689895470384,21.045296167247386,15.0,18.494773519163765,25,17,27,15,24,19,20,21,20,27,22,24,26,24,23,17,26,16,35,15,17,15,28,35,37,25,15,21,544.49,584,10326,203.78
325,23.13240418118467,18.905923344947734,22.606271777003485,18.937282229965156,20.773519163763066,17.463414634146343,16.62369337979094,22.54703832752613,20.27526132404181,21.73170731707317,19.94076655052265,24.627177700348433,26.533101045296167,23.66898954703833,21.017421602787458,17.898954703832754,26.358885017421603,19.571428571428573,25.986062717770036,14.278745644599303,16.135888501742162,14.257839721254355,26.83275261324042,33.362369337979096,32.96864111498258,21.829268292682926,15.487804878048781,18.066202090592334,27,20,25,23,24,20,18,27,21,27,23,25,31,25,24,19,28,20,32,15,17,17,32,40,40,26,16,20,578.7,626,11202,218.3
350,24.70731707317073,21.54355400696864,22.627177700348433,18.146341463414632,22.81184668989547,17.658536585365855,17.62369337979094,21.118466898954704,21.027874564459932,23.829268292682926,19.630662020905923,29.010452961672474,30.097560975609756,24.794425087108014,22.48780487804878,17.898954703832754,26.4006968641115,21.658536585365855,27.961672473867594,16.557491289198605,19.60278745644599,16.71080139372822,26.843205574912893,33.21602787456446,34.24738675958188,25.174216027874564,17.51567944250871,19.62020905923345,29,23,25,21,26,20,19,23,23,29,22,32,35,27,26,19,28,24,35,18,21,21,32,40,40,30,19,23,622.99,686,12486,235.76
375,25.73170731707317,22.226480836236934,22.29616724738676,21.146341463414632,27.094076655052266,19.149825783972126,19.34843205574913,23.264808362369337,20.554006968641115,25.156794425087107,19.67595818815331,28.878048780487806,32.00348432055749,27.644599303135887,21.428571428571427,18.45644599303136,27.202090592334496,22.658536585365855,29.975609756097562,16.557491289198605,23.00348432055749,17.37630662020906,28.303135888501743,36.08710801393728,36.97212543554007,28.174216027874564,17.909407665505228,19.606271777003485,30,25,25,24,31,24,22,28,22,32,22,32,38,31,25,19,28,25,37,18,25,19,31,45,44,33,19,22,656.32,724,12954,248.6
